t_s,joint,cmd_deg
0.30061678891070187,1,0.0
0.3057174850255251,1,0.09
0.31072670593857765,1,0.18
0.3157302439212799,1,0.27
0.32069380301982164,1,0.36
0.32574403705075383,1,0.45
0.3310855650343001,1,0.54
0.3357404940761626,1,0.63
0.34071514289826155,1,0.72
0.34573706705123186,1,0.8099999999999999
0.3507255930453539,1,0.9
0.35568808391690254,1,0.99
0.3606872148811817,1,1.08
0.36567967594601214,1,1.17
0.3707200880162418,1,1.26
0.37567147705703974,1,1.3499999999999999
0.3807236880529672,1,1.44
0.3857177540194243,1,1.53
0.3906888710334897,1,1.6199999999999999
0.3956969149876386,1,1.71
0.400669869966805,1,1.8
0.40573347988538444,1,1.8900000000000001
0.4107232200913131,1,1.98
0.4157226230017841,1,2.07
0.42068523401394486,1,2.16
0.42568519595079124,1,2.25
0.43124625203199685,1,2.34
0.4356768890284002,1,2.43
0.44072069390676916,1,2.52
0.4457234600558877,1,2.6100000000000003
0.45074387989006937,1,2.6999999999999997
0.4557116508949548,1,2.79
0.4607102849986404,1,2.88
0.46573247597552836,1,2.97
0.470691290916875,1,3.06
0.47568370401859283,1,3.1500000000000004
0.48089811694808304,1,3.2399999999999998
0.4856782609131187,1,3.3299999999999996
0.4907152899540961,1,3.42
0.4957141720224172,1,3.51
0.5006787059828639,1,3.6
0.5056827371008694,1,3.69
0.5106857209466398,1,3.7800000000000002
0.5156854619272053,1,3.8699999999999997
0.5207258649170399,1,3.96
0.5257148989476264,1,4.05
0.5306659829802811,1,4.14
0.5357294140849262,1,4.23
0.5406839670613408,1,4.32
0.5456306450068951,1,4.41
0.5506528320256621,1,4.5
0.5557575519196689,1,4.59
0.5606775060296059,1,4.68
0.5656675728969276,1,4.77
0.5706656079273671,1,4.86
0.5757141679059714,1,4.95
0.5807175349909812,1,5.04
0.585722120013088,1,5.13
0.5907118900213391,1,5.220000000000001
0.5957217998802662,1,5.31
0.6006853650324047,1,5.3999999999999995
0.6056845539715141,1,5.49
0.610720728058368,1,5.58
0.6156578189693391,1,5.67
0.6206720538903028,1,5.76
0.6257222041022032,1,5.8500000000000005
0.6306576288770884,1,5.94
0.6356745639350265,1,6.03
0.6406817059032619,1,6.12
0.6457029359880835,1,6.210000000000001
0.6507172361016273,1,6.300000000000001
0.6556725578848273,1,6.39
0.6607141320127994,1,6.4799999999999995
0.6657165940850973,1,6.569999999999999
0.6706713689491153,1,6.659999999999999
0.6757279948797077,1,6.75
0.6806688690558076,1,6.84
0.685723400907591,1,6.93
0.6907190869096667,1,7.02
0.6957139270380139,1,7.11
0.7007236720528454,1,7.2
0.7056799929123372,1,7.29
0.7107423529960215,1,7.38
0.7156384231057018,1,7.470000000000001
0.7207299498841166,1,7.5600000000000005
0.725731479935348,1,7.65
0.7307199009228498,1,7.739999999999999
0.735724835889414,1,7.829999999999999
0.7406936420593411,1,7.92
0.745729906950146,1,8.01
0.7506481378804892,1,8.1
0.7556489820126444,1,8.19
0.7607153819408268,1,8.28
0.7656333309132606,1,8.37
0.7706673559732735,1,8.46
0.7757241490762681,1,8.55
0.7807667918968946,1,8.64
0.7857069910969585,1,8.73
0.7907298770733178,1,8.82
0.7957147140987217,1,8.91
0.8007316528819501,1,9.0
0.8057592429686338,1,9.09
0.8107493680436164,1,9.18
0.8157011379953474,1,9.27
0.8207292950246483,1,9.36
0.825714651029557,1,9.45
0.8307141161058098,1,9.54
0.8357436119113117,1,9.629999999999999
0.8407206470146775,1,9.72
0.8457285868935287,1,9.81
0.8506794308777899,1,9.9
0.855712397955358,1,9.99
0.8607519350480288,1,10.08
0.8656878359615803,1,10.17
0.8707473159302026,1,10.26
0.8757187929004431,1,10.35
0.8806764839682728,1,10.440000000000001
0.8857289580628276,1,10.530000000000001
0.8907528680283576,1,10.62
0.8957173030357808,1,10.709999999999999
0.9006781340576708,1,10.799999999999999
0.90569016803056,1,10.89
0.9107837050687522,1,10.98
0.9156869559083134,1,11.07
0.9206312398891896,1,11.16
0.9257158820983022,1,11.25
0.9307188729289919,1,11.34
0.9357220679521561,1,11.43
0.9407238769344985,1,11.52
0.9457227180246264,1,11.61
0.950725028058514,1,11.700000000000001
0.955762144876644,1,11.790000000000001
0.9607493500225246,1,11.88
0.9656882830895483,1,11.97
0.9706682069227099,1,12.06
0.9756746760103852,1,12.15
0.9807208681013435,1,12.24
0.9857218819670379,1,12.330000000000002
0.9906730460934341,1,12.420000000000002
0.9957208458799869,1,12.510000000000002
1.0006860850844532,1,12.600000000000001
1.0057462309487164,1,12.69
1.0107054580003023,1,12.78
1.0156934519764036,1,12.87
1.0206822229083627,1,12.959999999999999
1.0257135769352317,1,13.049999999999999
1.030679774004966,1,13.139999999999999
1.0357244738843292,1,13.229999999999999
1.040677241049707,1,13.319999999999999
1.045660539995879,1,13.41
1.050685496069491,1,13.5
1.0557271239813417,1,13.59
1.0606638209428638,1,13.68
1.0657245418988168,1,13.77
1.0711478788871318,1,13.86
1.0756662520579994,1,13.95
1.0807224970776588,1,14.04
1.0857199740130454,1,14.13
1.0907201340887696,1,14.22
1.0957132310140878,1,14.31
1.1006756250280887,1,14.4
1.1056597318965942,1,14.49
1.1107004799414426,1,14.58
1.11563103296794,1,14.67
1.120664247078821,1,14.76
1.1256594839505851,1,14.850000000000001
1.1306615809444338,1,14.940000000000001
1.135721419006586,1,15.030000000000001
1.1407173920888454,1,15.120000000000001
1.1457183500751853,1,15.21
1.1507199599873275,1,15.3
1.1557191968895495,1,15.39
1.1607176209799945,1,15.479999999999999
1.1657203929498792,1,15.569999999999999
1.170717708999291,1,15.659999999999998
1.1757213629316539,1,15.749999999999998
1.1807170959655195,1,15.84
1.185722033958882,1,15.93
1.1907159350812435,1,16.02
1.1957337150815874,1,16.11
1.2006648359820247,1,16.2
1.2056603629607707,1,16.29
