t_s,joint,jnt_ref_deg,angle_change_deg,last_sent_cmd_deg
0.02051789010874927,1,0.0,0.0,0.0
0.030517351115122437,1,0.0,0.0,0.0
0.04061045707203448,1,0.0,0.0,0.0
0.05065681110136211,1,0.0,0.0,0.0
0.060725799994543195,1,0.0,0.0,0.0
0.07085048011504114,1,0.0,0.0,0.0
0.08097725408151746,1,0.0,0.0,0.0
0.09109798516146839,1,0.0,0.0,0.0
0.1011608000844717,1,0.0,0.0,0.0
0.1114093221258372,1,0.0,0.0,0.0
0.12151608313433826,1,0.0,0.0,0.0
0.13154744799248874,1,0.0,0.0,0.0
0.14159276406280696,1,0.0,0.0,0.0
0.15168513008393347,1,0.0,0.0,0.0
0.16174472216516733,1,0.0,0.0,0.0
0.1721734511666,1,0.0,0.0,0.0
0.1820470211096108,1,0.0,0.0,0.0
0.19216957804746926,1,0.0,0.0,0.0
0.20224155113101006,1,0.0,0.0,0.0
0.21233742614276707,1,0.0,0.0,0.0
0.22247122111730278,1,0.0,0.0,0.0
0.23245414509437978,1,0.0,0.0,0.0
0.2425201591104269,1,0.0,0.0,0.0
0.25259769009426236,1,0.0,0.0,0.0
0.26271827798336744,1,0.0,0.0,0.0
0.2727545131929219,1,0.0,0.0,0.0
0.28281104820780456,1,0.0,0.0,0.0
0.2929664240218699,1,0.0,0.0,0.0
0.30296465614810586,1,0.0,0.0,0.0
0.3130988699849695,1,0.0,0.0,0.18
0.3231248720549047,1,0.0009000000427477062,0.0009000000427477062,0.36
0.3332338850013912,1,0.03256941959261894,0.03256941959261894,0.54
0.34331878018565476,1,0.11044659465551376,0.11044659465551376,0.72
0.35337595106102526,1,0.22575177252292633,0.22575177252292633,0.9
0.3635246481280774,1,0.3602176308631897,0.3602176308631897,1.08
0.3736358361784369,1,0.5057082772254944,0.5057082772254944,1.26
0.38366619404405355,1,0.6591214537620544,0.6591214537620544,1.44
0.3938040412031114,1,0.8185676336288452,0.8185676336288452,1.6199999999999999
0.40394638502039015,1,0.9826664328575134,0.9826664328575134,1.8
0.41402809019200504,1,1.1503628492355347,1.1503628492355347,1.98
0.42409218405373394,1,1.3208426237106323,1.3208426237106323,2.16
0.4341608271934092,1,1.493476152420044,1.493476152420044,2.34
0.4443061091005802,1,1.6677759885787964,1.6677759885787964,2.52
0.45444457000121474,1,1.8433654308319092,1.8433654308319092,2.6999999999999997
0.4645262211561203,1,2.0205953121185303,2.0205953121185303,2.88
0.4746607451234013,1,2.193699598312378,2.193699598312378,3.06
0.48473493615165353,1,2.371314764022827,2.371314764022827,3.2399999999999998
0.4948754881042987,1,2.546518564224243,2.546518564224243,3.42
0.5049469151999801,1,2.7257583141326904,2.7257583141326904,3.6
0.5150246461853385,1,2.9367804527282715,2.9367804527282715,3.7800000000000002
0.525090903043747,1,3.1107962131500244,3.1107962131500244,3.96
0.535162502201274,1,3.285776376724243,3.285776376724243,4.14
0.5453008431941271,1,3.4618301391601562,3.4618301391601562,4.32
0.5553726500365883,1,3.6387665271759033,3.6387665271759033,4.5
0.5656598859932274,1,3.816394329071045,3.816394329071045,4.68
0.5755960161332041,1,3.994558334350586,3.994558334350586,4.86
0.5856811811681837,1,4.17313814163208,4.17313814163208,5.13
0.5958358480129391,1,4.352038860321045,4.352038860321045,5.31
0.6058201750274748,1,4.531188011169434,4.531188011169434,5.49
0.6159831190016121,1,4.710529804229736,4.710529804229736,5.67
0.6260490959975868,1,4.890020847320557,4.890020847320557,5.8500000000000005
0.6361180781386793,1,5.069626808166504,5.069626808166504,6.03
0.6462510551791638,1,5.249321937561035,5.249321937561035,6.210000000000001
0.6563606951385736,1,5.429085731506348,5.429085731506348,6.39
0.6664786501787603,1,5.608903408050537,5.608903408050537,6.569999999999999
0.6765246151480824,1,5.788762092590332,5.788762092590332,6.75
0.6865949910134077,1,5.968652725219727,5.968652725219727,6.93
0.6966650031972677,1,6.148568153381348,6.148568153381348,7.11
0.706737810978666,1,6.328502655029297,6.328502655029297,7.29
0.7167402601335198,1,6.50845193862915,6.50845193862915,7.470000000000001
0.7268781370949,1,6.688413143157959,6.688413143157959,7.65
0.7370409751310945,1,6.868382453918457,6.868382453918457,7.829999999999999
0.7471064450219274,1,7.049002170562744,7.049002170562744,8.01
0.7572389990091324,1,7.224729061126709,7.224729061126709,8.19
0.7673205451574177,1,7.404373645782471,7.404373645782471,8.37
0.777377471094951,1,7.58114767074585,7.58114767074585,8.55
0.7875474181491882,1,7.797421932220459,7.797421932220459,8.73
0.7976168890018016,1,7.973725318908691,7.973725318908691,8.91
0.8076678242068738,1,8.148934364318848,8.148934364318848,9.09
0.8177535750437528,1,8.331119537353516,8.331119537353516,9.27
0.8278331700712442,1,8.508849143981934,8.508849143981934,9.45
0.8379599920008332,1,8.684659004211426,8.684659004211426,9.629999999999999
0.8481087482068688,1,8.861027717590332,8.861027717590332,9.81
0.8582377932034433,1,9.038155555725098,9.038155555725098,9.99
0.868308860110119,1,9.215923309326172,9.215923309326172,10.17
0.8783733271993697,1,9.394193649291992,9.394193649291992,10.35
0.8884513219818473,1,9.572855949401855,9.572855949401855,10.530000000000001
0.8985363431274891,1,9.75182056427002,9.75182056427002,10.709999999999999
0.908595132175833,1,9.935988426208496,9.935988426208496,10.89
0.9187765610404313,1,10.13016414642334,10.13016414642334,11.07
0.9288857690989971,1,10.324862480163574,10.324862480163574,11.25
0.9390925620682538,1,10.51683235168457,10.51683235168457,11.43
0.949053272139281,1,10.70619010925293,10.70619010925293,11.61
0.9591202090959996,1,10.89344596862793,10.89344596862793,11.790000000000001
0.9692309990059584,1,11.079063415527344,11.079063415527344,11.97
0.9793079541996121,1,11.263410568237305,11.263410568237305,12.15
0.9894617272075266,1,11.446773529052734,11.446773529052734,12.330000000000002
0.9994534130673856,1,11.629376411437988,11.629376411437988,12.510000000000002
1.0095391240902245,1,11.812033653259277,11.812033653259277,12.69
1.0195914031937718,1,11.989336967468262,11.989336967468262,12.87
1.0296726562082767,1,12.170201301574707,12.170201301574707,13.049999999999999
1.0398362271953374,1,12.383469581604004,12.383469581604004,13.229999999999999
1.0498740621842444,1,12.565048217773438,12.565048217773438,13.41
