t_s,joint,jnt_ref_deg,angle_change_deg,last_sent_cmd_deg
0.020510748960077763,1,0.0,0.0,0.0
0.0307088999543339,1,0.0,0.0,0.0
0.04084205697290599,1,0.0,0.0,0.0
0.05094018601812422,1,0.0,0.0,0.0
0.0610145500395447,1,0.0,0.0,0.0
0.07108880998566747,1,0.0,0.0,0.0
0.0811200370080769,1,0.0,0.0,0.0
0.09117057803086936,1,0.0,0.0,0.0
0.10123716294765472,1,0.0,0.0,0.0
0.11139599606394768,1,0.0,0.0,0.0
0.12145159905776381,1,0.0,0.0,0.0
0.13164754607714713,1,0.0,0.0,0.0
0.14163564215414226,1,0.0,0.0,0.0
0.1517708080355078,1,0.0,0.0,0.0
0.16184457507915795,1,0.0,0.0,0.0
0.17191110597923398,1,0.0,0.0,0.0
0.18197865807451308,1,0.0,0.0,0.0
0.192036725115031,1,0.0,0.0,0.0
0.20216154400259256,1,0.0,0.0,0.0
0.21229095617309213,1,0.0,0.0,0.0
0.22245849505998194,1,0.0,0.0,0.0
0.23250986798666418,1,0.0,0.0,0.0
0.24257466499693692,1,0.0,0.0,0.0
0.2527129859663546,1,0.0,0.0,0.0
0.26278578396886587,1,0.0,0.0,0.0
0.27290617814287543,1,0.0,0.0,0.0
0.2829585950821638,1,0.0,0.0,0.0
0.2930619940161705,1,0.0,0.0,0.0
0.30322155402973294,1,0.0,0.0,0.0
0.3133091051131487,1,0.0,0.0,0.18
0.32329408498480916,1,0.0,0.0,0.36
0.33343539806082845,1,0.0,0.0,0.54
0.34344955114647746,1,0.0023729735985398293,0.0023729735985398293,0.72
0.3535036901012063,1,0.014459122903645039,0.014459122903645039,0.9
0.3635982561390847,1,0.04581078141927719,0.04581078141927719,1.08
0.3736650990322232,1,0.09716906398534775,0.09716906398534775,1.26
0.38380728801712394,1,0.16458196938037872,0.16458196938037872,1.44
0.39394796709530056,1,0.2451968938112259,0.2451968938112259,1.6199999999999999
0.4040051831398159,1,0.3368998169898987,0.3368998169898987,1.8
0.4140712581574917,1,0.43807968497276306,0.43807968497276306,1.98
0.4242425779812038,1,0.5474737286567688,0.5474737286567688,2.16
0.43428458110429347,1,0.6640653610229492,0.6640653610229492,2.34
0.44439487694762647,1,0.7870163321495056,0.7870163321495056,2.52
0.4544037871528417,1,0.9164637327194214,0.9164637327194214,2.6999999999999997
0.4645821419544518,1,1.050550937652588,1.050550937652588,2.88
0.4746480081230402,1,1.1884443759918213,1.1884443759918213,3.06
0.48478831397369504,1,1.3304893970489502,1.3304893970489502,3.2399999999999998
0.4948653511237353,1,1.4748718738555908,1.4748718738555908,3.42
0.5050664830487221,1,1.6240655183792114,1.6240655183792114,3.6
0.5150928560178727,1,1.776252031326294,1.776252031326294,3.7800000000000002
0.5253029379528016,1,1.9306350946426392,1.9306350946426392,3.96
0.535301857162267,1,2.08768630027771,2.08768630027771,4.14
0.5453831960912794,1,2.2465567588806152,2.2465567588806152,4.32
0.5554374130442739,1,2.440908670425415,2.440908670425415,4.5
0.5655212551355362,1,2.6033639907836914,2.6033639907836914,4.68
0.5755937430076301,1,2.766723155975342,2.766723155975342,4.86
0.5856908340938389,1,2.9311766624450684,2.9311766624450684,5.13
0.5957247200421989,1,3.0967981815338135,3.0967981815338135,5.220000000000001
0.6058091300074011,1,3.2635910511016846,3.2635910511016846,5.49
0.6159198970999569,1,3.4315171241760254,3.4315171241760254,5.67
0.6260425711516291,1,3.600515604019165,3.600515604019165,5.8500000000000005
0.6360984679777175,1,3.770514726638794,3.770514726638794,6.03
0.646218067035079,1,3.9414381980895996,3.9414381980895996,6.210000000000001
0.656304236035794,1,4.113210201263428,4.113210201263428,6.39
0.6664670100435615,1,4.285757541656494,4.285757541656494,6.569999999999999
0.6769205259624869,1,4.459011077880859,4.459011077880859,6.75
0.6866476151626557,1,4.632906913757324,4.632906913757324,6.93
0.6967941890470684,1,4.807384490966797,4.807384490966797,7.11
0.7069633081555367,1,4.982390403747559,4.982390403747559,7.29
0.7170249139890075,1,5.157874584197998,5.157874584197998,7.470000000000001
0.7271152420435101,1,5.333791255950928,5.333791255950928,7.65
0.7371462660375983,1,5.510934829711914,5.510934829711914,7.829999999999999
0.7472361871041358,1,5.688014507293701,5.688014507293701,8.01
0.7573617291636765,1,5.8647074699401855,5.8647074699401855,8.19
0.7674298479687423,1,6.041775703430176,6.041775703430176,8.37
0.7775038310792297,1,6.218661785125732,6.218661785125732,8.55
0.7875586370937526,1,6.396772861480713,6.396772861480713,8.73
0.7976331559475511,1,6.573712348937988,6.573712348937988,8.91
0.8078130830544978,1,6.750072956085205,6.750072956085205,9.09
0.8178680699784309,1,6.96150541305542,6.96150541305542,9.27
0.8279086919501424,1,7.137678623199463,7.137678623199463,9.45
0.8379976509604603,1,7.314004421234131,7.314004421234131,9.629999999999999
0.8480765500571579,1,7.490543842315674,7.490543842315674,9.81
0.8582388709764928,1,7.6673264503479,7.6673264503479,9.99
0.86835364298895,1,7.844359874725342,7.844359874725342,10.17
0.8783839570824057,1,8.02164077758789,8.02164077758789,10.35
0.8885155429597944,1,8.197650909423828,8.197650909423828,10.530000000000001
0.8986046260688454,1,8.375892639160156,8.375892639160156,10.709999999999999
0.9087289001327008,1,8.557233810424805,8.557233810424805,10.89
0.9187864281702787,1,8.740336418151855,8.740336418151855,11.07
0.9288233551196754,1,8.924362182617188,8.924362182617188,11.25
0.9389385730028152,1,9.108787536621094,9.108787536621094,11.43
0.9491115470882505,1,9.29329776763916,9.29329776763916,11.61
0.9592884350568056,1,9.477702140808105,9.477702140808105,11.790000000000001
0.9695652371738106,1,9.661894798278809,9.661894798278809,11.97
0.9796523100230843,1,9.845821380615234,9.845821380615234,12.15
0.9897036419715732,1,10.029458999633789,10.029458999633789,12.330000000000002
0.9998836671002209,1,10.212804794311523,10.212804794311523,12.510000000000002
1.010004170006141,1,10.395864486694336,10.395864486694336,12.69
1.0201204421464354,1,10.614922523498535,10.614922523498535,12.87
1.0302202280145139,1,10.797411918640137,10.797411918640137,13.049999999999999
1.0403440340887755,1,10.981220245361328,10.981220245361328,13.229999999999999
1.0502999450545758,1,11.162686347961426,11.162686347961426,13.41
1.0603918670676649,1,11.345104217529297,11.345104217529297,13.59
1.0704552200622857,1,11.526923179626465,11.526923179626465,13.77
1.080618167994544,1,11.705899238586426,11.705899238586426,13.95
1.090606627985835,1,11.886783599853516,11.886783599853516,14.13
1.1007601900491863,1,12.066365242004395,12.066365242004395,14.4
1.1108492631465197,1,12.247577667236328,12.247577667236328,14.58
1.1209476590156555,1,12.428637504577637,12.428637504577637,14.76
1.1310841049998999,1,12.6084623336792,12.6084623336792,14.940000000000001
1.1411689040251076,1,12.787572860717773,12.787572860717773,15.120000000000001
1.1512371110729873,1,12.966297149658203,12.966297149658203,15.3
1.161305173067376,1,13.144840240478516,13.144840240478516,15.479999999999999
1.1713862610049546,1,13.323325157165527,13.323325157165527,15.659999999999998
1.1814425149932504,1,13.501830101013184,13.501830101013184,15.84
1.1915260881651193,1,13.68039608001709,13.68039608001709,16.02
1.2016077651642263,1,13.859046936035156,13.859046936035156,16.2
1.2116690231487155,1,14.03779411315918,14.03779411315918,16.38
1.2217895900830626,1,14.216638565063477,14.216638565063477,16.56
1.2318798820488155,1,14.395580291748047,14.395580291748047,16.74
1.2420156910084188,1,14.574614524841309,14.574614524841309,16.92
1.252080270089209,1,14.753735542297363,14.753735542297363,17.1
1.262240176089108,1,14.932937622070312,14.932937622070312,17.28
1.2722928870934993,1,15.112213134765625,15.112213134765625,17.46
1.282370932167396,1,15.291557312011719,15.291557312011719,17.64
1.2925366600975394,1,15.470963478088379,15.470963478088379,17.82
1.302594181150198,1,15.687613487243652,15.687613487243652,18.0
1.312661413103342,1,15.866555213928223,15.866555213928223,18.18
1.3227176561485976,1,16.04668617248535,16.04668617248535,18.36
1.3327967829536647,1,16.225143432617188,16.225143432617188,18.54
1.3428578281309456,1,16.405048370361328,16.405048370361328,18.72
1.3529997740406543,1,16.584735870361328,16.584735870361328,18.9
1.363054211018607,1,16.76321029663086,16.76321029663086,19.08
1.3731332540046424,1,16.941030502319336,16.941030502319336,19.259999999999998
1.3832200020551682,1,17.11854362487793,17.11854362487793,19.44
1.3934552599675953,1,17.295963287353516,17.295963287353516,19.62
1.4035154429730028,1,17.473413467407227,17.473413467407227,19.8
1.4136567490641028,1,17.650970458984375,17.650970458984375,19.98
