t_s,joint,jnt_ref_deg,angle_change_deg,last_sent_cmd_deg
0.020717140985652804,1,0.0,0.0,0.0
0.03080910793505609,1,0.0,0.0,0.0
0.0408979628700763,1,0.0,0.0,0.0
0.050940119894221425,1,0.0,0.0,0.0
0.06101282895542681,1,0.0,0.0,0.0
0.07108837785199285,1,0.0,0.0,0.0
0.0812512228731066,1,0.0,0.0,0.0
0.09129986795596778,1,0.0,0.0,0.0
0.10139042185619473,1,0.0,0.0,0.0
0.11145049892365932,1,0.0,0.0,0.0
0.12163022183813155,1,0.0,0.0,0.0
0.13180092885158956,1,0.0,0.0,0.0
0.14187461487017572,1,0.0,0.0,0.0
0.15196283301338553,1,0.0,0.0,0.0
0.16196195292286575,1,0.0,0.0,0.0
0.17208764096722007,1,0.0,0.0,0.0
0.18213872285559773,1,0.0,0.0,0.0
0.19231993495486677,1,0.0,0.0,0.0
0.20237163291312754,1,0.0,0.0,0.0
0.21244584885425866,1,0.0,0.0,0.0
0.22251222096383572,1,0.0,0.0,0.0
0.23258393397554755,1,0.0,0.0,0.0
0.24264756101183593,1,0.0,0.0,0.0
0.2527123598847538,1,0.0,0.0,0.0
0.262800064869225,1,0.0,0.0,0.0
0.2728767159860581,1,0.0,0.0,0.0
0.28297174884937704,1,0.0,0.0,0.0
0.293086915044114,1,0.0,0.0,0.0
0.30322532285936177,1,0.0,0.0,0.0
0.3133719509933144,1,0.0,0.0,0.18
0.323438229970634,1,0.0,0.0,0.36
0.3335108649916947,1,0.0,0.0,0.54
0.3436364568769932,1,0.0013896001037210226,0.0013896001037210226,0.72
0.35367601085454226,1,0.024550192058086395,0.024550192058086395,0.9
0.3637711349874735,1,0.09394755959510803,0.09394755959510803,1.08
0.37387278000824153,1,0.253536194562912,0.253536194562912,1.26
0.384004111867398,1,0.4417739808559418,0.4417739808559418,1.44
0.3941199549008161,1,0.6402410268783569,0.6402410268783569,1.6199999999999999
0.4042533519677818,1,0.843099057674408,0.843099057674408,1.8
0.4143250889610499,1,1.0561161041259766,1.0561161041259766,1.98
0.4243902009911835,1,1.2626254558563232,1.2626254558563232,2.16
0.43445687484927475,1,1.4624491930007935,1.4624491930007935,2.34
0.4445306248962879,1,1.6568411588668823,1.6568411588668823,2.52
0.45457575703039765,1,1.8865983486175537,1.8865983486175537,2.6999999999999997
0.4646807110402733,1,2.0747945308685303,2.0747945308685303,2.88
0.4747734300326556,1,2.2552568912506104,2.2552568912506104,3.06
0.48480323888361454,1,2.4327046871185303,2.4327046871185303,3.2399999999999998
0.4948790648486465,1,2.6093740463256836,2.6093740463256836,3.42
0.5048761928919703,1,2.7862305641174316,2.7862305641174316,3.6
0.5149456199724227,1,2.9636147022247314,2.9636147022247314,3.7800000000000002
0.5251611308194697,1,3.1415796279907227,3.1415796279907227,3.96
0.5353013849817216,1,3.320061683654785,3.320061683654785,4.14
0.5452995668165386,1,3.4989609718322754,3.4989609718322754,4.32
0.5553090230096132,1,3.6781792640686035,3.6781792640686035,4.5
0.5654443048406392,1,3.857632637023926,3.857632637023926,4.68
0.5756039810366929,1,4.037254810333252,4.037254810333252,4.86
0.5856890820432454,1,4.216996192932129,4.216996192932129,5.13
0.5957659669220448,1,4.396821022033691,4.396821022033691,5.31
0.6058070010039955,1,4.57670259475708,4.57670259475708,5.49
0.6159463778603822,1,4.756622791290283,4.756622791290283,5.67
0.6260908008553088,1,4.936569690704346,4.936569690704346,5.8500000000000005
0.6360949329100549,1,5.11653470993042,5.11653470993042,6.03
0.6461838488467038,1,5.296511173248291,5.296511173248291,6.210000000000001
0.6563276068773121,1,5.476495742797852,5.476495742797852,6.39
0.6664022838231176,1,5.6606621742248535,5.6606621742248535,6.569999999999999
0.6764545368496329,1,5.840162754058838,5.840162754058838,6.75
0.6866074230056256,1,6.014339923858643,6.014339923858643,6.93
0.6966625198256224,1,6.196686267852783,6.196686267852783,7.11
0.7067541668657213,1,6.376157760620117,6.376157760620117,7.29
0.7169215579051524,1,6.555184841156006,6.555184841156006,7.470000000000001
0.7269302709028125,1,6.733692169189453,6.733692169189453,7.65
0.7370409178547561,1,6.9502177238464355,6.9502177238464355,7.829999999999999
0.7471101768314838,1,7.130801677703857,7.130801677703857,8.01
0.7571626789867878,1,7.306038856506348,7.306038856506348,8.19
0.767230608034879,1,7.479929447174072,7.479929447174072,8.37
0.7773089369293302,1,7.654194355010986,7.654194355010986,8.55
0.7874458178412169,1,7.829434394836426,7.829434394836426,8.73
0.7975377938710153,1,8.0057373046875,8.0057373046875,8.91
0.8076684458646923,1,8.182982444763184,8.182982444763184,9.09
0.8177762378472835,1,8.36098575592041,8.36098575592041,9.27
0.8278194959275424,1,8.539568901062012,8.539568901062012,9.45
