iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3,dq0_dda_joint_linear_track,dq1_dda_joint_carriage,dq2_dda_joint_base,dq3_dda_joint_shoulder,dq4_dda_joint_elbow,dq5_dda_joint_wrist1,dq6_dda_joint_wrist2,dq7_dda_joint_wrist3
0,5.704877103468696,4.398566124304868,2.094395102396023,0.47255,3.7499999999986655,2.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.666911124617842,3.713343656475311,1.838516691095279,0.8871562861207134,2.972506578181639,2.609143911340953,0.3734691315155101,-0.3413160747393409,0.09416104590606914,-0.3246299928222021,-0.11550563383052839,0.07909572618106414,0.14749168258380538,0.11908090433656367,0.3734691315155101,-0.3413160747393409,0.09416104590606914,-0.3246299928222021,-0.11550563383052839,0.07909572618106414,0.14749168258380538,0.11908090433656367
2,4.5363095747835676,3.8233848303769253,1.58123471711398,0.8931282233688846,3.3185745647684293,2.5843729128745037,0.7177824482462826,-1.0,0.5408145304958165,0.3143815323343537,0.23053214783924067,-0.289594821794227,-0.12884645783777673,-0.6965028752689276,0.3443133167307725,-0.6586839252606591,0.4466534845897474,0.6390115251565558,0.34603778166976906,-0.36869054797529116,-0.2763381404215821,-0.8155837796054913
3,3.700915941177321,3.2258831167555417,1.3038978758318671,1.3550155722221646,2.704673503865002,2.6825039181178125,0.8206837524306535,-1.0,0.5011854212393598,-0.16541250529003676,0.020331280958676312,-0.13604503159587006,0.13853680664898985,-0.36865009427524775,0.10290130418437093,0.0,-0.039629109256456685,-0.47979403762439043,-0.21020086688056436,0.15354979019835696,0.2673832644867666,0.32785278099367987
4,3.420032143729679,3.1027959784031576,1.076422880704723,1.717347539563336,3.2935392262426157,2.5979859521981155,1.64884303616068,-1.0,0.7462396529735627,0.3427642028376979,0.12103214639310743,-0.26938207746352927,0.04165152750780485,-1.0037957995766424,0.8281592837300266,0.0,0.24505423173420282,0.5081767081277346,0.10070086543443112,-0.1333370458676592,-0.096885279141185,-0.6351457053013947
5,2.9518731198625834,2.746127389901106,0.8663142277254501,2.116383445448563,3.195463652419569,2.6506172618190944,1.8941121877830909,-1.0,0.5870320662223801,0.21320765667043634,0.10643190396565544,-0.2391990285233163,0.35540961610704946,-1.0322106444719028,0.2452691516224108,0.0,-0.15920758675118252,-0.12955654616726153,-0.01460024242745199,0.03018304894021298,0.3137580885992446,-0.02841484489526036
6,2.6170117495021645,2.4832476551409473,0.6921369553344935,2.496371351816873,3.2649346085357474,2.622016861032847,2.316841938244936,-1.0,0.5643397985413536,0.23520815038863443,0.18181460408266034,-0.27321176453876994,0.5034391649103975,-1.2077176833573806,0.42272975046184524,0.0,-0.0226922676810265,0.022000493718198094,0.0753827001170049,-0.034012736015453654,0.14802954880334807,-0.1755070388854778
7,2.4158049929665477,2.32940503927842,0.5540503043011562,2.817321125249749,3.416781808210586,2.539017670292718,2.7387137582832484,-1.0,0.5603249233860841,0.34896250191682865,0.28423000751280647,-0.4922765164362414,0.6105371467611191,-1.296994378075113,0.42187182003831225,0.0,-0.004014875155269548,0.11375435152819421,0.10241540343014613,-0.21906475189747143,0.10709798185072161,-0.08927669471773236
8,2.2828984352428616,2.227118366349646,0.4436677499204512,3.078283037646702,3.5346757651675036,2.444113228436146,3.078140346166071,-1.0,0.5574743300555681,0.44747427214747854,0.37545607747034015,-0.6984806231752881,0.6955888163943659,-1.3567438022541245,0.33942658788282243,0.0,-0.0028505933305159603,0.09851177023064989,0.09122606995753368,-0.20620410673904677,0.08505166963324673,-0.05974942417901152
9,2.193533500766904,2.1575319019226207,0.3552758835344726,3.2900522770771095,3.619844294210484,2.3494481393359345,3.351029298880086,-1.0,0.5596832545863504,0.5276900736963922,0.45752927631119145,-0.8787173342362113,0.758633803727143,-1.401926179182701,0.27288895271401525,0.0,0.0022089245307822525,0.08021580154891367,0.08207319884085129,-0.1802367110609232,0.06304498733277708,-0.045182376928576407
