iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3,dq0_dda_joint_linear_track,dq1_dda_joint_carriage,dq2_dda_joint_base,dq3_dda_joint_shoulder,dq4_dda_joint_elbow,dq5_dda_joint_wrist1,dq6_dda_joint_wrist2,dq7_dda_joint_wrist3
0,5.245152246342536,4.076065668977779,2.0943951023903686,6.17255,3.7499999999986655,2.697,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.112999474981479,3.4566819661400565,1.5833642587520038,5.80447607542342,2.974945643101294,2.668931364474128,5.408198016209297,-0.4454179737578787,-0.24634573149526676,-0.2389834542317048,0.03392413829062301,0.2878791960294923,-0.17674917309537497,0.3400599116553952,-0.29180198379070355,-0.4454179737578787,-0.24634573149526676,-0.2389834542317048,0.03392413829062301,0.2878791960294923,-0.17674917309537497,0.3400599116553952
2,5.104001406267942,4.81596686458411,0.9717814085614197,6.3821277096846645,4.641115802510676,0.26919930718486945,5.943402210417805,1.0,-0.26569384119283623,-3.14,-0.1386609379321775,2.5386767410408417,-0.4886439950242359,2.1667156966779952,0.5352041942085082,1.4454179737578787,-0.019348109697569477,-2.9010165457682953,-0.17258507622280053,2.2507975450113493,-0.3118948219288609,1.8266557850226
3,3.772999097067701,2.8737710836666985,2.079207895648382,5.062289128664309,3.2239000618094633,0.8029448834800366,4.886288099347096,-1.0,0.4752197768916112,-3.086807731940123,-1.9010425305737926,3.14,-1.2266791322843908,0.5381546689904537,-1.0571141110707085,-2.0,0.7409136180844474,0.05319226805987709,-1.762381592641615,0.6013232589591584,-0.738035137260155,-1.6285610276875415
4,2.7786111715056254,2.2460350809789307,1.4210680967653295,4.235676230647573,2.941317731196968,0.46106993394680373,4.013071920793976,-1.0,0.7396574145257724,-2.7811951398466723,-1.3959803717982866,2.935057633600997,-1.6620439859291065,0.2865955036178951,-0.8732161785531201,0.0,0.26443763763416117,0.3056125920934507,0.505062158775506,-0.2049423663990031,-0.43536485364471567,-0.2515591653725586
5,2.0772845233810675,1.786446568963985,0.9504337213230506,3.5384374404592336,2.8901920746546237,0.4662177053586704,3.352317835585171,-1.0,0.8611896473358145,-2.787109574197287,-1.3118034269060206,3.0538080627843547,-2.10226971904975,0.3985182490968129,-0.6607540852088052,0.0,0.1215322328100421,-0.005914434350614783,0.08417694489226601,0.11875042918335765,-0.4402257331206436,0.11192274547891778
6,1.6948958708683937,1.4950522653911078,0.7515282880754653,3.120160226263144,2.9015393992772593,0.6374945951327743,3.0339515913429045,-1.0,1.0163521603247638,-2.740114334653987,-1.7011962856761151,3.14,-2.420095093271275,0.4951808593963762,-0.31836624424226656,0.0,0.15516251298894934,0.046995239543300205,-0.38939285877009455,0.08619193721564544,-0.3178253742215249,0.0966626102995633
7,1.5036847772234163,1.2803674531631937,0.768837598873613,2.929663943066188,2.869831225272832,0.8380528348039152,2.899387801040517,-1.0,1.2183622853752853,-2.7109064276676165,-2.1182841897461,3.14,-2.647129401327655,0.4164639457314537,-0.13456379030238752,0.0,0.20201012505052152,0.029207906986370435,-0.4170879040699851,0.0,-0.22703430805638014,-0.0787169136649225
8,1.400669801945872,1.118549376517851,0.8332152527212592,2.854845015436315,2.8276028894262364,1.0142851406514266,2.806882892340398,-1.0,1.381541913651221,-2.7094397030432464,-2.486362105900383,3.14,-2.7765086976050135,0.2326992963387338,-0.09250490870011907,0.0,0.16317962827593568,0.0014667246243700305,-0.36807791615428265,0.0,-0.12937929627735834,-0.1837646493927199
9,1.3598706123686894,1.0046879975999878,0.9106596796310169,2.8145281122841967,2.799713469799961,1.1577830477245854,2.6792823873419866,-1.0,1.4960797527702838,-2.7083668997738846,-2.8492085130462077,3.14,-2.853559203877331,0.00652913944429423,-0.12760050499841125,0.0,0.11453783911906279,0.0010728032693618772,-0.36284640714582483,0.0,-0.07705050627231769,-0.22617015689443956
10,1.267094987004935,0.9404032637368858,0.8450217622076632,2.7134307093710226,2.793192183300242,1.2446559098457854,2.45775240294082,-1.0,1.5702065501100044,-2.6158783277719975,-3.14,3.14,-2.903713633864139,-0.23239809080026191,-0.22152998440116667,0.0,0.07412679733972061,0.09248857200188709,-0.2907914869537924,0.0,-0.05015442998680797,-0.23892723024455614
