iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3
0,3.722329507356016,2.663251981784622,2.0943951023903686,0.47255,3.7499999999986655,2.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.9362509972139788,2.2254213454756955,1.6097670719447077,1.5575764371817886,3.81910988270572,2.690873435548436,1.064588010679794,-0.005951154158995156,-0.21619145016434163,0.06039547393957963,0.09634625885941304,0.1298003799987031,-0.2070233252357894,0.13667427334513446
2,3.2636091916519336,1.2412636608341456,2.760340597952094,1.2167493604262039,2.7064453782721136,1.290435262826645,1.1026329921803797,-1.0,-2.949213039060682,-0.24036519894703395,3.14,-0.6871629648453653,2.149646781533996,-1.6573083620918692
3,2.7938508669000166,0.8144381864890748,2.603749966552699,1.8437274033025135,2.6496667572496597,1.3865503344748844,1.7032868975357085,-1.0,-3.14,-0.6860785441399697,3.14,-1.0544101383747941,2.549931533409546,-1.4632534623653366
4,2.250773310312807,0.7664042658030464,2.0593113371720686,2.220138451463127,2.659012312352645,1.4449539903171706,2.059943737641511,-1.0,-3.14,-0.6611081738423966,3.14,-1.0278397932207621,3.14,-1.7550260320941877
5,1.9966222900882613,0.6499403889456683,1.8494722087207223,2.45899648050408,2.4762838923955632,1.5887330172845366,2.2984908338279917,-0.9874991532016998,-3.14,-0.4328629140694756,2.728537023169207,-0.8426201991887746,3.14,-2.158988778495988
6,1.8849214487089396,0.6685518991571152,1.725332967789294,2.670514902004863,2.297652087890924,1.693376890725596,2.5097446660397065,-1.0,-3.14,-0.2373913188164688,2.379571722891132,-0.6515392689140215,3.14,-2.4204584645637715
7,1.8697440191335508,0.7742866176851396,1.655248444914157,2.8587301346258065,2.1208483391613493,1.743629540186386,2.6976783112983265,-1.0,-3.14,0.015426523864104313,2.047333481105835,-0.5218637381546195,3.14,-2.5888448906061248
8,1.924079088177263,0.9338746556866515,1.6167977836020457,3.04112007454008,1.9465611221016843,1.7630656531911488,2.8797906718168513,-1.0,-3.14,0.26883415510358,1.7093200847277035,-0.4196765080091816,3.14,-2.7304988316585233
9,2.0288126036457257,1.1243015613597072,1.596029980707557,3.223393970435542,1.7870428579174669,1.7656257484293034,3.0618105101621937,-1.0,-3.14,0.513630700077578,1.35681047701976,-0.3292455053614002,3.14,-2.863516915337301
10,2.163823149878264,1.3241282998064912,1.5848770717240444,3.4042325079616793,1.6525207534699509,1.7597646984907545,3.242434800395286,-1.0,-3.14,0.7513219300282964,0.9848523103541873,-0.24276698679612968,3.14,-2.9953357600068222
11,2.3079483675659507,1.514076186575737,1.5788752764025793,3.5777924352244037,1.5559890607148468,1.7507423817616319,3.4158409859814967,-1.0,-3.14,0.9772940036744159,0.6038976301199831,-0.1576532099040071,3.14,-3.1261823032078304
