elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_corrected_x_m,rb_corrected_y_m,rb_corrected_z_m,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
38.8308,0.141881,0.754663,0.696203,1.5492,3.42,176.0532,0.321922,1.493056,0.078904,-0.021838,-0.045483,-0.023971,0.998439,0.321378,1.515089,0.092809,0.150516,0.74193,0.694934,4.912,15.4368
38.9759,0.138579,0.755774,0.691311,1.5122,3.3369,176.1426,0.324493,1.488125,0.076337,-0.020146,-0.039796,-0.027467,0.998627,0.324261,1.510105,0.090334,0.14703,0.743555,0.689987,0.605,14.9159
39.1238,0.134127,0.75718,0.684741,1.4625,3.2247,176.2631,0.327363,1.481944,0.073115,-0.019944,-0.04076,-0.024838,0.998661,0.326988,1.503921,0.087114,0.142921,0.744737,0.683841,6.925,15.2637
39.2683,0.129268,0.758596,0.677601,1.4084,3.102,176.3946,0.330753,1.474353,0.06921,-0.01907,-0.040356,-0.023142,0.998735,0.330314,1.496305,0.083246,0.137964,0.746204,0.676271,1.273,15.1972
39.4125,0.125327,0.759654,0.67183,1.3646,3.0023,176.5012,0.333248,1.468564,0.066042,-0.018808,-0.039751,-0.022329,0.998783,0.332791,1.490509,0.080089,0.13402,0.747181,0.67051,3.569,15.2607
39.5587,0.122361,0.760398,0.6675,1.3317,2.9271,176.5815,0.335332,1.463931,0.063691,-0.019166,-0.041077,-0.023428,0.998697,0.334885,1.485887,0.077721,0.130962,0.748131,0.665917,-1.023,15.0646
39.709,0.120397,0.760866,0.664638,1.3099,2.8772,176.6346,0.336587,1.460983,0.062059,-0.018757,-0.040393,-0.022148,0.998762,0.336103,1.482927,0.076106,0.128964,0.748587,0.662975,0.549,15.0635
39.856,0.119537,0.761064,0.663385,1.3004,2.8554,176.6579,0.336977,1.459857,0.061226,-0.017959,-0.036831,-0.021913,0.99892,0.336584,1.481776,0.075315,0.128036,0.748703,0.661832,5.626,15.0811
40.0019,0.119101,0.761164,0.66275,1.2956,2.8443,176.6698,0.337163,1.459336,0.061007,-0.018688,-0.038078,-0.022493,0.998847,0.336761,1.481276,0.075063,0.127729,0.748762,0.661334,17.764,15.1742
40.1513,0.117653,0.761487,0.660646,1.2796,2.8075,176.7091,0.338202,1.457104,0.059853,-0.017649,-0.039295,-0.022282,0.998823,0.337753,1.479016,0.073951,0.126289,0.749218,0.659088,0.55,15.0842
40.2967,0.115174,0.762015,0.657048,1.2523,2.7445,176.7764,0.339425,1.453747,0.057822,-0.017546,-0.039047,-0.019508,0.998893,0.338863,1.475656,0.071921,0.123956,0.749405,0.655746,3.171,15.4219
40.4442,0.111755,0.762692,0.652095,1.2146,2.6575,176.8693,0.341523,1.448724,0.055011,-0.01722,-0.040473,-0.018117,0.998868,0.340859,1.470624,0.069118,0.12054,0.750088,0.650744,0.574,15.4234
40.5931,0.108829,0.763226,0.647865,1.1824,2.5827,176.9489,0.34328,1.44446,0.052529,-0.016053,-0.037906,-0.018849,0.998975,0.34272,1.466326,0.066694,0.11753,0.7508,0.646473,-0.689,15.2333
40.7467,0.106972,0.763542,0.645185,1.162,2.5352,176.9995,0.344447,1.441709,0.050908,-0.01688,-0.039371,-0.018455,0.998912,0.343828,1.463599,0.065033,0.115538,0.751135,0.643763,4.609,15.1439
40.8934,0.106284,0.763655,0.644193,1.1544,2.5176,177.0182,0.344667,1.440752,0.050218,-0.016427,-0.038276,-0.01692,0.998989,0.344014,1.462629,0.064363,0.114844,0.751031,0.642797,1.243,15.3163
41.0411,0.105739,0.763743,0.643407,1.1483,2.5036,177.0331,0.345148,1.4399,0.049863,-0.017509,-0.04141,-0.019004,0.998808,0.344496,1.461809,0.063958,0.114269,0.751307,0.641983,7.183,15.1474
41.188,0.104135,0.763992,0.641097,1.1303,2.4624,177.0767,0.345975,1.437733,0.048581,-0.015993,-0.039437,-0.01815,0.998929,0.345339,1.459598,0.062744,0.112798,0.751584,0.639785,3.879,15.1897
41.3348,0.101504,0.764372,0.637311,1.1008,2.3946,177.1483,0.347444,1.433954,0.046313,-0.016174,-0.03752,-0.019488,0.998975,0.346922,1.455823,0.060475,0.110048,0.752105,0.636034,0.724,15.0042
41.4833,0.098014,0.764825,0.632297,1.0616,2.3045,177.2435,0.349234,1.42885,0.043228,-0.015418,-0.037672,-0.015997,0.999043,0.348556,1.450698,0.057417,0.10655,0.752352,0.630936,-0.813,15.1754
41.6312,0.095297,0.765136,0.628401,1.0311,2.2341,177.3177,0.350683,1.425012,0.040967,-0.01617,-0.039496,-0.016687,0.99895,0.349983,1.446882,0.05512,0.103839,0.75272,0.627142,5.636,15.123
41.778,0.093667,0.765305,0.626064,1.0128,2.1917,177.3623,0.351273,1.422586,0.039467,-0.013679,-0.034832,-0.015062,0.999186,0.350634,1.444382,0.053736,0.102292,0.752753,0.624655,2.657,15.2951
41.9257,0.093069,0.765364,0.625209,1.0061,2.1762,177.3786,0.351548,1.421755,0.03893,-0.014282,-0.037337,-0.014168,0.9991,0.350798,1.443569,0.053166,0.101699,0.752671,0.623845,0.509,15.4091
42.0718,0.092426,0.765426,0.624287,0.999,2.1595,177.3963,0.352141,1.420734,0.038412,-0.015719,-0.041991,-0.015765,0.99887,0.351328,1.442591,0.052577,0.100936,0.752914,0.622874,4.647,15.1971
42.2178,0.090743,0.765577,0.621878,0.9806,2.1157,177.4423,0.352707,1.41846,0.036932,-0.013948,-0.034923,-0.014182,0.999192,0.352027,1.440263,0.051188,0.099364,0.752988,0.620558,0.53,15.3153
42.3637,0.08802,0.765793,0.617983,0.9506,2.0447,177.517,0.354096,1.414797,0.034692,-0.014945,-0.036799,-0.015162,0.999096,0.353405,1.43663,0.048901,0.096685,0.753314,0.616947,4.468,15.2275
42.509,0.084585,0.766014,0.613075,0.9129,1.9549,177.6114,0.355611,1.40996,0.031737,-0.0138,-0.036771,-0.012513,0.99915,0.354805,1.431759,0.045993,0.093421,0.75341,0.612101,8.511,15.4244
42.6564,0.081989,0.766143,0.60937,0.8843,1.8867,177.683,0.357101,1.406019,0.029292,-0.014463,-0.040184,-0.014335,0.998985,0.356276,1.42784,0.043514,0.090527,0.753742,0.608205,5.897,15.1009
42.8002,0.080447,0.766204,0.607171,0.8674,1.8461,177.7255,0.357512,1.403502,0.027902,-0.013456,-0.035789,-0.012524,0.99919,0.356734,1.425291,0.042175,0.089099,0.753619,0.605666,-0.698,15.3465
42.9515,0.079896,0.766223,0.606387,0.8613,1.8316,177.7407,0.357688,1.402776,0.027427,-0.012984,-0.036771,-0.012087,0.999166,0.356862,1.424552,0.041717,0.088624,0.75355,0.60493,0.585,15.4564
43.103,0.079138,0.766247,0.605305,0.853,1.8116,177.7617,0.358012,1.401683,0.02674,-0.012693,-0.034778,-0.012751,0.999233,0.357273,1.423451,0.041048,0.087837,0.753652,0.603835,0.596,15.3766
43.2487,0.077355,0.766291,0.602762,0.8333,1.7644,177.8111,0.358692,1.399413,0.025142,-0.011687,-0.030908,-0.010744,0.999396,0.357977,1.421149,0.039499,0.086118,0.753664,0.601546,5.857,15.418
43.3885,0.074676,0.766329,0.598943,0.8038,1.6934,177.8854,0.36023,1.395712,0.022762,-0.014045,-0.041153,-0.012722,0.998973,0.359306,1.41752,0.036997,0.083263,0.753856,0.59794,4.241,15.1764
43.5318,0.071361,0.766327,0.594224,0.7672,1.6051,177.9776,0.361597,1.390949,0.019778,-0.013128,-0.040537,-0.011654,0.999024,0.360643,1.41273,0.034053,0.079994,0.753879,0.593174,4.258,15.1847
43.6811,0.068772,0.766288,0.590538,0.7386,1.5358,178.0499,0.362248,1.38708,0.017412,-0.011612,-0.033405,-0.008888,0.999335,0.36138,1.408813,0.031765,0.077578,0.753623,0.589273,0.564,15.4769
43.8243,0.067324,0.766251,0.588479,0.7226,1.4969,178.0904,0.362698,1.384959,0.01593,-0.01084,-0.029582,-0.00904,0.999463,0.361947,1.406669,0.030324,0.076016,0.753554,0.58714,3.912,15.446
43.9674,0.06683,0.766237,0.587776,0.7171,1.4836,178.1042,0.36285,1.384221,0.015485,-0.011317,-0.033106,-0.006159,0.999369,0.361872,1.405943,0.029847,0.075608,0.753293,0.586415,8.362,15.699
44.111,0.06615,0.766214,0.58681,0.7095,1.4653,178.1233,0.3633,1.383236,0.014922,-0.010865,-0.03351,-0.009548,0.999334,0.362456,1.404948,0.029308,0.074867,0.753606,0.585428,2.29,15.3909
44.2417,0.064649,0.766157,0.584675,0.6928,1.4247,178.1654,0.36424,1.38127,0.013489,-0.012603,-0.038776,-0.010945,0.999108,0.363305,1.403035,0.02779,0.073119,0.75376,0.583528,-0.647,15.0587
44.3665,0.062477,0.766055,0.581589,0.6686,1.3658,178.2264,0.364648,1.37817,0.011569,-0.010462,-0.031039,-0.009342,0.99942,0.363866,1.399869,0.025977,0.071214,0.753536,0.580375,-1.036,15.3136
44.4949,0.059525,0.765878,0.577394,0.6356,1.2854,178.3096,0.365687,1.374013,0.008893,-0.010811,-0.033621,-0.007899,0.999345,0.364769,1.395723,0.023278,0.068354,0.753262,0.576248,1.106,15.4408
44.6344,0.056746,0.765673,0.573446,0.6045,1.2094,178.3883,0.366482,1.369984,0.006072,-0.009039,-0.028881,-0.006715,0.999519,0.365649,1.39164,0.020543,0.06547,0.752952,0.572185,0.622,15.4765
44.7766,0.054889,0.765514,0.570809,0.5837,1.1584,178.4409,0.367016,1.367178,0.004401,-0.010781,-0.032183,-0.004417,0.999414,0.365989,1.388883,0.018786,0.06371,0.752549,0.569437,1.22,15.7407
44.9184,0.053995,0.765432,0.56954,0.5737,1.1338,178.4663,0.367323,1.366014,0.003467,-0.008326,-0.027396,-0.004597,0.999579,0.366441,1.387648,0.017969,0.06277,0.752629,0.56821,0.898,15.5781
45.0594,0.05365,0.765399,0.56905,0.5699,1.1243,178.4762,0.367414,1.365521,0.003084,-0.01007,-0.02994,-0.004133,0.999493,0.36644,1.387205,0.017505,0.062345,0.752438,0.567769,0.551,15.6597
45.1985,0.052513,0.765286,0.567437,0.5572,1.0931,178.5085,0.367688,1.364022,0.002171,-0.00847,-0.026597,-0.006204,0.999591,0.366899,1.385661,0.01667,0.061383,0.752518,0.566233,5.596,15.5934
45.328,0.050614,0.765085,0.564743,0.536,1.0408,178.5627,0.368265,1.361382,0.000412,-0.008334,-0.026785,-0.005255,0.999593,0.36743,1.383016,0.014916,0.059547,0.752288,0.5636,2.555,15.6478
45.4564,0.047965,0.764773,0.560984,0.5065,0.9674,178.6384,0.369152,1.357733,-0.001928,-0.008426,-0.027141,-0.006143,0.999577,0.368345,1.379371,0.012572,0.057008,0.75217,0.559972,5.424,15.545
45.5938,0.04491,0.764369,0.556649,0.4723,0.8825,178.7262,0.370057,1.353244,-0.005015,-0.008876,-0.029903,-0.004334,0.999504,0.369091,1.374893,0.009458,0.053833,0.751583,0.555514,0.512,15.6328
45.7326,0.042745,0.764055,0.553577,0.448,0.8219,178.7886,0.370536,1.350259,-0.007186,-0.00724,-0.025241,-0.003691,0.999648,0.369677,1.371859,0.007366,0.051664,0.751266,0.552494,6.927,15.6296
45.8735,0.041459,0.763857,0.551752,0.4336,0.7859,178.8258,0.370988,1.348302,-0.008514,-0.007993,-0.029755,-0.002901,0.999521,0.369963,1.369924,0.005996,0.050285,0.750969,0.550567,5.845,15.6651
46.0111,0.041076,0.763796,0.551209,0.4293,0.7751,178.8368,0.370958,1.347814,-0.008883,-0.00573,-0.024358,-0.003341,0.999681,0.370109,1.36937,0.005736,0.049984,0.750997,0.550016,2.002,15.6393
46.1526,0.040339,0.763678,0.550162,0.421,0.7543,178.8582,0.371091,1.346683,-0.009553,-0.007721,-0.028096,-0.002191,0.999573,0.370084,1.368296,0.004971,0.04929,0.750664,0.548944,1.605,15.8416
46.2941,0.038656,0.763396,0.547773,0.4019,0.7068,178.9071,0.371723,1.344455,-0.011149,-0.00836,-0.031627,-0.002924,0.999461,0.370646,1.366088,0.00334,0.047558,0.750511,0.546748,1.39,15.6946
46.4315,0.036164,0.762953,0.544233,0.3736,0.6361,178.9798,0.372082,1.341071,-0.013423,-0.006695,-0.027037,-0.001773,0.99961,0.371087,1.362654,0.001146,0.045354,0.750023,0.543327,6.288,15.8893
46.565,0.033128,0.76237,0.53992,0.339,0.5495,179.0687,0.372955,1.336676,-0.016434,-0.007289,-0.026008,-0.001593,0.999634,0.371983,1.358276,-0.001888,0.042189,0.749605,0.53897,6.183,15.6826
46.7014,0.030742,0.761878,0.536528,0.3118,0.4811,179.1389,0.373399,1.333158,-0.019122,-0.004673,-0.022019,-0.00098,0.999746,0.372516,1.354681,-0.004456,0.039605,0.749045,0.535389,0.67,15.6376
46.8399,0.029204,0.761545,0.534341,0.2942,0.4367,179.1843,0.373714,1.330932,-0.0206,-0.005002,-0.022265,-0.000588,0.999739,0.372807,1.352464,-0.005949,0.03811,0.748703,0.533182,3.647,15.6706
46.9738,0.028556,0.761401,0.533419,0.2868,0.418,179.2035,0.373881,1.32994,-0.021218,-0.005376,-0.025088,0.000204,0.999671,0.372857,1.351482,-0.006589,0.0375,0.748489,0.532203,6.484,15.7536
