elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_corrected_x_m,rb_corrected_y_m,rb_corrected_z_m,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
20.924,0.215595,0.391006,1.125844,1.1477,4.6844,178.9827,-0.03399,1.926886,-0.00931,-0.029257,-0.011071,-0.031441,0.999016,-0.033208,1.949088,0.004311,0.220719,0.379788,1.12603,7.792,12.3335
21.0714,0.215609,0.391829,1.125332,1.1466,4.6795,178.9836,-0.032898,1.926345,-0.008794,-0.027416,-0.008374,-0.037245,0.998895,-0.031789,1.948482,0.00491,0.220669,0.381332,1.125434,5.05,11.6535
21.2173,0.215631,0.393202,1.124474,1.1447,4.6713,178.9851,-0.031724,1.925403,-0.00812,-0.027051,-0.006063,-0.037894,0.998897,-0.030522,1.947526,0.005599,0.220761,0.382778,1.124487,0.563,11.6189
21.3642,0.215673,0.396448,1.122434,1.1404,4.652,178.9886,-0.029688,1.923598,-0.007007,-0.032433,-0.020271,-0.024677,0.998964,-0.029458,1.945904,0.006466,0.221095,0.384116,1.122871,5.43,13.4792
21.5114,0.215711,0.401454,1.119254,1.1337,4.622,178.9942,-0.024379,1.920238,-0.00465,-0.02541,-0.003091,-0.038874,0.998916,-0.023051,1.94231,0.00914,0.220836,0.391078,1.119326,2.951,11.5731
21.6572,0.215713,0.407432,1.1154,1.1255,4.5859,179.0008,-0.019634,1.916407,-0.002287,-0.029433,-0.014793,-0.028746,0.999044,-0.019075,1.938622,0.011324,0.221142,0.395627,1.115665,7.178,12.9962
21.8174,0.215681,0.412114,1.112338,1.1191,4.5575,179.006,-0.014882,1.913037,-0.000196,-0.028302,-0.01106,-0.032163,0.999021,-0.014069,1.935212,0.013468,0.220984,0.401093,1.112293,0.546,12.2304
21.9686,0.215653,0.414568,1.110717,1.1158,4.5425,179.0088,-0.012264,1.911231,0.00115,-0.022619,-0.001175,-0.039729,0.998954,-0.010847,1.933221,0.015061,0.221078,0.4047,1.110325,1.656,11.2675
22.1158,0.215665,0.415197,1.110341,1.1072,4.543,179.0027,-0.011973,1.910937,0.001286,-0.024262,-0.004436,-0.036625,0.999025,-0.010783,1.932984,0.015128,0.22111,0.404787,1.110089,-0.885,11.7504
22.2606,0.215919,0.415882,1.110396,1.0097,4.5932,178.9174,-0.011289,1.910905,0.001851,-0.025175,-0.002954,-0.036809,0.999001,-0.010047,1.932976,0.015651,0.22128,0.405673,1.110085,2.165,11.5347
22.4162,0.216523,0.41751,1.110521,0.7774,4.7115,178.7139,-0.010146,1.910896,0.003152,-0.025864,-0.00525,-0.03428,0.999064,-0.009078,1.932994,0.016922,0.222033,0.407083,1.110107,7.361,11.8005
22.5609,0.217382,0.419826,1.110688,0.4457,4.8772,178.4223,-0.00799,1.911019,0.005047,-0.028392,-0.006377,-0.035187,0.998957,-0.006912,1.933186,0.018707,0.222756,0.409794,1.110311,2.488,11.3871
22.7008,0.218492,0.42282,1.110884,0.0145,5.0869,178.0419,-0.005628,1.91102,0.007338,-0.03101,-0.00585,-0.032992,0.998957,-0.004628,1.933262,0.02088,0.223783,0.412775,1.1104,0.569,11.364
22.8434,0.219892,0.426597,1.111096,-0.5332,5.3441,177.5562,-0.002419,1.910908,0.010563,-0.036173,-0.011564,-0.031093,0.998795,-0.001657,1.933297,0.023875,0.225272,0.416722,1.11045,0.722,11.2644
22.9861,0.221551,0.431075,1.111296,-1.1879,5.6383,176.9722,0.001224,1.910803,0.014059,-0.039051,-0.013292,-0.028525,0.998742,0.001829,1.933275,0.027241,0.226883,0.421292,1.110446,2.815,11.1734
23.1271,0.222995,0.43497,1.111425,-1.762,5.8844,176.457,0.004397,1.910831,0.017079,-0.043883,-0.016362,-0.024668,0.998598,0.004753,1.933436,0.03004,0.228214,0.425114,1.110623,9.562,11.1814
23.2685,0.224177,0.438163,1.111499,-2.2359,6.0792,176.0296,0.007228,1.910677,0.01976,-0.046107,-0.019056,-0.021986,0.998513,0.007395,1.933344,0.032616,0.229457,0.428588,1.110544,1.581,10.9757
23.4083,0.225058,0.440543,1.111534,-2.591,6.2203,175.7082,0.009075,1.910682,0.021693,-0.049011,-0.021478,-0.019462,0.998378,0.009067,1.933426,0.034413,0.230397,0.430856,1.110635,7.775,11.0969
23.6157,0.225893,0.442796,1.111552,-2.9286,6.3505,175.4016,0.011033,1.910455,0.023807,-0.053068,-0.030795,-0.013082,0.99803,0.010493,1.933306,0.036322,0.231538,0.432947,1.11052,7.014,11.3989
23.7591,0.226124,0.443422,1.111554,-3.0227,6.3862,175.316,0.011569,1.910368,0.024372,-0.053075,-0.030819,-0.013293,0.998026,0.011038,1.93322,0.036887,0.231825,0.433679,1.110436,0.671,11.3435
23.9013,0.226335,0.444062,1.111225,-3.0331,6.3694,175.3032,0.011384,1.910234,0.024555,-0.05925,-0.043483,-0.001169,0.997295,0.009981,1.933228,0.036737,0.232129,0.432655,1.110436,1.419,12.8181
24.0444,0.226955,0.445952,1.110185,-3.0472,6.3095,175.2798,0.013544,1.90922,0.025969,-0.053769,-0.028114,-0.015374,0.998039,0.01318,1.932088,0.038459,0.232356,0.436288,1.109318,1.833,11.1049
24.1946,0.228073,0.44934,1.108302,-3.0726,6.2018,175.2378,0.015536,1.907238,0.028269,-0.055146,-0.035852,-0.006875,0.997811,0.014587,1.930138,0.040669,0.233766,0.4385,1.107371,1.818,12.2801
24.3349,0.229552,0.45378,1.105796,-3.1061,6.0601,175.1828,0.019168,1.904844,0.031608,-0.051301,-0.034162,-0.009795,0.998051,0.018387,1.92765,0.044192,0.235371,0.443437,1.104904,0.487,11.9005
24.4761,0.23149,0.459525,1.102491,-3.1495,5.8759,175.1114,0.023576,1.901506,0.035572,-0.049508,-0.034464,-0.006473,0.998158,0.022636,1.924264,0.048233,0.237253,0.449004,1.101541,0.596,12.0333
24.6208,0.233917,0.466604,1.098319,-3.2035,5.6473,175.0233,0.028837,1.897521,0.040517,-0.052075,-0.042145,0.001904,0.997752,0.027321,1.920331,0.053027,0.239636,0.455285,1.097632,3.917,12.7009
24.7623,0.236765,0.474758,1.093374,-3.2661,5.382,174.9214,0.034999,1.892496,0.046305,-0.049418,-0.038297,-0.00057,0.998044,0.033694,1.915244,0.058951,0.242335,0.463577,1.092579,4.07,12.5164
24.9044,0.23951,0.482465,1.088559,-3.3259,5.1291,174.8249,0.040757,1.887741,0.052122,-0.051404,-0.045718,0.006616,0.997609,0.038934,1.910523,0.064642,0.245296,0.470741,1.087884,2.959,13.0912
25.047,0.241834,0.488875,1.084448,-3.376,4.917,174.7443,0.046142,1.883392,0.057064,-0.046228,-0.039645,0.000395,0.998144,0.044751,1.906056,0.06985,0.24758,0.478226,1.08345,3.886,12.141
25.1893,0.243724,0.494014,1.081079,-3.4165,4.7458,174.6795,0.050166,1.880028,0.061016,-0.043332,-0.036608,-0.001461,0.998389,0.048936,1.902621,0.073945,0.249538,0.483758,1.080036,6.134,11.8354
25.3341,0.245189,0.497953,1.078453,-3.4477,4.6139,174.6298,0.053295,1.877239,0.064097,-0.041559,-0.032279,-0.001379,0.998614,0.052179,1.899785,0.077115,0.251051,0.488045,1.077218,0.547,11.5784
25.4772,0.246191,0.500627,1.076648,-3.469,4.524,174.5959,0.055491,1.875354,0.066256,-0.040306,-0.033226,-0.002737,0.998631,0.054407,1.89787,0.079331,0.252125,0.491005,1.075314,2.108,11.3833
25.6213,0.246728,0.50205,1.07568,-3.4803,4.476,174.5779,0.05665,1.874323,0.0673,-0.040038,-0.034653,-0.002108,0.998595,0.055498,1.896831,0.080382,0.25262,0.492441,1.074281,4.31,11.3584
25.7633,0.246803,0.502689,1.075175,-3.4693,4.4564,174.5827,0.056866,1.873938,0.067464,-0.042569,-0.039297,0.002769,0.998317,0.055374,1.896504,0.080413,0.252697,0.492343,1.073952,4.813,11.97
25.9053,0.246675,0.504827,1.073321,-3.3958,4.3954,174.6278,0.058978,1.872107,0.068365,-0.039409,-0.032734,-0.003924,0.998679,0.057958,1.894601,0.081483,0.252582,0.495151,1.072069,4.882,11.4056
26.0486,0.246413,0.508899,1.069762,-3.2552,4.2787,174.7136,0.061788,1.868762,0.069589,-0.042686,-0.046715,0.007575,0.997967,0.059879,1.891318,0.0825,0.252683,0.497343,1.0688,3.568,13.1826
26.1879,0.246003,0.514665,1.06466,-3.0547,4.1127,174.8351,0.067454,1.863894,0.071681,-0.038425,-0.038471,0.001123,0.99852,0.066051,1.886354,0.084821,0.252191,0.503954,1.063884,2.776,12.3947
26.3363,0.245359,0.52265,1.057471,-2.7745,3.8813,175.0031,0.074785,1.856764,0.074273,-0.033479,-0.030282,-0.004849,0.998969,0.073865,1.879101,0.087663,0.251472,0.51229,1.056691,2.858,12.0538
26.4812,0.244467,0.532216,1.048661,-2.4345,3.6016,175.2041,0.082843,1.848342,0.077215,-0.034903,-0.040044,-0.000332,0.998588,0.081453,1.870711,0.09051,0.250843,0.52043,1.048359,5.949,13.4038
26.6255,0.243266,0.543282,1.038193,-2.035,3.2746,175.4365,0.093505,1.837373,0.080688,-0.028388,-0.035467,-0.004593,0.998957,0.09242,1.859573,0.094293,0.24964,0.53205,1.037306,0.531,12.9445
26.7679,0.242049,0.553059,1.028684,-1.6762,2.9824,175.6416,0.102524,1.828058,0.083735,-0.02719,-0.040675,-0.002812,0.998798,0.101211,1.850223,0.097377,0.248719,0.541389,1.028024,0.76,13.4571
26.9136,0.240927,0.561152,1.02062,-1.3747,2.7379,175.8113,0.110644,1.819945,0.086033,-0.019548,-0.026835,-0.014506,0.999343,0.110223,1.841904,0.100058,0.247348,0.550755,1.019778,5.585,12.2488
27.0556,0.240021,0.56719,1.014485,-1.147,2.5541,175.9379,0.11649,1.81372,0.087749,-0.01731,-0.026459,-0.012881,0.999417,0.116005,1.835615,0.101872,0.246546,0.556809,1.013534,4.358,12.2972
27.1985,0.239341,0.571474,1.010069,-0.9839,2.4227,176.0278,0.119953,1.809302,0.088924,-0.018924,-0.039497,-0.005796,0.999024,0.118788,1.831241,0.102938,0.246326,0.559812,1.009182,4.204,13.6219
27.339,0.238923,0.57402,1.007419,-0.8864,2.3443,176.0811,0.12301,1.806427,0.08959,-0.015497,-0.026514,-0.015043,0.999415,0.122614,1.828272,0.103794,0.24549,0.563668,1.006244,3.873,12.316
27.4795,0.238773,0.574964,1.006428,-0.8509,2.3155,176.0987,0.123914,1.805397,0.089614,-0.018451,-0.031606,-0.013173,0.999243,0.123295,1.827327,0.103678,0.245095,0.564244,1.005306,4.471,12.4949
27.6313,0.238845,0.576187,1.005017,-0.8274,2.2874,176.0566,0.1252,1.803962,0.090594,-0.013383,-0.027162,-0.016782,0.999401,0.124858,1.825746,0.104891,0.245537,0.566181,1.003735,6.471,12.1048
27.7825,0.239012,0.579099,1.001632,-0.7714,2.2205,175.9553,0.126972,1.800982,0.09168,-0.017661,-0.04046,-0.007231,0.998999,0.125838,1.822888,0.10575,0.245889,0.567449,1.000882,7.363,13.5489
27.9366,0.239261,0.583737,0.996168,-0.6813,2.1136,175.7923,0.130799,1.795532,0.093868,-0.017194,-0.046458,-0.003527,0.998766,0.12933,1.81742,0.107934,0.246382,0.571569,0.995437,2.943,14.1172
28.0813,0.239543,0.589557,0.98918,-0.5666,1.9787,175.5844,0.13609,1.788816,0.096131,-0.014791,-0.039294,-0.012341,0.999042,0.135206,1.810645,0.110338,0.246074,0.577957,0.988707,6.138,13.3208
28.2238,0.23984,0.596632,0.980481,-0.4246,1.8138,175.3266,0.142352,1.780195,0.099615,-0.009224,-0.036261,-0.018884,0.999121,0.141827,1.801864,0.11408,0.246659,0.585593,0.979972,6.406,12.9861
28.3676,0.240114,0.604702,0.970271,-0.2591,1.6244,175.0255,0.14892,1.770314,0.102898,-0.015302,-0.055919,-0.003676,0.998311,0.14718,1.79215,0.117015,0.24703,0.591746,0.970295,6.471,14.6863
28.5097,0.240288,0.611441,0.961495,-0.1177,1.4649,174.7676,0.156182,1.760802,0.106074,-0.006707,-0.039825,-0.021327,0.998957,0.155651,1.7824,0.120645,0.246735,0.601024,0.960609,1.82,12.2834
28.6513,0.240388,0.616719,0.954456,-0.0049,1.3391,174.5614,0.160466,1.753775,0.108556,-0.006571,-0.047658,-0.015981,0.998714,0.159474,1.775373,0.123105,0.24733,0.60557,0.953607,0.643,13.1605
28.7925,0.24044,0.620555,0.949242,0.0784,1.2472,174.4091,0.164194,1.74877,0.109961,-0.003688,-0.041476,-0.022084,0.998889,0.16364,1.770281,0.124661,0.246975,0.610039,0.948547,8.75,12.4
28.9341,0.240465,0.623108,0.945726,0.1344,1.1858,174.3065,0.166095,1.744905,0.110971,-0.006701,-0.052787,-0.012914,0.9985,0.164822,1.766506,0.125493,0.247212,0.611486,0.944779,0.6,13.4721
29.076,0.240474,0.624346,0.944007,0.1617,1.1559,174.2563,0.167993,1.743076,0.111754,0.000208,-0.040345,-0.0242,0.998893,0.167553,1.764471,0.126626,0.247092,0.614454,0.942765,0.551,11.9664
29.2196,0.240324,0.624787,0.943429,0.1645,1.1514,174.256,0.168154,1.742625,0.111731,-0.001798,-0.043626,-0.021751,0.99881,0.167518,1.764082,0.126506,0.246994,0.614374,0.942376,2.793,12.4109
29.3643,0.239582,0.626286,0.941507,0.1639,1.1452,174.281,0.169555,1.74073,0.111609,-0.001373,-0.046567,-0.015955,0.998787,0.168582,1.762174,0.126384,0.246427,0.615304,0.940479,5.341,12.9815
29.5062,0.238277,0.628879,0.938156,0.1628,1.1344,174.3245,0.17189,1.737548,0.111556,-0.00632,-0.057399,-0.008515,0.998295,0.170292,1.759134,0.126069,0.245406,0.616748,0.937455,6.396,14.0886
29.6487,0.236312,0.632684,0.933173,0.1611,1.1183,174.389,0.175784,1.732822,0.111459,-0.006332,-0.05927,-0.006337,0.998202,0.174037,1.754404,0.125958,0.243713,0.620139,0.932761,6.429,14.5711
29.7933,0.234418,0.636241,0.928439,0.1595,1.1031,174.4502,0.180202,1.727629,0.111267,-0.007014,-0.062086,-0.007271,0.99802,0.178415,1.749234,0.125729,0.241646,0.62406,0.927632,0.564,14.1868
29.9382,0.233134,0.638594,0.925267,0.1584,1.0929,174.4911,0.183007,1.724278,0.111076,-0.004302,-0.058127,-0.009746,0.998252,0.181435,1.745806,0.125675,0.240315,0.626806,0.924232,4.798,13.8422
30.0813,0.232481,0.639775,0.923662,0.1579,1.0877,174.5117,0.184277,1.722732,0.110993,-0.005532,-0.055927,-0.007519,0.998391,0.182677,1.744293,0.125542,0.239667,0.62789,0.92273,6.163,13.9197
30.2316,0.232274,0.640267,0.923045,0.1646,1.0997,174.524,0.184653,1.722302,0.110983,-0.005491,-0.057374,-0.008052,0.998305,0.183033,1.743862,0.125529,0.239504,0.628212,0.922303,5.727,14.076
30.3843,0.23163,0.642063,0.920872,0.2011,1.1678,174.5749,0.186315,1.719966,0.11128,-0.005986,-0.05603,-0.00912,0.99837,0.184782,1.741542,0.125813,0.239017,0.629935,0.919998,0.604,14.2281
30.5361,0.230413,0.645392,0.91681,0.2693,1.2948,174.6702,0.189554,1.716073,0.111355,-0.008996,-0.057562,-0.004039,0.998293,0.187766,1.737728,0.12574,0.237682,0.632644,0.916212,2.492,14.6867
30.6889,0.228597,0.65021,0.910843,0.369,1.4811,174.8103,0.194425,1.710175,0.111914,-0.009545,-0.054306,-0.011869,0.998408,0.193071,1.731858,0.126305,0.235946,0.637742,0.910388,4.987,14.4799
30.8351,0.226254,0.656184,0.903298,0.4946,1.716,174.9876,0.200398,1.702504,0.112291,-0.012193,-0.055495,-0.009161,0.998343,0.198899,1.724259,0.126557,0.233695,0.643197,0.902842,0.548,14.9738
30.9801,0.223328,0.663295,0.894092,0.6471,2.0016,175.2041,0.207759,1.693296,0.112936,-0.013495,-0.052837,-0.014346,0.998409,0.206564,1.715094,0.127166,0.230993,0.650482,0.893745,4.922,14.935
31.1261,0.220304,0.670271,0.884811,0.8,2.2885,175.4227,0.21531,1.683442,0.113406,-0.013918,-0.050733,-0.015391,0.998497,0.214223,1.705252,0.127627,0.228154,0.657704,0.883971,0.536,14.8412
31.2727,0.217763,0.675869,0.877174,0.9254,2.524,175.6029,0.221138,1.67582,0.113526,-0.017207,-0.050652,-0.018663,0.998394,0.220203,1.697726,0.127611,0.225596,0.663185,0.8765,5.594,14.9225
31.415,0.215861,0.679913,0.871545,1.0174,2.6972,175.7359,0.225782,1.669971,0.113326,-0.019045,-0.046007,-0.021995,0.998517,0.22513,1.691926,0.127349,0.223266,0.667595,0.870746,6.421,14.3941
31.5597,0.214496,0.682739,0.867552,1.0826,2.8198,175.8303,0.228563,1.66563,0.113553,-0.018004,-0.04637,-0.018079,0.998599,0.227728,1.687555,0.127613,0.222393,0.670097,0.866398,1.298,14.9509
31.711,0.213701,0.684359,0.865242,1.1203,2.8907,175.885,0.23038,1.663327,0.113562,-0.019248,-0.046198,-0.019406,0.998558,0.229612,1.685288,0.12757,0.221554,0.671807,0.864148,2.288,14.8469
31.8568,0.21346,0.684789,0.864603,1.1278,2.9046,175.8982,0.230898,1.662676,0.113457,-0.018095,-0.042515,-0.022655,0.998675,0.230373,1.684603,0.12753,0.221196,0.672487,0.86347,5.533,14.5764
32.0016,0.212739,0.685667,0.863105,1.1234,2.8929,175.9141,0.231965,1.661205,0.113235,-0.018493,-0.044979,-0.019927,0.998618,0.231253,1.683144,0.12728,0.220592,0.673193,0.862021,0.533,14.7803
32.1479,0.211234,0.687473,0.859993,1.1143,2.8686,175.9471,0.234217,1.65824,0.112732,-0.019804,-0.0495,-0.019883,0.99838,0.233375,1.680219,0.126709,0.219168,0.674905,0.859117,5.204,14.8893
32.2898,0.209004,0.690091,0.855416,1.1008,2.8327,175.9957,0.237031,1.653778,0.111808,-0.018924,-0.046181,-0.018043,0.998591,0.236203,1.675729,0.125828,0.217158,0.67714,0.854658,5.204,15.3237
32.4352,0.206502,0.692949,0.850323,1.0859,2.7928,176.0497,0.240915,1.648307,0.110708,-0.017085,-0.044118,-0.019046,0.998699,0.240185,1.670206,0.124815,0.214539,0.680376,0.849175,1.246,14.9663
32.5806,0.204719,0.694934,0.846722,1.0753,2.7646,176.0878,0.243333,1.644714,0.110029,-0.018548,-0.04675,-0.01676,0.998594,0.242432,1.666654,0.124061,0.212893,0.68213,0.845647,3.955,15.2296
32.7262,0.20374,0.696008,0.844753,1.0695,2.7491,176.1087,0.245043,1.642454,0.109382,-0.019018,-0.047114,-0.018388,0.998539,0.244203,1.664408,0.123396,0.211535,0.683479,0.84342,0.881,14.8162
32.8696,0.203449,0.696324,0.84417,1.0678,2.7445,176.1149,0.245202,1.642017,0.10922,-0.019153,-0.044952,-0.017308,0.998656,0.244378,1.663973,0.123232,0.21131,0.683572,0.842987,2.47,15.0265
33.0137,0.202725,0.697107,0.84272,1.0635,2.7331,176.1303,0.246047,1.640672,0.109019,-0.01813,-0.043762,-0.01665,0.998739,0.245226,1.662599,0.123076,0.210806,0.684288,0.841621,5.065,15.1933
33.1557,0.201234,0.698698,0.839748,1.0546,2.7097,176.1619,0.248054,1.637773,0.108338,-0.018499,-0.044368,-0.017121,0.998697,0.247238,1.659711,0.122379,0.209314,0.685846,0.838754,5.355,15.2127
33.3014,0.198884,0.70115,0.835092,1.0407,2.6731,176.2114,0.251377,1.633068,0.107288,-0.018802,-0.044793,-0.017996,0.998657,0.250587,1.655015,0.121317,0.20692,0.688481,0.834094,0.566,15.0356
33.4466,0.19627,0.703803,0.829952,1.0254,2.6325,176.266,0.254678,1.627917,0.106099,-0.019178,-0.044965,-0.016508,0.998668,0.253819,1.649874,0.120108,0.204438,0.690952,0.828988,3.9,15.2571
33.5878,0.194437,0.705616,0.82637,1.0147,2.6042,176.304,0.257152,1.624175,0.105308,-0.017188,-0.043106,-0.016625,0.998784,0.256347,1.646075,0.119408,0.202722,0.692986,0.825214,4.282,15.1498
33.7329,0.193376,0.706649,0.824304,1.0085,2.5878,176.326,0.258867,1.621842,0.104775,-0.018789,-0.046,-0.017611,0.99861,0.258025,1.643789,0.1188,0.201454,0.694273,0.822946,-0.685,14.8417
33.8782,0.193052,0.706962,0.823676,1.0066,2.5829,176.3326,0.258914,1.621302,0.104562,-0.017145,-0.043297,-0.016097,0.998785,0.258081,1.6432,0.118663,0.201303,0.694271,0.822359,2.451,15.194
34.0239,0.192338,0.707647,0.822291,1.0025,2.5719,176.3473,0.26016,1.619885,0.10428,-0.017806,-0.041109,-0.020893,0.998778,0.259599,1.641802,0.118366,0.20039,0.695537,0.820975,1.464,14.6012
34.1676,0.190806,0.709099,0.819326,0.9936,2.5484,176.3786,0.261861,1.616939,0.103485,-0.017906,-0.043783,-0.017474,0.998728,0.261075,1.63886,0.117554,0.199017,0.696562,0.81805,0.547,15.0413
34.3129,0.188404,0.711324,0.814705,0.9798,2.5117,176.4275,0.264762,1.612573,0.102226,-0.015618,-0.039558,-0.018556,0.998923,0.26414,1.634427,0.116406,0.196665,0.698901,0.81365,4.438,14.957
34.4522,0.185792,0.713676,0.809712,0.9649,2.472,176.4803,0.267951,1.607264,0.100785,-0.015427,-0.038109,-0.017255,0.999005,0.267315,1.629112,0.114974,0.194003,0.701227,0.80837,0.922,14.9734
34.5949,0.183824,0.715402,0.805972,0.9537,2.4422,176.5198,0.270336,1.603532,0.099711,-0.016238,-0.040135,-0.016156,0.998932,0.269595,1.625404,0.113859,0.192014,0.702862,0.804687,0.603,15.0329
34.7406,0.182684,0.716385,0.803814,0.9473,2.4249,176.5426,0.271791,1.601283,0.099145,-0.014433,-0.037758,-0.017545,0.999029,0.271175,1.623103,0.113379,0.190903,0.704114,0.802402,6.857,14.8363
34.8841,0.182332,0.716686,0.803148,0.9453,2.4196,176.5496,0.272209,1.60059,0.098947,-0.015501,-0.037959,-0.017295,0.999009,0.271578,1.62244,0.113133,0.190506,0.704384,0.801744,0.874,14.8373
35.0234,0.181686,0.717235,0.801928,0.9417,2.4099,176.5625,0.272822,1.599402,0.098603,-0.015203,-0.039321,-0.015894,0.998985,0.272091,1.621244,0.112798,0.189979,0.704718,0.800554,0.674,15.0785
35.1677,0.180191,0.718491,0.799112,0.9332,2.3876,176.5921,0.274535,1.596671,0.097822,-0.014338,-0.038202,-0.015768,0.999043,0.273829,1.618488,0.112057,0.188562,0.706009,0.797817,0.527,15.0847
35.3146,0.177807,0.720449,0.79464,0.9199,2.352,176.6391,0.277084,1.592523,0.096581,-0.015183,-0.039682,-0.015,0.998984,0.276304,1.614365,0.110774,0.186336,0.707753,0.793722,5.946,15.3223
35.4614,0.174951,0.722725,0.789314,0.904,2.3095,176.6952,0.280472,1.586836,0.094939,-0.016337,-0.042216,-0.01506,0.998861,0.279623,1.608711,0.109075,0.183369,0.710102,0.788105,2.831,15.2205
35.6093,0.17285,0.724352,0.785417,0.8923,2.2784,176.7362,0.282823,1.582776,0.093642,-0.015381,-0.039751,-0.014679,0.998983,0.282027,1.604622,0.107826,0.181202,0.711796,0.784044,0.596,15.1431
35.7568,0.171646,0.725266,0.783192,0.8857,2.2606,176.7596,0.284132,1.580553,0.092924,-0.014598,-0.035241,-0.015903,0.999146,0.283518,1.602376,0.107153,0.179953,0.712887,0.781814,1.217,14.9714
35.9069,0.171278,0.725543,0.782514,0.8836,2.2552,176.7667,0.28432,1.579929,0.092736,-0.01423,-0.037825,-0.013507,0.999092,0.283527,1.601742,0.106972,0.179781,0.712824,0.781181,6.468,15.3565
36.0528,0.170522,0.726108,0.78112,0.8795,2.2439,176.7815,0.285333,1.57851,0.092359,-0.014332,-0.037551,-0.015934,0.999065,0.284653,1.600326,0.106595,0.178959,0.713701,0.779777,1.058,15.0643
36.1975,0.168904,0.727299,0.77815,0.8708,2.22,176.8131,0.286832,1.575775,0.091347,-0.015122,-0.037726,-0.014189,0.999073,0.286073,1.597614,0.105546,0.177394,0.714574,0.777082,3.744,15.3347
36.3403,0.166455,0.72906,0.773669,0.8576,2.1838,176.8607,0.289388,1.571282,0.090102,-0.015629,-0.041928,-0.013905,0.998902,0.288496,1.593137,0.104268,0.175191,0.716276,0.772632,6.266,15.5191
36.4853,0.163554,0.73108,0.76839,0.8421,2.141,176.9169,0.292589,1.565795,0.088121,-0.013145,-0.034157,-0.016294,0.999197,0.292021,1.587576,0.102416,0.172,0.718748,0.767112,1.217,15.0019
36.6327,0.161486,0.732477,0.764643,0.831,2.1106,176.9567,0.294793,1.561843,0.086822,-0.015119,-0.038547,-0.014759,0.999033,0.294035,1.583682,0.10102,0.169863,0.720024,0.763241,-1.03,15.0739
36.781,0.160303,0.73326,0.762508,0.8247,2.0932,176.9794,0.295865,1.559706,0.086053,-0.014838,-0.038416,-0.01305,0.999067,0.295036,1.581536,0.100261,0.168741,0.720633,0.761108,5.831,15.2507
36.9258,0.15999,0.7335,0.761856,0.8251,2.0925,176.9822,0.296169,1.559141,0.0858,-0.014887,-0.037682,-0.013248,0.999091,0.295371,1.580972,0.100008,0.168368,0.720836,0.760548,0.521,15.24
37.0725,0.159581,0.734176,0.760076,0.8481,2.1339,176.9509,0.29693,1.557406,0.085838,-0.014313,-0.039133,-0.014549,0.999026,0.296145,1.579222,0.10007,0.168089,0.721577,0.758805,5.61,15.256
37.2176,0.158719,0.735577,0.756342,0.8961,2.221,176.8854,0.29851,1.553683,0.085611,-0.015962,-0.040617,-0.014157,0.998947,0.297668,1.575547,0.099767,0.167153,0.722861,0.755145,0.596,15.3057
37.3611,0.157396,0.737668,0.750642,0.9693,2.3543,176.7856,0.300802,1.548048,0.085348,-0.0158,-0.038953,-0.015223,0.999,0.300054,1.569907,0.099516,0.165891,0.724964,0.749528,2.121,15.3241
37.5063,0.155602,0.740394,0.742977,1.0678,2.5345,176.6521,0.303818,1.540571,0.084874,-0.016677,-0.039359,-0.01711,0.998939,0.303141,1.562455,0.099006,0.164088,0.727609,0.742107,5.777,15.3693
37.6532,0.153257,0.743774,0.73305,1.1951,2.7696,176.48,0.307759,1.530641,0.084217,-0.017045,-0.038496,-0.020676,0.998899,0.307262,1.552536,0.098341,0.161695,0.731145,0.732228,3.344,15.2107
37.7996,0.150827,0.747068,0.72287,1.3256,3.0126,176.3046,0.311935,1.519911,0.083617,-0.018876,-0.04287,-0.02305,0.998636,0.311419,1.541859,0.097656,0.159265,0.734711,0.721593,-0.813,15.0168
37.9482,0.148834,0.749616,0.714595,1.4315,3.2116,176.1628,0.31483,1.512004,0.082846,-0.019505,-0.040742,-0.024591,0.998677,0.314444,1.533968,0.096865,0.157228,0.737185,0.713733,6.198,15.024
38.0929,0.147366,0.751409,0.708537,1.509,3.3582,176.0593,0.317287,1.505267,0.082401,-0.020948,-0.042911,-0.028869,0.998442,0.317027,1.527271,0.096359,0.155644,0.739369,0.707062,0.88,14.6854
38.2381,0.146359,0.752597,0.704401,1.5619,3.4587,175.989,0.318637,1.501147,0.081861,-0.020545,-0.040084,-0.028626,0.998575,0.318447,1.523137,0.095842,0.154553,0.740472,0.702943,4.157,14.7068
38.3851,0.145842,0.753195,0.702284,1.589,3.5103,175.953,0.319321,1.498812,0.081752,-0.021174,-0.044482,-0.026418,0.998436,0.318911,1.520825,0.095693,0.154208,0.740847,0.700636,1.18,15.0051
38.5325,0.145513,0.753373,0.7016,1.59,3.5113,175.9547,0.3194,1.498252,0.081525,-0.021776,-0.044739,-0.025394,0.998439,0.318939,1.520282,0.095437,0.153959,0.74077,0.700095,-1.155,15.2459
38.6838,0.144223,0.753839,0.699681,1.5755,3.4789,175.9897,0.320373,1.496253,0.080599,-0.021524,-0.044956,-0.025086,0.998442,0.319893,1.518277,0.094521,0.152715,0.74127,0.698102,0.551,15.251
