elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_corrected_x_m,rb_corrected_y_m,rb_corrected_z_m,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
18.6625,0.20752,0.295707,1.184092,-0.8512,7.6592,178.4766,-0.125147,2.001089,-0.045212,0.386979,-0.448672,-0.805569,-0.000246,-0.115555,2.008667,-0.039288,0.209491,0.291383,1.185738,4.95,5.0287
18.8234,0.208433,0.302418,1.180297,-0.6672,7.3971,178.5278,-0.119882,1.997381,-0.041424,0.388944,-0.44688,-0.805607,-0.004165,-0.110306,2.004892,-0.035391,0.210766,0.297828,1.18202,7.458,5.4297
18.9817,0.209658,0.312021,1.174756,-0.4024,7.0215,178.5988,-0.111565,1.991831,-0.036338,0.38673,-0.443215,-0.808692,-0.004232,-0.10196,1.999297,-0.030295,0.2118,0.307606,1.176518,-1.19,5.2145
19.1434,0.211102,0.324453,1.167384,-0.0567,6.5341,178.6866,-0.101299,1.984597,-0.029816,0.385504,-0.439914,-0.811066,-0.005896,-0.091671,1.991999,-0.023731,0.213326,0.319782,1.169334,2.82,5.5287
19.3103,0.212588,0.339044,1.158438,0.3535,5.9602,178.7839,-0.088563,1.97554,-0.022136,0.384716,-0.435291,-0.813897,-0.009308,-0.078913,1.982839,-0.015962,0.214883,0.334725,1.160317,1.651,5.2389
19.473,0.213614,0.350719,1.151043,0.6855,5.4994,178.8571,-0.07856,1.968308,-0.016252,0.386366,-0.43128,-0.815198,-0.01303,-0.06893,1.975527,-0.009954,0.216036,0.346389,1.153116,7.181,5.3773
19.6383,0.214275,0.359329,1.145451,0.9327,5.1586,178.9084,-0.070929,1.962325,-0.011882,0.384203,-0.428336,-0.817746,-0.014411,-0.06126,1.969475,-0.005567,0.21671,0.355259,1.147152,5.801,5.0383
19.8064,0.214668,0.36504,1.141677,1.0977,4.932,178.9411,-0.065647,1.958399,-0.009101,0.384844,-0.426598,-0.818309,-0.016708,-0.055981,1.9655,-0.002723,0.217016,0.361287,1.143236,7.103,4.6936
19.9751,0.214836,0.367652,1.139932,1.1735,4.8282,178.9558,-0.063186,1.956437,-0.007738,0.383423,-0.424933,-0.819842,-0.016665,-0.0535,1.963513,-0.001366,0.217178,0.36413,1.141278,0.882,4.4382
20.1503,0.214888,0.368722,1.13929,1.1778,4.8157,178.9578,-0.062462,1.955848,-0.007371,0.383591,-0.425103,-0.819682,-0.016339,-0.05278,1.962934,-0.001002,0.217198,0.364942,1.140707,0.932,4.6509
20.3236,0.215037,0.372138,1.137281,1.1732,4.7958,178.9616,-0.059604,1.95399,-0.005821,0.384162,-0.424785,-0.819579,-0.016337,-0.049933,1.96108,0.00056,0.217391,0.368202,1.138885,7.434,4.8592
20.4846,0.215248,0.377686,1.133977,1.1658,4.7633,178.9677,-0.054648,1.950639,-0.003281,0.383787,-0.425569,-0.819347,-0.016411,-0.044968,1.957728,0.003086,0.217548,0.373804,1.135591,0.892,4.7918
20.6523,0.215457,0.384602,1.12979,1.1564,4.7225,178.9754,-0.048522,1.946354,-2.9e-05,0.384256,-0.424258,-0.819802,-0.016668,-0.038853,1.953435,0.006364,0.217891,0.380777,1.131368,3.04,4.8007
20.8102,0.215558,0.389027,1.127071,1.1504,4.6962,178.9804,-0.044429,1.943413,0.002003,0.383502,-0.424435,-0.820071,-0.016256,-0.034748,1.950496,0.008377,0.217951,0.385378,1.128475,2.326,4.5838
20.9644,0.215601,0.391342,1.125635,1.1472,4.6824,178.983,-0.042334,1.941953,0.003029,0.384199,-0.424664,-0.819624,-0.016382,-0.032664,1.949042,0.009413,0.217995,0.38772,1.127046,6.767,4.5651
21.1127,0.215612,0.392007,1.125221,1.1463,4.6785,178.9838,-0.041845,1.941679,0.003211,0.384231,-0.424333,-0.819788,-0.015994,-0.03218,1.948774,0.009594,0.217951,0.388238,1.126784,4.802,4.7025
21.2806,0.215646,0.394254,1.123815,1.1433,4.6651,178.9862,-0.039985,1.940236,0.004278,0.384021,-0.424028,-0.820039,-0.016283,-0.030315,1.947322,0.010665,0.218119,0.390397,1.125352,6.14,4.8328
21.44,0.215694,0.398626,1.121056,1.1375,4.639,178.991,-0.036102,1.937384,0.006326,0.384247,-0.423601,-0.820145,-0.016674,-0.026435,1.944462,0.012727,0.21832,0.394814,1.122537,-1.053,4.8601
21.6005,0.215718,0.405032,1.116954,1.1288,4.6004,178.9981,-0.030441,1.933261,0.008876,0.383963,-0.423436,-0.820375,-0.016104,-0.020773,1.940347,0.015266,0.218186,0.401061,1.118488,-0.978,4.9205
21.7672,0.215694,0.410721,1.113252,1.121,4.5659,179.0045,-0.025118,1.929392,0.011509,0.384308,-0.422905,-0.820484,-0.01626,-0.015457,1.936475,0.017913,0.2183,0.407038,1.114678,1.558,4.7318
21.9341,0.215659,0.414109,1.111021,1.1164,4.5453,179.0083,-0.021865,1.927016,0.012951,0.384243,-0.42298,-0.820464,-0.016884,-0.012199,1.934086,0.019361,0.218212,0.410628,1.112326,0.905,4.5099
22.1002,0.215653,0.415164,1.110338,1.1119,4.5405,179.0068,-0.020802,1.926282,0.013276,0.38521,-0.422944,-0.820023,-0.01715,-0.011152,1.933357,0.019707,0.218075,0.41173,1.11161,0.9,4.3907
22.2672,0.215925,0.415897,1.110397,1.0075,4.5943,178.9155,-0.020211,1.926248,0.013909,0.385628,-0.423482,-0.819559,-0.016647,-0.010571,1.933341,0.020333,0.218396,0.412522,1.1116,1.433,4.3524
22.43,0.216563,0.417618,1.11053,0.7619,4.7193,178.7003,-0.018954,1.926324,0.015187,0.387642,-0.42438,-0.818174,-0.015033,-0.009358,1.933477,0.021612,0.219042,0.414161,1.111747,5.846,4.4249
22.5917,0.217568,0.420327,1.110723,0.3737,4.9126,178.359,-0.016893,1.926499,0.017064,0.391014,-0.426156,-0.815674,-0.013215,-0.007366,1.933736,0.023498,0.219909,0.416761,1.112026,0.88,4.4602
22.739,0.218802,0.423657,1.110934,-0.1065,5.1446,177.9348,-0.014439,1.926446,0.0196,0.394298,-0.42796,-0.813179,-0.010944,-0.004984,1.933775,0.026034,0.221197,0.419993,1.112089,4.227,4.5264
22.8894,0.220358,0.427855,1.111158,-0.7166,5.428,177.393,-0.011307,1.926493,0.02265,0.398996,-0.430784,-0.809435,-0.006548,-0.001961,1.933978,0.029063,0.222663,0.424013,1.112322,6.829,4.6292
23.0417,0.222099,0.432552,1.11135,-1.4051,5.7327,176.7777,-0.007412,1.926504,0.026394,0.403176,-0.433514,-0.805921,-0.002488,0.001836,1.934132,0.032782,0.224424,0.429026,1.112513,0.902,4.3811
23.2001,0.223596,0.436594,1.111466,-2.0027,5.9842,176.2402,-0.004256,1.926386,0.029548,0.408996,-0.43549,-0.801916,-0.001024,0.004874,1.934117,0.03598,0.226034,0.433133,1.112528,0.894,4.3644
23.3626,0.224769,0.439763,1.111524,-2.4744,6.1744,175.8139,-0.001707,1.926287,0.031971,0.412793,-0.436671,-0.799325,0.000771,0.007341,1.934102,0.03842,0.227199,0.4364,1.112538,5.009,4.27
23.5338,0.225619,0.442058,1.111548,-2.8179,6.3082,175.5023,2.9e-05,1.926199,0.033783,0.415447,-0.437678,-0.797388,0.003631,0.009007,1.934105,0.040217,0.228121,0.438671,1.112556,0.934,4.3296
23.701,0.226056,0.443238,1.111554,-2.995,6.3757,175.3412,0.001042,1.92612,0.034764,0.418194,-0.438604,-0.795437,0.004523,0.009962,1.934079,0.041214,0.228619,0.439959,1.112539,0.903,4.2768
23.8636,0.226229,0.443738,1.111403,-3.0307,6.3796,175.3072,0.00133,1.926021,0.035094,0.418807,-0.438466,-0.795192,0.004141,0.010241,1.933978,0.04156,0.228814,0.440359,1.112441,6.22,4.3795
24.0186,0.226789,0.445446,1.110465,-3.0434,6.3255,175.2861,0.002504,1.925148,0.036222,0.417607,-0.438913,-0.795573,0.004874,0.011435,1.93311,0.042655,0.229292,0.441913,1.111585,2.535,4.4722
24.1727,0.227845,0.448651,1.108687,-3.0675,6.2237,175.2464,0.004833,1.923588,0.038416,0.418876,-0.437817,-0.795508,0.005136,0.013732,1.931561,0.044877,0.230319,0.444952,1.11006,5.559,4.6574
24.3259,0.229385,0.453281,1.10608,-3.1023,6.0761,175.189,0.008342,1.920848,0.041649,0.418785,-0.436769,-0.796129,0.005521,0.017237,1.928822,0.048116,0.231746,0.449527,1.107356,1.127,4.6145
24.4811,0.23149,0.459525,1.102491,-3.1495,5.8759,175.1114,0.012908,1.917356,0.046057,0.421006,-0.434952,-0.795961,0.004082,0.021761,1.925314,0.052599,0.23386,0.455561,1.103894,5.927,4.8272
24.6405,0.234178,0.467359,1.097868,-3.2093,5.6229,175.0139,0.01881,1.912731,0.051651,0.420953,-0.433693,-0.796661,0.006299,0.027644,1.920724,0.058175,0.236382,0.4633,1.099363,6.846,4.8546
24.8,0.23742,0.476609,1.09223,-3.2804,5.3215,174.8983,0.026165,1.906767,0.058831,0.422796,-0.431434,-0.796921,0.005082,0.034962,1.914742,0.065427,0.239801,0.473064,1.093454,0.922,4.4429
24.9575,0.240343,0.484775,1.087088,-3.3439,5.0528,174.7959,0.03216,1.901649,0.064614,0.424435,-0.429192,-0.797262,0.004783,0.040917,1.909621,0.071266,0.242524,0.480985,1.088393,7.58,4.5634
25.1198,0.242767,0.49142,1.082787,-3.396,4.8324,174.7122,0.03729,1.897111,0.069866,0.425403,-0.426792,-0.798018,0.006988,0.046004,1.905122,0.07653,0.2451,0.487869,1.083944,3.864,4.4034
25.2772,0.244614,0.496413,1.079484,-3.4355,4.6656,174.6492,0.041166,1.893645,0.073826,0.427558,-0.425752,-0.797437,0.004915,0.049846,1.901631,0.080563,0.247096,0.493095,1.080491,2.084,4.2643
25.4328,0.245896,0.499841,1.077181,-3.4627,4.5505,174.6059,0.0439,1.89122,0.076357,0.428229,-0.424749,-0.797601,0.006326,0.052553,1.899235,0.083096,0.248224,0.496645,1.078122,-0.817,4.0649
25.594,0.246644,0.501827,1.075833,-3.4786,4.4836,174.5807,0.045393,1.889812,0.077897,0.427188,-0.423829,-0.798643,0.006921,0.05406,1.897821,0.084624,0.248958,0.498672,1.076724,2.517,4.0133
25.8108,0.246776,0.503151,1.074775,-3.4534,4.4433,174.5924,0.04648,1.888748,0.07869,0.428053,-0.424068,-0.798066,0.005222,0.055142,1.896734,0.085451,0.249239,0.500013,1.075648,1.835,4.0837
25.9687,0.246587,0.506238,1.072092,-3.3471,4.355,174.6575,0.049179,1.886179,0.079802,0.42717,-0.422822,-0.799194,0.006062,0.057848,1.894165,0.086553,0.24907,0.502959,1.073111,2.241,4.2377
26.1289,0.246218,0.511727,1.067269,-3.157,4.1974,174.7732,0.054087,1.881511,0.081697,0.426161,-0.42215,-0.800096,0.004712,0.062784,1.889456,0.088461,0.248668,0.508287,1.06846,1.147,4.3883
26.2894,0.245614,0.519627,1.06021,-2.8809,3.9691,174.9395,0.061165,1.874785,0.084206,0.423583,-0.420091,-0.802547,0.004346,0.06991,1.882683,0.090964,0.24786,0.515873,1.061773,7.158,4.646
26.4596,0.244664,0.530221,1.050517,-2.5058,3.6602,175.1622,0.071068,1.864843,0.088053,0.422926,-0.417076,-0.804475,0.000464,0.079843,1.872637,0.094892,0.247127,0.526639,1.051845,1.491,4.5453
26.6232,0.243337,0.542673,1.038776,-2.0572,3.2927,175.4237,0.082811,1.85295,0.092277,0.420929,-0.413964,-0.80712,-0.003152,0.09164,1.860631,0.099173,0.245907,0.539264,1.039981,-0.925,4.4363
26.7835,0.241967,0.553676,1.028076,-1.6534,2.9638,175.6545,0.093302,1.84233,0.095633,0.417802,-0.411652,-0.809911,-0.005331,0.102201,1.84992,0.102541,0.244394,0.550369,1.029398,0.864,4.3094
26.9444,0.240746,0.562391,1.019369,-1.3282,2.7003,175.8373,0.101468,1.833601,0.098106,0.41567,-0.409622,-0.812024,-0.006704,0.110413,1.841128,0.105024,0.243092,0.55895,1.020705,3.603,4.3729
27.1045,0.239785,0.568702,1.012932,-1.0896,2.5078,175.9697,0.107645,1.827089,0.100098,0.414575,-0.407426,-0.813674,-0.008115,0.116613,1.834561,0.107044,0.24224,0.565491,1.014214,5.216,4.2407
27.2662,0.239124,0.572805,1.008686,-0.933,2.3818,176.0557,0.111817,1.822547,0.101303,0.414541,-0.406775,-0.813988,-0.010666,0.1208,1.829962,0.108291,0.241557,0.56986,1.009666,8.561,3.9446
27.4267,0.238801,0.574748,1.006658,-0.8584,2.3219,176.0964,0.113803,1.820328,0.101755,0.413754,-0.405544,-0.81502,-0.009115,0.122788,1.827758,0.108724,0.24109,0.571867,1.007487,2.265,3.7717
27.5882,0.238812,0.575617,1.005674,-0.8383,2.3005,176.0763,0.114519,1.819329,0.102138,0.414892,-0.405638,-0.814373,-0.010923,0.123492,1.826735,0.109147,0.241166,0.572695,1.006472,5.398,3.8361
27.7435,0.238955,0.578083,1.002816,-0.791,2.2439,175.9907,0.116544,1.816567,0.103329,0.415105,-0.40533,-0.814403,-0.011964,0.125519,1.823952,0.110359,0.241382,0.575073,1.003712,1.774,3.9692
27.9016,0.23919,0.582372,0.997785,-0.708,2.1451,175.8405,0.120236,1.811718,0.105323,0.416171,-0.404627,-0.814179,-0.0138,0.129198,1.819071,0.112403,0.241633,0.579323,0.998873,0.922,4.0559
28.0637,0.239498,0.588577,0.990366,-0.5861,2.0015,175.6196,0.125317,1.804656,0.107837,0.417405,-0.403677,-0.814027,-0.013323,0.134248,1.812025,0.11494,0.241734,0.585045,0.991885,6.148,4.448
28.2234,0.239827,0.596307,0.980885,-0.4312,1.8214,175.3386,0.132457,1.794672,0.11169,0.420002,-0.401158,-0.813854,-0.017669,0.141351,1.801963,0.118919,0.242245,0.59327,0.981903,-1.118,4.0132
28.3905,0.240141,0.60564,0.969064,-0.2396,1.6022,174.9899,0.140661,1.782942,0.115918,0.422014,-0.399486,-0.81358,-0.020064,0.149522,1.790192,0.123228,0.242588,0.60262,0.970227,-0.76,4.0569
28.5506,0.240319,0.612914,0.959545,-0.0864,1.4298,174.7104,0.147031,1.773369,0.118977,0.423321,-0.398842,-0.813191,-0.021089,0.155869,1.780606,0.126326,0.242627,0.609782,0.960715,0.882,4.0629
28.7084,0.240411,0.618242,0.952396,0.0281,1.3027,174.5012,0.151978,1.766015,0.121313,0.425508,-0.397029,-0.812866,-0.023679,0.160778,1.773209,0.12875,0.24268,0.615333,0.953375,0.865,3.8169
28.8692,0.240455,0.622015,0.947236,0.1103,1.2121,174.3505,0.15529,1.760893,0.122974,0.425731,-0.396569,-0.81295,-0.024456,0.164089,1.76807,0.13043,0.242757,0.619097,0.948275,0.87,3.8591
29.0267,0.240472,0.624013,0.94447,0.1543,1.1639,174.2698,0.157105,1.757905,0.123969,0.425053,-0.396133,-0.813514,-0.02456,0.165917,1.76507,0.131421,0.242855,0.621204,0.945295,2.487,3.7758
29.1823,0.240422,0.624586,0.943685,0.1646,1.1522,174.2527,0.157554,1.757189,0.124097,0.425091,-0.395778,-0.813677,-0.024218,0.166361,1.764358,0.131549,0.242777,0.621668,0.944589,6.984,3.8569
29.3419,0.239773,0.625903,0.942,0.164,1.1468,174.2746,0.159013,1.755466,0.124057,0.425976,-0.394888,-0.813642,-0.024372,0.1678,1.762635,0.131535,0.24214,0.622983,0.942885,0.933,3.8613
29.4969,0.238434,0.62857,0.938558,0.1629,1.1357,174.3193,0.161706,1.752243,0.123991,0.425064,-0.395039,-0.814071,-0.023526,0.170508,1.759421,0.131442,0.240882,0.625431,0.939706,5.776,4.143
29.6559,0.236281,0.632742,0.933096,0.1611,1.118,174.39,0.166231,1.74689,0.12387,0.424685,-0.395084,-0.814231,-0.024071,0.175044,1.754054,0.131322,0.238807,0.629544,0.934399,6.177,4.2781
29.8184,0.234202,0.636639,0.927905,0.1593,1.1013,174.4571,0.171002,1.741353,0.123655,0.425727,-0.394815,-0.813776,-0.025427,0.1798,1.748498,0.131144,0.236585,0.633835,0.928906,1.987,3.8129
29.9803,0.2329,0.639019,0.924691,0.1582,1.091,174.4985,0.173645,1.737911,0.123517,0.423822,-0.39452,-0.814966,-0.023625,0.182472,1.745071,0.130957,0.235255,0.636212,0.925515,6.163,3.7554
30.1417,0.2324,0.639919,0.923465,0.1578,1.0871,174.5143,0.174778,1.736627,0.123495,0.424399,-0.394901,-0.814488,-0.023414,0.183593,1.7438,0.130936,0.234751,0.637232,0.924258,1.192,3.6576
30.299,0.232079,0.640813,0.922386,0.1757,1.1203,174.5394,0.175609,1.735604,0.123506,0.423188,-0.39508,-0.815035,-0.023285,0.184449,1.742768,0.130925,0.234369,0.638013,0.923239,7.852,3.7162
30.4651,0.231094,0.643538,0.919078,0.2313,1.2239,174.617,0.178217,1.732524,0.123779,0.422951,-0.395631,-0.814879,-0.023675,0.187066,1.739682,0.131194,0.233478,0.64053,0.920185,7.216,3.9955
30.6253,0.229485,0.647874,0.913749,0.3205,1.3904,174.7421,0.182791,1.727163,0.124165,0.421821,-0.397318,-0.814588,-0.025529,0.19168,1.734283,0.131568,0.231817,0.644924,0.914847,0.92,3.9171
30.7895,0.227125,0.653994,0.906083,0.4483,1.6293,174.9221,0.188722,1.719886,0.124554,0.420232,-0.399251,-0.814507,-0.024132,0.197643,1.727033,0.131893,0.229525,0.650538,0.907673,6.392,4.4972
30.959,0.223903,0.661926,0.895884,0.6175,1.946,175.1619,0.197257,1.709341,0.125245,0.417695,-0.402055,-0.814342,-0.027006,0.206256,1.716423,0.132552,0.226385,0.65873,0.897174,0.904,4.247
31.1232,0.220457,0.669927,0.885275,0.7924,2.2742,175.4118,0.205528,1.698826,0.125697,0.413837,-0.403893,-0.815449,-0.025533,0.214604,1.70591,0.132906,0.223082,0.666551,0.886771,7.248,4.53
31.2884,0.217612,0.676195,0.876723,0.9328,2.5379,175.6136,0.212492,1.689996,0.125834,0.412769,-0.406614,-0.814587,-0.027127,0.221607,1.697055,0.133017,0.220142,0.673035,0.878007,5.707,4.2476
31.4506,0.215529,0.680606,0.87057,1.0334,2.7271,175.759,0.217553,1.683464,0.125829,0.409416,-0.408731,-0.815239,-0.026506,0.22674,1.690515,0.132929,0.217833,0.677715,0.871535,0.922,3.8206
31.6137,0.214172,0.683403,0.866607,1.098,2.8488,175.8527,0.220709,1.67944,0.125769,0.408129,-0.409368,-0.815595,-0.02556,0.229919,1.686501,0.132829,0.216363,0.680594,0.867563,6.372,3.6887
31.7764,0.213565,0.684634,0.864848,1.1267,2.9028,175.8943,0.222028,1.677528,0.125891,0.407648,-0.410242,-0.815354,-0.026884,0.231258,1.684563,0.132952,0.21589,0.681879,0.865642,1.937,3.6917
31.9392,0.213172,0.685141,0.864003,1.1261,2.8999,175.9046,0.222676,1.676797,0.125716,0.408501,-0.409552,-0.815275,-0.026821,0.231886,1.683837,0.132797,0.215478,0.68239,0.864925,6.456,3.7065
32.1002,0.211883,0.686699,0.861333,1.1182,2.8791,175.9329,0.224552,1.67405,0.125235,0.408365,-0.409717,-0.81525,-0.027157,0.233767,1.681083,0.132316,0.214222,0.683919,0.862197,0.907,3.7349
32.2595,0.209642,0.689349,0.856721,1.1047,2.843,175.9819,0.227634,1.669542,0.124421,0.407853,-0.408925,-0.81596,-0.02541,0.236847,1.6766,0.13148,0.212123,0.686401,0.857757,0.894,3.9903
32.4131,0.206933,0.692462,0.851198,1.0884,2.7997,176.0404,0.231714,1.66396,0.123282,0.407679,-0.409581,-0.815673,-0.026837,0.24094,1.670992,0.130349,0.209318,0.689689,0.852206,5.526,3.7938
32.5694,0.204896,0.694739,0.847078,1.0763,2.7674,176.0841,0.234531,1.65967,0.122443,0.407472,-0.40818,-0.816519,-0.025533,0.24375,1.666717,0.129506,0.207328,0.691921,0.847971,-0.989,3.828
32.7321,0.203732,0.696017,0.844737,1.0695,2.749,176.1089,0.236226,1.657146,0.121846,0.407542,-0.408548,-0.816295,-0.025699,0.245445,1.664192,0.128907,0.206046,0.693229,0.845471,-0.713,3.6969
32.8968,0.20339,0.696389,0.84405,1.0674,2.7436,176.1161,0.236527,1.656585,0.121618,0.407001,-0.408367,-0.816694,-0.024422,0.245749,1.66365,0.128656,0.205686,0.693404,0.844934,5.607,3.868
33.0532,0.202438,0.697415,0.842148,1.0618,2.7286,176.1364,0.237846,1.654763,0.12129,0.406622,-0.408591,-0.816752,-0.025054,0.24708,1.661813,0.128328,0.204809,0.69449,0.843115,3.05,3.887
33.2181,0.200432,0.699543,0.838154,1.0498,2.6972,176.1788,0.240685,1.650682,0.120479,0.406666,-0.407772,-0.817136,-0.025183,0.249916,1.657725,0.127529,0.20285,0.696762,0.839066,0.878,3.7961
33.382,0.197457,0.702608,0.832281,1.0323,2.6509,176.2413,0.244522,1.645016,0.119134,0.40602,-0.408015,-0.817348,-0.024758,0.253765,1.652062,0.126166,0.199938,0.69973,0.833459,5.648,3.9777
33.5387,0.195068,0.704997,0.827599,1.0183,2.6139,176.291,0.247704,1.639998,0.117941,0.405908,-0.407688,-0.817606,-0.023446,0.25694,1.647068,0.124957,0.197456,0.702146,0.82851,5.516,3.8287
33.6983,0.193589,0.706442,0.82472,1.0097,2.5911,176.3216,0.249837,1.636926,0.117223,0.406351,-0.407047,-0.817694,-0.023835,0.259064,1.643989,0.124258,0.195897,0.703807,0.825461,5.648,3.5811
33.8628,0.19309,0.706926,0.823749,1.0068,2.5834,176.3319,0.250381,1.635927,0.116983,0.405708,-0.40717,-0.817965,-0.023382,0.259619,1.642993,0.124001,0.195421,0.704211,0.824474,4.967,3.6509
34.0222,0.192384,0.707603,0.822381,1.0028,2.5726,176.3463,0.251254,1.634621,0.116671,0.40627,-0.407587,-0.817462,-0.023952,0.260486,1.641684,0.123701,0.194771,0.704883,0.823177,2.703,3.7049
34.1771,0.190751,0.70915,0.819221,0.9933,2.5476,176.3797,0.253135,1.631532,0.115905,0.405538,-0.407367,-0.817949,-0.023443,0.262378,1.638596,0.122918,0.193235,0.706297,0.820116,1.678,3.8871
34.336,0.188048,0.711649,0.814023,0.9778,2.5063,176.4347,0.256412,1.626462,0.114427,0.404959,-0.406356,-0.818765,-0.022519,0.265657,1.633532,0.121431,0.190456,0.70869,0.815101,2.679,3.9642
34.4943,0.185193,0.714206,0.808572,0.9615,2.4629,176.4923,0.259975,1.620829,0.112899,0.405024,-0.406044,-0.818889,-0.022449,0.269217,1.627899,0.119906,0.18752,0.711328,0.809519,1.466,3.8201
34.6514,0.183334,0.715826,0.805044,0.951,2.4348,176.5296,0.262398,1.617139,0.111937,0.405796,-0.405542,-0.818732,-0.023303,0.271629,1.624197,0.118973,0.185622,0.713156,0.805852,2.122,3.6089
34.8148,0.182431,0.716601,0.803336,0.9459,2.4211,176.5477,0.263438,1.615348,0.111456,0.404806,-0.405983,-0.819014,-0.02295,0.272688,1.622405,0.118467,0.1847,0.713919,0.804075,6.263,3.5903
34.9727,0.182049,0.716926,0.802615,0.9437,2.4154,176.5553,0.263944,1.614657,0.111158,0.404463,-0.405796,-0.819292,-0.02236,0.273197,1.621722,0.118158,0.184199,0.714256,0.8034,6.4,3.5163
35.132,0.180691,0.718073,0.800053,0.9361,2.3951,176.5822,0.265535,1.612134,0.110496,0.40545,-0.405836,-0.818769,-0.022907,0.274771,1.619198,0.117518,0.182931,0.715438,0.800898,-0.727,3.5605
35.3001,0.178186,0.720142,0.795349,0.922,2.3576,176.6317,0.268273,1.607569,0.109177,0.404929,-0.405066,-0.819441,-0.0217,0.27751,1.614648,0.116183,0.180524,0.7174,0.796389,0.879,3.7502
35.4555,0.175125,0.722589,0.789637,0.9049,2.3121,176.6918,0.271708,1.601946,0.107459,0.404727,-0.404924,-0.819581,-0.022792,0.280954,1.608999,0.114478,0.177473,0.719857,0.790791,3.194,3.7825
35.6152,0.17285,0.724352,0.785417,0.8923,2.2784,176.7362,0.274241,1.597455,0.106134,0.404331,-0.405018,-0.819746,-0.022219,0.283493,1.604516,0.113138,0.175147,0.721636,0.786346,6.696,3.6769
35.779,0.17157,0.725323,0.783052,0.8852,2.2595,176.7611,0.275618,1.594929,0.105374,0.403014,-0.405041,-0.82042,-0.020798,0.284888,1.602006,0.112338,0.17381,0.722587,0.783857,1.517,3.627
35.9403,0.171202,0.7256,0.782373,0.8832,2.254,176.7682,0.275962,1.594374,0.105121,0.402722,-0.404954,-0.820598,-0.021113,0.285239,1.601441,0.112086,0.173428,0.722803,0.783297,7.676,3.6922
36.105,0.170099,0.726421,0.780344,0.8773,2.2377,176.7898,0.277133,1.59239,0.104608,0.403878,-0.404309,-0.82034,-0.021414,0.286387,1.599459,0.111602,0.172487,0.723659,0.781331,5.553,3.7825
36.272,0.167838,0.728072,0.776197,0.8651,2.2042,176.8338,0.279501,1.588306,0.103262,0.403012,-0.404329,-0.820776,-0.020642,0.288767,1.595381,0.110232,0.170204,0.725277,0.777289,5.724,3.8215
36.437,0.164544,0.730399,0.770188,0.8474,2.1556,176.8977,0.282888,1.582263,0.10138,0.403068,-0.403744,-0.821038,-0.020571,0.292151,1.589337,0.108357,0.167021,0.727611,0.771295,0.963,3.8901
36.5987,0.161964,0.732157,0.765508,0.8336,2.1176,176.9475,0.28587,1.577235,0.09969,0.403368,-0.403359,-0.821041,-0.022072,0.295134,1.584279,0.106696,0.164211,0.729662,0.766282,-0.932,3.446
36.7641,0.160421,0.733183,0.762719,0.8254,2.0949,176.9772,0.287283,1.574447,0.098649,0.402008,-0.403403,-0.821727,-0.020512,0.296566,1.581509,0.105612,0.162599,0.730529,0.763535,5.492,3.5292
36.9178,0.160003,0.733478,0.761913,0.8244,2.0912,176.9832,0.287654,1.57373,0.098373,0.402189,-0.403869,-0.82141,-0.02047,0.296934,1.580798,0.105333,0.162185,0.730752,0.762829,-0.813,3.6099
37.0797,0.159572,0.734191,0.760037,0.8486,2.1348,176.9502,0.288494,1.571941,0.098305,0.403115,-0.403836,-0.82094,-0.021754,0.297763,1.578991,0.105297,0.161786,0.731506,0.761033,5.132,3.6195
37.2402,0.158579,0.735802,0.755737,0.9039,2.2351,176.8748,0.290188,1.56792,0.098028,0.403393,-0.404638,-0.820408,-0.021738,0.299454,1.574979,0.105016,0.160781,0.732961,0.757045,7.352,3.8247
37.4025,0.156992,0.738293,0.748911,0.9916,2.3949,176.7554,0.292972,1.560969,0.097725,0.403469,-0.405503,-0.819929,-0.022301,0.302243,1.568023,0.104711,0.159265,0.735431,0.750127,3.041,3.8522
37.5593,0.154898,0.74143,0.739985,1.1062,2.6052,176.6001,0.296709,1.551998,0.097117,0.403795,-0.407078,-0.818931,-0.024287,0.30599,1.559025,0.104118,0.157065,0.738668,0.74118,1.029,3.709
37.7259,0.152104,0.745363,0.728208,1.2572,2.8849,176.3964,0.301245,1.540213,0.096267,0.404195,-0.409185,-0.817629,-0.026007,0.310535,1.547222,0.103273,0.154276,0.74255,0.72944,0.903,3.761
37.8868,0.149663,0.748573,0.718028,1.3875,3.1289,176.2215,0.305045,1.530115,0.095365,0.4038,-0.411565,-0.816605,-0.026759,0.314355,1.53712,0.102349,0.151737,0.745724,0.719391,3.952,3.7781
38.0454,0.147842,0.750835,0.710498,1.4839,3.3107,176.0928,0.307795,1.52241,0.094732,0.404832,-0.412925,-0.815334,-0.028891,0.317101,1.529391,0.101745,0.149962,0.748036,0.711701,3.923,3.7114
38.2022,0.146599,0.752317,0.705384,1.5493,3.4348,176.0057,0.30966,1.51704,0.094193,0.404911,-0.413973,-0.814737,-0.029631,0.318972,1.524013,0.101206,0.148636,0.749559,0.70635,2.424,3.5625
