frame,timestamp_start,x_m,y_m,z_m,qx,qy,qz,qw
41,2026-06-01 20:59:55.267908,1.0376440286636353,1.007449746131897,-0.3806361258029938,-0.00023371781571768224,0.0006746767903678119,-1.3821276297676377e-05,-0.9999997615814209
42,2026-06-01 20:59:55.267908,1.0375831127166748,1.007419466972351,-0.3806106150150299,-0.000127991137560457,0.00029749993700534105,8.484310819767416e-05,-1.0
43,2026-06-01 20:59:55.267908,1.037627935409546,1.007446050643921,-0.3806203007698059,-0.00019121135119348764,0.00038522289833053946,-9.489631338510662e-05,-0.9999998807907104
44,2026-06-01 20:59:55.267908,1.0375806093215942,1.0074174404144287,-0.38061392307281494,-0.0002158808638341725,0.00037328078178688884,7.33135748305358e-05,-0.9999998807907104
45,2026-06-01 20:59:55.267908,1.037589430809021,1.007420301437378,-0.3806208670139313,-0.000196761466213502,0.0005119582056067884,0.00021164590725675225,-0.9999998807907104
46,2026-06-01 20:59:55.267908,1.0375818014144897,1.0074127912521362,-0.38061627745628357,-0.0001873417932074517,0.00030215492006391287,7.885529339546338e-05,-1.0
47,2026-06-01 20:59:55.267908,1.0375796556472778,1.0074119567871094,-0.3806098401546478,-0.00014414353063330054,0.000452834356110543,1.5652463844162412e-05,-0.9999998807907104
48,2026-06-01 20:59:55.267908,1.0375925302505493,1.0074220895767212,-0.38061732053756714,-0.00016151517047546804,0.0003438209241721779,0.00012146198423579335,-1.0
49,2026-06-01 20:59:55.267908,1.0375878810882568,1.007421851158142,-0.3806101381778717,-0.0001480366481700912,0.00042329885764047503,5.84480440011248e-05,-0.9999998807907104
50,2026-06-01 20:59:55.267908,1.0375843048095703,1.0074255466461182,-0.3806096911430359,-0.00018569882377050817,0.0003716246865224093,5.602938472293317e-05,-1.0
51,2026-06-01 20:59:55.267908,1.0375913381576538,1.0074197053909302,-0.38061341643333435,-0.00016246872837655246,0.0002867550356313586,0.00010412234405521303,-1.0
52,2026-06-01 20:59:55.267908,1.0375748872756958,1.0074001550674438,-0.38060474395751953,-0.00014841622032690793,0.0002352822048123926,-7.935859321150929e-05,-1.0
53,2026-06-01 20:59:55.267908,1.037596583366394,1.0074245929718018,-0.3806248903274536,-0.00014194392133504152,0.0005259941099211574,0.0002553870726842433,-0.9999998807907104
54,2026-06-01 20:59:55.267908,1.0375845432281494,1.0074230432510376,-0.3806144595146179,-0.0001920400682138279,0.0003034422406926751,1.140305812441511e-06,-1.0
55,2026-06-01 20:59:55.267908,1.03758704662323,1.0074260234832764,-0.38061419129371643,-0.00014461882528848946,0.0002448426967021078,9.364796278532594e-05,-1.0
56,2026-06-01 20:59:55.267908,1.0376328229904175,1.0074504613876343,-0.38062337040901184,-0.00019272399367764592,0.0005168345523998141,0.00011921003897441551,-0.9999998807907104
57,2026-06-01 20:59:55.267908,1.037583589553833,1.0074259042739868,-0.38060814142227173,-0.00013602653052657843,0.0003575525479391217,4.9778267566580325e-05,-1.0
58,2026-06-01 20:59:55.267908,1.037594199180603,1.0074236392974854,-0.3806200623512268,-0.0001514594623586163,0.0004959569196216762,0.00020216000848449767,-0.9999998807907104
59,2026-06-01 20:59:55.267908,1.037581205368042,1.0074152946472168,-0.38061895966529846,-0.0001837103336583823,0.00031181861413642764,5.868657899554819e-05,-1.0
60,2026-06-01 20:59:55.267908,1.0375806093215942,1.0074169635772705,-0.38061070442199707,-0.0001666620810283348,0.00036033085780218244,4.223133510095067e-05,-1.0
61,2026-06-01 20:59:55.267908,1.0375864505767822,1.007426381111145,-0.38061827421188354,-0.0001499774953117594,0.0005063474527560174,0.00017418597417417914,-0.9999998807907104
62,2026-06-01 20:59:55.267908,1.0375785827636719,1.0074143409729004,-0.38060635328292847,-0.0001719140709610656,0.00035253161331638694,6.495940033346415e-05,-1.0
63,2026-06-01 20:59:55.267908,1.0376396179199219,1.007452130317688,-0.38063424825668335,-0.0001796986034605652,0.0005575296236202121,0.00011207768693566322,-0.9999998807907104
64,2026-06-01 20:59:55.267908,1.0375959873199463,1.0074232816696167,-0.38062140345573425,-0.00011036415526177734,0.0005441703251563013,0.00014092466153670102,-0.9999998807907104
65,2026-06-01 20:59:55.267908,1.0375908613204956,1.0074106454849243,-0.3806142508983612,-0.00020530515757855028,0.0003409134515095502,4.686638931161724e-05,-1.0
66,2026-06-01 20:59:55.267908,1.037596344947815,1.0074244737625122,-0.38062068819999695,-0.00022624294797424227,0.0005061293486505747,0.00019935998716391623,-0.9999998807907104
67,2026-06-01 20:59:55.267908,1.0376015901565552,1.0074114799499512,-0.38061293959617615,-9.80427284957841e-05,0.0005704243085347116,0.0002294614678248763,-0.9999998807907104
68,2026-06-01 20:59:55.267908,1.0375995635986328,1.0074262619018555,-0.380623459815979,-0.00018102659669239074,0.0004632283526007086,0.0001742624881444499,-0.9999998807907104
69,2026-06-01 20:59:55.267908,1.0375895500183105,1.0074185132980347,-0.3806108236312866,-0.00018823944265022874,0.00033589283702895045,7.584376726299524e-05,-1.0
70,2026-06-01 20:59:55.267908,1.0375868082046509,1.007418155670166,-0.3806150257587433,-0.00019130090367980301,0.00032931900932453573,4.842906855628826e-05,-1.0
71,2026-06-01 20:59:55.267908,1.0375992059707642,1.007423758506775,-0.3806176781654358,-0.00014883112453389913,0.0005076565430499613,0.0002078881807392463,-0.9999998807907104
72,2026-06-01 20:59:55.267908,1.0375925302505493,1.0074175596237183,-0.38061878085136414,-0.0001872302673291415,0.0005028826417401433,0.0001727298367768526,-0.9999998807907104
73,2026-06-01 20:59:55.267908,1.0375818014144897,1.0074121952056885,-0.3806132972240448,-0.0001856405579019338,0.0003589955740608275,4.0687045839149505e-05,-1.0
74,2026-06-01 20:59:55.267908,1.037584662437439,1.007421612739563,-0.3806123435497284,-0.00014397487393580377,0.0003044803743250668,0.00012028416676912457,-1.0
75,2026-06-01 20:59:55.267908,1.0375845432281494,1.00742506980896,-0.38061198592185974,-0.00016216529184021056,0.0004009951662737876,9.428197517991066e-05,-0.9999998807907104
76,2026-06-01 20:59:55.267908,1.0375865697860718,1.0074224472045898,-0.38061803579330444,-0.00013198904343880713,0.00037624844117090106,2.3343434804701246e-05,-1.0
77,2026-06-01 20:59:55.267908,1.0375854969024658,1.0074127912521362,-0.3806186616420746,-0.0002064678119495511,0.00039485463639721274,3.425981503824005e-06,-0.9999998807907104
78,2026-06-01 20:59:55.267908,1.0375926494598389,1.0074126720428467,-0.3806179165840149,-0.00018599223403725773,0.00034205394331365824,4.3994288716930896e-05,-1.0
79,2026-06-01 20:59:55.267908,1.037595510482788,1.0074254274368286,-0.380618155002594,-0.00016157104982994497,0.0004887539544142783,0.00020159746054559946,-0.9999998807907104
80,2026-06-01 20:59:55.267908,1.0375983715057373,1.007424235343933,-0.38062116503715515,-0.00016863431665115058,0.00047021149657666683,0.0002346827241126448,-0.9999998807907104
81,2026-06-01 20:59:55.267908,1.0375943183898926,1.007424235343933,-0.3806181848049164,-0.00018123112386092544,0.000550421595107764,0.00022284226724877954,-0.9999998807907104
82,2026-06-01 20:59:55.267908,1.0375899076461792,1.0074228048324585,-0.38061511516571045,-0.0001497180637670681,0.0003919531009159982,6.019572902005166e-05,-0.9999998807907104
83,2026-06-01 20:59:55.267908,1.0376003980636597,1.0074273347854614,-0.380624920129776,-0.00013216181832831353,0.0004496266774367541,0.0001893010048661381,-0.9999998807907104
84,2026-06-01 20:59:55.267908,1.0376062393188477,1.007422685623169,-0.38062334060668945,-0.00010891833517234772,0.0004420268815010786,0.00023212737869471312,-0.9999998807907104
85,2026-06-01 20:59:55.267908,1.0376057624816895,1.0074102878570557,-0.3806186020374298,-8.837616042001173e-05,0.0005566833424381912,0.00029599815024994314,-0.9999998807907104
86,2026-06-01 20:59:55.267908,1.037588357925415,1.0074204206466675,-0.38061538338661194,-0.00016025666263885796,0.00031283858697861433,7.152901525842026e-05,-1.0
87,2026-06-01 20:59:55.267908,1.037591814994812,1.0074234008789062,-0.38061437010765076,-0.00017447734717279673,0.00021445826860144734,7.460699271177873e-05,-1.0
88,2026-06-01 20:59:55.267908,1.0375826358795166,1.0074129104614258,-0.38061773777008057,-0.00019565768889151514,0.000360753940185532,5.342754957382567e-05,-1.0
89,2026-06-01 20:59:55.267908,1.0376299619674683,1.0074423551559448,-0.38062551617622375,-0.00015127926599234343,0.0003492634277790785,-7.320202712435275e-05,-1.0
90,2026-06-01 20:59:55.267908,1.037583827972412,1.0074222087860107,-0.38060900568962097,-0.00015004750457592309,0.00036554719554260373,7.594552880618721e-05,-1.0
91,2026-06-01 20:59:55.267908,1.037619948387146,1.0074461698532104,-0.38062289357185364,-0.00018428095791023225,0.0005083681317046285,-7.470964919775724e-05,-0.9999998807907104
92,2026-06-01 20:59:55.267908,1.0376250743865967,1.0074466466903687,-0.38062161207199097,-0.00022691863705404103,0.00046703877160325646,-0.00011314403673168272,-0.9999998807907104
93,2026-06-01 20:59:55.267908,1.0376360416412354,1.0074498653411865,-0.38062748312950134,-0.00017628063505981117,0.00046276592183858156,-0.000112424764665775,-0.9999998807907104
94,2026-06-01 20:59:55.267908,1.0375816822052002,1.0074127912521362,-0.3806133568286896,-0.0001873476867331192,0.00033505389001220465,9.468938515055925e-05,-1.0
95,2026-06-01 20:59:55.267908,1.0375747680664062,1.0074115991592407,-0.3806162476539612,-0.0001874552108347416,0.000428609608206898,6.485002086265013e-05,-0.9999998807907104
96,2026-06-01 20:59:55.267908,1.0375841856002808,1.007419228553772,-0.3806123435497284,-0.00015733895997982472,0.0004011343407910317,4.040397107019089e-05,-0.9999998807907104
97,2026-06-01 20:59:55.267908,1.0375820398330688,1.0074191093444824,-0.38061124086380005,-0.00019328977214172482,0.0002868743031285703,8.648695074953139e-05,-1.0
98,2026-06-01 20:59:55.267908,1.0375807285308838,1.0074204206466675,-0.38060706853866577,-0.00014623506285715848,0.00033571640960872173,2.620992381707765e-05,-1.0
99,2026-06-01 20:59:55.267908,1.0375878810882568,1.0074219703674316,-0.3806103765964508,-0.000165178716997616,0.00035675178514793515,8.795781468506902e-06,-1.0
100,2026-06-01 20:59:55.267908,1.0375773906707764,1.0074117183685303,-0.3806082308292389,-0.00020470801973715425,0.0002884311252273619,-1.2152347153460141e-05,-1.0
101,2026-06-01 20:59:55.267908,1.037589192390442,1.007420301437378,-0.3806172311306,-0.00016602357209194452,0.0005470961332321167,0.00023982387210708112,-0.9999998807907104
102,2026-06-01 20:59:55.267908,1.037582516670227,1.0074200630187988,-0.38061007857322693,-0.0001725767069729045,0.00037891435204073787,7.951945735840127e-05,-0.9999998807907104
103,2026-06-01 20:59:55.267908,1.037584900856018,1.0074231624603271,-0.38061437010765076,-0.00018678291235119104,0.00041812160634435713,2.7508822313393466e-06,-0.9999998807907104
104,2026-06-01 20:59:55.267908,1.0375957489013672,1.0074249505996704,-0.3806188702583313,-0.00013064718223176897,0.000349384848959744,0.00023965896980371326,-0.9999998807907104
105,2026-06-01 20:59:55.267908,1.037583351135254,1.0074163675308228,-0.3806133568286896,-0.00013825434143655002,0.00037036879803054035,7.918760820757598e-05,-1.0
106,2026-06-01 20:59:55.267908,1.0376290082931519,1.0074372291564941,-0.3806230127811432,-0.00022196469944901764,0.0004463092191144824,-5.119106936035678e-05,-0.9999998807907104
107,2026-06-01 20:59:55.267908,1.0375967025756836,1.0074232816696167,-0.38062044978141785,-0.00019502409850247204,0.00022327856277115643,8.166382758645341e-05,-1.0
108,2026-06-01 20:59:55.267908,1.03758704662323,1.0074189901351929,-0.38061150908470154,-0.00015511253150179982,0.00033618847373872995,3.140379340038635e-05,-1.0
109,2026-06-01 20:59:55.267908,1.0375862121582031,1.007416009902954,-0.3806084096431732,-0.0001663082803133875,0.000278677063761279,0.0001263559825019911,-1.0
110,2026-06-01 20:59:55.267908,1.0375865697860718,1.0074214935302734,-0.38060885667800903,-0.00017918259254656732,0.0003513044212013483,2.531264181016013e-05,-1.0
111,2026-06-01 20:59:55.267908,1.0375843048095703,1.0074142217636108,-0.38061174750328064,-0.0001878030743682757,0.0003146256203763187,4.4265398173592985e-05,-1.0
112,2026-06-01 20:59:55.267908,1.0375863313674927,1.0074172019958496,-0.3806192874908447,-0.00018165931396652013,0.00032328872475773096,7.021777855698019e-05,-1.0
113,2026-06-01 20:59:55.267908,1.0375810861587524,1.0074149370193481,-0.3806173503398895,-0.00019197823712602258,0.0003456358681432903,8.964214066509157e-05,-1.0
114,2026-06-01 20:59:55.267908,1.0375828742980957,1.0074199438095093,-0.3806144595146179,-0.00014732824638485909,0.00032706628553569317,3.9272414142033085e-05,-1.0
115,2026-06-01 20:59:55.267908,1.0375909805297852,1.0074213743209839,-0.3806190490722656,-0.0001638933172216639,0.0004967984859831631,0.0002853918413165957,-0.9999998807907104
116,2026-06-01 20:59:55.267908,1.0375920534133911,1.0074175596237183,-0.38061705231666565,-0.0001916489563882351,0.0005231163813732564,0.00018283344979863614,-0.9999998807907104
117,2026-06-01 20:59:55.267908,1.0375919342041016,1.0074284076690674,-0.3806203007698059,-0.00014968818868510425,0.00046791095519438386,0.00021384442516136914,-0.9999998807907104
118,2026-06-01 20:59:55.267908,1.0376261472702026,1.007443904876709,-0.3806280195713043,-0.00018307824211660773,0.00047825739602558315,-7.560762605862692e-05,-0.9999998807907104
119,2026-06-01 20:59:55.267908,1.0375897884368896,1.0074177980422974,-0.3806167542934418,-0.00012465623149182647,0.0003585469676181674,7.553668547188863e-05,-1.0
120,2026-06-01 20:59:55.267908,1.0375779867172241,1.0074114799499512,-0.38060978055000305,-0.0001611675543244928,0.000196974360733293,-9.976663568522781e-05,-1.0
121,2026-06-01 20:59:55.267908,1.0375800132751465,1.0074183940887451,-0.3806082010269165,-0.0001262925798073411,0.0003374342923052609,5.945933662587777e-05,-1.0
122,2026-06-01 20:59:55.267908,1.037583589553833,1.0074236392974854,-0.38061076402664185,-0.00016569106082897633,0.00038361328188329935,6.963438863749616e-06,-1.0
123,2026-06-01 20:59:55.267908,1.0376274585723877,1.007446527481079,-0.38062620162963867,-0.0001806108484743163,0.00045208685332909226,-4.610730684362352e-05,-0.9999998807907104
124,2026-06-01 20:59:55.267908,1.0376403331756592,1.007452368736267,-0.3806370794773102,-0.00017704455240163952,0.0006283091497607529,4.63906726508867e-05,-0.9999997615814209
125,2026-06-01 20:59:55.267908,1.0375865697860718,1.0074139833450317,-0.38061147928237915,-0.0001962251408258453,0.0003293073386885226,4.7250949137378484e-05,-1.0
126,2026-06-01 20:59:55.267908,1.0376297235488892,1.007439136505127,-0.38062360882759094,-0.00017832974845077842,0.0004567928262986243,-0.00011532788630574942,-0.9999998807907104
127,2026-06-01 20:59:55.267908,1.0375772714614868,1.0074163675308228,-0.38061556220054626,-0.00018052026280201972,0.0003365954908076674,5.941036943113431e-05,-1.0
128,2026-06-01 20:59:55.267908,1.0375936031341553,1.0074318647384644,-0.38062039017677307,-0.00017605735047254711,0.0004745443002320826,0.00019864468777086586,-0.9999998807907104
129,2026-06-01 20:59:55.267908,1.0375876426696777,1.0074286460876465,-0.38061729073524475,-0.00016214960487559438,0.0003249184228479862,2.9836510293534957e-06,-1.0
130,2026-06-01 20:59:55.267908,1.0375933647155762,1.0074282884597778,-0.3806228041648865,-0.0001724706235108897,0.00040388363413512707,0.00026400029310025275,-0.9999998807907104
131,2026-06-01 20:59:55.267908,1.0375794172286987,1.0074169635772705,-0.3806142807006836,-0.00019858621817547828,0.000356292788637802,4.893363075098023e-05,-1.0
132,2026-06-01 20:59:55.267908,1.037598967552185,1.0074266195297241,-0.3806212544441223,-0.00013985818077344447,0.0005248420056886971,0.0001923798699863255,-0.9999998807907104
133,2026-06-01 20:59:55.267908,1.037593126296997,1.007428526878357,-0.38062140345573425,-0.00014186170301400125,0.0004532315651886165,0.00021338299848139286,-0.9999998807907104
134,2026-06-01 20:59:55.267908,1.0375776290893555,1.0074291229248047,-0.38061222434043884,-0.00015251213335432112,0.0004135345807299018,7.076529982441571e-06,-0.9999998807907104
135,2026-06-01 20:59:55.267908,1.0375800132751465,1.0074307918548584,-0.3806118965148926,-0.00016564027464482933,0.00032306642970070243,8.428082946920767e-05,-1.0
136,2026-06-01 20:59:55.267908,1.0376296043395996,1.0074375867843628,-0.38062506914138794,-0.00020875019254162908,0.0004934783792123199,-2.499292531865649e-05,-0.9999998807907104
137,2026-06-01 20:59:55.267908,1.03758704662323,1.0074152946472168,-0.3806058466434479,-0.0001289251958951354,0.0003664511605165899,6.583222420886159e-05,-1.0
138,2026-06-01 20:59:55.267908,1.0375791788101196,1.0074225664138794,-0.38060835003852844,-0.00018212368013337255,0.0003618758055381477,1.797346703824587e-05,-1.0
139,2026-06-01 20:59:55.267908,1.0375763177871704,1.0074232816696167,-0.38060492277145386,-0.00019267963944002986,0.00034451461397111416,5.717323801945895e-05,-1.0
140,2026-06-01 20:59:55.267908,1.0376405715942383,1.007460117340088,-0.3806336224079132,-0.00020255798881407827,0.0006155301234684885,4.983765393262729e-05,-0.9999997615814209
141,2026-06-01 20:59:55.267908,1.037631869316101,1.0074480772018433,-0.3806236684322357,-0.0001906637626234442,0.00037338706897571683,-7.352817920036614e-05,-0.9999998807907104
142,2026-06-01 20:59:55.267908,1.037588357925415,1.0074101686477661,-0.3806067705154419,-0.00016930504352785647,0.00029627728508785367,0.00012401948333717883,-1.0
143,2026-06-01 20:59:55.267908,1.0375845432281494,1.0074135065078735,-0.3806106150150299,-0.00018800936231855303,0.0003398438566364348,7.995749183464795e-05,-1.0
144,2026-06-01 20:59:55.267908,1.0376255512237549,1.0074372291564941,-0.38062071800231934,-0.00021249691781122237,0.00046174481394700706,-5.7381443184567615e-05,-0.9999998807907104
145,2026-06-01 20:59:55.267908,1.0375818014144897,1.0074267387390137,-0.3806098997592926,-0.00020495092030614614,0.0004119460063520819,-3.055891647818498e-05,-0.9999998807907104
146,2026-06-01 20:59:55.267908,1.0375813245773315,1.0074260234832764,-0.3806074857711792,-0.00020508281886577606,0.00042625790229067206,4.206465746392496e-05,-0.9999998807907104
147,2026-06-01 20:59:55.267908,1.037582516670227,1.007426142692566,-0.3806103467941284,-0.00016065113595686853,0.0002746445534285158,5.328519910108298e-05,-1.0
148,2026-06-01 20:59:55.267908,1.037593960762024,1.0074200630187988,-0.38061821460723877,-0.0001618952810531482,0.0004234616062603891,0.0002606136549729854,-0.9999998807907104
149,2026-06-01 20:59:55.267908,1.0375819206237793,1.007926106452942,-0.380674809217453,-0.0003920635499525815,0.0002337813057238236,-2.2154399630380794e-05,-0.9999998807907104
150,2026-06-01 20:59:55.267908,1.0376312732696533,1.0099982023239136,-0.3807082176208496,-0.0009147333912551403,-0.00010258128895657137,0.0015353790950030088,-0.9999984502792358
151,2026-06-01 20:59:55.267908,1.0376826524734497,1.0130621194839478,-0.3806772530078888,-0.0024658613838255405,0.0001506850530859083,0.0013987630372866988,-0.9999959468841553
152,2026-06-01 20:59:55.267908,1.0376631021499634,1.0158073902130127,-0.38072463870048523,-0.0032506678253412247,-0.00020712502009700984,0.0007489444687962532,-0.9999943971633911
153,2026-06-01 20:59:55.267908,1.0376763343811035,1.0203266143798828,-0.38078224658966064,-0.005651018116623163,0.00019829226948786527,0.0005122007569298148,-0.9999839067459106
154,2026-06-01 20:59:55.267908,1.0377088785171509,1.0260127782821655,-0.3806528151035309,-0.008087786845862865,0.0002801563823595643,0.0016335658729076385,-0.9999659061431885
155,2026-06-01 20:59:55.267908,1.0378144979476929,1.0326277017593384,-0.38060373067855835,-0.010195979848504066,0.0003615187597461045,0.0008486676379106939,-0.9999476671218872
156,2026-06-01 20:59:55.267908,1.0378113985061646,1.0385063886642456,-0.3804396688938141,-0.013479955494403839,0.0014656118582934141,0.0009503415785729885,-0.9999076724052429
157,2026-06-01 20:59:55.267908,1.0378739833831787,1.0469516515731812,-0.38034024834632874,-0.015949483960866928,-1.986550159926992e-05,0.0006484618061222136,-0.999872624874115
158,2026-06-01 20:59:55.267908,1.038003921508789,1.0563836097717285,-0.3800756335258484,-0.019381674006581306,0.00015281762171071023,0.0009688528371043503,-0.9998116493225098
159,2026-06-01 20:59:55.267908,1.0380418300628662,1.0662271976470947,-0.3797033131122589,-0.023054813966155052,0.0003065411583520472,0.00046768522588536143,-0.999734103679657
160,2026-06-01 20:59:55.267908,1.0380703210830688,1.0753637552261353,-0.3793298006057739,-0.026658423244953156,0.0009556252625770867,0.0004664792213588953,-0.9996441006660461
161,2026-06-01 20:59:55.267908,1.0382097959518433,1.087478756904602,-0.3785994350910187,-0.031638793647289276,0.0017539493273943663,0.0006445628241635859,-0.999497652053833
162,2026-06-01 20:59:55.267908,1.0382442474365234,1.0975710153579712,-0.3781149983406067,-0.034671615809202194,0.0008499270188622177,0.0002986275067087263,-0.999398410320282
163,2026-06-01 20:59:55.267908,1.0383784770965576,1.1087110042572021,-0.3773880898952484,-0.03896307200193405,0.0009786577429622412,0.00037186426925472915,-0.9992401599884033
