frame,timestamp_start,x_m,y_m,z_m,qx,qy,qz,qw
164,2026-06-01 20:59:55.267908,1.0384869575500488,1.119996428489685,-0.376434326171875,-0.043423354625701904,0.0018905350007116795,0.0006920897285453975,-0.9990547895431519
165,2026-06-01 20:59:55.267908,1.0385470390319824,1.1357043981552124,-0.3750895857810974,-0.04938782751560211,0.0018466842593625188,0.0009725248673930764,-0.9987775683403015
166,2026-06-01 20:59:55.267908,1.0386674404144287,1.1518056392669678,-0.3735222816467285,-0.05560922622680664,0.0009202217333950102,0.000556579849217087,-0.9984520077705383
167,2026-06-01 20:59:55.267908,1.0388942956924438,1.1689364910125732,-0.3715944290161133,-0.06249546632170677,0.0011182234156876802,0.002282349858433008,-0.998042106628418
168,2026-06-01 20:59:55.267908,1.0389858484268188,1.1872191429138184,-0.3692764639854431,-0.06944208592176437,0.00020951566693838686,0.002164913108572364,-0.9975836873054504
169,2026-06-01 20:59:55.267908,1.0390759706497192,1.2021158933639526,-0.3672516644001007,-0.07509028166532516,0.001091530080884695,0.00032613586517982185,-0.9971761703491211
170,2026-06-01 20:59:55.267908,1.0393023490905762,1.2221778631210327,-0.364147812128067,-0.08338698744773865,0.0009253761963918805,0.001372371450997889,-0.9965158700942993
171,2026-06-01 20:59:55.267908,1.0394666194915771,1.2428797483444214,-0.3606358468532562,-0.09151085466146469,0.001134418067522347,0.002471871906891465,-0.9958004355430603
172,2026-06-01 20:59:55.267908,1.0396441221237183,1.2601234912872314,-0.35740989446640015,-0.09817619621753693,0.0016806770581752062,0.0018823521677404642,-0.9951658844947815
173,2026-06-01 20:59:55.267908,1.0398635864257812,1.281967282295227,-0.35306888818740845,-0.10746780782938004,0.0010696493554860353,0.004265607334673405,-0.9941987991333008
174,2026-06-01 20:59:55.267908,1.0400394201278687,1.3051745891571045,-0.3479497730731964,-0.11635546386241913,0.00101168779656291,0.002476530149579048,-0.9932041168212891
175,2026-06-01 20:59:55.267908,1.0403977632522583,1.3285175561904907,-0.3422764837741852,-0.12633010745048523,0.0028797423001378775,0.003321487922221422,-0.9919785261154175
176,2026-06-01 20:59:55.267908,1.040686845779419,1.3464972972869873,-0.337840735912323,-0.13306334614753723,0.001979416934773326,0.0036361392121762037,-0.9910989999771118
177,2026-06-01 20:59:55.267908,1.040911078453064,1.3691436052322388,-0.33151963353157043,-0.14163582026958466,0.0005260489997453988,0.0032170743215829134,-0.9899134635925293
178,2026-06-01 20:59:55.267908,1.041046142578125,1.3874343633651733,-0.32621121406555176,-0.14935488998889923,0.002241059672087431,0.0034460716415196657,-0.9887751340866089
179,2026-06-01 20:59:55.267908,1.0413306951522827,1.4053126573562622,-0.32066646218299866,-0.15692421793937683,0.0029203228186815977,0.0033380428794771433,-0.9876006841659546
180,2026-06-01 20:59:55.267908,1.0415509939193726,1.4268304109573364,-0.31378036737442017,-0.16485369205474854,0.004645857959985733,0.0036787723656743765,-0.9863002300262451
181,2026-06-01 20:59:55.267908,1.0418392419815063,1.4492193460464478,-0.3058726191520691,-0.17459551990032196,0.002263373462483287,0.004474235698580742,-0.9846275448799133
182,2026-06-01 20:59:55.267908,1.0419806241989136,1.4716585874557495,-0.2976260185241699,-0.18454968929290771,0.0008456815266981721,0.006415846757590771,-0.9828019142150879
183,2026-06-01 20:59:55.267908,1.0423022508621216,1.4888455867767334,-0.2911655306816101,-0.19106309115886688,0.00021284633839968592,0.006952977739274502,-0.9815530776977539
184,2026-06-01 20:59:55.267908,1.0426909923553467,1.5062460899353027,-0.2843318581581116,-0.19845572113990784,0.0002880209940485656,0.005817372817546129,-0.9800925850868225
185,2026-06-01 20:59:55.267908,1.0427924394607544,1.5238969326019287,-0.2767508327960968,-0.2055799961090088,-0.001010028412565589,0.0066315531730651855,-0.9786173105239868
186,2026-06-01 20:59:55.267908,1.0430004596710205,1.5414032936096191,-0.2689509093761444,-0.21332578361034393,-0.0001589344465173781,0.006895958445966244,-0.9769567847251892
187,2026-06-01 20:59:55.267908,1.0434514284133911,1.5583139657974243,-0.2613503336906433,-0.21992896497249603,0.001537761534564197,0.0066950079053640366,-0.9754918217658997
188,2026-06-01 20:59:55.267908,1.0439072847366333,1.5792005062103271,-0.25153669714927673,-0.22913692891597748,-0.0005687245866283774,0.0072293346747756,-0.9733672142028809
189,2026-06-01 20:59:55.267908,1.0439258813858032,1.5963064432144165,-0.24318042397499084,-0.2352708876132965,0.0001822339545469731,0.005165366921573877,-0.9719160795211792
190,2026-06-01 20:59:55.267908,1.0442039966583252,1.6133211851119995,-0.23426876962184906,-0.24286527931690216,0.0014925383729860187,0.005954079329967499,-0.9700406789779663
191,2026-06-01 20:59:55.267908,1.0447970628738403,1.6332546472549438,-0.22357748448848724,-0.25187522172927856,-0.0008154535316862166,0.0062162685208022594,-0.967739462852478
192,2026-06-01 20:59:55.267908,1.0452775955200195,1.6496273279190063,-0.21471892297267914,-0.2600330710411072,-0.005456540733575821,0.006473017390817404,-0.9655625820159912
193,2026-06-01 20:59:55.267908,1.045756220817566,1.6699901819229126,-0.20300936698913574,-0.2707662284374237,-0.009914258494973183,0.006472498178482056,-0.9625723361968994
194,2026-06-01 20:59:55.267908,1.0459744930267334,1.6906180381774902,-0.1906030774116516,-0.27533236145973206,-0.004236821550875902,0.00615712208673358,-0.9613200426101685
195,2026-06-01 20:59:55.267908,1.046446681022644,1.7063772678375244,-0.18063384294509888,-0.2846231758594513,-0.005596167873591185,0.006640779785811901,-0.9586001634597778
196,2026-06-01 20:59:55.267908,1.0466357469558716,1.7259056568145752,-0.1682887226343155,-0.2911647856235504,-0.0036765963304787874,0.006922834552824497,-0.9566407799720764
197,2026-06-01 20:59:55.267908,1.0467555522918701,1.7416620254516602,-0.15752598643302917,-0.2977149784564972,-0.0030908463522791862,0.006122746504843235,-0.9546301960945129
198,2026-06-01 20:59:55.267908,1.047165870666504,1.7608458995819092,-0.14425164461135864,-0.3053009808063507,-0.0006381093407981098,0.006607621908187866,-0.9522327780723572
199,2026-06-01 20:59:55.267908,1.0476452112197876,1.7763110399246216,-0.133163720369339,-0.3134077787399292,-0.00014400870713870972,0.0054442691616714,-0.9496030211448669
200,2026-06-01 20:59:55.267908,1.0479403734207153,1.7949556112289429,-0.11938921362161636,-0.320553183555603,0.0007193638593889773,0.005165287293493748,-0.9472162127494812
201,2026-06-01 20:59:55.267908,1.0480338335037231,1.8097349405288696,-0.10809485614299774,-0.32713741064071655,0.0010912258876487613,0.0049224416725337505,-0.9449633955955505
202,2026-06-01 20:59:55.267908,1.0484321117401123,1.8249129056930542,-0.09591534733772278,-0.33367761969566345,0.0025603515096008778,0.005328914150595665,-0.9426687955856323
203,2026-06-01 20:59:55.267908,1.0490037202835083,1.839219093322754,-0.0846131443977356,-0.3407802879810333,0.00411755358800292,0.00421126838773489,-0.9401245713233948
204,2026-06-01 20:59:55.267908,1.0492489337921143,1.8539496660232544,-0.07218513637781143,-0.34881284832954407,0.004830097313970327,0.00549997529014945,-0.9371638894081116
205,2026-06-01 20:59:55.267908,1.0497703552246094,1.8713520765304565,-0.05673324689269066,-0.3545534908771515,0.00908690970391035,-0.0002586363407317549,-0.9349915981292725
206,2026-06-01 20:59:55.267908,1.0502338409423828,1.889087200164795,-0.040865737944841385,-0.3631056845188141,0.007535718847066164,0.0008276979788206518,-0.9317172169685364
207,2026-06-01 20:59:55.267908,1.0506103038787842,1.9027513265609741,-0.028039375320076942,-0.3713535964488983,0.007792950142174959,0.0017325772205367684,-0.9284572005271912
208,2026-06-01 20:59:55.267908,1.0506277084350586,1.9166171550750732,-0.015191562473773956,-0.3804362118244171,0.003625863930210471,0.007680670823901892,-0.9247681498527527
209,2026-06-01 20:59:55.267908,1.0507938861846924,1.933200478553772,0.0012933139223605394,-0.3882571756839752,0.0028478794265538454,0.009243897162377834,-0.9215003848075867
210,2026-06-01 20:59:55.267908,1.0511810779571533,1.9467196464538574,0.0151699623093009,-0.3951249420642853,0.003468252718448639,0.00982626248151064,-0.9185682535171509
211,2026-06-01 20:59:55.267908,1.0517877340316772,1.962670922279358,0.03198051452636719,-0.40369272232055664,0.0016738175181671977,0.011594456620514393,-0.9148197174072266
212,2026-06-01 20:59:55.267908,1.0519863367080688,1.9750003814697266,0.04545170068740845,-0.4094957709312439,0.00048221886390820146,0.01194502878934145,-0.9122337102890015
213,2026-06-01 20:59:55.267908,1.0523200035095215,1.9908629655838013,0.06352797895669937,-0.41666650772094727,-0.0007026252569630742,0.013433754444122314,-0.9089598655700684
214,2026-06-01 20:59:55.267908,1.052870750427246,2.003422737121582,0.07798529416322708,-0.4251963794231415,0.006250671576708555,0.00865206215530634,-0.9050381779670715
215,2026-06-01 20:59:55.267908,1.0534945726394653,2.0183229446411133,0.09583313763141632,-0.43479204177856445,0.004833065904676914,0.01078585535287857,-0.9004533290863037
216,2026-06-01 20:59:55.267908,1.0538451671600342,2.0299699306488037,0.11081336438655853,-0.44064003229141235,0.006812079809606075,0.009957198984920979,-0.8976028561592102
217,2026-06-01 20:59:55.267908,1.0539790391921997,2.0416879653930664,0.1256284862756729,-0.4474887251853943,0.006149503868073225,0.009077375754714012,-0.8942224383354187
218,2026-06-01 20:59:55.267908,1.054629921913147,2.0554752349853516,0.144020676612854,-0.456914484500885,0.006341036409139633,0.00980565045028925,-0.8894339203834534
219,2026-06-01 20:59:55.267908,1.0553020238876343,2.0691819190979004,0.16288058459758759,-0.46546080708503723,0.004399167839437723,0.010882968083024025,-0.8849907517433167
220,2026-06-01 20:59:55.267908,1.0557612180709839,2.082949638366699,0.18265947699546814,-0.4726932942867279,0.005647209472954273,0.010549528524279594,-0.8811457753181458
221,2026-06-01 20:59:55.267908,1.0558085441589355,2.0935025215148926,0.19821181893348694,-0.4794252812862396,0.004470376763492823,0.010596495121717453,-0.8775073885917664
222,2026-06-01 20:59:55.267908,1.0564031600952148,2.10627818107605,0.21796973049640656,-0.4865417182445526,0.004272319842129946,0.010073644109070301,-0.8735888600349426
223,2026-06-01 20:59:55.267908,1.0569572448730469,2.118508815765381,0.23770256340503693,-0.4935273230075836,0.005157945211976767,0.010977736674249172,-0.8696457743644714
224,2026-06-01 20:59:55.267908,1.057369589805603,2.130674362182617,0.2578848898410797,-0.5008280277252197,0.0037996622268110514,0.011329088360071182,-0.8654643297195435
225,2026-06-01 20:59:55.267908,1.0578505992889404,2.1426279544830322,0.2787478268146515,-0.5094642043113708,0.0061879148706793785,0.010531042702496052,-0.8604052066802979
226,2026-06-01 20:59:55.267908,1.0584756135940552,2.1539440155029297,0.2992602586746216,-0.5171635746955872,0.005245194770395756,0.011500786058604717,-0.8557933568954468
227,2026-06-01 20:59:55.267908,1.0588966608047485,2.1649296283721924,0.3202178478240967,-0.5253044962882996,0.005086860619485378,0.012120746076107025,-0.8508128523826599
228,2026-06-01 20:59:55.267908,1.0593892335891724,2.175577163696289,0.3413044512271881,-0.5322792530059814,0.004729945212602615,0.012042309157550335,-0.846470057964325
229,2026-06-01 20:59:55.267908,1.0597857236862183,2.1834957599639893,0.3576918840408325,-0.5389107465744019,0.006508162245154381,0.011603123508393764,-0.8422578573226929
230,2026-06-01 20:59:55.267908,1.0603141784667969,2.1935689449310303,0.3793884515762329,-0.5468048453330994,0.005763340275734663,0.012636820785701275,-0.8371449708938599
231,2026-06-01 20:59:55.267908,1.0605971813201904,2.2012314796447754,0.3967146873474121,-0.5529218912124634,0.006041142623871565,0.011979825794696808,-0.8331250548362732
232,2026-06-01 20:59:55.267908,1.0610120296478271,2.2086455821990967,0.4141280949115753,-0.559173047542572,0.006001663859933615,0.012262716889381409,-0.8289386630058289
233,2026-06-01 20:59:55.267908,1.0616084337234497,2.217481851577759,0.4359227120876312,-0.5666099786758423,0.005416318774223328,0.013045558705925941,-0.8238650560379028
234,2026-06-01 20:59:55.267908,1.0621068477630615,2.225935935974121,0.457790344953537,-0.5737472772598267,0.005100902169942856,0.013097081333398819,-0.8189117312431335
235,2026-06-01 20:59:55.267908,1.0624897480010986,2.2340126037597656,0.4800480008125305,-0.5813058018684387,0.004587629344314337,0.013650472275912762,-0.8135578036308289
236,2026-06-01 20:59:55.267908,1.0630546808242798,2.241643190383911,0.5023117065429688,-0.5887163877487183,0.005129626952111721,0.013550789095461369,-0.8082098364830017
237,2026-06-01 20:59:55.267908,1.0636194944381714,2.2475051879882812,0.5203696489334106,-0.5949410796165466,0.005813065450638533,0.013700825162231922,-0.8036315441131592
238,2026-06-01 20:59:55.267908,1.0640424489974976,2.254465103149414,0.5429278016090393,-0.6022411584854126,0.005985833704471588,0.013299950398504734,-0.7981809973716736
239,2026-06-01 20:59:55.267908,1.0643771886825562,2.2597060203552246,0.561056911945343,-0.607979953289032,0.006253893952816725,0.01396546047180891,-0.793804943561554
240,2026-06-01 20:59:55.267908,1.0649391412734985,2.2657082080841064,0.5833030343055725,-0.6150941252708435,0.0050555989146232605,0.01466677337884903,-0.7883011102676392
241,2026-06-01 20:59:55.267908,1.0655465126037598,2.271486282348633,0.6062437295913696,-0.6226189136505127,0.0057816230691969395,0.014507286250591278,-0.7823693752288818
242,2026-06-01 20:59:55.267908,1.065894603729248,2.2758877277374268,0.6251553297042847,-0.6282503604888916,0.0063869343139231205,0.014526269398629665,-0.7778493762016296
243,2026-06-01 20:59:55.267908,1.0663317441940308,2.280883550643921,0.6481994390487671,-0.6351466774940491,0.004916344303637743,0.015156831592321396,-0.7722271680831909
244,2026-06-01 20:59:55.267908,1.0670197010040283,2.285311698913574,0.6705437898635864,-0.6419675946235657,0.0054488894529640675,0.0154914865270257,-0.766555905342102
245,2026-06-01 20:59:55.267908,1.0675345659255981,2.2890405654907227,0.6913142800331116,-0.6476991772651672,0.005180221516638994,0.01507576648145914,-0.7617294192314148
246,2026-06-01 20:59:55.267908,1.0679059028625488,2.2922749519348145,0.7110357880592346,-0.6540636420249939,0.00488620949909091,0.015838339924812317,-0.756257951259613
247,2026-06-01 20:59:55.267908,1.068215250968933,2.295116424560547,0.7301850914955139,-0.6599923372268677,0.003786513116210699,0.01690460741519928,-0.7510725855827332
248,2026-06-01 20:59:55.267908,1.0686993598937988,2.297050714492798,0.7447720170021057,-0.6638022661209106,0.005319936200976372,0.016480324789881706,-0.7477076649665833
249,2026-06-01 20:59:55.267908,1.0690946578979492,2.2992441654205322,0.762413740158081,-0.669462263584137,0.0050825392827391624,0.01583046279847622,-0.7426600456237793
250,2026-06-01 20:59:55.267908,1.0693861246109009,2.3010103702545166,0.7786579132080078,-0.6735472083091736,0.005019607022404671,0.016460593789815903,-0.738943874835968
251,2026-06-01 20:59:55.267908,1.0697102546691895,2.302492141723633,0.7940272688865662,-0.6777511239051819,0.005027449689805508,0.01640971563756466,-0.7350910902023315
252,2026-06-01 20:59:55.267908,1.070051908493042,2.3037381172180176,0.8086525797843933,-0.6823980212211609,0.0049475873820483685,0.016930339857935905,-0.7307680249214172
253,2026-06-01 20:59:55.267908,1.070225477218628,2.3045272827148438,0.8194634914398193,-0.6853203773498535,0.005325025413185358,0.01634978875517845,-0.7280386686325073
254,2026-06-01 20:59:55.267908,1.0704255104064941,2.3052165508270264,0.8300198316574097,-0.6887518763542175,0.005706547759473324,0.01651647314429283,-0.7247865200042725
255,2026-06-01 20:59:55.267908,1.0707648992538452,2.3059372901916504,0.8421255946159363,-0.6915817856788635,0.005697587970644236,0.016889646649360657,-0.722078263759613
256,2026-06-01 20:59:55.267908,1.071087121963501,2.3064301013946533,0.8532088398933411,-0.6947827935218811,0.00546635827049613,0.016611147671937943,-0.7190070152282715
257,2026-06-01 20:59:55.267908,1.0712424516677856,2.306846857070923,0.8630677461624146,-0.6974641680717468,0.004435119219124317,0.017002418637275696,-0.7164042592048645
258,2026-06-01 20:59:55.267908,1.0713738203048706,2.307094097137451,0.8701570630073547,-0.6993093490600586,0.005227128509432077,0.01704762876033783,-0.714596688747406
259,2026-06-01 20:59:55.267908,1.071515440940857,2.307304859161377,0.877031683921814,-0.7015509605407715,0.005159720778465271,0.017071496695280075,-0.7123961448669434
260,2026-06-01 20:59:55.267908,1.0717315673828125,2.3074560165405273,0.8845630884170532,-0.7034260034561157,0.005234680138528347,0.016865305602550507,-0.7105491161346436
261,2026-06-01 20:59:55.267908,1.0718772411346436,2.307619333267212,0.8910320401191711,-0.7053333520889282,0.005241590552031994,0.017040904611349106,-0.7086515426635742
262,2026-06-01 20:59:55.267908,1.0719424486160278,2.307657480239868,0.8963553309440613,-0.7063230872154236,0.005119508597999811,0.01703791879117489,-0.7076660990715027
263,2026-06-01 20:59:55.267908,1.0720674991607666,2.307661771774292,0.9000803828239441,-0.7068421244621277,0.005910612642765045,0.017357517033815384,-0.7071336507797241
264,2026-06-01 20:59:55.267908,1.072198510169983,2.3077034950256348,0.9038808345794678,-0.7079024314880371,0.0055819167755544186,0.017428480088710785,-0.7060731053352356
265,2026-06-01 20:59:55.267908,1.0721821784973145,2.307739496231079,0.9068560004234314,-0.7086860537528992,0.005059111397713423,0.017218217253684998,-0.7052956819534302
266,2026-06-01 20:59:55.267908,1.072184681892395,2.3077642917633057,0.9085565209388733,-0.7093755006790161,0.005360753741115332,0.016710877418518066,-0.7046122550964355
267,2026-06-01 20:59:55.267908,1.0722585916519165,2.3077170848846436,0.9093465209007263,-0.709514856338501,0.0060166362673044205,0.016284193843603134,-0.7044766545295715
268,2026-06-01 20:59:55.267908,1.0722630023956299,2.3077080249786377,0.909239649772644,-0.7094998359680176,0.005982956849038601,0.016525836661458015,-0.7044864296913147
269,2026-06-01 20:59:55.267908,1.0722148418426514,2.3077330589294434,0.9087475538253784,-0.7093231081962585,0.005762098357081413,0.01645432785153389,-0.704667866230011
270,2026-06-01 20:59:55.267908,1.0722054243087769,2.307762384414673,0.9086317420005798,-0.7093847393989563,0.005642843432724476,0.01664007641375065,-0.7046024799346924
271,2026-06-01 20:59:55.267908,1.0722119808197021,2.307741641998291,0.9089404940605164,-0.7093175053596497,0.005874721799045801,0.016401896253228188,-0.7046738862991333
272,2026-06-01 20:59:55.267908,1.0722578763961792,2.3077306747436523,0.9092543125152588,-0.7095150351524353,0.0060461051762104034,0.01633041352033615,-0.7044751644134521
273,2026-06-01 20:59:55.267908,1.0722544193267822,2.30770206451416,0.9089840650558472,-0.709321141242981,0.005762818269431591,0.016692500561475754,-0.7046642899513245
274,2026-06-01 20:59:55.267908,1.0722075700759888,2.307711601257324,0.908715009689331,-0.709265947341919,0.00552718760445714,0.016689270734786987,-0.7047218084335327
275,2026-06-01 20:59:55.267908,1.0722020864486694,2.3077313899993896,0.9088258147239685,-0.7092695236206055,0.005707476753741503,0.01647602953016758,-0.7047217488288879
276,2026-06-01 20:59:55.267908,1.0722289085388184,2.3077268600463867,0.9090508222579956,-0.7092666029930115,0.005810205824673176,0.016516828909516335,-0.7047229409217834
277,2026-06-01 20:59:55.267908,1.0722544193267822,2.3077175617218018,0.9091086983680725,-0.709406316280365,0.005748579278588295,0.016752123832702637,-0.7045772671699524
278,2026-06-01 20:59:55.267908,1.0722084045410156,2.307720899581909,0.9089121222496033,-0.7093263268470764,0.005743793677538633,0.016484810039401054,-0.7046640515327454
279,2026-06-01 20:59:55.267908,1.072192668914795,2.307727336883545,0.9088022112846375,-0.7093281149864197,0.005859322380274534,0.016401436179876328,-0.7046633362770081
280,2026-06-01 20:59:55.267908,1.0722304582595825,2.3077306747436523,0.9089502692222595,-0.7092921733856201,0.005785385146737099,0.016457898542284966,-0.7046987414360046
281,2026-06-01 20:59:55.267908,1.0722397565841675,2.307725191116333,0.9090543985366821,-0.7094167470932007,0.005698586814105511,0.01645047776401043,-0.7045742273330688
282,2026-06-01 20:59:55.267908,1.0722154378890991,2.307732343673706,0.9089481234550476,-0.709283173084259,0.005871308036148548,0.016502857208251953,-0.7047060132026672
283,2026-06-01 20:59:55.267908,1.0721971988677979,2.3077218532562256,0.9088488817214966,-0.7092756628990173,0.005768244620412588,0.016472553834319115,-0.7047151327133179
284,2026-06-01 20:59:55.267908,1.0722085237503052,2.3077168464660645,0.9088818430900574,-0.7092615365982056,0.005757867358624935,0.01650828868150711,-0.7047286629676819
285,2026-06-01 20:59:55.267908,1.0722272396087646,2.3077211380004883,0.9089740514755249,-0.7092575430870056,0.005815050099045038,0.01648399420082569,-0.7047327160835266
286,2026-06-01 20:59:55.267908,1.0722211599349976,2.3077309131622314,0.9089990258216858,-0.7092435359954834,0.005830359645187855,0.016449550166726112,-0.7047474980354309
287,2026-06-01 20:59:55.267908,1.0722179412841797,2.307731866836548,0.9089152216911316,-0.7092601656913757,0.00571085698902607,0.016479533165693283,-0.7047310471534729
288,2026-06-01 20:59:55.267908,1.0722148418426514,2.3077335357666016,0.9088758230209351,-0.709231436252594,0.005817866884171963,0.01650644652545452,-0.7047584056854248
289,2026-06-01 20:59:55.267908,1.0722323656082153,2.3077187538146973,0.9089483618736267,-0.7092893719673157,0.005801702383905649,0.016721587628126144,-0.7046952247619629
290,2026-06-01 20:59:55.267908,1.0722126960754395,2.307711601257324,0.9089785814285278,-0.7092770338058472,0.005746153183281422,0.01639442890882492,-0.7047157883644104
291,2026-06-01 20:59:55.267908,1.0722143650054932,2.307720184326172,0.9088932275772095,-0.7092971801757812,0.005695648957043886,0.016430415213108063,-0.7046950459480286
292,2026-06-01 20:59:55.267908,1.07221257686615,2.307738780975342,0.9088804125785828,-0.7092835903167725,0.005738789215683937,0.016476353630423546,-0.7047072649002075
293,2026-06-01 20:59:55.267908,1.0722224712371826,2.307729721069336,0.9089250564575195,-0.7093324661254883,0.0057131825014948845,0.01641780138015747,-0.7046597003936768
294,2026-06-01 20:59:55.267908,1.0722179412841797,2.3077189922332764,0.908966600894928,-0.7092980146408081,0.005764919798821211,0.016386574134230614,-0.7046946883201599
295,2026-06-01 20:59:55.267908,1.0722116231918335,2.3077197074890137,0.9089154005050659,-0.7092950940132141,0.005784818436950445,0.01643623411655426,-0.7046963572502136
