rb,rb_id,timestamp_start,timestamp_stop,duration_s,dx_mm,dy_mm,dz_mm,droll_deg,dpitch_deg,dyaw_deg,angle_deg,axis_x,axis_y,axis_z,eval1_re,eval1_im,eval2_re,eval2_im,eval3_re,eval3_im
1,1,2026-06-01 20:59:55.267908,2026-06-01 21:00:06.578687,11.310779,34.62040424346924,1300.2995252609253,1289.5316183567047,90.34106424134575,0.9102432993161625,-1.7948958606833643,90.37288331547154,-0.9996935594898885,0.007764968250297367,0.023505156466371222,1.0000000000000007,0.0,-0.006507995639906006,0.9999788227721383,-0.006507995639906006,-0.9999788227721383
2,2,2026-06-01 20:59:55.267908,2026-06-01 21:00:06.578687,11.310779,16.568243503570557,626.0080337524414,620.8238005638123,88.66820336175418,-9.144901248603535,8.45663506122016,90.02506573461497,-0.9882132651218541,0.007782245116303749,-0.15288551041924767,1.0,0.0,-0.00043747958450768287,0.9999999043058027,-0.00043747958450768287,-0.9999999043058027
