frame,x_m,y_m,z_m,qx,qy,qz,qw
34,1.2594631910324097,1.006925106048584,-0.321247398853302,0.000348596484400332,-0.08763737231492996,-0.0013171018799766898,0.9961515069007874
35,1.2594467401504517,1.0069127082824707,-0.3212418258190155,0.00034479680471122265,-0.08769777417182922,-0.0012542175827547908,0.9961463212966919
36,1.259453296661377,1.0069206953048706,-0.32125264406204224,0.0003423574671614915,-0.08764340728521347,-0.0011861263774335384,0.9961511492729187
37,1.259459137916565,1.0069276094436646,-0.3212428390979767,0.0003237802884541452,-0.08762087672948837,-0.0012857188703492284,0.9961530566215515
38,1.2594542503356934,1.0069340467453003,-0.3212567865848541,0.00031070440309122205,-0.08763352036476135,-0.0011944635771214962,0.9961521029472351
39,1.2594603300094604,1.0069352388381958,-0.3212680518627167,0.0003380980051588267,-0.0876019299030304,-0.001261600642465055,0.9961547255516052
40,1.2594550848007202,1.0069353580474854,-0.3212646245956421,0.0003346261219121516,-0.08768327534198761,-0.0012037343112751842,0.996147632598877
41,1.2594529390335083,1.0068970918655396,-0.3212740421295166,0.00016215017240028828,-0.08753056079149246,-0.0009200228960253298,0.9961614608764648
42,1.2594850063323975,1.006924033164978,-0.3212730586528778,0.00039054336957633495,-0.08759815990924835,-0.001271679881028831,0.9961550831794739
43,1.259459376335144,1.0068979263305664,-0.3212752640247345,6.450271757785231e-05,-0.08732610195875168,-0.0009085981291718781,0.996179461479187
44,1.259464979171753,1.0069167613983154,-0.32129207253456116,0.00016824975318741053,-0.08745093643665314,-0.0008467211155220866,0.9961684346199036
45,1.2594811916351318,1.0069350004196167,-0.32128283381462097,0.0003759321116376668,-0.08758953958749771,-0.0013267335016280413,0.9961556792259216
46,1.259458065032959,1.006905198097229,-0.321274071931839,0.00017043684783857316,-0.08735474199056625,-0.00098693766631186,0.9961768388748169
47,1.2594611644744873,1.006920337677002,-0.3212524354457855,0.0003240724909119308,-0.08757657557725906,-0.0012691934825852513,0.9961569905281067
48,1.259447455406189,1.0068907737731934,-0.3212636411190033,0.00017367838881909847,-0.0874171033501625,-0.0010428441455587745,0.9961712956428528
49,1.2594616413116455,1.006922960281372,-0.3212583661079407,0.00044289842480793595,-0.08771246671676636,-0.0013083985541015863,0.9961448907852173
50,1.2594619989395142,1.0069286823272705,-0.3212625980377197,0.0003912770771421492,-0.08770877867937088,-0.0012632361613214016,0.9961453676223755
51,1.2594622373580933,1.006935715675354,-0.3212597370147705,0.0003874693647958338,-0.08766400068998337,-0.001317572663538158,0.9961491823196411
52,1.2594701051712036,1.006909728050232,-0.3212781548500061,0.00036348411231301725,-0.08764462918043137,-0.0011908719316124916,0.9961510896682739
53,1.2594704627990723,1.0069152116775513,-0.3212830722332001,0.0004145100829191506,-0.08768195658922195,-0.0012094484409317374,0.9961477518081665
54,1.259470820426941,1.0069036483764648,-0.3212761878967285,0.0004425248771440238,-0.08767130970954895,-0.001384710194543004,0.9961484670639038
55,1.2594622373580933,1.0069124698638916,-0.321268230676651,0.0004498388443607837,-0.08756028115749359,-0.0013362988829612732,0.9961583018302917
56,1.259446382522583,1.006925106048584,-0.3212573528289795,0.00035620570997707546,-0.08780059963464737,-0.0012923437170684338,0.9961372017860413
57,1.2594579458236694,1.0069196224212646,-0.3212619125843048,0.00033728606649674475,-0.08771533519029617,-0.001261066528968513,0.9961447715759277
58,1.259459376335144,1.0069009065628052,-0.3212677836418152,0.00015085133782122284,-0.08744557201862335,-0.0009491850505582988,0.9961689114570618
59,1.2594871520996094,1.0069248676300049,-0.32126161456108093,0.0003719507367350161,-0.08759384602308273,-0.0012862009461969137,0.9961554408073425
60,1.2594631910324097,1.0069193840026855,-0.32125887274742126,0.00038936431519687176,-0.0876387506723404,-0.0012698520440608263,0.9961515069007874
61,1.2594611644744873,1.006921410560608,-0.3212466537952423,0.0003638509660959244,-0.08765961229801178,-0.00122460734564811,0.9961496591567993
62,1.2594712972640991,1.0069196224212646,-0.32126086950302124,0.00036767832352779806,-0.08754720538854599,-0.0012361255940049887,0.996159553527832
63,1.259462594985962,1.0069316625595093,-0.3212693929672241,0.00039117151754908264,-0.08761505037546158,-0.001272127265110612,0.9961535334587097
64,1.259458065032959,1.0069221258163452,-0.3212636113166809,0.0003455728874541819,-0.08756735175848007,-0.001363639603368938,0.9961575865745544
65,1.2594469785690308,1.0069060325622559,-0.32126298546791077,0.0003643206146080047,-0.08758828043937683,-0.0012432708172127604,0.9961559176445007
66,1.259444236755371,1.0069139003753662,-0.3212567865848541,0.0003320201067253947,-0.08772736042737961,-0.0011977080721408129,0.9961438179016113
67,1.259460687637329,1.006922960281372,-0.3212529718875885,0.0003300286771263927,-0.08766326308250427,-0.0011501520639285445,0.9961495399475098
68,1.2594618797302246,1.0069317817687988,-0.32125136256217957,0.0003524688072502613,-0.0876832902431488,-0.0011625968618318439,0.9961477518081665
69,1.2594679594039917,1.0069252252578735,-0.3212573826313019,0.0003360530245117843,-0.08758924901485443,-0.0012828324688598514,0.9961557984352112
70,1.2594807147979736,1.00691556930542,-0.32126420736312866,0.00038790181861259043,-0.08748911321163177,-0.0012793720234185457,0.9961645603179932
71,1.2594578266143799,1.0069066286087036,-0.3212621808052063,0.0004617052909452468,-0.08776023983955383,-0.0012522211764007807,0.9961407780647278
72,1.259472131729126,1.0069090127944946,-0.32126152515411377,0.0004002626519650221,-0.0877104103565216,-0.001278070849366486,0.9961451292037964
73,1.2594670057296753,1.0069172382354736,-0.32125428318977356,0.00039638899033889174,-0.08767059445381165,-0.001283041900023818,0.9961487054824829
74,1.2594658136367798,1.006920576095581,-0.3212520480155945,0.00040364082087762654,-0.0876043364405632,-0.0012685534311458468,0.9961544871330261
75,1.2594642639160156,1.006914496421814,-0.3212561011314392,0.00035687387571670115,-0.08763588219881058,-0.001196746015921235,0.996151864528656
76,1.259459376335144,1.006910800933838,-0.3212551474571228,0.0004839261237066239,-0.08761975914239883,-0.0012109451927244663,0.9961531758308411
77,1.2594411373138428,1.0068931579589844,-0.3212624490261078,0.00015655065362807363,-0.08743663132190704,-0.0008851047023199499,0.9961697459220886
78,1.2594518661499023,1.0069204568862915,-0.3212517499923706,0.00038463741657324135,-0.0876464769244194,-0.001199662103317678,0.9961508512496948
79,1.2594600915908813,1.0069338083267212,-0.32125619053840637,0.00039685683441348374,-0.08768858760595322,-0.0012234319001436234,0.9961471557617188
80,1.2594691514968872,1.0069279670715332,-0.3212672770023346,0.00038194566150195897,-0.08766504377126694,-0.0012296803761273623,0.9961491823196411
81,1.2594767808914185,1.0069230794906616,-0.3212716579437256,0.0004238050023559481,-0.08759086579084396,-0.0012626894749701023,0.9961556792259216
82,1.2594680786132812,1.0069196224212646,-0.3212652802467346,0.0003923127078451216,-0.08772580325603485,-0.00125007308088243,0.9961438179016113
83,1.2594642639160156,1.0069152116775513,-0.321256548166275,0.00039781988016329706,-0.08768081665039062,-0.0012491429224610329,0.9961477518081665
84,1.2594597339630127,1.0069218873977661,-0.32124951481819153,0.00038252471131272614,-0.08765396475791931,-0.0012277322821319103,0.9961501359939575
85,1.2594616413116455,1.0069407224655151,-0.3212645351886749,0.0003605577803682536,-0.08757634460926056,-0.0013027613749727607,0.9961568713188171
86,1.2594544887542725,1.006942629814148,-0.3212603032588959,0.00033068491029553115,-0.0876987874507904,-0.0011550482595339417,0.9961463212966919
87,1.2594391107559204,1.0069081783294678,-0.32126325368881226,0.00014914447092451155,-0.08744283020496368,-0.0009139921166934073,0.9961691498756409
88,1.2594507932662964,1.0069109201431274,-0.32124626636505127,0.00037591555155813694,-0.08768529444932938,-0.0011843946995213628,0.9961475133895874
89,1.2594587802886963,1.0069178342819214,-0.321249395608902,0.000365274929208681,-0.0877324789762497,-0.0012130638351663947,0.9961432814598083
90,1.2594468593597412,1.00689697265625,-0.32125797867774963,0.00011099841503892094,-0.08741423487663269,-0.0009110618266277015,0.9961716532707214
91,1.259464144706726,1.0069276094436646,-0.32125940918922424,0.0003200393111910671,-0.08751074224710464,-0.0013093318557366729,0.9961626529693604
92,1.2594702243804932,1.0069241523742676,-0.32125672698020935,0.0003726378781720996,-0.08762809634208679,-0.0012521268799901009,0.9961524605751038
93,1.2594550848007202,1.0069137811660767,-0.3212580978870392,0.0003615562745835632,-0.0875871479511261,-0.0013126932317391038,0.9961559176445007
94,1.259460210800171,1.006925106048584,-0.3212650716304779,0.0003295163041912019,-0.08768735080957413,-0.0012336719082668424,0.9961472749710083
95,1.259473204612732,1.0069330930709839,-0.3212677240371704,0.00030630046967417,-0.08761637657880783,-0.0012504869373515248,0.9961535334587097
96,1.2594614028930664,1.0069273710250854,-0.3212617039680481,0.0003000576398335397,-0.08768884837627411,-0.0011271336115896702,0.9961472749710083
97,1.2594516277313232,1.006919026374817,-0.32128602266311646,0.00020078006491530687,-0.08751630783081055,-0.0010286965407431126,0.9961625337600708
98,1.2594714164733887,1.0069160461425781,-0.32127559185028076,0.0004292686062399298,-0.08773505687713623,-0.001207263208925724,0.9961430430412292
99,1.2594810724258423,1.0069358348846436,-0.3212715685367584,0.00034749071346595883,-0.08762142807245255,-0.0012364009162411094,0.9961530566215515
100,1.2594660520553589,1.0069385766983032,-0.32125139236450195,0.0003068659862037748,-0.08753269165754318,-0.0012508570216596127,0.9961608648300171
101,1.2594536542892456,1.0069042444229126,-0.3212537169456482,7.513292075600475e-05,-0.08734183013439178,-0.0009367692400701344,0.9961780309677124
102,1.2594647407531738,1.006905436515808,-0.32127293944358826,0.00011099243420176208,-0.08740294724702835,-0.0009464421891607344,0.9961726069450378
103,1.2594621181488037,1.006917953491211,-0.3212463855743408,0.00033317296765744686,-0.08759449422359467,-0.0012630957644432783,0.9961554408073425
104,1.2594701051712036,1.0069202184677124,-0.3212519586086273,0.00035321395262144506,-0.08759334683418274,-0.0013313338859006763,0.9961554408073425
105,1.2594407796859741,1.0069282054901123,-0.3212534189224243,0.00029271942912600935,-0.0876472070813179,-0.0012286445125937462,0.9961508512496948
106,1.2594404220581055,1.006919503211975,-0.32123976945877075,0.0003550990659277886,-0.0877547562122345,-0.001176041318103671,0.9961413741111755
107,1.2594444751739502,1.006921648979187,-0.321244478225708,0.0002846070856321603,-0.08764233440160751,-0.0012786639854311943,0.9961511492729187
108,1.2594647407531738,1.0069255828857422,-0.32124659419059753,0.00038368499372154474,-0.08762354403734207,-0.0012491934467107058,0.9961528182029724
109,1.2594430446624756,1.0069187879562378,-0.32123711705207825,0.00038405859959311783,-0.08773621916770935,-0.0012328175362199545,0.9961429238319397
110,1.259444236755371,1.0069174766540527,-0.3212380111217499,0.00036303000524640083,-0.08775500953197479,-0.0012344217393547297,0.996141254901886
111,1.25944983959198,1.006911039352417,-0.32124200463294983,0.0003833330993074924,-0.08769900351762772,-0.001229256042279303,0.9961462020874023
112,1.2594449520111084,1.0069091320037842,-0.321241557598114,0.00036968206404708326,-0.08768004179000854,-0.0012910901568830013,0.996147871017456
113,1.2594555616378784,1.006926417350769,-0.3212496042251587,0.0003650016733445227,-0.08759283274412155,-0.0012974768178537488,0.9961554408073425
114,1.2594561576843262,1.0069183111190796,-0.3212476670742035,0.0003662911767605692,-0.08753722161054611,-0.0012210841523483396,0.9961605072021484
115,1.2594356536865234,1.0069106817245483,-0.32124242186546326,0.0003524089406710118,-0.08756996691226959,-0.0014881134266033769,0.9961572289466858
116,1.259429931640625,1.0069193840026855,-0.3212563693523407,0.00040496833389624953,-0.08776094019412994,-0.0012352915946394205,0.9961407780647278
117,1.2594002485275269,1.0069245100021362,-0.3212648332118988,0.00019896744925063103,-0.08750614523887634,-0.001180262421257794,0.9961632490158081
118,1.2594295740127563,1.0069301128387451,-0.32125428318977356,0.00028226320864632726,-0.0876658707857132,-0.0014673019759356976,0.9961488246917725
119,1.2594250440597534,1.006920576095581,-0.32126209139823914,0.00026610222994349897,-0.08748925477266312,-0.0014365158276632428,0.9961644411087036
120,1.259434461593628,1.0069200992584229,-0.32125577330589294,0.0002484005526639521,-0.08754091709852219,-0.001517570111900568,0.9961597919464111
121,1.2594537734985352,1.0069236755371094,-0.3212614357471466,0.0003666721167974174,-0.08767558634281158,-0.0013127831043675542,0.9961482286453247
122,1.2594481706619263,1.0069260597229004,-0.3212674856185913,0.0003880585136357695,-0.08775968104600906,-0.0012693923199549317,0.9961407780647278
123,1.2594501972198486,1.0069247484207153,-0.32125747203826904,0.00040089304093271494,-0.08767756074666977,-0.0012717519421130419,0.9961481094360352
124,1.259451150894165,1.0069197416305542,-0.3212714195251465,0.00014197595010045916,-0.08739951252937317,-0.0010256597306579351,0.9961728453636169
125,1.2594484090805054,1.006932020187378,-0.3212612271308899,0.00036296495818533003,-0.0876632034778595,-0.0012724396074190736,0.9961493015289307
126,1.2594513893127441,1.0069152116775513,-0.32125869393348694,0.0003968125965911895,-0.08766980469226837,-0.0012363651767373085,0.9961488246917725
127,1.259431004524231,1.0069175958633423,-0.32126060128211975,0.00040988135151565075,-0.08768325299024582,-0.0013621652033179998,0.9961473941802979
128,1.259448528289795,1.0069200992584229,-0.32125213742256165,0.00035564968129619956,-0.08770714700222015,-0.0013140549417585135,0.9961453676223755
129,1.2594337463378906,1.0069066286087036,-0.3212455213069916,0.00033661871566437185,-0.0877189114689827,-0.001365550677292049,0.9961442947387695
130,1.259436845779419,1.0069063901901245,-0.3212462067604065,0.0003711011668201536,-0.08757095783948898,-0.0012886625481769443,0.9961573481559753
131,1.2594553232192993,1.0069092512130737,-0.32125958800315857,0.00033109146170318127,-0.08762684464454651,-0.001257376978173852,0.9961525797843933
132,1.2594507932662964,1.006915807723999,-0.3212583363056183,0.00043444466427899897,-0.0877341628074646,-0.0011314917355775833,0.9961431622505188
133,1.2594566345214844,1.0072405338287354,-0.3212790787220001,0.0005707063828594983,-0.08807171136140823,-0.00092596240574494,0.9961135387420654
134,1.259406566619873,1.0082154273986816,-0.3213033378124237,0.0012690500589087605,-0.08819173276424408,-0.0012519789161160588,0.996101975440979
135,1.2594784498214722,1.0103622674942017,-0.3213416337966919,0.0016607778379693627,-0.0876106321811676,-0.0009366477024741471,0.9961530566215515
136,1.2594518661499023,1.0135303735733032,-0.32130542397499084,0.0030996317509561777,-0.08792408555746078,-0.0005101347924210131,0.9961223006248474
137,1.259518027305603,1.0165032148361206,-0.32135114073753357,0.004187639802694321,-0.08761734515428543,-0.0005717313615605235,0.9961452484130859
138,1.2595667839050293,1.0215455293655396,-0.3214148283004761,0.0068554566241800785,-0.08787480741739273,-0.00031702342675998807,0.9961078763008118
139,1.2595454454421997,1.027608036994934,-0.3213067948818207,0.00850682146847248,-0.0869726836681366,-0.0007671202183701098,0.996174156665802
140,1.2596443891525269,1.0330690145492554,-0.32113751769065857,0.010014900006353855,-0.08781522512435913,-0.0005376827903091908,0.9960863590240479
141,1.2597885131835938,1.0406519174575806,-0.32102832198143005,0.013206709176301956,-0.08633965998888016,-0.001242164638824761,0.9961774349212646
142,1.2596378326416016,1.0475300550460815,-0.3209441006183624,0.016340099275112152,-0.08766350895166397,-0.00029062043176963925,0.9960160851478577
143,1.2597185373306274,1.0551255941390991,-0.3207623362541199,0.01897045038640499,-0.08688241988420486,-0.0006534152780659497,0.9960377216339111
144,1.259721040725708,1.0650817155838013,-0.3204798400402069,0.02263924852013588,-0.0859861820936203,-0.0001386536459904164,0.9960391521453857
145,1.2597156763076782,1.0736831426620483,-0.32008427381515503,0.026022594422101974,-0.08747659623622894,0.000722856551874429,0.9958264231681824
146,1.259682297706604,1.0856668949127197,-0.3194704055786133,0.03125719726085663,-0.08845411986112595,0.00030648367828689516,0.9955896735191345
147,1.2596473693847656,1.0987491607666016,-0.318829208612442,0.03708962723612785,-0.08765129745006561,0.0012380537809804082,0.9954597353935242
148,1.2597100734710693,1.1096735000610352,-0.3180605173110962,0.040606848895549774,-0.08693962544202805,0.0018998297164216638,0.9953838586807251
149,1.2595888376235962,1.1215472221374512,-0.31708988547325134,0.04462754726409912,-0.08659921586513519,0.0017349206609651446,0.9952417016029358
150,1.2594106197357178,1.1369887590408325,-0.3156760334968567,0.050689227879047394,-0.08829978853464127,0.0023594272788614035,0.9948005676269531
151,1.2594163417816162,1.15320885181427,-0.31416040658950806,0.05629003047943115,-0.08765305578708649,0.0018494554096832871,0.9945577383041382
152,1.2592540979385376,1.166556715965271,-0.3126753568649292,0.06137967109680176,-0.08642309159040451,0.002402230864390731,0.9943630695343018
153,1.2590538263320923,1.1813656091690063,-0.3107599914073944,0.06762495636940002,-0.08655723184347153,0.0029330940451472998,0.9939447641372681
154,1.258729100227356,1.2003147602081299,-0.3082124590873718,0.07512908428907394,-0.08778094500303268,0.004228503443300724,0.9932937026023865
155,1.258467674255371,1.2155234813690186,-0.3059929609298706,0.08111979812383652,-0.08893463760614395,0.0045875608921051025,0.9927181005477905
156,1.2580835819244385,1.2363349199295044,-0.3024574816226959,0.08854110538959503,-0.08716648072004318,0.004244919866323471,0.9922422170639038
157,1.2575193643569946,1.2576532363891602,-0.2987777590751648,0.09704895317554474,-0.08772819489240646,0.005729589611291885,0.9913891553878784
158,1.257206678390503,1.2800391912460327,-0.2942609190940857,0.10565529763698578,-0.08722850680351257,0.005576015915721655,0.9905539155006409
159,1.2564795017242432,1.3031537532806396,-0.2891394793987274,0.11559344828128815,-0.08568514883518219,0.006638215389102697,0.9895716905593872
160,1.2557510137557983,1.3259873390197754,-0.2838027775287628,0.12400531023740768,-0.08717744052410126,0.0070028589107096195,0.9884198307991028
161,1.2552388906478882,1.343970537185669,-0.2791789770126343,0.13213807344436646,-0.08657391369342804,0.0070236558094620705,0.9874184727668762
162,1.2544221878051758,1.3665889501571655,-0.2730974853038788,0.1403854787349701,-0.08593188226222992,0.007765749469399452,0.9863302111625671
163,1.253718376159668,1.3849830627441406,-0.2677566111087799,0.1480223536491394,-0.08511582016944885,0.007617336232215166,0.9852851033210754
164,1.2530310153961182,1.4028483629226685,-0.26234936714172363,0.15451928973197937,-0.08716709911823273,0.009573924355208874,0.9840904474258423
165,1.2523878812789917,1.4204490184783936,-0.2568972408771515,0.16286998987197876,-0.08576945215463638,0.008648497983813286,0.9828745126724243
166,1.2515385150909424,1.4382457733154297,-0.2507741451263428,0.17115703225135803,-0.08585641533136368,0.009697063826024532,0.9814479351043701
167,1.250333309173584,1.4608234167099,-0.24281957745552063,0.1791827529668808,-0.086897112429142,0.010361166670918465,0.9799158573150635
168,1.2493098974227905,1.4825962781906128,-0.23475192487239838,0.18897467851638794,-0.08707408607006073,0.011312410235404968,0.9780485033988953
169,1.2481350898742676,1.5040881633758545,-0.22632062435150146,0.1983560472726822,-0.0865960419178009,0.011056255549192429,0.976234495639801
170,1.246856927871704,1.5259853601455688,-0.21710532903671265,0.20588013529777527,-0.08535261452198029,0.012757641263306141,0.9747644662857056
171,1.2458157539367676,1.5435224771499634,-0.20952248573303223,0.21322591602802277,-0.08217842876911163,0.011765485629439354,0.9734695553779602
172,1.244649887084961,1.5645298957824707,-0.20006614923477173,0.22112731635570526,-0.08327730745077133,0.012369037605822086,0.9716041684150696
173,1.2430843114852905,1.5853962898254395,-0.19025321304798126,0.2301696538925171,-0.08545441180467606,0.013901997357606888,0.9692915678024292
174,1.2416083812713623,1.60688316822052,-0.17945340275764465,0.23885241150856018,-0.08252251148223877,0.01446587685495615,0.9674349427223206
175,1.2401310205459595,1.6276392936706543,-0.1688082367181778,0.24687442183494568,-0.08378846198320389,0.014067406766116619,0.9653158783912659
176,1.2388476133346558,1.6436576843261719,-0.16003510355949402,0.25329431891441345,-0.08592460304498672,0.015954820439219475,0.9634336829185486
177,1.2370662689208984,1.6640280485153198,-0.1487206369638443,0.26467612385749817,-0.08053233474493027,0.013017374090850353,0.9608806371688843
178,1.2356011867523193,1.6800365447998047,-0.13931307196617126,0.27211835980415344,-0.08235517144203186,0.014438253827393055,0.9586244821548462
179,1.2345277070999146,1.696567416191101,-0.12939882278442383,0.27903780341148376,-0.0806407555937767,0.01623999886214733,0.9567503929138184
180,1.232796549797058,1.7159910202026367,-0.1173500269651413,0.2885417342185974,-0.08357017487287521,0.017784668132662773,0.9536474347114563
181,1.2307372093200684,1.7358779907226562,-0.104405976831913,0.29640787839889526,-0.08313936740159988,0.018239064142107964,0.951261043548584
182,1.2290592193603516,1.7517387866973877,-0.0935775563120842,0.3026202321052551,-0.08570775389671326,0.018818460404872894,0.9490633010864258
183,1.2276363372802734,1.76697838306427,-0.08290711790323257,0.30932122468948364,-0.08334782719612122,0.02022489160299301,0.9470821022987366
184,1.2258424758911133,1.785590648651123,-0.06946683675050735,0.3178550601005554,-0.08358856290578842,0.020375952124595642,0.9442277550697327
185,1.2235711812973022,1.8042702674865723,-0.055619243532419205,0.32565033435821533,-0.08275866508483887,0.020126335322856903,0.9416463375091553
186,1.2217645645141602,1.8197319507598877,-0.04377121105790138,0.33319759368896484,-0.08463793247938156,0.020746534690260887,0.9388212561607361
187,1.22018563747406,1.8336870670318604,-0.03234158083796501,0.3385155498981476,-0.08540119230747223,0.022887326776981354,0.9367977380752563
188,1.2182185649871826,1.851582407951355,-0.017805134877562523,0.34847787022590637,-0.08506117761135101,0.022378860041499138,0.9331811666488647
189,1.2162057161331177,1.8664153814315796,-0.0052886344492435455,0.3550586700439453,-0.08534003794193268,0.023429110646247864,0.9306458234786987
190,1.2141995429992676,1.8803694248199463,0.006994536146521568,0.3623012602329254,-0.08630412071943283,0.023177219554781914,0.9277673363685608
191,1.212041974067688,1.8980261087417603,0.023093340918421745,0.37034615874290466,-0.08474645018577576,0.024712827056646347,0.924689769744873
192,1.2098023891448975,1.9146696329116821,0.038846440613269806,0.3801939785480499,-0.08572784066200256,0.02473537065088749,0.9205930233001709
193,1.2076338529586792,1.9280723333358765,0.05188837647438049,0.3865988850593567,-0.08493830263614655,0.025279700756072998,0.9179803133010864
194,1.2050538063049316,1.9444102048873901,0.06842046976089478,0.3948022127151489,-0.08501599729061127,0.025488615036010742,0.9144691824913025
195,1.2028937339782715,1.960640549659729,0.08518018573522568,0.40205636620521545,-0.08593754470348358,0.027923597022891045,0.9111453294754028
196,1.2007664442062378,1.9736762046813965,0.09911501407623291,0.40884795784950256,-0.08480802178382874,0.02828151546418667,0.908213198184967
197,1.198526382446289,1.9859051704406738,0.11253746598958969,0.4148717522621155,-0.08563042432069778,0.029101012274622917,0.9053740501403809
198,1.1952277421951294,2.004725217819214,0.13423939049243927,0.4240230619907379,-0.08623288571834564,0.03019966557621956,0.9010307788848877
199,1.1929460763931274,2.0194406509399414,0.1516672968864441,0.43230271339416504,-0.08600927889347076,0.030659537762403488,0.8970935940742493
200,1.190739393234253,2.0313329696655273,0.16647708415985107,0.43917837738990784,-0.08488919585943222,0.030311964452266693,0.8938664793968201
201,1.1878074407577515,2.0458052158355713,0.1847771406173706,0.4469757378101349,-0.08406464010477066,0.029446501284837723,0.8901004791259766
202,1.1855939626693726,2.0567445755004883,0.19952073693275452,0.4532078802585602,-0.08591485768556595,0.030850719660520554,0.8867183923721313
203,1.183574914932251,2.0679776668548584,0.21504202485084534,0.462359219789505,-0.0811319649219513,0.03078082948923111,0.8824365139007568
