elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
24.2761,0.228823,0.451598,1.107033,-3.0896,6.1298,175.2099,0.016672,1.90624,0.029403,0.060822,0.049313,-0.003165,-0.996925,0.245421,0.445725,1.095657,7.217,20.9612
24.3754,0.229976,0.455043,1.105076,-3.1156,6.0197,175.1671,0.019419,1.90431,0.032086,0.056298,0.043399,-4.3e-05,-0.99747,0.246506,0.449412,1.093735,7.565,20.8227
24.3965,0.230263,0.455898,1.104586,-3.1221,5.9923,175.1565,0.020383,1.903689,0.032836,0.053694,0.037294,0.005337,-0.997847,0.246719,0.450619,1.093121,3.042,20.7386
24.5234,0.232117,0.461366,1.101417,-3.1635,5.8166,175.0885,0.024337,1.90057,0.036664,0.055527,0.043197,0.000824,-0.997522,0.248241,0.455915,1.090015,4.725,20.486
24.636,0.234066,0.467034,1.098062,-3.2068,5.6334,175.0179,0.029188,1.897092,0.04077,0.052652,0.041083,-0.00224,-0.997765,0.249594,0.462141,1.086566,0.514,19.9304
24.7441,0.236218,0.473204,1.094328,-3.2542,5.4328,174.9409,0.033522,1.89339,0.045425,0.052762,0.049711,-0.00775,-0.997339,0.251661,0.468158,1.082867,0.516,19.8829
24.8591,0.238553,0.479795,1.090243,-3.3051,5.217,174.8584,0.039261,1.889281,0.050257,0.042882,0.03134,0.007899,-0.998557,0.253239,0.475512,1.078793,7.315,19.1081
24.9692,0.240511,0.485238,1.086792,-3.3475,5.0375,174.79,0.043607,1.885671,0.05443,0.044391,0.034627,0.003233,-0.998409,0.254875,0.481319,1.075198,0.619,18.8711
25.0803,0.242212,0.48991,1.083774,-3.3842,4.8826,174.7313,0.046475,1.882754,0.0576,0.05046,0.049347,-0.010004,-0.997456,0.256309,0.485347,1.072282,3.638,18.7515
25.1911,0.243653,0.493822,1.081206,-3.415,4.7522,174.6819,0.049612,1.880105,0.060784,0.045961,0.044313,-0.004857,-0.997948,0.257642,0.489618,1.069639,5.968,18.6322
25.2987,0.244809,0.496935,1.079135,-3.4396,4.6481,174.6426,0.052519,1.8779,0.063148,0.041516,0.030318,0.004947,-0.998666,0.258363,0.493306,1.067454,5.284,18.2575
25.4069,0.245706,0.499335,1.077523,-3.4587,4.5675,174.6123,0.054265,1.876357,0.064928,0.043848,0.039621,-0.000875,-0.998252,0.259109,0.495688,1.065915,5.076,18.1023
25.5158,0.246351,0.501051,1.07636,-3.4724,4.5097,174.5906,0.055775,1.875036,0.066383,0.040205,0.030095,0.00411,-0.99873,0.25968,0.497709,1.064599,4.711,18.0879
25.6399,0.246751,0.502113,1.075638,-3.4808,4.4739,174.5771,0.056611,1.874274,0.067264,0.040058,0.034914,0.001341,-0.998586,0.260063,0.498862,1.063837,4.797,18.0834
25.7583,0.246808,0.50261,1.075244,-3.472,4.4587,174.581,0.056778,1.873932,0.067373,0.041896,0.037096,-0.000829,-0.998433,0.260073,0.499065,1.063497,6.404,18.0698
25.8742,0.246719,0.504108,1.073946,-3.4205,4.4159,174.6126,0.057615,1.872912,0.067784,0.047581,0.049905,-0.010187,-0.997568,0.260028,0.500009,1.06249,-0.748,18.0331
25.9795,0.246569,0.506512,1.071853,-3.3377,4.3471,174.6633,0.059969,1.870716,0.06875,0.043417,0.044089,-0.006044,-0.998065,0.259753,0.502571,1.060332,1.622,17.9466
26.125,0.246229,0.511562,1.067415,-3.1628,4.2021,174.7697,0.064719,1.866469,0.070492,0.03784,0.033225,0.00325,-0.998726,0.25902,0.507645,1.056166,6.366,17.4784
26.2541,0.24578,0.517566,1.062065,-2.9532,4.0288,174.8961,0.069536,1.861094,0.072586,0.039663,0.048094,-0.008682,-0.998017,0.258534,0.512951,1.050866,2.225,17.5889
26.3691,0.245219,0.524248,1.056014,-2.718,3.8347,175.0367,0.076094,1.855075,0.074797,0.033805,0.034635,0.004945,-0.998816,0.257344,0.519871,1.044965,0.579,16.9781
26.479,0.244524,0.531639,1.049198,-2.4551,3.6186,175.192,0.082513,1.84863,0.076977,0.034372,0.036567,0.001958,-0.998738,0.256176,0.526657,1.038634,2.281,16.4977
26.5814,0.243711,0.539378,1.041921,-2.1767,3.3904,175.3545,0.089237,1.841699,0.079196,0.034929,0.0442,-0.000949,-0.998411,0.254888,0.533739,1.031825,4.176,16.0834
26.6855,0.242793,0.547226,1.034387,-1.891,3.1571,175.5192,0.097475,1.833629,0.082101,0.024842,0.029336,0.010709,-0.999204,0.25349,0.542495,1.023899,0.75,15.7101
26.8087,0.241774,0.555118,1.026649,-1.5999,2.9204,175.6848,0.104749,1.826108,0.084232,0.021496,0.027205,0.013726,-0.999305,0.251856,0.550034,1.016516,6.865,15.1719
27.0527,0.240078,0.566822,1.014862,-1.161,2.5653,175.9302,0.116324,1.813869,0.087641,0.016587,0.024666,0.015043,-0.999445,0.249264,0.562042,1.004497,0.695,14.6513
27.2048,0.239341,0.571474,1.010069,-0.9839,2.4227,176.0278,0.120035,1.809126,0.088828,0.017888,0.036637,0.007834,-0.999138,0.248491,0.565944,0.999822,2.94,14.8084
27.3514,0.23891,0.574092,1.007344,-0.8836,2.3421,176.0827,0.123151,1.806293,0.089623,0.014053,0.023422,0.01733,-0.999477,0.247698,0.569116,0.997051,-0.795,14.4199
27.4916,0.238774,0.574982,1.006407,-0.8505,2.3151,176.0983,0.123829,1.805378,0.089559,0.017985,0.030993,0.013768,-0.999263,0.247305,0.569702,0.996155,6.406,14.3443
27.6216,0.238833,0.575978,1.005258,-0.8314,2.2922,176.0638,0.125055,1.804092,0.090425,0.012659,0.026317,0.017703,-0.999417,0.247481,0.571203,0.99488,2.836,14.3278
27.7578,0.23897,0.578347,1.002509,-0.7859,2.2378,175.9816,0.126936,1.80157,0.091494,0.012053,0.028424,0.018686,-0.999349,0.247502,0.573394,0.992382,5.349,14.1381
27.901,0.239186,0.582306,0.997862,-0.7092,2.1466,175.8428,0.130098,1.797243,0.093147,0.012515,0.030025,0.018679,-0.999296,0.247406,0.577013,0.988099,7.407,13.8163
28.026,0.239417,0.586879,0.992413,-0.6196,2.0409,175.6805,0.13422,1.791671,0.095182,0.012085,0.031305,0.017262,-0.999288,0.247175,0.581675,0.982587,-0.702,13.5577
28.1449,0.239659,0.592193,0.985966,-0.5141,1.9174,175.489,0.138212,1.78543,0.097528,0.014741,0.044532,0.009297,-0.998856,0.24726,0.586371,0.976396,1.547,13.5363
28.267,0.239918,0.59874,0.977844,-0.3818,1.7645,175.2487,0.14455,1.777165,0.100363,0.009498,0.034569,0.020275,-0.999152,0.246653,0.593404,0.968229,-1.685,12.895
28.3768,0.240117,0.604807,0.970136,-0.2569,1.6219,175.0215,0.150041,1.769408,0.103312,0.007616,0.037592,0.017938,-0.999103,0.246548,0.599727,0.960546,-0.773,12.6145
28.479,0.24025,0.609784,0.963675,-0.1528,1.5042,174.8316,0.153713,1.763137,0.105549,0.011086,0.055453,0.009258,-0.998357,0.246678,0.604089,0.95432,1.1,12.6993
28.5782,0.240339,0.613921,0.958206,-0.0649,1.4059,174.6712,0.158027,1.757568,0.107088,0.007736,0.042903,0.019505,-0.998859,0.24592,0.608698,0.948827,1.247,12.0996
28.5993,0.240353,0.614662,0.957217,-0.0491,1.3882,174.6422,0.15816,1.756783,0.107528,0.008685,0.052006,0.012386,-0.998532,0.246227,0.609026,0.948035,4.627,12.2705
28.747,0.240425,0.619285,0.950977,0.0507,1.2777,174.4597,0.16222,1.750458,0.109695,0.009716,0.062594,0.008655,-0.997954,0.246117,0.613701,0.941766,3.587,12.1833
28.8699,0.240455,0.621979,0.947285,0.1096,1.2129,174.3519,0.165381,1.746458,0.110461,0.00497,0.048577,0.017284,-0.998658,0.245241,0.616914,0.93783,1.152,11.7459
28.9836,0.240469,0.62361,0.94503,0.1454,1.1737,174.2862,0.16636,1.744217,0.111268,0.00675,0.058299,0.01035,-0.998223,0.245446,0.618179,0.935596,6.521,11.9693
29.0932,0.240474,0.624384,0.943953,0.1625,1.155,174.2548,0.167893,1.743054,0.11169,-0.000185,0.040354,0.023875,-0.9989,0.245091,0.619751,0.934462,7.545,11.5266
29.2072,0.240372,0.624688,0.943555,0.1646,1.1518,174.2544,0.167927,1.7428,0.111642,0.001334,0.043179,0.021955,-0.998825,0.245025,0.619763,0.934211,5.072,11.5419
29.3194,0.239918,0.62561,0.942375,0.1642,1.148,174.2697,0.168718,1.741302,0.111744,0.003076,0.054552,0.012113,-0.998433,0.24471,0.620532,0.932731,0.655,11.9062
29.466,0.238771,0.627904,0.93942,0.1632,1.1385,174.3081,0.170764,1.738755,0.111613,0.006658,0.060298,0.005834,-0.998141,0.243586,0.622326,0.930241,4.655,11.7713
29.5648,0.23764,0.630124,0.936534,0.1622,1.1291,174.3455,0.173125,1.735974,0.111502,0.006349,0.061115,0.00546,-0.998096,0.242329,0.624414,0.927523,4.479,11.6528
29.5862,0.237346,0.630696,0.935786,0.162,1.1267,174.3552,0.173791,1.735001,0.111374,0.006649,0.057761,0.006993,-0.998284,0.241882,0.624961,0.92657,0.604,11.7647
29.6983,0.235698,0.633848,0.931631,0.1606,1.1133,174.409,0.177309,1.73108,0.11124,0.006494,0.059128,0.006408,-0.998209,0.240045,0.628083,0.922742,4.473,11.452
29.8003,0.234418,0.636241,0.928439,0.1595,1.1031,174.4502,0.179824,1.727742,0.111086,0.00747,0.061184,0.005637,-0.998083,0.238663,0.630295,0.919474,6.314,11.5652
29.9293,0.233246,0.638391,0.925542,0.1585,1.0937,174.4875,0.182633,1.724506,0.1111,0.004982,0.060379,0.009078,-0.998122,0.2373,0.632844,0.916309,2.537,11.5088
30.0352,0.232651,0.639468,0.92408,0.158,1.089,174.5063,0.183676,1.723183,0.11087,0.004874,0.05658,0.005314,-0.998372,0.236581,0.633684,0.915019,8.031,11.4456
30.13,0.23241,0.639901,0.92349,0.1578,1.0871,174.5139,0.184253,1.722522,0.111,0.006254,0.055967,0.008574,-0.998376,0.236415,0.634266,0.91437,3.063,11.4445
30.1513,0.232394,0.639931,0.92345,0.1579,1.0872,174.5145,0.184384,1.722471,0.110979,0.006434,0.056954,0.009043,-0.998315,0.236336,0.634374,0.914322,-0.691,11.3902
30.2691,0.232191,0.640499,0.922765,0.1693,1.1085,174.5305,0.184877,1.721768,0.110913,0.004668,0.053508,0.007746,-0.998527,0.236031,0.634792,0.913634,0.562,11.432
30.3871,0.231654,0.641996,0.920953,0.1998,1.1652,174.573,0.186125,1.720044,0.111209,0.005738,0.055564,0.009095,-0.998397,0.235675,0.636059,0.911936,1.794,11.521
30.4919,0.230895,0.644083,0.918413,0.2424,1.2447,174.6326,0.188337,1.717696,0.111163,0.007571,0.055818,0.007668,-0.998383,0.234558,0.638038,0.909646,6.339,11.2616
30.5913,0.229905,0.646755,0.915132,0.2973,1.3473,174.7096,0.190892,1.714459,0.111306,0.007918,0.05464,0.00379,-0.998468,0.233425,0.640419,0.906471,5.963,11.2933
30.6126,0.229653,0.647429,0.9143,0.3113,1.3733,174.7292,0.19147,1.713406,0.111608,0.00977,0.056564,0.006988,-0.998327,0.233399,0.641083,0.905426,2.273,11.5346
30.7405,0.227924,0.651953,0.908659,0.4054,1.5492,174.8616,0.196098,1.708057,0.112063,0.009821,0.057279,0.009202,-0.998267,0.231539,0.645479,0.900186,4.99,11.259
30.8343,0.226399,0.655823,0.903758,0.4869,1.7017,174.9768,0.200134,1.702709,0.112287,0.01256,0.05541,0.012226,-0.99831,0.229741,0.649241,0.894938,-1.076,11.5018
30.8563,0.225997,0.656823,0.90248,0.5082,1.7414,175.0068,0.200814,1.701633,0.112345,0.011786,0.053596,0.011364,-0.998428,0.22945,0.649886,0.893878,4.186,11.5773
30.9494,0.224119,0.661409,0.896559,0.6063,1.9251,175.1461,0.205541,1.695868,0.112828,0.012372,0.054054,0.013727,-0.998367,0.227556,0.654387,0.888224,5.697,11.4271
30.9706,0.223684,0.662448,0.895201,0.6287,1.9672,175.178,0.206734,1.694302,0.112742,0.013682,0.054305,0.012025,-0.998358,0.22689,0.65543,0.886691,1.956,11.487
31.0612,0.221693,0.667112,0.889046,0.7303,2.1577,175.3229,0.212001,1.687754,0.112998,0.014688,0.04996,0.015388,-0.998525,0.224525,0.66032,0.880273,0.567,11.4507
31.0823,0.221284,0.668049,0.887796,0.7509,2.1963,175.3524,0.21271,1.686777,0.113001,0.01519,0.048933,0.015177,-0.998571,0.224175,0.660965,0.879314,5.278,11.4225
31.2017,0.219034,0.673099,0.880975,0.863,2.4069,175.5132,0.218456,1.679292,0.113321,0.015014,0.047678,0.01639,-0.998616,0.221621,0.666321,0.87197,-0.811,11.5636
31.3304,0.217032,0.677438,0.875001,0.9609,2.5909,175.6542,0.222785,1.673422,0.113422,0.017007,0.045996,0.01857,-0.998624,0.219564,0.670296,0.866211,3.039,11.6055
31.4634,0.215403,0.680868,0.870201,1.0394,2.7384,175.7677,0.226547,1.668409,0.113441,0.017855,0.046684,0.019404,-0.998562,0.217718,0.673718,0.861294,3.208,11.6541
31.5945,0.214299,0.683143,0.866978,1.092,2.8375,175.8439,0.229297,1.665008,0.11351,0.018321,0.04784,0.020853,-0.998469,0.216426,0.67624,0.857963,0.772,11.5518
31.732,0.213655,0.684453,0.865108,1.1225,2.8948,175.8882,0.230397,1.663108,0.113464,0.018567,0.045986,0.019263,-0.998584,0.215826,0.677222,0.856093,4.902,11.759
31.8539,0.213478,0.684769,0.864638,1.1279,2.9049,175.8978,0.230663,1.662684,0.113404,0.018869,0.045768,0.019621,-0.998581,0.215638,0.677438,0.855677,2.035,11.7776
31.9684,0.213014,0.685333,0.863676,1.1251,2.8974,175.9081,0.231763,1.661578,0.113302,0.019511,0.0476,0.021433,-0.998446,0.215015,0.678385,0.854602,-0.441,11.6021
32.0947,0.211948,0.68662,0.861468,1.1186,2.8801,175.9315,0.23306,1.659504,0.112853,0.018088,0.043971,0.021038,-0.998647,0.213961,0.679363,0.852572,0.618,11.6557
32.2287,0.210167,0.688734,0.857799,1.1078,2.8514,175.9704,0.23577,1.655849,0.112343,0.019221,0.046792,0.022354,-0.99847,0.212163,0.68159,0.848999,0.999,11.5093
32.3614,0.20781,0.691465,0.852981,1.0937,2.8137,176.0215,0.238841,1.651022,0.111216,0.017832,0.045949,0.016884,-0.998642,0.209614,0.683875,0.844278,0.677,11.6879
32.4788,0.205962,0.693554,0.84923,1.0827,2.7843,176.0613,0.241566,1.647265,0.110433,0.018124,0.045318,0.019276,-0.998622,0.207563,0.685994,0.84061,0.847,11.5771
32.5955,0.204644,0.695017,0.846571,1.0749,2.7634,176.0894,0.243485,1.644488,0.109863,0.018289,0.04528,0.018519,-0.998635,0.206098,0.687479,0.837896,2.073,11.5841
32.6991,0.20389,0.695844,0.845054,1.0704,2.7515,176.1055,0.24482,1.642788,0.109363,0.018813,0.044654,0.019793,-0.998629,0.204994,0.688463,0.836242,5.036,11.5478
32.7948,0.203559,0.696205,0.84439,1.0685,2.7462,176.1125,0.245168,1.642089,0.109229,0.019028,0.044971,0.018299,-0.998639,0.204694,0.688721,0.835556,1.082,11.6336
32.8161,0.20353,0.696236,0.844331,1.0683,2.7458,176.1132,0.245127,1.642062,0.109189,0.01904,0.044773,0.017382,-0.998664,0.204676,0.688667,0.835528,5.371,11.6667
32.9411,0.203225,0.696567,0.84372,1.0665,2.741,176.1197,0.245407,1.641557,0.109109,0.019472,0.045679,0.017052,-0.998621,0.204463,0.688886,0.835033,5.212,11.662
33.0491,0.202492,0.697357,0.842256,1.0621,2.7295,176.1352,0.246452,1.640105,0.108865,0.018462,0.043436,0.020548,-0.998674,0.203726,0.689724,0.833613,4.778,11.5963
33.1633,0.201234,0.698698,0.839748,1.0546,2.7097,176.1619,0.248031,1.637659,0.108241,0.018431,0.044309,0.017098,-0.998701,0.202376,0.690878,0.831223,2.646,11.6242
33.2756,0.199506,0.700507,0.836322,1.0444,2.6827,176.1983,0.25038,1.634441,0.107502,0.017732,0.042259,0.018953,-0.99877,0.200552,0.692675,0.828083,6.839,11.4153
33.386,0.197385,0.702682,0.832138,1.0319,2.6498,176.2428,0.253157,1.630219,0.106785,0.018698,0.046288,0.018732,-0.998577,0.198521,0.694876,0.823949,7.87,11.3697
33.499,0.195592,0.704479,0.828623,1.0214,2.622,176.2801,0.25566,1.626502,0.105793,0.017392,0.042878,0.018745,-0.998753,0.196385,0.696703,0.82032,3.71,11.4033
33.6004,0.194377,0.705675,0.826252,1.0143,2.6033,176.3053,0.257118,1.624003,0.105104,0.017459,0.04234,0.017082,-0.998805,0.195031,0.69772,0.817875,6.64,11.5712
33.7158,0.193496,0.706533,0.824539,1.0092,2.5897,176.3235,0.258659,1.622093,0.104757,0.01882,0.045747,0.018131,-0.998611,0.193964,0.698959,0.816014,3.325,11.4128
33.8406,0.193112,0.706904,0.823792,1.007,2.5838,176.3314,0.25889,1.621272,0.104565,0.017138,0.043478,0.016133,-0.998777,0.193661,0.699087,0.815203,5.004,11.6268
33.9414,0.192871,0.707136,0.823325,1.0056,2.5801,176.3363,0.258963,1.620968,0.104419,0.01758,0.043258,0.016099,-0.99878,0.193489,0.69909,0.814904,5.869,11.6627
34.0484,0.192192,0.707787,0.822007,1.0016,2.5696,176.3503,0.260211,1.619589,0.104121,0.018128,0.042856,0.018942,-0.998737,0.192614,0.700083,0.813565,4.09,11.4361
34.1612,0.190965,0.708949,0.819634,0.9945,2.5508,176.3754,0.261536,1.617236,0.103454,0.01686,0.042067,0.017801,-0.998814,0.191345,0.700991,0.811262,0.583,11.5572
34.2793,0.189148,0.710642,0.816133,0.9841,2.523,176.4124,0.263748,1.613868,0.102533,0.017666,0.042837,0.017044,-0.998781,0.189415,0.702585,0.807973,1.772,11.4706
34.4163,0.18652,0.713028,0.811101,0.9691,2.483,176.4656,0.267125,1.608759,0.101145,0.017403,0.043458,0.017449,-0.998751,0.186486,0.705028,0.802984,4.862,11.3967
34.5334,0.184651,0.714682,0.807542,0.9584,2.4547,176.5032,0.269223,1.605319,0.100177,0.015852,0.038468,0.016583,-0.998997,0.184564,0.7065,0.799621,6.42,11.3881
34.6503,0.183351,0.715811,0.805077,0.9511,2.435,176.5293,0.270701,1.602629,0.099478,0.017146,0.042429,0.015004,-0.99884,0.183187,0.707533,0.796986,6.232,11.5768
34.7658,0.182591,0.716464,0.803639,0.9468,2.4235,176.5445,0.271777,1.601075,0.099044,0.014674,0.037744,0.017148,-0.999032,0.182262,0.708314,0.79547,5.416,11.5444
34.8815,0.182347,0.716672,0.803178,0.9454,2.4199,176.5493,0.272138,1.600591,0.098934,0.015713,0.038309,0.017454,-0.99899,0.181986,0.708592,0.794998,4.312,11.5038
34.9925,0.181939,0.71702,0.802407,0.9431,2.4137,176.5574,0.272551,1.599758,0.098641,0.016267,0.040611,0.015056,-0.998929,0.181512,0.708837,0.794183,-0.898,11.6095
35.1012,0.181065,0.717759,0.800757,0.9382,2.4006,176.5748,0.27347,1.59836,0.098325,0.01668,0.044282,0.014986,-0.998767,0.180769,0.70953,0.792815,7.225,11.4402
35.2123,0.179655,0.718936,0.798105,0.9302,2.3796,176.6027,0.274995,1.595768,0.097413,0.014613,0.038871,0.015308,-0.99902,0.179183,0.710507,0.790284,-0.85,11.5074
35.3182,0.177884,0.720387,0.794784,0.9203,2.3531,176.6376,0.276962,1.592692,0.096498,0.015853,0.040918,0.015173,-0.998921,0.177379,0.711882,0.787281,7.789,11.353
35.4347,0.175522,0.722276,0.790376,0.9071,2.318,176.684,0.279743,1.587823,0.095081,0.015668,0.040253,0.014493,-0.998962,0.174702,0.713777,0.782518,-0.985,11.6048
35.5472,0.173704,0.723695,0.787,0.897,2.291,176.7195,0.281731,1.584464,0.094147,0.014746,0.038964,0.014357,-0.999029,0.172862,0.715166,0.779232,3.136,11.5667
35.6423,0.172573,0.724563,0.784905,0.8908,2.2743,176.7416,0.28308,1.582353,0.093442,0.0145,0.037845,0.016465,-0.999043,0.171556,0.716074,0.777173,5.774,11.5276
35.6638,0.172361,0.724725,0.784512,0.8896,2.2712,176.7457,0.283279,1.581854,0.093424,0.015414,0.041087,0.015204,-0.998921,0.171434,0.716249,0.776679,2.529,11.578
35.7823,0.171561,0.72533,0.783036,0.8852,2.2593,176.7612,0.284112,1.580317,0.09275,0.014478,0.035506,0.015291,-0.999148,0.170407,0.716705,0.775179,5.193,11.724
35.9115,0.171283,0.72554,0.782521,0.8837,2.2552,176.7666,0.284242,1.579912,0.092704,0.014343,0.038318,0.01325,-0.999075,0.170294,0.716805,0.774779,0.947,11.7144
36.0234,0.17079,0.725908,0.781615,0.881,2.2479,176.7763,0.284904,1.578991,0.092435,0.013843,0.038469,0.013527,-0.999072,0.169725,0.717284,0.773881,3.917,11.6327
36.1246,0.169888,0.726577,0.779956,0.8761,2.2345,176.7939,0.285971,1.577372,0.092013,0.014745,0.040051,0.015829,-0.998963,0.168815,0.718063,0.7723,5.739,11.5005
36.2555,0.168139,0.727855,0.776748,0.8667,2.2086,176.828,0.28766,1.574273,0.090809,0.014948,0.037392,0.014266,-0.999087,0.166878,0.719061,0.769273,3.151,11.6107
36.3707,0.165956,0.729412,0.77276,0.8549,2.1764,176.8704,0.289908,1.570254,0.089615,0.015271,0.03986,0.013627,-0.998996,0.164668,0.720571,0.765341,1.403,11.6138
36.4992,0.163451,0.73115,0.768204,0.8415,2.1395,176.9188,0.292576,1.565729,0.088039,0.013542,0.03421,0.01657,-0.999186,0.161912,0.722289,0.760922,3.549,11.5716
36.6277,0.161622,0.732386,0.76489,0.8318,2.1126,176.9541,0.294415,1.562222,0.086921,0.016176,0.042139,0.013054,-0.998896,0.15997,0.723463,0.757489,8.835,11.7098
36.7345,0.160613,0.733056,0.763067,0.8264,2.0977,176.9735,0.295505,1.560194,0.086204,0.013415,0.035904,0.013477,-0.999174,0.158773,0.724135,0.755506,-1.225,11.8381
36.8406,0.160103,0.733392,0.762145,0.8237,2.0902,176.9833,0.29604,1.559333,0.085818,0.01537,0.038391,0.013798,-0.999049,0.15816,0.724447,0.754668,4.552,11.8192
36.9654,0.15994,0.733583,0.761639,0.8279,2.0976,176.9784,0.296279,1.558873,0.085779,0.015829,0.040157,0.013986,-0.99897,0.158003,0.724647,0.754215,3.864,11.7773
37.0777,0.159589,0.734162,0.760114,0.8476,2.133,176.9516,0.296819,1.55736,0.085818,0.014793,0.040095,0.014165,-0.998986,0.157744,0.725164,0.752716,0.551,11.7932
37.1764,0.159057,0.735031,0.757805,0.8773,2.1868,176.911,0.297868,1.554963,0.085558,0.014148,0.036903,0.013704,-0.999125,0.156961,0.72601,0.750352,-0.956,11.8872
37.1989,0.158894,0.735294,0.7571,0.8863,2.2033,176.8987,0.298021,1.554457,0.085581,0.014452,0.039453,0.013244,-0.999029,0.156896,0.726163,0.74985,5.135,11.8296
37.3249,0.15783,0.73699,0.752508,0.9454,2.3106,176.8182,0.300023,1.550122,0.085424,0.015993,0.041512,0.014519,-0.998904,0.155711,0.727928,0.745572,6.031,11.607
37.4773,0.156069,0.739697,0.744964,1.0423,2.4877,176.6866,0.303059,1.542305,0.084949,0.017239,0.04058,0.016152,-0.998897,0.153663,0.730512,0.737846,-0.66,11.8665
37.6025,0.154238,0.742386,0.737188,1.142,2.6714,176.5516,0.306282,1.534485,0.084433,0.016373,0.03522,0.021103,-0.999023,0.151495,0.733245,0.730124,0.38,11.8728
37.7194,0.15224,0.745179,0.728775,1.2499,2.8714,176.4062,0.309414,1.525959,0.083926,0.018628,0.042079,0.020558,-0.998729,0.149353,0.735909,0.721693,0.6,12.0174
37.8362,0.150384,0.747646,0.721024,1.3492,3.0569,176.2729,0.312486,1.518105,0.083352,0.021115,0.046087,0.021061,-0.998492,0.1472,0.73848,0.713935,0.588,12.0171
37.9728,0.148625,0.749876,0.71373,1.4426,3.2325,176.148,0.315216,1.510821,0.082724,0.02006,0.041256,0.026106,-0.998606,0.145171,0.740716,0.706737,2.998,12.0299
38.0864,0.14747,0.751284,0.708967,1.5035,3.3478,176.0667,0.316788,1.505781,0.082416,0.020141,0.041228,0.026583,-0.998593,0.144024,0.742038,0.701747,0.633,12.2266
38.2045,0.146586,0.752332,0.705334,1.55,3.436,176.0048,0.318219,1.502025,0.081966,0.021603,0.044943,0.026514,-0.998404,0.142855,0.743155,0.69804,2.296,12.3024
38.3075,0.146079,0.752921,0.703256,1.5766,3.4866,175.9695,0.31911,1.49979,0.08179,0.022417,0.044838,0.029382,-0.99831,0.142223,0.743896,0.695833,5.082,12.3057
38.4112,0.14581,0.753232,0.702151,1.5907,3.5135,175.9507,0.319299,1.498686,0.081653,0.021073,0.043739,0.026657,-0.998465,0.14198,0.744015,0.694737,0.553,12.4333
38.5183,0.145602,0.75334,0.701734,1.591,3.5135,175.9523,0.319357,1.498367,0.081531,0.021372,0.043025,0.026871,-0.998484,0.141835,0.744015,0.694423,-0.606,12.4338
38.6386,0.144794,0.753634,0.70053,1.5819,3.4932,175.9742,0.320053,1.497119,0.080932,0.022017,0.041122,0.028182,-0.998514,0.140947,0.744379,0.693207,3.177,12.4129
38.7474,0.143432,0.754121,0.698506,1.5666,3.459,176.0111,0.321101,1.49519,0.079981,0.020424,0.043005,0.02866,-0.998455,0.139564,0.744905,0.691327,3.464,12.3051
38.8505,0.141645,0.754745,0.695852,1.5466,3.414,176.0596,0.32199,1.49275,0.078692,0.021715,0.044826,0.023778,-0.998476,0.137934,0.745143,0.688941,6.165,12.3989
38.945,0.139549,0.755454,0.692746,1.5231,3.3613,176.1163,0.323614,1.489472,0.07704,0.019638,0.041858,0.025747,-0.998599,0.135621,0.745881,0.685744,1.129,12.4935
38.9661,0.138996,0.755637,0.691928,1.5169,3.3474,176.1313,0.32409,1.488797,0.076797,0.021074,0.045265,0.026819,-0.998393,0.135168,0.746203,0.685087,5.342,12.2657
39.0563,0.136487,0.756448,0.688221,1.4889,3.2842,176.1992,0.325666,1.485147,0.074792,0.020703,0.04322,0.024716,-0.998545,0.132551,0.746743,0.681525,3.944,12.4305
39.0774,0.135814,0.75666,0.687227,1.4813,3.2672,176.2175,0.325973,1.484397,0.074421,0.02132,0.042607,0.025112,-0.998549,0.132058,0.746858,0.680792,8.782,12.3127
39.1608,0.133094,0.757492,0.68322,1.451,3.1986,176.2911,0.327972,1.479982,0.072102,0.020687,0.044189,0.022548,-0.998554,0.128946,0.747641,0.676483,0.489,12.6345
39.1819,0.132312,0.757724,0.682071,1.4423,3.1789,176.3122,0.328296,1.479228,0.071628,0.019935,0.041124,0.023295,-0.998684,0.128352,0.747724,0.675749,4.728,12.4752
39.2896,0.128781,0.758731,0.676886,1.403,3.0897,176.4078,0.330995,1.47374,0.068867,0.020926,0.044164,0.022922,-0.998542,0.124495,0.748945,0.670396,3.62,12.5004
39.4061,0.125617,0.759579,0.672254,1.3678,3.0096,176.4934,0.333074,1.469025,0.066253,0.018837,0.037513,0.024056,-0.998829,0.121073,0.74967,0.665796,1.659,12.6708
39.5172,0.123222,0.760187,0.668755,1.3412,2.9489,176.5582,0.33462,1.465407,0.064275,0.019456,0.039119,0.022891,-0.998783,0.118495,0.750194,0.662265,5.883,12.8183
39.6174,0.121556,0.760592,0.666326,1.3227,2.9066,176.6033,0.335697,1.462955,0.063011,0.018352,0.039281,0.021586,-0.998826,0.116802,0.750612,0.659871,6.25,12.8011
39.7201,0.120342,0.760879,0.664556,1.3093,2.8758,176.6362,0.336572,1.460912,0.061899,0.019202,0.039854,0.022461,-0.998769,0.11535,0.750911,0.657877,0.924,12.9952
