elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
8.8203,0.137964,0.027537,1.30318,0.6633,8.1209,176.3185,-0.328276,2.106681,-0.23535,0.047611,0.011669,0.057759,-0.997126,0.172009,0.015896,1.293438,2.223,37.2758
8.9195,0.140733,0.035264,1.301197,0.7435,8.0079,176.539,-0.323119,2.104916,-0.229876,0.048009,0.017031,0.052562,-0.997318,0.174497,0.022994,1.291677,8.011,37.1639
8.9406,0.141395,0.037139,1.300706,0.763,7.9805,176.5925,-0.32149,2.104275,-0.228512,0.046837,0.013401,0.055365,-0.997277,0.174955,0.025071,1.291045,5.624,36.9495
9.0617,0.144978,0.047523,1.297912,0.871,7.8286,176.8886,-0.31315,2.101248,-0.220372,0.044308,0.006817,0.058997,-0.997251,0.178338,0.03623,1.288041,1.748,36.5772
9.1788,0.147925,0.056367,1.295435,0.963,7.6993,177.1405,-0.306696,2.09879,-0.214157,0.045369,0.009656,0.055969,-0.997354,0.180877,0.044828,1.285603,2.034,36.2711
9.3002,0.150339,0.06383,1.293275,1.0407,7.5902,177.3531,-0.301011,2.096729,-0.208498,0.043639,0.00862,0.055382,-0.997474,0.183281,0.052484,1.283556,6.878,36.1714
9.4199,0.152207,0.069755,1.291515,1.1024,7.5035,177.5219,-0.295976,2.094712,-0.204435,0.044393,0.005081,0.058875,-0.997265,0.184558,0.058838,1.281573,2.068,35.5615
9.5355,0.153527,0.074023,1.290223,1.1469,7.441,177.6434,-0.292996,2.09349,-0.201415,0.042171,-0.001253,0.059084,-0.997361,0.185863,0.062876,1.280356,9.226,35.5978
9.6467,0.154357,0.076747,1.289386,1.1753,7.4012,177.7209,-0.290618,2.092548,-0.199386,0.040394,-0.000526,0.060353,-0.997359,0.186564,0.065927,1.279427,3.488,35.4051
9.7634,0.154808,0.078239,1.288925,1.1909,7.3793,177.7634,-0.289345,2.092107,-0.198042,0.042395,0.001725,0.059393,-0.997333,0.187172,0.067676,1.278987,3.842,35.4645
9.8866,0.155,0.078809,1.288781,1.1926,7.3744,177.7695,-0.289089,2.092022,-0.197813,0.042511,0.001695,0.05893,-0.997355,0.187257,0.068009,1.278903,1.769,35.4217
10.002,0.155593,0.080486,1.288405,1.1914,7.365,177.7721,-0.287894,2.091522,-0.196542,0.042711,0.00582,0.055753,-0.997514,0.187833,0.069656,1.278404,0.589,35.4493
10.1161,0.156631,0.083439,1.287734,1.1891,7.3483,177.7768,-0.285903,2.091005,-0.194099,0.041394,0.006832,0.055256,-0.99759,0.189093,0.072544,1.277881,5.73,35.6306
10.2246,0.158019,0.08743,1.286812,1.1861,7.3258,177.7831,-0.282936,2.090133,-0.191607,0.04008,-0.002855,0.059481,-0.99742,0.189942,0.076328,1.277027,6.469,35.1868
10.3274,0.159678,0.092263,1.285671,1.1824,7.2985,177.7908,-0.278979,2.088748,-0.187931,0.041093,0.003423,0.058616,-0.997429,0.191384,0.081537,1.275657,0.749,34.9368
10.4238,0.161242,0.096883,1.284556,1.1789,7.2723,177.7981,-0.275542,2.087663,-0.184495,0.040046,0.001422,0.05889,-0.99746,0.192855,0.086171,1.27458,5.437,34.8381
10.445,0.161554,0.097813,1.284329,1.1782,7.2671,177.7995,-0.274682,2.087355,-0.183809,0.039517,-0.001358,0.05986,-0.997423,0.193067,0.087252,1.274277,1.515,34.7228
10.5355,0.162654,0.101114,1.283514,1.1757,7.2484,177.8048,-0.272104,2.086654,-0.181328,0.042017,0.00606,0.056167,-0.997519,0.194089,0.090682,1.273584,0.827,34.577
10.5565,0.162881,0.101798,1.283344,1.1752,7.2445,177.8059,-0.271658,2.086534,-0.181,0.043066,0.006135,0.055732,-0.997498,0.194176,0.09123,1.273467,4.593,34.4764
10.6461,0.163625,0.104054,1.282778,1.1734,7.2317,177.8094,-0.270046,2.085732,-0.179171,0.04115,0.002665,0.056522,-0.997549,0.195051,0.093505,1.272665,2.183,34.6571
10.6672,0.163771,0.104497,1.282666,1.1731,7.2292,177.8101,-0.269789,2.085638,-0.178935,0.041755,0.002826,0.056382,-0.997532,0.195141,0.093842,1.272572,7.561,34.6344
10.7841,0.164281,0.106055,1.282272,1.1719,7.2204,177.8126,-0.268228,2.085244,-0.177595,0.039894,-0.002363,0.058582,-0.997482,0.195617,0.095845,1.272186,-0.677,34.4655
10.8879,0.164416,0.106467,1.282167,1.1716,7.218,177.8133,-0.268051,2.085169,-0.177434,0.040039,-0.002222,0.058073,-0.997507,0.195677,0.096077,1.272112,2.964,34.443
10.9896,0.164759,0.107522,1.281897,1.1707,7.2121,177.815,-0.267231,2.0849,-0.17662,0.040171,0.003058,0.056877,-0.997568,0.196023,0.09718,1.271845,5.132,34.4301
11.0987,0.165486,0.109764,1.281321,1.1689,7.1994,177.8186,-0.265744,2.084337,-0.175178,0.039956,0.001566,0.056803,-0.997584,0.196617,0.099166,1.271287,5.031,34.3827
11.208,0.1666,0.113235,1.280418,1.1661,7.1797,177.8242,-0.263215,2.083544,-0.17279,0.041647,0.00437,0.054605,-0.99763,0.197576,0.102511,1.270501,6.579,34.2463
11.3107,0.16796,0.117524,1.279282,1.1627,7.1553,177.8312,-0.259715,2.082142,-0.169765,0.039298,-0.002163,0.059636,-0.997444,0.198643,0.107019,1.269119,0.577,33.9862
11.4335,0.169868,0.123641,1.277627,1.1577,7.1205,177.8411,-0.255574,2.080724,-0.165221,0.04095,0.005431,0.052682,-0.997757,0.200772,0.112786,1.267701,6.154,34.2265
11.5533,0.171302,0.128323,1.276332,1.1539,7.0939,177.8487,-0.25142,2.079215,-0.161855,0.039587,0.001699,0.056147,-0.997636,0.201844,0.118032,1.266219,1.867,33.7778
11.6783,0.172353,0.131798,1.275354,1.151,7.074,177.8544,-0.248345,2.078223,-0.159449,0.041826,0.004086,0.05631,-0.997528,0.202565,0.121875,1.265249,0.954,33.3672
11.7996,0.172907,0.133649,1.274828,1.1495,7.0635,177.8574,-0.247066,2.077606,-0.158006,0.039093,0.001701,0.056616,-0.997629,0.203252,0.123676,1.264631,6.459,33.5298
11.9072,0.173063,0.134173,1.274678,1.1491,7.0605,177.8583,-0.246634,2.077462,-0.157576,0.037975,-0.001044,0.05838,-0.997571,0.203436,0.124257,1.264489,6.062,33.5354
12.0121,0.173344,0.135115,1.274408,1.1483,7.0551,177.8598,-0.24595,2.077259,-0.156873,0.0382,-0.001878,0.058462,-0.997557,0.203745,0.125188,1.264286,2.301,33.5446
12.1152,0.173923,0.137069,1.273845,1.1467,7.0439,177.8629,-0.244663,2.076739,-0.155659,0.039297,0.001769,0.053733,-0.99778,0.204228,0.126891,1.263771,5.647,33.5183
12.2168,0.174798,0.140048,1.272978,1.1443,7.0269,177.8676,-0.242233,2.075837,-0.153907,0.040346,0.001964,0.056063,-0.99761,0.204661,0.129863,1.262889,6.922,33.1264
12.3283,0.176062,0.144407,1.271691,1.1407,7.0019,177.8746,-0.238892,2.074521,-0.150727,0.039,0.001095,0.055964,-0.99767,0.205941,0.134297,1.261585,1.844,33.1226
12.438,0.177603,0.149815,1.270064,1.1362,6.9709,177.8833,-0.234771,2.072797,-0.147299,0.039453,0.001387,0.05548,-0.997679,0.207076,0.139544,1.259886,2.795,32.8284
12.5355,0.1788,0.154086,1.268755,1.1326,6.9463,177.8901,-0.231142,2.07138,-0.144013,0.037497,-0.002669,0.057014,-0.997665,0.208316,0.144285,1.258485,0.559,32.7531
12.5565,0.179009,0.154841,1.268522,1.132,6.9419,177.8913,-0.230768,2.071177,-0.143387,0.037753,0.004653,0.053418,-0.997847,0.208698,0.144904,1.258277,4.914,32.9408
12.6655,0.179959,0.15829,1.267447,1.1291,6.9221,177.8969,-0.227844,2.070046,-0.141167,0.038176,-0.00099,0.057146,-0.997635,0.209318,0.14853,1.257169,4.426,32.6005
12.7822,0.180599,0.160638,1.266707,1.1271,6.9085,177.9007,-0.225727,2.069256,-0.139637,0.037563,-0.004123,0.059194,-0.997531,0.209697,0.151119,1.256397,4.709,32.3042
12.9021,0.180881,0.161676,1.266378,1.1263,6.9025,177.9023,-0.224963,2.0689,-0.138799,0.037556,-0.000927,0.057159,-0.997658,0.210087,0.152184,1.256042,0.598,32.403
13.0012,0.180937,0.161912,1.266229,1.1168,6.9076,177.8991,-0.224776,2.068692,-0.138671,0.038236,-0.00055,0.056898,-0.997647,0.210109,0.152411,1.255835,-0.662,32.3931
13.0231,0.180961,0.162014,1.266158,1.1119,6.9103,177.8974,-0.22483,2.068652,-0.138626,0.039084,0.001742,0.054973,-0.997721,0.210173,0.152385,1.255793,4.337,32.4577
13.1451,0.18118,0.162961,1.265498,1.0665,6.9354,177.8814,-0.223996,2.068159,-0.137788,0.039416,0.004623,0.05476,-0.997711,0.210527,0.153513,1.255301,1.945,32.4723
13.2799,0.181596,0.16478,1.264224,0.9789,6.9835,177.8506,-0.22284,2.06691,-0.136637,0.039446,0.002884,0.049875,-0.997972,0.210989,0.15508,1.254056,3.068,32.5803
13.4249,0.18222,0.167575,1.262248,0.8437,7.0568,177.8028,-0.220405,2.064816,-0.135337,0.04117,0.000473,0.053716,-0.997707,0.210978,0.157865,1.251994,5.893,32.0391
13.5451,0.182871,0.170581,1.260098,0.6974,7.1347,177.7509,-0.217842,2.062543,-0.133241,0.041852,0.003134,0.051873,-0.997772,0.211614,0.161126,1.249738,1.912,31.9823
13.6853,0.183762,0.174855,1.256997,0.4877,7.244,177.6762,-0.214399,2.05931,-0.130494,0.042025,0.000546,0.052486,-0.997737,0.2124,0.165478,1.24653,-0.816,31.9
13.7829,0.184417,0.178138,1.254578,0.3253,7.3268,177.6181,-0.211884,2.05712,-0.128333,0.044105,0.004352,0.048644,-0.997832,0.213117,0.168725,1.244354,4.961,31.8875
13.8041,0.184539,0.178764,1.254113,0.2941,7.3424,177.6069,-0.21096,2.05634,-0.128112,0.04265,-0.004189,0.053868,-0.997628,0.212872,0.169659,1.243593,2.375,31.5642
13.9517,0.185315,0.182853,1.251048,0.0899,7.4437,177.5334,-0.207757,2.053227,-0.125186,0.047367,0.007535,0.044998,-0.997835,0.21393,0.173877,1.240495,0.535,31.7917
14.0699,0.185784,0.185432,1.249088,-0.04,7.5068,177.4864,-0.205282,2.051077,-0.124104,0.04914,0.003075,0.048414,-0.997613,0.213706,0.176598,1.238384,1.635,31.1801
14.1813,0.186119,0.187327,1.247634,-0.1359,7.5527,177.4517,-0.203919,2.049627,-0.122788,0.049812,0.005045,0.046338,-0.99767,0.214214,0.178427,1.236938,4.505,31.352
14.2821,0.186334,0.188569,1.246675,-0.199,7.5825,177.4287,-0.202593,2.048512,-0.121905,0.049911,0.007704,0.04764,-0.997587,0.214366,0.180023,1.235837,5.044,31.2452
14.3867,0.186478,0.189413,1.246021,-0.2419,7.6027,177.4131,-0.201903,2.047763,-0.121548,0.049632,0.001374,0.04825,-0.9976,0.214348,0.180808,1.235097,1.685,31.1461
14.4951,0.186545,0.189809,1.245714,-0.2621,7.6122,177.4058,-0.201661,2.047443,-0.121122,0.049598,0.004602,0.045134,-0.997738,0.214607,0.181221,1.234773,2.027,31.3196
14.6058,0.186646,0.19023,1.245433,-0.2693,7.6183,177.4129,-0.201335,2.047184,-0.120748,0.049459,0.008691,0.043998,-0.997769,0.214785,0.181684,1.234514,4.46,31.3693
14.7037,0.186876,0.191172,1.24481,-0.2837,7.6315,177.4307,-0.200498,2.046697,-0.120081,0.04941,0.005406,0.045894,-0.997709,0.214985,0.182738,1.234033,2.253,31.2636
14.7247,0.186939,0.191432,1.244638,-0.2877,7.6352,177.4357,-0.200182,2.04639,-0.120181,0.048617,0.00041,0.050002,-0.997565,0.214743,0.182978,1.233736,6.331,31.0374
14.8337,0.187378,0.193233,1.243438,-0.3154,7.6605,177.4698,-0.19898,2.045141,-0.118867,0.051064,0.00659,0.04448,-0.997683,0.21533,0.18466,1.232488,-0.953,31.2199
14.9534,0.188055,0.196013,1.241569,-0.3582,7.6998,177.5226,-0.196665,2.043472,-0.116952,0.0523,0.00857,0.044326,-0.99761,0.215936,0.187611,1.230834,2.337,31.0352
15.0603,0.188831,0.199206,1.239395,-0.4075,7.7452,177.5835,-0.19453,2.041232,-0.114755,0.049985,0.005795,0.043387,-0.99779,0.216856,0.190536,1.228598,0.554,31.259
15.1688,0.189762,0.203042,1.236743,-0.4672,7.8003,177.6571,-0.191069,2.038433,-0.11268,0.05271,0.002277,0.048384,-0.997435,0.217049,0.194595,1.22584,0.654,30.5743
15.2806,0.190888,0.207688,1.233474,-0.5399,7.8677,177.7466,-0.189153,2.03551,-0.109659,0.065019,0.032791,0.018707,-0.99717,0.218781,0.197706,1.222897,3.728,31.4569
15.4006,0.192267,0.213399,1.229365,-0.6301,7.9516,177.8575,-0.184674,2.031482,-0.105634,0.060425,0.030094,0.02088,-0.9975,0.220211,0.203571,1.21889,6.903,31.4196
15.5293,0.193778,0.219674,1.224734,-0.7301,8.0452,177.9803,-0.179402,2.026455,-0.101464,0.065974,0.033027,0.019075,-0.997092,0.221381,0.210219,1.213902,1.499,31.1224
15.6395,0.194893,0.224317,1.221227,-0.8049,8.1154,178.072,-0.175841,2.022932,-0.098624,0.067377,0.029652,0.017712,-0.99713,0.222188,0.214722,1.210405,4.365,30.8891
15.7661,0.195963,0.228782,1.217787,-0.8773,8.1837,178.1608,-0.172575,2.019425,-0.095635,0.067966,0.028433,0.01474,-0.997174,0.22326,0.219029,1.206913,6.324,30.9596
15.9027,0.196877,0.232605,1.214789,-0.9398,8.2428,178.2372,-0.169248,2.01616,-0.09293,0.069681,0.028543,0.015303,-0.997044,0.224061,0.22326,1.203671,0.931,30.8212
16.0071,0.19741,0.234842,1.213011,-0.9766,8.2777,178.2822,-0.167191,2.014312,-0.091086,0.064171,0.022393,0.02149,-0.997456,0.224714,0.225952,1.201833,4.824,30.8138
16.1023,0.197779,0.236388,1.211773,-1.0021,8.302,178.3134,-0.165881,2.01301,-0.090357,0.068408,0.022106,0.021286,-0.997185,0.224729,0.227465,1.200547,0.563,30.5277
16.1234,0.197847,0.236673,1.211544,-1.0068,8.3064,178.3191,-0.165894,2.012828,-0.090198,0.068968,0.025629,0.018188,-0.997124,0.224871,0.227528,1.200362,2.574,30.6428
16.2403,0.198102,0.237745,1.210679,-1.0246,8.3233,178.3408,-0.165019,2.011745,-0.089153,0.063607,0.021622,0.021915,-0.9975,0.225371,0.228794,1.199278,5.305,30.8828
16.3664,0.198198,0.238162,1.210365,-1.0304,8.3284,178.3482,-0.164676,2.011522,-0.088748,0.064953,0.022318,0.021664,-0.997403,0.22557,0.229286,1.199053,6.635,30.9184
16.4877,0.198413,0.239277,1.209903,-1.0293,8.3182,178.3501,-0.163706,2.011107,-0.0882,0.065773,0.01992,0.020511,-0.997425,0.225606,0.230403,1.198651,2.207,30.7378
16.6354,0.199041,0.24259,1.208519,-1.0259,8.288,178.356,-0.161182,2.009732,-0.086356,0.066118,0.022878,0.019438,-0.99736,0.226064,0.233505,1.197297,0.582,30.638
16.7666,0.199922,0.247343,1.20651,-1.0211,8.2445,178.3644,-0.157398,2.007863,-0.083572,0.063304,0.021026,0.02178,-0.997535,0.226772,0.238162,1.19546,6.944,30.4517
16.9043,0.201076,0.253782,1.203743,-1.0146,8.1855,178.3759,-0.152047,2.004922,-0.079919,0.064274,0.01844,0.020612,-0.997549,0.227511,0.244622,1.192571,2.473,30.1253
17.0297,0.20195,0.258835,1.201535,-1.0094,8.1391,178.3849,-0.14763,2.00261,-0.07718,0.066114,0.018534,0.02163,-0.997405,0.22788,0.249827,1.190308,0.524,29.6576
17.1455,0.202502,0.262118,1.200083,-1.006,8.1089,178.3907,-0.144866,2.001053,-0.074975,0.065879,0.019123,0.020411,-0.997436,0.228543,0.253309,1.18877,2.116,29.7277
17.2824,0.202864,0.264303,1.199109,-1.0037,8.0887,178.3946,-0.142088,2.000053,-0.073345,0.058176,0.004822,0.034905,-0.997684,0.228707,0.256536,1.187803,4.21,29.2588
17.4036,0.202959,0.264884,1.19885,-1.0032,8.0834,178.3956,-0.141995,1.9999,-0.073229,0.060855,0.010418,0.029102,-0.997668,0.228763,0.256673,1.187649,1.378,29.3039
17.5253,0.203169,0.266174,1.198271,-1.002,8.0715,178.3978,-0.141551,1.999204,-0.072477,0.064205,0.019693,0.022348,-0.997492,0.22921,0.257418,1.186948,6.613,29.7162
17.6398,0.203571,0.268675,1.197143,-0.9997,8.0485,178.4021,-0.1388,1.998091,-0.071325,0.060314,0.008316,0.032676,-0.99761,0.228957,0.260405,1.185878,5.065,28.9779
17.7509,0.204137,0.27227,1.195507,-0.9963,8.0153,178.4082,-0.136263,1.99655,-0.06947,0.067672,0.019267,0.021856,-0.997282,0.229412,0.263526,1.184359,-0.767,28.9752
17.8622,0.204877,0.277114,1.193277,-0.9918,7.9706,178.4164,-0.132484,1.994186,-0.066913,0.068516,0.022327,0.020342,-0.997193,0.229905,0.268081,1.182032,2.57,28.8865
17.9781,0.205661,0.282444,1.190787,-0.9868,7.9212,178.4256,-0.127542,1.991587,-0.063289,0.062003,0.014875,0.026764,-0.997606,0.230814,0.274159,1.179475,1.56,28.7975
18.0832,0.206186,0.286143,1.189038,-0.9833,7.8868,178.4319,-0.124096,1.989957,-0.061421,0.057974,0.003931,0.033677,-0.997742,0.230868,0.278097,1.177889,3.665,28.2521
18.1993,0.206588,0.289045,1.187652,-0.9806,7.8599,178.4369,-0.121591,1.988375,-0.059572,0.056412,0.002379,0.034149,-0.997821,0.231331,0.281186,1.176328,6.053,28.3234
18.309,0.206801,0.290611,1.1869,-0.9791,7.8453,178.4395,-0.120519,1.98763,-0.059099,0.063919,0.012905,0.025607,-0.997543,0.231243,0.282365,1.1756,7.509,28.1624
18.4167,0.20687,0.291121,1.186648,-0.9764,7.838,178.4409,-0.120276,1.987386,-0.058929,0.065872,0.016796,0.022265,-0.997438,0.231277,0.282662,1.175358,6.68,28.1909
18.5431,0.207082,0.292597,1.185828,-0.9361,7.7805,178.4525,-0.118273,1.986516,-0.0575,0.055165,-0.000683,0.037182,-0.997785,0.231617,0.285105,1.174506,-0.781,28.0409
18.6603,0.207511,0.295641,1.184128,-0.853,7.6617,178.4761,-0.116719,1.98491,-0.056616,0.0644,0.018059,0.02152,-0.997529,0.23165,0.28691,1.172919,0.429,28.01
18.7702,0.208098,0.299917,1.181719,-0.7359,7.4948,178.5089,-0.113082,1.982633,-0.054291,0.058304,0.012217,0.027081,-0.997857,0.232003,0.291232,1.170681,1.603,27.7255
18.8781,0.208815,0.305339,1.178626,-0.5869,7.2829,178.5497,-0.107994,1.979479,-0.051069,0.050205,-0.00029,0.038758,-0.997987,0.232471,0.297265,1.167583,1.575,27.3261
18.9823,0.209641,0.311884,1.174837,-0.4062,7.0269,178.5978,-0.102821,1.976126,-0.047919,0.049451,0.003462,0.03601,-0.998121,0.232829,0.303343,1.164289,5.099,26.8675
19.0961,0.210652,0.320431,1.169794,-0.1689,6.6919,178.6587,-0.096316,1.97111,-0.043609,0.052149,0.016497,0.025065,-0.998188,0.233566,0.311155,1.159339,2.713,26.8405
19.1997,0.211637,0.329457,1.164352,0.0834,6.3375,178.7207,-0.088791,1.966003,-0.039419,0.048671,0.012204,0.027938,-0.998349,0.233731,0.319822,1.154327,6.339,26.105
19.2943,0.212465,0.337737,1.159252,0.3166,6.0117,178.7755,-0.080855,1.960676,-0.034666,0.042673,0.009024,0.031015,-0.998567,0.234204,0.329113,1.149092,0.82,25.4991
19.3154,0.212619,0.339366,1.158237,0.3626,5.9476,178.786,-0.079752,1.959741,-0.033725,0.041276,0.007225,0.032129,-0.998605,0.234514,0.330533,1.148164,3.325,25.6686
19.4544,0.21351,0.349461,1.15185,0.6496,5.5491,178.8494,-0.070498,1.953213,-0.028844,0.033498,0.000599,0.03951,-0.998657,0.234467,0.341072,1.14176,2.367,24.7253
19.556,0.213983,0.355403,1.148016,0.8197,5.3141,178.8853,-0.065819,1.949389,-0.025989,0.033983,0.006519,0.03377,-0.99883,0.23477,0.346582,1.137989,3.826,24.707
19.6694,0.214364,0.360578,1.14463,0.9687,5.1091,178.9157,-0.061312,1.945948,-0.023467,0.035235,0.018771,0.02638,-0.998855,0.234869,0.351783,1.134605,0.553,24.4601
19.7836,0.214627,0.364414,1.142093,1.0796,4.9568,178.9376,-0.057332,1.943306,-0.021641,0.029117,0.002832,0.037696,-0.998861,0.23461,0.356189,1.132022,6.159,23.8414
19.9015,0.214787,0.366881,1.140448,1.1511,4.8589,178.9515,-0.055667,1.941664,-0.02055,0.035544,0.021727,0.024299,-0.998836,0.234776,0.358187,1.130398,-0.766,24.0032
20.0259,0.214848,0.367846,1.139803,1.1788,4.8209,178.9568,-0.05425,1.940885,-0.01988,0.02509,0.003129,0.038707,-0.998931,0.234707,0.359763,1.12964,-0.825,23.7282
20.1742,0.214902,0.369016,1.139118,1.1774,4.814,178.9581,-0.053666,1.940298,-0.019441,0.028306,0.008392,0.033436,-0.999005,0.234815,0.36049,1.129058,6.089,23.8839
20.2857,0.214996,0.371163,1.137856,1.1745,4.8015,178.9605,-0.051929,1.939068,-0.01856,0.032569,0.017147,0.027853,-0.998934,0.234775,0.362452,1.127851,0.848,23.8155
20.3923,0.21512,0.374193,1.136063,1.1705,4.7838,178.9638,-0.049668,1.937335,-0.017145,0.030761,0.014729,0.027325,-0.999045,0.234957,0.365129,1.126144,7.099,23.9595
20.4993,0.215268,0.378271,1.133626,1.165,4.7599,178.9684,-0.045369,1.934828,-0.015229,0.024581,-0.001409,0.040575,-0.998873,0.234639,0.369859,1.123702,5.662,23.3338
20.5939,0.215395,0.382338,1.131169,1.1595,4.7359,178.9729,-0.042135,1.932279,-0.013338,0.031143,0.015941,0.029203,-0.998961,0.234779,0.373629,1.121192,0.518,23.4756
20.6149,0.215417,0.383128,1.130689,1.1584,4.7312,178.9738,-0.041037,1.931735,-0.012841,0.023998,0.00365,0.040034,-0.998904,0.234707,0.374839,1.120665,4.514,23.2654
20.762,0.215535,0.387889,1.127773,1.152,4.703,178.9791,-0.036337,1.928841,-0.010613,0.022369,-0.003956,0.043402,-0.998799,0.234473,0.380073,1.117838,1.739,22.7697
20.9081,0.215591,0.390735,1.126012,1.1481,4.686,178.9824,-0.034259,1.926998,-0.00954,0.028576,0.009874,0.032895,-0.999002,0.234429,0.382434,1.116024,6.441,22.8817
21.0336,0.215608,0.39172,1.1254,1.1467,4.6802,178.9835,-0.033175,1.92637,-0.008961,0.026796,0.006846,0.036974,-0.998933,0.234435,0.38367,1.11541,6.761,22.7833
21.1705,0.21562,0.392503,1.124911,1.1457,4.6755,178.9843,-0.032822,1.925971,-0.008748,0.028911,0.008702,0.032855,-0.999004,0.234453,0.384085,1.115016,2.402,22.8785
21.2895,0.215649,0.394421,1.12371,1.1431,4.6641,178.9864,-0.031083,1.924681,-0.007906,0.025906,0.005571,0.035892,-0.999004,0.234375,0.386033,1.113751,3.68,22.8081
21.4232,0.215689,0.398027,1.121436,1.1383,4.6426,178.9904,-0.027613,1.922441,-0.006205,0.022995,0.00023,0.040987,-0.998895,0.234248,0.389924,1.111559,4.364,22.5318
21.5525,0.215716,0.402961,1.118288,1.1316,4.6129,178.9958,-0.023625,1.919324,-0.004397,0.030614,0.014109,0.030878,-0.998955,0.233955,0.394334,1.108503,0.566,22.4241
21.6679,0.215712,0.407575,1.115307,1.1253,4.5851,179.001,-0.019746,1.916227,-0.002349,0.031019,0.018448,0.026341,-0.999001,0.233926,0.398757,1.105458,7.987,22.5057
21.7797,0.215691,0.411042,1.113042,1.1206,4.564,179.0049,-0.015685,1.913788,-0.000744,0.02465,2.4e-05,0.041107,-0.998851,0.233439,0.403133,1.103085,0.94,21.8336
21.89,0.215667,0.413417,1.111479,1.1173,4.5495,179.0075,-0.014059,1.912182,8.4e-05,0.030929,0.017383,0.027993,-0.998978,0.233391,0.404977,1.101502,4.699,22.0204
22.0036,0.21565,0.414809,1.110557,1.1154,4.541,179.0091,-0.012295,1.911073,0.001061,0.023777,0.003452,0.037648,-0.999002,0.233427,0.407005,1.100415,2.136,21.9048
22.1278,0.21567,0.41521,1.110342,1.1054,4.5439,179.0011,-0.012006,1.910887,0.001161,0.024644,0.00438,0.037121,-0.998997,0.23338,0.40731,1.100234,0.879,21.8682
22.2517,0.215882,0.415781,1.110388,1.0241,4.5858,178.93,-0.011393,1.910852,0.001698,0.02422,0.002387,0.037772,-0.99899,0.23358,0.408101,1.100202,-0.749,21.8162
22.3823,0.216336,0.417005,1.110483,0.8495,4.6749,178.7771,-0.010754,1.910918,0.002554,0.028149,0.008406,0.031744,-0.999064,0.234056,0.409057,1.100265,5.49,21.945
22.5192,0.217064,0.418968,1.110628,0.5688,4.8161,178.5307,-0.00883,1.910972,0.004186,0.027241,0.00551,0.035474,-0.998984,0.23464,0.41151,1.100329,0.64,21.6941
22.642,0.217951,0.421361,1.110792,0.2249,4.9853,178.2278,-0.007072,1.910982,0.005971,0.028062,0.00504,0.035197,-0.998974,0.235436,0.413886,1.100342,6.952,21.6981
22.7616,0.218992,0.424169,1.110964,-0.1806,5.1797,177.8692,-0.004689,1.91099,0.008302,0.034573,0.013057,0.029652,-0.998877,0.236435,0.417066,1.100356,1.585,21.6156
22.8845,0.22029,0.427672,1.111149,-0.6898,5.4158,177.4169,-0.001698,1.910842,0.011277,0.036899,0.011651,0.029279,-0.998822,0.237728,0.421083,1.100214,-0.743,21.6114
22.998,0.221597,0.431196,1.111301,-1.2057,5.6461,176.9562,0.0012,1.910771,0.013976,0.039469,0.01381,0.028218,-0.998727,0.23882,0.42489,1.100153,4.164,21.4636
23.1085,0.222767,0.434355,1.111408,-1.6711,5.8461,176.5387,0.003748,1.910817,0.016468,0.043944,0.018779,0.0235,-0.998581,0.239889,0.428289,1.100206,5.831,21.341
23.2189,0.223744,0.436994,1.111475,-2.0622,6.0086,176.1866,0.006087,1.910719,0.01874,0.045681,0.018955,0.021167,-0.998552,0.240852,0.431405,1.100114,0.625,21.2839
23.3294,0.224553,0.439179,1.111516,-2.3873,6.1398,175.8927,0.007921,1.910609,0.020405,0.048338,0.020681,0.019886,-0.998419,0.241502,0.433795,1.100012,1.667,21.1799
23.4467,0.225225,0.440994,1.111539,-2.6584,6.2466,175.647,0.009478,1.910491,0.022087,0.048674,0.021029,0.020245,-0.998388,0.242293,0.435947,1.099894,3.329,21.2688
23.5651,0.225726,0.442346,1.11155,-2.8611,6.3248,175.463,0.010689,1.91039,0.023031,0.051399,0.023134,0.018209,-0.998244,0.242582,0.437455,1.099802,4.716,21.1201
23.6743,0.226009,0.44311,1.111553,-2.9758,6.3684,175.3587,0.011397,1.910381,0.023877,0.052281,0.026179,0.017253,-0.99814,0.243016,0.43847,1.099791,5.613,21.1928
23.7919,0.226141,0.443468,1.111547,-3.0276,6.3875,175.3115,0.011701,1.910354,0.024113,0.052908,0.026592,0.016551,-0.998108,0.243087,0.438848,1.099766,6.784,21.1498
23.9041,0.226324,0.444028,1.111244,-3.0328,6.3705,175.3036,0.011821,1.910195,0.02441,0.055209,0.031154,0.012019,-0.997916,0.243293,0.439092,1.099603,2.428,21.1617
24.0315,0.226842,0.445608,1.110375,-3.0447,6.3204,175.2841,0.012279,1.909362,0.025474,0.059093,0.040679,0.001678,-0.997422,0.244007,0.439992,1.098757,4.554,21.4744
24.1557,0.227679,0.44815,1.108966,-3.0637,6.2396,175.2526,0.014811,1.907995,0.027493,0.051416,0.032225,0.011828,-0.998087,0.244617,0.44318,1.097409,3.569,21.0988
