frame,timestamp_start,x_m,y_m,z_m,qx,qy,qz,qw
0,2026-06-01 20:59:55.267908,0.9870189428329468,1.0123794078826904,0.2903761863708496,-0.0016483477083966136,0.08785601705312729,0.0005961141432635486,0.9961316585540771
1,2026-06-01 20:59:55.267908,0.9870055913925171,1.012366533279419,0.2903929650783539,-0.0014996632235124707,0.08784621953964233,0.0006746490253135562,0.9961327314376831
2,2026-06-01 20:59:55.267908,0.9870085120201111,1.0123653411865234,0.2903892695903778,-0.0014961807755753398,0.08780516684055328,0.0007306840270757675,0.9961363673210144
3,2026-06-01 20:59:55.267908,0.9870133399963379,1.0123589038848877,0.2903887927532196,-0.001470257993787527,0.0878286212682724,0.0007382730836980045,0.9961342811584473
4,2026-06-01 20:59:55.267908,0.987023651599884,1.0123687982559204,0.29037168622016907,-0.0016256726812571287,0.08786458522081375,0.0007307521300390363,0.9961308240890503
5,2026-06-01 20:59:55.267908,0.9870096445083618,1.0123677253723145,0.2903871536254883,-0.001516607473604381,0.08785061538219452,0.0007320621516555548,0.9961322546005249
6,2026-06-01 20:59:55.267908,0.9870129227638245,1.0123770236968994,0.29037779569625854,-0.0016067050164565444,0.0878283828496933,0.0006617129547521472,0.9961341619491577
7,2026-06-01 20:59:55.267908,0.9870045781135559,1.0123658180236816,0.2903970181941986,-0.0014782509533688426,0.0877920463681221,0.0007042066426947713,0.9961375594139099
8,2026-06-01 20:59:55.267908,0.9870083332061768,1.0123662948608398,0.2903848886489868,-0.0014708270318806171,0.0878404825925827,0.0007171399774961174,0.9961332082748413
9,2026-06-01 20:59:55.267908,0.987019419670105,1.0123653411865234,0.29038113355636597,-0.0014994217781350017,0.08783319592475891,0.0007899798220023513,0.9961338043212891
10,2026-06-01 20:59:55.267908,0.9870138764381409,1.0123584270477295,0.29038283228874207,-0.0015314974589273334,0.08786724507808685,0.0007707348559051752,0.9961307048797607
11,2026-06-01 20:59:55.267908,0.9870098233222961,1.012358546257019,0.29038935899734497,-0.001504421466961503,0.08782202005386353,0.0007083231466822326,0.996134877204895
12,2026-06-01 20:59:55.267908,0.987009584903717,1.0123692750930786,0.2903848886489868,-0.0014258940936997533,0.08777276426553726,0.0006950753158889711,0.9961393475532532
13,2026-06-01 20:59:55.267908,0.9870086312294006,1.012369155883789,0.2903805375099182,-0.0014487974112853408,0.08775083720684052,0.0006993155693635345,0.996141254901886
14,2026-06-01 20:59:55.267908,0.9870101809501648,1.0123642683029175,0.29038989543914795,-0.0014619202120229602,0.08784731477499008,0.0007340703741647303,0.9961326122283936
15,2026-06-01 20:59:55.267908,0.9870215654373169,1.0123646259307861,0.2903776466846466,-0.0014741546474397182,0.08785746246576309,0.0007934966124594212,0.9961316585540771
16,2026-06-01 20:59:55.267908,0.9870202541351318,1.0123581886291504,0.29038530588150024,-0.0014941833214834332,0.08784284442663193,0.0007583151455037296,0.9961329698562622
17,2026-06-01 20:59:55.267908,0.9870122075080872,1.0123536586761475,0.2903951406478882,-0.0014881928218528628,0.08791732788085938,0.0007022019126452506,0.9961264729499817
18,2026-06-01 20:59:55.267908,0.9870056509971619,1.0123682022094727,0.2903943359851837,-0.0014685956994071603,0.08790596574544907,0.0007180577958934009,0.9961274266242981
19,2026-06-01 20:59:55.267908,0.9870110154151917,1.0123683214187622,0.29038485884666443,-0.0014110383344814181,0.08776018023490906,0.0006761688855476677,0.9961404204368591
20,2026-06-01 20:59:55.267908,0.9870173335075378,1.012359619140625,0.2903807461261749,-0.0014224332990124822,0.08783765137195587,0.0006464491598308086,0.99613356590271
21,2026-06-01 20:59:55.267908,0.9870156645774841,1.0123587846755981,0.2903777062892914,-0.0014829575084149837,0.0878148078918457,0.0007117322529666126,0.9961354732513428
22,2026-06-01 20:59:55.267908,0.9870343208312988,1.01233971118927,0.2904089391231537,-0.0016504287486895919,0.08804091066122055,0.0009815735975280404,0.9961150884628296
23,2026-06-01 20:59:55.267908,0.9870150685310364,1.012369990348816,0.290388822555542,-0.0015246982220560312,0.0878615602850914,0.0007446928648278117,0.9961313009262085
24,2026-06-01 20:59:55.267908,0.9870090484619141,1.012365698814392,0.2903934419155121,-0.0014547852333635092,0.08787030726671219,0.000719421892426908,0.9961305856704712
25,2026-06-01 20:59:55.267908,0.9870033860206604,1.0123649835586548,0.2903895676136017,-0.001443469082005322,0.08782149851322174,0.000685829552821815,0.9961349964141846
26,2026-06-01 20:59:55.267908,0.9870203733444214,1.0123722553253174,0.2903664708137512,-0.0015908285276964307,0.08776780217885971,0.0006808721227571368,0.9961394667625427
27,2026-06-01 20:59:55.267908,0.9870194792747498,1.0123639106750488,0.29037752747535706,-0.001511843758635223,0.08780626952648163,0.0007540773949585855,0.9961361289024353
28,2026-06-01 20:59:55.267908,0.9870108962059021,1.0123591423034668,0.29038742184638977,-0.0015427792677655816,0.08783534914255142,0.0007181779365055263,0.99613356590271
29,2026-06-01 20:59:55.267908,0.987007737159729,1.01236093044281,0.2903883755207062,-0.001506834290921688,0.08782798796892166,0.0007027115789242089,0.9961342811584473
30,2026-06-01 20:59:55.267908,0.987003743648529,1.0123639106750488,0.29038968682289124,-0.0014865469420328736,0.08777689188718796,0.0006958107696846128,0.996138870716095
31,2026-06-01 20:59:55.267908,0.9870023727416992,1.0123615264892578,0.29039084911346436,-0.001453679520636797,0.08780911564826965,0.0006688478169962764,0.9961361289024353
32,2026-06-01 20:59:55.267908,0.9870125651359558,1.0123612880706787,0.29038679599761963,-0.0015132270054891706,0.08782810717821121,0.0007314836839213967,0.9961342811584473
33,2026-06-01 20:59:55.267908,0.9870128035545349,1.0123622417449951,0.29038411378860474,-0.0015298350481316447,0.08786872774362564,0.0007159608067013323,0.9961307048797607
34,2026-06-01 20:59:55.267908,0.9870061278343201,1.0123645067214966,0.29038751125335693,-0.0015028142370283604,0.08783777058124542,0.00065478595206514,0.9961334466934204
35,2026-06-01 20:59:55.267908,0.9870077967643738,1.0123577117919922,0.2903929352760315,-0.0014895697822794318,0.0878024697303772,0.0006947828223928809,0.9961366057395935
36,2026-06-01 20:59:55.267908,0.9870076775550842,1.0123634338378906,0.29039376974105835,-0.0014867978170514107,0.08780612796545029,0.0006757418741472065,0.9961362481117249
37,2026-06-01 20:59:55.267908,0.9870040416717529,1.012366771697998,0.29039013385772705,-0.0015213595470413566,0.08779978007078171,0.0006675555487163365,0.9961368441581726
38,2026-06-01 20:59:55.267908,0.9870176315307617,1.0123649835586548,0.2903763949871063,-0.0014967229217290878,0.08778346329927444,0.000721900025382638,0.9961382746696472
39,2026-06-01 20:59:55.267908,0.9870190620422363,1.012366771697998,0.2903830111026764,-0.0015151933766901493,0.08780808001756668,0.0007640097173862159,0.9961360096931458
40,2026-06-01 20:59:55.267908,0.9870112538337708,1.0123577117919922,0.2903943359851837,-0.0014677034923806787,0.08783933520317078,0.0007011070847511292,0.9961333274841309
41,2026-06-01 20:59:55.267908,0.9870163202285767,1.0123599767684937,0.2903823256492615,-0.0014677041908726096,0.08779328316450119,0.0007086138939484954,0.9961374402046204
42,2026-06-01 20:59:55.267908,0.9870122671127319,1.012355089187622,0.2903949022293091,-0.0014674903359264135,0.08781258016824722,0.0006739309174008667,0.9961357116699219
43,2026-06-01 20:59:55.267908,0.9870086312294006,1.0123642683029175,0.29038894176483154,-0.001469604205340147,0.08785061538219452,0.0006728366133756936,0.9961323738098145
44,2026-06-01 20:59:55.267908,0.9870103597640991,1.0123634338378906,0.2903780937194824,-0.0014640111476182938,0.087812639772892,0.0007142876274883747,0.9961357116699219
45,2026-06-01 20:59:55.267908,0.987007737159729,1.0123603343963623,0.29039186239242554,-0.0014786992687731981,0.08783572912216187,0.0006667681154794991,0.9961336851119995
46,2026-06-01 20:59:55.267908,0.9870057106018066,1.0123553276062012,0.2903956472873688,-0.0014816116308793426,0.08787370473146439,0.000685444101691246,0.9961303472518921
47,2026-06-01 20:59:55.267908,0.9869991540908813,1.012353777885437,0.290395587682724,-0.0014532192144542933,0.08785515278577805,0.0006249027792364359,0.9961320161819458
