rb,rb_id,dx_mm,dy_mm,dz_mm,droll_deg,dpitch_deg,dyaw_deg,angle_deg,axis_x,axis_y,axis_z,eval1_re,eval1_im,eval2_re,eval2_im,eval3_re,eval3_im
1,1,-85.8920466899873,664.005059480667,582.0238625966012,43.58903860626475,-0.03274228191950776,-0.98444771901747,43.59934313345936,-0.9997320945646825,0.009303277412613165,0.02119405871220799,1.0,0.0,0.7241797675220195,0.6896112414337181,0.7241797675220195,-0.6896112414337181
2,2,-41.550851106643805,319.6558866500856,280.2030811309814,43.030365849226754,-2.8695291770466396,5.98600957714741,43.66327324264482,-0.9878146041625259,0.011075892082137136,-0.1552405630491495,0.9999999999999997,0.0,0.7234098549384103,0.690418845178772,0.7234098549384103,-0.690418845178772
