frame,x_m,y_m,z_m,qx,qy,qz,qw
0,1.0932413339614868,1.012484073638916,0.3308989703655243,-0.003951232880353928,0.003184395842254162,0.0005784601671621203,0.999987006187439
1,1.0932400226593018,1.0124655961990356,0.33086949586868286,-0.003707274328917265,0.003071510698646307,0.00038676202530041337,0.999988317489624
2,1.0932434797286987,1.0124684572219849,0.3308965563774109,-0.003845970379188657,0.003143992042168975,0.0004454673617146909,0.9999876022338867
3,1.0932527780532837,1.0124890804290771,0.33088380098342896,-0.0038596612866967916,0.0031553306616842747,0.00045656919246539474,0.9999874830245972
4,1.0932526588439941,1.0125149488449097,0.3309117555618286,-0.004115443676710129,0.0033344391267746687,0.0005049112951382995,0.999985933303833
5,1.093258023262024,1.0124866962432861,0.33089587092399597,-0.003927919548004866,0.00328485737554729,0.0005352850421331823,0.9999867677688599
6,1.0932625532150269,1.0124772787094116,0.33090367913246155,-0.003942881710827351,0.003301211865618825,0.0005099484696984291,0.9999866485595703
7,1.0932408571243286,1.0124611854553223,0.33087319135665894,-0.0037520460318773985,0.0031261921394616365,0.00044442544458433986,0.9999879598617554
8,1.0932507514953613,1.0124890804290771,0.330888956785202,-0.003927703946828842,0.0033362742979079485,0.0005475020734593272,0.9999866485595703
9,1.0932570695877075,1.012498378753662,0.33088064193725586,-0.003961832728236914,0.0033407502342015505,0.0005481141852214932,0.9999864101409912
10,1.0932559967041016,1.0124942064285278,0.33089175820350647,-0.003926916979253292,0.0032981322146952152,0.0004889905103482306,0.9999867677688599
11,1.0932468175888062,1.012478232383728,0.3308953642845154,-0.0039034185465425253,0.0032971780747175217,0.0004868456453550607,0.9999868869781494
12,1.093247413635254,1.0124717950820923,0.33088740706443787,-0.003814209019765258,0.003328812075778842,0.000458796537714079,0.9999871253967285
13,1.093246579170227,1.0124738216400146,0.3308865427970886,-0.0037675185594707727,0.0032859405037015676,0.000403470330638811,0.9999874830245972
14,1.0932403802871704,1.0124834775924683,0.33089298009872437,-0.003927239216864109,0.003146827220916748,0.0004242793656885624,0.9999872446060181
15,1.0932518243789673,1.0124783515930176,0.33088985085487366,-0.00387892359867692,0.003214949043467641,0.0004510565777309239,0.9999872446060181
16,1.0932517051696777,1.0124752521514893,0.330880731344223,-0.003839653916656971,0.0032356963492929935,0.0005011602188460529,0.9999872446060181
17,1.0932363271713257,1.012464165687561,0.3308718204498291,-0.003776801750063896,0.003163434797897935,0.00046022358583286405,0.9999878406524658
18,1.0932421684265137,1.0124646425247192,0.3309006690979004,-0.003763011656701565,0.003211080329492688,0.00042956374818459153,0.9999877214431763
19,1.093246579170227,1.0124770402908325,0.3309028446674347,-0.003931478597223759,0.003363182069733739,0.0005374378524720669,0.9999865293502808
20,1.0932557582855225,1.0124849081039429,0.3309120535850525,-0.003916948568075895,0.0032880143262445927,0.0004939842619933188,0.9999868869781494
21,1.0932562351226807,1.0124841928482056,0.3309096693992615,-0.0039520724676549435,0.0033164380583912134,0.0005081987474113703,0.9999866485595703
22,1.0932561159133911,1.0124839544296265,0.33090096712112427,-0.0039060674607753754,0.0033235661685466766,0.0005240720929577947,0.9999867677688599
23,1.0932523012161255,1.01248300075531,0.3309030532836914,-0.0038717917632311583,0.0032846296671777964,0.0004751251544803381,0.999987006187439
24,1.0932658910751343,1.0124990940093994,0.3308923542499542,-0.004020614083856344,0.0034773987717926502,0.0006010002689436078,0.9999856948852539
25,1.093261957168579,1.0124939680099487,0.3308892846107483,-0.003933504223823547,0.0032352765556424856,0.0005336726317182183,0.9999868869781494
26,1.0932621955871582,1.0125097036361694,0.3309202492237091,-0.004165522288531065,0.003345311153680086,0.0005214347620494664,0.9999855756759644
27,1.0932589769363403,1.012481689453125,0.3308873176574707,-0.003863333957269788,0.0031647279392927885,0.0005746044917032123,0.9999873638153076
28,1.0932470560073853,1.0124688148498535,0.3308810889720917,-0.00383711326867342,0.0031808644998818636,0.0004996954230591655,0.9999874830245972
29,1.0932494401931763,1.0124841928482056,0.3308999240398407,-0.003932990599423647,0.0032456961926072836,0.0005724823568016291,0.9999868869781494
30,1.0932326316833496,1.0124833583831787,0.33086371421813965,-0.004065990447998047,0.003021294018253684,0.0007401714101433754,0.9999868869781494
31,1.093265414237976,1.0124876499176025,0.33090296387672424,-0.00402292562648654,0.0033290060237050056,0.0006537354202009737,0.9999861717224121
32,1.0932484865188599,1.0124727487564087,0.33087947964668274,-0.0037887454964220524,0.0032091366592794657,0.0005040058167651296,0.9999876022338867
33,1.0932495594024658,1.0124722719192505,0.3308892846107483,-0.0038116881623864174,0.0031919442117214203,0.0004884333466179669,0.9999876022338867
34,1.093248963356018,1.0124614238739014,0.3308892250061035,-0.0037703323177993298,0.003092770930379629,0.0004804045311175287,0.9999880790710449
35,1.0932413339614868,1.0124677419662476,0.33089324831962585,-0.003889880608767271,0.0031716369558125734,0.0004630245384760201,0.9999873638153076
36,1.0932484865188599,1.0124857425689697,0.33089497685432434,-0.003898603841662407,0.003208843758329749,0.0004874836595263332,0.9999871253967285
37,1.0932543277740479,1.0124828815460205,0.3309078514575958,-0.003981040790677071,0.003249888774007559,0.0005503701977431774,0.9999866485595703
38,1.093239665031433,1.012481927871704,0.33088022470474243,-0.0038196847308427095,0.0031745617743581533,0.0004494734457693994,0.9999876022338867
39,1.0932427644729614,1.0124908685684204,0.3308867812156677,-0.0038949642330408096,0.0033397343941032887,0.0005034105852246284,0.9999867677688599
40,1.0932555198669434,1.0124801397323608,0.3308938443660736,-0.0039228275418281555,0.0032277831342071295,0.0005569584900513291,0.999987006187439
41,1.0932483673095703,1.0124611854553223,0.33088594675064087,-0.003732598852366209,0.0031901909969747066,0.00044286451884545386,0.9999878406524658
