elapsed_s,tcp_x_m,tcp_y_m,tcp_z_m,tcp_rx_deg,tcp_ry_deg,tcp_rz_deg,rb_raw_x_m,rb_raw_y_m,rb_raw_z_m,rb_qx,rb_qy,rb_qz,rb_qw,rb_aligned_x_m,rb_aligned_y_m,rb_aligned_z_m,mocap_age_ms,error_mm
20.9411,0.215599,0.391235,1.125701,1.1474,4.6831,178.9829,-0.033869,1.926702,-0.009245,0.029941,0.012543,0.030215,-0.999016,0.234506,0.382919,1.115731,4.583,22.9354
21.1001,0.215612,0.391981,1.125236,1.1464,4.6786,178.9837,-0.03297,1.926258,-0.008836,0.027582,0.008422,0.035177,-0.998965,0.23445,0.383911,1.115301,5.454,22.7755
21.2496,0.215641,0.393859,1.124063,1.1439,4.6674,178.9858,-0.031328,1.924954,-0.008017,0.025699,0.005214,0.036985,-0.998972,0.234396,0.385761,1.11402,5.142,22.7637
21.4027,0.215686,0.397706,1.121639,1.1387,4.6445,178.99,-0.027852,1.922707,-0.006361,0.02461,0.001576,0.039826,-0.998902,0.234226,0.389637,1.111823,8.099,22.4768
21.5509,0.215716,0.403311,1.118063,1.1311,4.6108,178.9962,-0.023257,1.919153,-0.00401,0.027216,0.008141,0.03425,-0.999009,0.234128,0.39484,1.108332,6.035,22.482
21.7094,0.215704,0.409317,1.114171,1.123,4.5745,179.0029,-0.017761,1.915038,-0.001287,0.025478,0.008824,0.033057,-0.99909,0.233936,0.401021,1.104295,6.755,22.3335
21.8727,0.215668,0.413314,1.111547,1.1175,4.5501,179.0074,-0.014186,1.912165,0.000101,0.030814,0.014624,0.02746,-0.999041,0.233462,0.404872,1.101481,3.788,22.1183
22.0277,0.215647,0.415014,1.110421,1.1151,4.5398,179.0093,-0.012102,1.910947,0.001176,0.023808,0.003604,0.037585,-0.999003,0.233438,0.407231,1.100291,-0.852,21.9028
22.1777,0.215745,0.415413,1.110358,1.0764,4.5589,178.9758,-0.011923,1.910859,0.001257,0.025289,0.005269,0.036257,-0.999009,0.233427,0.407428,1.100206,8.054,21.8967
22.342,0.21621,0.416666,1.110457,0.8979,4.6503,178.8195,-0.010878,1.910925,0.002392,0.026921,0.006961,0.033869,-0.999039,0.233967,0.408873,1.100272,6.033,21.904
22.4935,0.216977,0.418734,1.110611,0.6024,4.7994,178.5602,-0.009049,1.910883,0.003948,0.02789,0.006928,0.034515,-0.998991,0.234525,0.411208,1.10024,-0.848,21.7287
22.6487,0.218081,0.421712,1.110814,0.1744,5.0098,178.1832,-0.006687,1.910954,0.006327,0.028877,0.00555,0.034119,-0.998985,0.235579,0.414392,1.100315,4.6,21.6787
22.7977,0.21947,0.425458,1.111036,-0.3676,5.2674,177.7033,-0.003514,1.910851,0.009355,0.034705,0.010833,0.030986,-0.998858,0.236837,0.418593,1.100222,1.752,21.5797
22.9452,0.221135,0.429952,1.111251,-1.0232,5.5656,177.1195,0.000263,1.910863,0.013079,0.040113,0.013961,0.02752,-0.998719,0.238447,0.423647,1.100242,0.829,21.4623
23.0875,0.22267,0.434093,1.1114,-1.6323,5.8297,176.5736,0.003731,1.910778,0.016367,0.043995,0.019036,0.023341,-0.998578,0.239805,0.428229,1.100169,0.605,21.3107
23.2331,0.223935,0.43751,1.111486,-2.1387,6.0398,176.1174,0.006623,1.910711,0.019128,0.046939,0.020837,0.021011,-0.998459,0.240955,0.432059,1.100111,5.234,21.184
23.3788,0.224924,0.44018,1.11153,-2.5367,6.199,175.7574,0.008844,1.910595,0.021471,0.048822,0.021232,0.020011,-0.998381,0.242034,0.435101,1.099996,1.031,21.2499
23.5271,0.225627,0.442078,1.111548,-2.8209,6.3094,175.4995,0.010594,1.910362,0.02293,0.051307,0.023058,0.018458,-0.998246,0.242535,0.437325,1.099773,-0.766,21.145
23.6747,0.22603,0.443168,1.111554,-2.9845,6.3717,175.3507,0.011427,1.910379,0.023947,0.052987,0.027929,0.015638,-0.998082,0.243064,0.438528,1.099788,5.437,21.2156
23.8275,0.226186,0.443605,1.111476,-3.0297,6.3839,175.3088,0.01166,1.910331,0.024227,0.053986,0.029432,0.014102,-0.998008,0.243207,0.438863,1.099739,-1.095,21.2119
24.0204,0.226842,0.445608,1.110375,-3.0447,6.3204,175.2841,0.012383,1.909311,0.025585,0.059338,0.041304,0.001053,-0.997383,0.244058,0.440135,1.098706,0.869,21.5057
24.1609,0.227828,0.4486,1.108715,-3.0671,6.2253,175.247,0.015319,1.907563,0.027923,0.050758,0.02898,0.013306,-0.998202,0.244756,0.443833,1.09698,-0.688,21.1431
24.3096,0.229315,0.453071,1.106199,-3.1007,6.0828,175.1916,0.01824,1.905309,0.030695,0.054343,0.036553,0.006515,-0.997832,0.245832,0.447719,1.094736,5.722,20.8058
24.4496,0.231161,0.458554,1.103055,-3.1422,5.9071,175.1235,0.021908,1.902208,0.034492,0.059139,0.051541,-0.006275,-0.996899,0.247456,0.452747,1.091642,4.193,20.7253
24.591,0.233444,0.465234,1.099135,-3.193,5.6917,175.0403,0.02779,1.898195,0.039625,0.049206,0.034486,0.008391,-0.998158,0.249241,0.460363,1.087659,1.918,20.1242
24.7422,0.23643,0.473806,1.093959,-3.2588,5.4131,174.9333,0.033762,1.893087,0.045623,0.052525,0.04908,-0.007981,-0.997381,0.25172,0.468465,1.082566,5.952,19.8025
24.8848,0.239222,0.481662,1.089067,-3.3197,5.1555,174.8349,0.040315,1.888171,0.051411,0.047468,0.035948,-2.6e-05,-0.998226,0.253755,0.476987,1.077683,7.03,19.044
25.0295,0.241624,0.488299,1.08482,-3.3715,4.9361,174.7515,0.045919,1.883577,0.056656,0.044125,0.034046,0.002717,-0.998442,0.255746,0.484414,1.073111,1.638,18.7519
25.1753,0.243605,0.493693,1.081291,-3.414,4.7565,174.6836,0.04945,1.880171,0.060737,0.047043,0.047255,-0.007166,-0.997749,0.257675,0.489451,1.069702,6.061,18.7155
25.3199,0.245102,0.49772,1.078609,-3.4459,4.6217,174.6327,0.053116,1.877303,0.063913,0.041775,0.032375,0.001431,-0.998601,0.258755,0.494192,1.066854,0.531,18.3593
25.4617,0.246126,0.500452,1.076767,-3.4676,4.5299,174.5982,0.055289,1.875398,0.066101,0.041307,0.035112,0.001332,-0.998528,0.25966,0.497143,1.064955,0.588,18.2664
25.6094,0.24671,0.502004,1.075712,-3.48,4.4776,174.5785,0.05659,1.874297,0.067226,0.039913,0.034523,0.001881,-0.998605,0.260038,0.498826,1.063861,5.975,18.1158
25.7616,0.246801,0.502724,1.075145,-3.4681,4.4555,174.5834,0.056789,1.873867,0.067377,0.043356,0.039862,-0.003228,-0.998259,0.26007,0.499077,1.063432,7.213,18.0712
25.9118,0.246658,0.505093,1.073089,-3.3866,4.3877,174.6334,0.059262,1.871689,0.068539,0.03807,0.03186,0.004611,-0.998756,0.259916,0.501834,1.061291,0.533,18.0445
26.0542,0.246389,0.509252,1.069452,-3.2429,4.2685,174.7211,0.062329,1.868278,0.069663,0.042492,0.043842,-0.006151,-0.998115,0.25942,0.505117,1.057933,0.567,17.8773
26.2096,0.245907,0.515929,1.063532,-3.0105,4.0762,174.8617,0.067781,1.862854,0.071756,0.043513,0.049391,-0.010903,-0.997772,0.258645,0.51099,1.0526,5.503,17.4968
26.3529,0.245252,0.523874,1.056355,-2.7312,3.8456,175.0288,0.076016,1.855269,0.074843,0.032603,0.032559,0.00682,-0.998915,0.257426,0.51982,1.045156,-0.776,17.0314
26.5053,0.244257,0.534275,1.046736,-2.3607,3.5411,175.2474,0.084602,1.846032,0.078177,0.034386,0.04886,-0.005338,-0.998199,0.256216,0.529094,1.036063,2.188,16.8456
26.6574,0.242949,0.545943,1.03563,-1.938,3.1954,175.4923,0.096146,1.835066,0.081566,0.024647,0.031345,0.010851,-0.999146,0.253661,0.54105,1.025315,5.243,15.655
26.8008,0.241742,0.555353,1.026416,-1.5912,2.9133,175.6897,0.105017,1.825882,0.084358,0.021371,0.027851,0.013182,-0.999297,0.25184,0.550332,1.016295,6.263,15.1535
26.9424,0.240692,0.56276,1.018996,-1.3143,2.6891,175.845,0.111104,1.818542,0.08622,0.027762,0.04619,-0.003536,-0.998541,0.250511,0.556689,1.009069,6.331,15.2252
27.0842,0.239847,0.568306,1.013339,-1.1046,2.5199,175.9613,0.117221,1.812618,0.087907,0.0195,0.030802,0.00852,-0.999299,0.249056,0.562977,1.003263,6.26,14.654
27.2273,0.239216,0.572244,1.009269,-0.9545,2.399,176.0439,0.121117,1.808152,0.089152,0.01772,0.036015,0.009512,-0.999149,0.248259,0.567067,0.998868,-0.678,14.7226
27.3725,0.238854,0.574427,1.006993,-0.8708,2.3318,176.0897,0.123499,1.805869,0.089565,0.014151,0.022738,0.0164,-0.999507,0.247476,0.569405,0.996637,2.86,14.3813
27.5327,0.238789,0.575231,1.00612,-0.8457,2.3094,176.0897,0.123585,1.805156,0.089584,0.021784,0.039893,0.006175,-0.998947,0.247431,0.569499,0.995926,4.951,14.5413
27.6949,0.238909,0.577282,1.003747,-0.8064,2.2623,176.0186,0.125762,1.802791,0.090794,0.014369,0.029917,0.014238,-0.999348,0.247448,0.572015,0.993589,0.545,14.2773
27.8367,0.239097,0.580649,0.999815,-0.7414,2.1848,175.9011,0.128347,1.798962,0.092547,0.016535,0.039229,0.008498,-0.999057,0.247718,0.57516,0.989787,0.568,14.318
27.9868,0.239362,0.585754,0.993762,-0.6418,2.0669,175.7206,0.133001,1.793421,0.094436,0.012594,0.028684,0.019795,-0.999313,0.247118,0.58023,0.984323,9.285,13.4075
28.1329,0.239659,0.592193,0.985966,-0.5141,1.9174,175.489,0.138209,1.785599,0.097494,0.013692,0.042032,0.011681,-0.998954,0.247236,0.586351,0.976565,4.921,13.4123
28.2786,0.239962,0.600001,0.976257,-0.356,1.7349,175.2019,0.145808,1.775801,0.101105,0.00738,0.031126,0.02393,-0.999202,0.246701,0.594878,0.96688,0.542,12.6326
28.4365,0.240216,0.608401,0.965483,-0.1819,1.537,174.8847,0.153286,1.764835,0.104967,0.005761,0.038388,0.022178,-0.999,0.246408,0.603425,0.956019,0.627,12.3564
28.5791,0.240347,0.614369,0.957608,-0.0553,1.3952,174.6537,0.157914,1.756922,0.107272,0.011305,0.055277,0.009905,-0.998358,0.246114,0.608689,0.948174,1.03,12.431
28.7264,0.240421,0.61902,0.951338,0.0449,1.284,174.4703,0.161827,1.750858,0.109223,0.012403,0.065566,0.005112,-0.997758,0.245887,0.613133,0.942167,6.943,12.1921
28.8912,0.24046,0.622554,0.946491,0.1222,1.1991,174.3288,0.165945,1.745823,0.110601,0.003395,0.041478,0.020645,-0.99892,0.245091,0.617488,0.937206,4.836,11.5469
29.0384,0.240473,0.624168,0.944254,0.1578,1.1602,174.2635,0.167301,1.743403,0.111615,0.002909,0.048302,0.016811,-0.998687,0.245303,0.619185,0.934799,2.213,11.7292
29.1867,0.240395,0.624642,0.943614,0.1646,1.152,174.2536,0.167927,1.742829,0.111691,0.001238,0.042895,0.02222,-0.998832,0.245069,0.619784,0.934238,8.586,11.5478
29.3341,0.23976,0.625929,0.941967,0.164,1.1467,174.275,0.16887,1.741089,0.111745,0.00362,0.056269,0.010697,-0.998352,0.244635,0.62067,0.932522,6.23,11.8587
29.4791,0.238521,0.628398,0.938781,0.163,1.1364,174.3164,0.171378,1.738044,0.111495,0.005751,0.055725,0.007953,-0.998398,0.24318,0.622829,0.929547,0.921,11.7463
29.6353,0.236465,0.632391,0.933559,0.1612,1.1195,174.384,0.175474,1.733141,0.111383,0.006563,0.058548,0.006914,-0.998239,0.241069,0.626488,0.924753,7.029,11.5582
29.7794,0.23453,0.636033,0.928718,0.1596,1.1039,174.4466,0.17981,1.72791,0.111001,0.008172,0.060602,0.005799,-0.998112,0.238599,0.630242,0.919643,1.08,11.5088
29.9243,0.233189,0.638494,0.925402,0.1585,1.0933,174.4893,0.182793,1.724406,0.111075,0.004473,0.058709,0.009888,-0.998216,0.237203,0.632976,0.916215,4.304,11.4442
30.0638,0.232516,0.639711,0.923749,0.1579,1.088,174.5106,0.184204,1.722741,0.110949,0.005429,0.056136,0.007959,-0.998377,0.236399,0.634196,0.914589,2.739,11.3758
30.2107,0.232309,0.640168,0.923164,0.1626,1.0959,174.5211,0.184516,1.722289,0.11099,0.005429,0.058038,0.007537,-0.998271,0.236279,0.634499,0.914144,-0.735,11.3695
30.3534,0.23178,0.641647,0.921377,0.1927,1.1519,174.5631,0.185821,1.720462,0.11104,0.005342,0.055463,0.00589,-0.998429,0.235675,0.635706,0.912349,-0.674,11.4876
30.4966,0.230754,0.644467,0.917943,0.2503,1.2594,174.6436,0.188593,1.717196,0.111195,0.007662,0.053393,0.008447,-0.998509,0.234454,0.638286,0.909151,2.084,11.3665
30.6415,0.22916,0.648733,0.912683,0.3383,1.4237,174.7671,0.192865,1.712154,0.111637,0.008838,0.054919,0.007137,-0.998426,0.232753,0.642354,0.904209,5.421,11.1983
30.7842,0.227058,0.654163,0.905868,0.4519,1.636,174.9272,0.198347,1.705312,0.112136,0.011861,0.056065,0.010227,-0.998304,0.230498,0.647549,0.897498,4.995,11.2093
30.9279,0.224332,0.660897,0.897224,0.5953,1.9045,175.1304,0.205377,1.696107,0.112844,0.012171,0.054322,0.013862,-0.998353,0.227653,0.654246,0.888459,-0.642,11.4937
31.0716,0.221284,0.668049,0.887796,0.7509,2.1963,175.3524,0.212933,1.686488,0.113007,0.015161,0.048885,0.014751,-0.99858,0.22407,0.661169,0.879031,2.054,11.4852
31.2137,0.21866,0.67392,0.879852,0.8815,2.4415,175.5397,0.218916,1.678693,0.113435,0.0143,0.047172,0.01658,-0.998647,0.221495,0.666789,0.871382,10.658,11.4298
31.3643,0.216418,0.678741,0.873185,0.9906,2.6467,175.6971,0.224215,1.671506,0.113441,0.017728,0.047412,0.016355,-0.998584,0.218872,0.671602,0.864331,2.944,11.6359
31.5122,0.214852,0.682009,0.868588,1.0657,2.788,175.8058,0.227757,1.66667,0.113622,0.017506,0.04679,0.017954,-0.99859,0.217276,0.674898,0.859583,0.586,11.7277
31.6676,0.213842,0.684075,0.865649,1.1136,2.8782,175.8754,0.230044,1.663654,0.113497,0.019067,0.045959,0.018831,-0.998584,0.216032,0.676917,0.856629,6.594,11.7218
31.8062,0.213528,0.684706,0.864743,1.1282,2.9056,175.8967,0.230887,1.662658,0.113471,0.018183,0.042468,0.022816,-0.998672,0.215597,0.677668,0.855655,1.598,11.6799
31.9419,0.213108,0.685219,0.86387,1.1257,2.8989,175.906,0.231666,1.661822,0.11344,0.018836,0.047517,0.022167,-0.998447,0.215189,0.678358,0.85484,4.185,11.5307
32.0808,0.211991,0.686569,0.861556,1.1189,2.8808,175.9306,0.233015,1.659546,0.112912,0.018019,0.043385,0.021045,-0.998674,0.214036,0.679349,0.852612,3.18,11.6754
32.2206,0.210135,0.688771,0.857734,1.1076,2.8509,175.9711,0.235791,1.655711,0.112307,0.018736,0.044291,0.021745,-0.998606,0.212117,0.681594,0.848863,0.634,11.5816
32.3729,0.207427,0.691901,0.852202,1.0914,2.8076,176.0298,0.2396,1.650151,0.111262,0.018099,0.047989,0.019171,-0.9985,0.209284,0.684582,0.843425,1.468,11.5776
32.5132,0.205403,0.694177,0.848102,1.0794,2.7754,176.0732,0.242619,1.645898,0.110172,0.016471,0.041091,0.020871,-0.998802,0.20681,0.68683,0.839276,2.219,11.569
32.6536,0.204105,0.695609,0.845487,1.0717,2.7549,176.1009,0.244626,1.643127,0.109609,0.017615,0.043125,0.021508,-0.998683,0.205311,0.688398,0.836571,0.756,11.5301
32.7982,0.203536,0.69623,0.844344,1.0683,2.7459,176.113,0.245154,1.64204,0.109217,0.019065,0.044961,0.017469,-0.998654,0.204688,0.688703,0.835507,3.586,11.6649
32.9457,0.203144,0.696654,0.843559,1.066,2.7397,176.1214,0.245629,1.641266,0.109092,0.019293,0.044736,0.017413,-0.998661,0.204337,0.689079,0.834748,0.789,11.681
33.0888,0.20198,0.697905,0.841235,1.059,2.7214,176.1461,0.247326,1.639058,0.108507,0.018769,0.043043,0.018873,-0.998719,0.202977,0.690353,0.832598,2.443,11.5158
33.2362,0.199951,0.700045,0.837202,1.047,2.6897,176.189,0.249895,1.63505,0.10777,0.017081,0.042594,0.017562,-0.998792,0.201029,0.692357,0.828673,-0.598,11.533
33.3788,0.197312,0.702755,0.831996,1.0315,2.6486,176.2443,0.253661,1.629721,0.106666,0.017526,0.04377,0.01952,-0.998697,0.198171,0.695278,0.823468,0.789,11.3743
33.5194,0.195167,0.704898,0.827794,1.0189,2.6154,176.2889,0.256169,1.625655,0.105521,0.017101,0.041103,0.017714,-0.998852,0.195885,0.697043,0.819493,5.8,11.4514
33.6596,0.193776,0.706261,0.825083,1.0108,2.594,176.3177,0.258328,1.622669,0.104901,0.018431,0.044915,0.019562,-0.998629,0.19426,0.698722,0.816578,5.154,11.376
33.7995,0.193149,0.706869,0.823864,1.0072,2.5844,176.3307,0.258825,1.62134,0.104588,0.017229,0.043446,0.015966,-0.99878,0.193714,0.699039,0.815269,5.089,11.6397
33.9492,0.192787,0.707217,0.823162,1.0051,2.5788,176.3381,0.25916,1.620808,0.104433,0.016975,0.041589,0.017732,-0.998833,0.193407,0.699274,0.814749,12.966,11.5866
34.0885,0.191696,0.708258,0.821047,0.9988,2.562,176.3604,0.260811,1.618662,0.103749,0.017003,0.040931,0.017687,-0.998861,0.191982,0.700461,0.812662,2.311,11.4537
34.2288,0.189826,0.710014,0.817439,0.988,2.5334,176.3986,0.263018,1.615042,0.102987,0.016464,0.044189,0.016947,-0.998744,0.190188,0.702126,0.809117,0.572,11.4714
34.3706,0.18716,0.712453,0.812323,0.9727,2.4928,176.4527,0.266267,1.609897,0.101487,0.016822,0.041859,0.015837,-0.998856,0.187216,0.704404,0.804092,1.091,11.5131
34.5231,0.184651,0.714682,0.807542,0.9584,2.4547,176.5032,0.269561,1.60507,0.100248,0.016282,0.040475,0.018912,-0.998869,0.184466,0.706837,0.799379,3.008,11.3231
34.6691,0.183103,0.716025,0.804607,0.9497,2.4313,176.5342,0.271207,1.602062,0.099421,0.017108,0.045286,0.015286,-0.998711,0.182888,0.707965,0.796433,7.703,11.4812
34.8096,0.182422,0.716608,0.80332,0.9458,2.421,176.5478,0.2721,1.600664,0.098959,0.015545,0.038049,0.017503,-0.999002,0.182027,0.708568,0.795069,6.819,11.5272
34.9569,0.182069,0.716909,0.802653,0.9438,2.4157,176.5549,0.272396,1.600078,0.098762,0.016081,0.03952,0.015769,-0.998965,0.181699,0.70875,0.794495,3.544,11.544
35.085,0.181105,0.717725,0.800834,0.9384,2.4013,176.574,0.273452,1.598427,0.098367,0.016509,0.044203,0.015562,-0.998765,0.180817,0.709532,0.792881,6.589,11.422
35.2165,0.179443,0.719111,0.797706,0.929,2.3764,176.6069,0.275199,1.595445,0.097382,0.014844,0.040563,0.014188,-0.998966,0.179053,0.710678,0.789968,4.305,11.4519
35.3552,0.176915,0.721168,0.792973,0.9149,2.3387,176.6567,0.27812,1.590574,0.096028,0.017117,0.043961,0.014276,-0.998785,0.176369,0.712727,0.785204,1.414,11.4856
35.5013,0.174233,0.723286,0.787981,0.9,2.2989,176.7092,0.281136,1.585585,0.094481,0.015115,0.038088,0.015893,-0.999034,0.173465,0.714774,0.78033,6.756,11.4707
35.646,0.172417,0.724683,0.784615,0.8899,2.272,176.7446,0.283225,1.582094,0.093426,0.014941,0.038102,0.016926,-0.999019,0.171468,0.716199,0.776917,9.157,11.4946
35.7872,0.171497,0.725378,0.782918,0.8848,2.2584,176.7625,0.284153,1.58021,0.092775,0.014614,0.036823,0.014363,-0.999112,0.170408,0.716754,0.775073,1.171,11.7094
35.9363,0.171181,0.725616,0.782335,0.8831,2.2537,176.7686,0.284353,1.579692,0.092627,0.013884,0.038289,0.013336,-0.999081,0.170168,0.716872,0.774563,-0.637,11.7422
36.0761,0.170294,0.726277,0.780701,0.8783,2.2405,176.786,0.285496,1.57812,0.092184,0.014088,0.036303,0.016015,-0.999113,0.169206,0.717708,0.773031,6.306,11.5514
36.2207,0.168489,0.727602,0.777389,0.8686,2.2138,176.8212,0.287389,1.574782,0.091129,0.016525,0.040793,0.014439,-0.998927,0.167303,0.718958,0.769767,0.607,11.5848
36.362,0.165914,0.729442,0.772682,0.8547,2.1758,176.8712,0.290072,1.570138,0.089598,0.015135,0.03929,0.014305,-0.999011,0.164575,0.72071,0.765229,0.528,11.5584
36.5122,0.163056,0.731419,0.767487,0.8394,2.1337,176.9265,0.292999,1.564775,0.087774,0.014063,0.036802,0.013961,-0.999126,0.161454,0.722557,0.759985,1.319,11.7211
36.6596,0.161152,0.732699,0.76404,0.8293,2.1056,176.9632,0.295055,1.561313,0.086684,0.013321,0.036675,0.015315,-0.999121,0.15944,0.723937,0.756602,6.18,11.6204
36.8038,0.160184,0.733339,0.762292,0.8241,2.0914,176.9818,0.295904,1.55952,0.085954,0.015032,0.038113,0.013361,-0.999071,0.158349,0.724384,0.754848,8.909,11.7882
36.9437,0.159958,0.733553,0.761717,0.8269,2.0957,176.9798,0.296157,1.558999,0.085744,0.015507,0.037592,0.013483,-0.999082,0.15803,0.724522,0.754339,7.379,11.8203
37.095,0.159459,0.734376,0.759547,0.8549,2.1462,176.9416,0.297025,1.556929,0.085801,0.015083,0.039891,0.014447,-0.998986,0.157622,0.725345,0.752291,8.349,11.7292
37.252,0.158398,0.736091,0.754956,0.9139,2.2533,176.8611,0.299064,1.55249,0.085526,0.014993,0.03583,0.017406,-0.999094,0.156312,0.727091,0.747911,6.972,11.6176
37.4033,0.156874,0.738473,0.748408,0.998,2.4067,176.7466,0.301606,1.546019,0.085213,0.01656,0.041377,0.015812,-0.998881,0.154675,0.729293,0.741516,8.393,11.6883
37.5462,0.154928,0.741386,0.740114,1.1045,2.6022,176.6023,0.304807,1.537958,0.084715,0.01706,0.040575,0.017469,-0.998878,0.152525,0.732016,0.733552,9.709,11.689
37.6964,0.152411,0.744945,0.729493,1.2407,2.8543,176.4186,0.309014,1.526844,0.083994,0.018751,0.042458,0.019481,-0.998732,0.149622,0.735572,0.722566,1.896,11.9835
37.8422,0.150156,0.747941,0.720075,1.3613,3.0797,176.2566,0.312594,1.517468,0.08328,0.020164,0.042796,0.020961,-0.99866,0.147066,0.738552,0.713302,5.227,11.9823
38.0007,0.148186,0.750416,0.711918,1.4657,3.2763,176.117,0.31585,1.509122,0.082683,0.021351,0.044537,0.02548,-0.998455,0.144794,0.741283,0.705056,6.056,11.9164
38.155,0.146836,0.752038,0.70636,1.5369,3.4111,176.0223,0.317837,1.503109,0.082095,0.020688,0.04185,0.026334,-0.998563,0.143178,0.74286,0.699111,0.629,12.2541
38.3092,0.146029,0.75298,0.703048,1.5792,3.4917,175.9659,0.319089,1.499655,0.081711,0.021299,0.041285,0.028779,-0.998506,0.142159,0.743843,0.695699,4.658,12.3478
38.464,0.145731,0.753293,0.701926,1.5925,3.5168,175.9488,0.319357,1.498497,0.081617,0.021193,0.04343,0.026449,-0.998481,0.141917,0.744053,0.694551,2.691,12.4231
38.6108,0.144943,0.75358,0.700752,1.5836,3.497,175.9702,0.319932,1.497229,0.081051,0.022308,0.042915,0.026847,-0.998469,0.141111,0.744324,0.693311,-0.602,12.479
38.7684,0.142926,0.754299,0.697753,1.561,3.4463,176.0248,0.321417,1.494557,0.079728,0.021438,0.044372,0.028644,-0.998374,0.139175,0.74508,0.690708,7.131,12.1942
38.9181,0.139888,0.755341,0.693249,1.5269,3.3698,176.1071,0.323342,1.490227,0.077446,0.019606,0.040181,0.026587,-0.998646,0.136131,0.745814,0.686482,6.8,12.2746
39.0718,0.135689,0.756699,0.687043,1.4799,3.264,176.2209,0.326328,1.483769,0.074196,0.020259,0.040026,0.026706,-0.998636,0.131677,0.74708,0.680178,1.94,12.4799
39.2211,0.130607,0.758218,0.679566,1.4233,3.1358,176.3584,0.329833,1.476333,0.070305,0.02024,0.043064,0.023559,-0.998589,0.126385,0.74853,0.672925,1.197,12.4814
39.3851,0.125864,0.759515,0.672615,1.3705,3.0159,176.4867,0.332939,1.469445,0.066526,0.018967,0.037714,0.024824,-0.9988,0.121391,0.749669,0.666206,6.629,12.5712
39.54,0.122601,0.76034,0.667849,1.3343,2.9332,176.575,0.335085,1.464303,0.063881,0.019358,0.04057,0.023872,-0.998704,0.117898,0.750445,0.661182,3.071,12.8248
39.6892,0.120534,0.760834,0.664837,1.3114,2.8807,176.631,0.336343,1.461226,0.062152,0.019529,0.042898,0.020977,-0.998668,0.11569,0.750819,0.658178,0.828,12.9656
39.8486,0.119547,0.761062,0.663399,1.3005,2.8556,176.6577,0.336925,1.459852,0.061202,0.018059,0.036829,0.021966,-0.998917,0.114535,0.750923,0.656842,2.418,13.0731
39.9963,0.119113,0.761161,0.662768,1.2957,2.8446,176.6694,0.33726,1.459163,0.060883,0.019413,0.039967,0.022658,-0.998755,0.114077,0.751086,0.656169,1.477,13.0541
40.1454,0.11768,0.761481,0.660685,1.2799,2.8082,176.7084,0.338167,1.457078,0.059812,0.017435,0.038867,0.022755,-0.998833,0.112646,0.751433,0.654133,0.322,13.008
40.2982,0.11505,0.76204,0.656867,1.2509,2.7414,176.7798,0.339493,1.453496,0.057656,0.017935,0.039062,0.020011,-0.998875,0.110009,0.751682,0.650636,3.361,13.0969
40.4499,0.111525,0.762736,0.651763,1.2121,2.6516,176.8756,0.341671,1.448356,0.054841,0.018578,0.042928,0.018682,-0.998731,0.106351,0.752409,0.645619,4.185,13.0827
40.6102,0.108493,0.763284,0.64738,1.1787,2.5741,176.9581,0.343478,1.444075,0.05234,0.017629,0.043313,0.017993,-0.998744,0.103167,0.752937,0.641444,5.943,13.0637
40.7636,0.106816,0.763568,0.64496,1.1603,2.5312,177.0037,0.344509,1.441444,0.050711,0.016899,0.039441,0.018646,-0.998905,0.101165,0.753149,0.638878,2.493,13.3218
40.9171,0.10625,0.763661,0.644143,1.1541,2.5167,177.0192,0.344816,1.440632,0.050218,0.017095,0.039798,0.018894,-0.998883,0.10056,0.753209,0.638085,5.34,13.3529
41.0728,0.105429,0.763792,0.642961,1.1448,2.4957,177.0415,0.344975,1.439453,0.049588,0.016692,0.038723,0.016786,-0.99897,0.09989,0.75308,0.636926,3.063,13.4851
41.2233,0.103518,0.764084,0.640208,1.1234,2.4465,177.0935,0.346072,1.436846,0.047946,0.016626,0.03661,0.016995,-0.999047,0.097846,0.753344,0.634386,3.205,13.4686
41.3767,0.10046,0.764514,0.63581,1.0891,2.3677,177.1768,0.34778,1.432618,0.045574,0.015271,0.040389,0.016759,-0.998927,0.094825,0.753843,0.630258,7.067,13.2836
41.5425,0.096708,0.764979,0.630423,1.0469,2.2706,177.2792,0.349995,1.427138,0.042276,0.013642,0.035491,0.01986,-0.99908,0.090707,0.754389,0.624913,5.718,13.3612
41.6934,0.094431,0.765228,0.627159,1.0214,2.2116,177.3414,0.350947,1.42367,0.040179,0.016017,0.041306,0.014133,-0.998918,0.088297,0.754328,0.62152,6.826,13.7201
41.8475,0.093238,0.765348,0.62545,1.008,2.1806,177.374,0.351474,1.421958,0.039073,0.013479,0.035276,0.015566,-0.999166,0.087018,0.754317,0.619848,10.53,13.8473
42.0076,0.092816,0.765388,0.624846,1.0033,2.1696,177.3856,0.351665,1.421329,0.038696,0.013675,0.036369,0.015162,-0.99913,0.086575,0.754325,0.619232,4.361,13.8877
42.1581,0.091512,0.76551,0.622978,0.989,2.1357,177.4213,0.352162,1.419631,0.037619,0.015126,0.037965,0.012312,-0.999089,0.085336,0.754299,0.617573,2.764,13.8933
42.3045,0.089148,0.765708,0.619596,0.963,2.0742,177.4861,0.353401,1.416209,0.035629,0.0137,0.035647,0.014309,-0.999168,0.082893,0.754543,0.61423,1.054,13.8779
