iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3,dq0_dda_joint_linear_track,dq1_dda_joint_carriage,dq2_dda_joint_base,dq3_dda_joint_shoulder,dq4_dda_joint_elbow,dq5_dda_joint_wrist1,dq6_dda_joint_wrist2,dq7_dda_joint_wrist3
0,3.588916675767403,2.509874556183484,2.0943951023903686,3.05255,3.7499999999986655,2.697,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.8692853825503577,2.1469624953275996,1.610320027503202,4.0697577228635735,3.775196921289276,2.6903764373904773,3.5758482626458545,-0.05436932554663864,-0.21575706003446563,0.06369562755597462,0.0970077133154124,0.1280063842730482,-0.2072618529185653,0.13437575076026564,0.9958482626458545,-0.05436932554663864,-0.21575706003446563,0.06369562755597462,0.0970077133154124,0.1280063842730482,-0.2072618529185653,0.13437575076026564
2,1.8162588729472426,0.7661541319346931,1.6047051455719623,4.53556423697713,2.0948362829327065,0.9148766900988664,3.5055482371786173,-1.0,-2.0605165599396305,1.4517157863890775,1.173785151916748,-1.4446350042185814,1.2966387890276339,-0.4787611007291712,-0.07030002546723724,-0.9456306744533614,-1.8447594999051649,1.388020158833103,1.0767774386013356,-1.5726413884916295,1.503900641946199,-0.6131368514894369
3,1.219630141009757,0.5947061211575297,1.0488161597330674,4.335101142561802,2.027802359689426,1.076833584664833,3.327748339203117,-1.0,-2.0867270908629267,1.2623176264910558,1.2540220044514419,-1.298997867969344,0.8851419279647939,-0.09723310677663632,-0.17779989797550044,0.0,-0.026210530923296282,-0.18939815989802167,0.08023685253469393,0.14563713624923746,-0.41149686106284,0.3815279939525349
4,0.824359916307558,0.4281363136004911,0.6990128802621837,4.281242923860327,2.0185273520998903,1.2643043829170415,3.238738576307065,-1.0,-2.057789741684307,1.1049138651754733,1.2459681296483578,-1.240134458890193,0.601059766535823,0.17155592003974557,-0.089009762896052,0.0,0.028937349178619787,-0.15740376131558254,-0.00805387480308406,0.058863409079150886,-0.2840821614289708,0.2687890268163819
5,0.5740214873229448,0.3253056913129252,0.47093374219522793,4.289986742327197,2.0738513697078376,1.400311303380957,3.187031913397881,-1.0,-1.978480222125883,1.0137018132123918,1.2086379502148104,-1.2318831044022733,0.41399040869559556,0.3740480189459635,-0.0517066629091838,0.0,0.07930951955842391,-0.09121205196308146,-0.03733017943354744,0.008251354487919693,-0.1870693578402275,0.20249209890621794
6,0.44204612019642836,0.30678574163319333,0.31722968069931917,4.314025197637754,2.1571207407039292,1.4865633716155668,3.1533039230426323,-1.0,-1.8841639538736092,0.9655734480960921,1.1726260478624075,-1.2400502467179813,0.2852413723950138,0.5225083335898218,-0.03372799035524876,0.0,0.0943162682522738,-0.0481283651162997,-0.036011902352402814,-0.00816714231570792,-0.12874903630058177,0.14846031464385834
7,0.4049063135970687,0.3442314930890086,0.21244894270933623,4.338372128713152,2.240065276487062,1.5402611602533172,3.1342269765357442,-1.0,-1.7982600130924526,0.9397152495915928,1.144654724885081,-1.2483953589334877,0.19448070469787904,0.6275931825020079,-0.01907694650688807,0.0,0.0859039407811566,-0.02585819850449933,-0.02797132297732663,-0.00834511221550649,-0.09076066769713476,0.10508484891218606
8,0.4199424429276713,0.39523021682595527,0.14131378884821214,4.359541906305906,2.3093699749121157,1.5746894511644858,3.126528376908233,-1.0,-1.7297593297721074,0.9245813922089005,1.124325645049777,-1.252530608740332,0.13094686898955088,0.6997166683958456,-0.007698599627511182,0.0,0.0685006833203452,-0.01513385738269235,-0.020329079835303965,-0.004135249806844321,-0.06353383570832816,0.07212348589383766
9,0.44979067637664927,0.439859782347865,0.09349737334882749,4.376966725382359,2.3618082442392097,1.5977728976510228,3.125930994447857,-1.0,-1.6792858203604901,0.9146602471651969,1.1098775371526444,-1.2529935005511557,0.08733896229827305,0.7482946576657971,-0.0005973824603762168,0.0,0.05047350941161732,-0.009921145043703561,-0.014448107897132578,-0.00046289181082359576,-0.04360790669127783,0.048577989269951494
