iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.472741, -0.014778, 0.028266, 0.18976, -0.17982, -0.165032, -0.034817, 0.106944]","[6.878994, -0.215033, 0.411305, 2.761249, -2.616608, -2.401426, -0.506632, 1.556166]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.15466568981325476,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.961348, 0.006518, 0.110902, 0.455593, -0.284636, -0.177759, 0.041916, 0.157321]","[5.749302, 0.215203, 0.920667, 3.060548, -1.311749, -0.302472, 0.793839, 0.650978]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.1958865541454497,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.291303, 0.008789, 0.251575, 0.269364, -0.431685, -0.337134, 0.084301, -0.125992]","[3.980515, 0.027297, 1.398096, -1.248448, -1.630174, -1.636086, 0.429752, -2.435066]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.24770870667962017,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.670383, 0.032133, 0.060258, 0.050809, -0.576241, -0.450077, 0.058854, -0.319786]","[6.495628, 0.329274, -2.37498, -2.73115, -2.416265, -1.88771, -0.265062, -2.786558]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.2673028116697492,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.719661, -0.054976, 0.104631, -0.201852, -0.773838, -0.423223, 0.260759, -0.147397]","[2.246142, -0.985627, 0.578699, -2.901212, -2.884917, -0.136318, 2.417858, 1.694365]"
5,add_node,goal_bias,3,7,True,False,,,,best_parent=0,0.2079010389969648,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.294599, 0.076683, 0.568238, 0.029379, -0.34195, -0.307744, 0.227998, 0.013713]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
6,add_node,random,0,8,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012328, -0.088219, -0.215137, -0.111441, 0.113488, 0.247909, 0.157226, -0.133472]","[0.133188, -0.953128, -2.324368, -1.204022, 1.22614, 2.678436, 1.698689, -1.442046]"
7,add_node,goal_bias,6,9,True,False,,,,best_parent=0,0.2467268569431726,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.297896, 0.144577, 0.8849, -0.210605, -0.252216, -0.278354, 0.371694, 0.153418]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
8,add_node,goal_bias,8,10,True,False,,,,best_parent=0,0.3022009957926944,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.301192, 0.212471, 1.201563, -0.45059, -0.162481, -0.248964, 0.515391, 0.293123]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
9,add_node,random,7,11,True,False,,,,best_parent=0,0.12747645934138996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.061924, -0.172654, -0.380176, -0.297447, 0.26284, 0.180815, -0.088231, 0.044478]","[0.529088, -0.967982, -1.934735, -2.049498, 1.669637, -0.451171, -2.400282, 1.720647]"
10,add_node,goal_bias,9,12,True,False,,,,best_parent=9,0.38220099579269445,"[1.301192, 0.212471, 1.201563, -0.45059, -0.162481, -0.248964, 0.515391, 0.293123]","[1.304488, 0.280365, 1.518225, -0.690575, -0.072746, -0.219574, 0.659087, 0.432828]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
11,add_node,random,5,13,True,False,,,,best_parent=0,0.3174724242331927,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.197238, -0.121686, 0.075729, -0.175384, -0.675604, -0.268451, 0.430814, -0.165859]","[7.456982, -0.856385, -0.242588, 0.116119, 0.406286, 1.436112, 2.303697, -0.36919]"
12,add_node,random,4,14,True,False,,,,best_parent=0,0.2882394123232425,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.773356, 0.077206, 0.149604, -0.249384, -0.565909, -0.746525, 0.033013, -0.51707]","[2.421133, 0.360742, 0.71165, -2.137804, -0.500918, -2.611384, -0.129548, -1.758119]"
13,add_node,goal_bias,11,15,True,False,,,,best_parent=9,0.46220099579269447,"[1.301192, 0.212471, 1.201563, -0.45059, -0.162481, -0.248964, 0.515391, 0.293123]","[1.307785, 0.348259, 1.834888, -0.93056, 0.016989, -0.190184, 0.802784, 0.572534]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
14,add_node,goal_bias,14,16,True,False,,,,best_parent=14,0.5422009957926945,"[1.307785, 0.348259, 1.834888, -0.93056, 0.016989, -0.190184, 0.802784, 0.572534]","[1.311081, 0.416153, 2.15155, -1.170545, 0.106723, -0.160794, 0.94648, 0.712239]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
15,add_node,random,2,17,True,False,,,,best_parent=0,0.1782434483981673,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.935779, 0.032202, 0.101794, 0.668615, -0.28039, 0.162609, 0.330912, 0.132006]","[0.716584, 0.252379, 0.023719, 2.494785, -0.243996, 3.080477, 2.808378, -0.085012]"
16,add_node,goal_bias,15,18,True,False,,,,best_parent=15,0.601387733637665,"[1.311081, 0.416153, 2.15155, -1.170545, 0.106723, -0.160794, 0.94648, 0.712239]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
17,add_node,goal_bias,17,19,True,False,,,,best_parent=17,0.601387733637665,"[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
18,add_node,random,6,20,True,False,,,,best_parent=0,0.2302830646935427,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.189386, 0.064461, 0.811834, 0.218073, -0.417879, -0.20753, 0.35137, -0.329747]","[0.418703, -0.025062, 2.596168, 1.600245, -0.974053, 0.526538, 1.255066, -2.84558]"
19,add_node,goal_bias,17,21,True,False,,,,best_parent=17,0.601387733637665,"[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]","[1.31352, 0.466383, 2.385828, -1.348094, 0.173112, -0.13905, 1.052792, 0.815598]"
20,add_node,random,12,22,True,False,,,,best_parent=1,0.38504211758683365,"[0.472741, -0.014778, 0.028266, 0.18976, -0.17982, -0.165032, -0.034817, 0.106944]","[2.422731, -0.168571, 0.037749, -0.445286, -0.657651, -0.014394, 0.57622, 0.029845]","[3.584476, -0.410127, -0.157924, -1.83583, -0.565152, 1.294516, 1.325357, 1.038116]"
21,add_node,random,12,23,True,False,,,,best_parent=1,0.3820005869357048,"[0.472741, -0.014778, 0.028266, 0.18976, -0.17982, -0.165032, -0.034817, 0.106944]","[2.378152, -0.038381, -0.045752, -0.064319, -0.943439, -0.330145, 0.653113, -0.271926]","[3.849688, 0.639206, -1.033862, 0.839069, -3.121977, -0.83196, 2.461273, -1.134667]"
