iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999999,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.594743, 0.015406, -0.267802, 0.271944, -0.185101, -0.46442, -0.152615, 0.031082]","[6.500693, -0.612727, -3.04042, 2.756056, -2.177922, -3.001457, 0.487278, 0.937445]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.11504688915561145,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.668642, 0.118793, -0.057443, 0.539193, -0.258351, -0.544634, -0.217716, 0.139975]","[1.260638, 0.947001, 1.627706, 2.680073, -0.845146, -1.187212, -0.73923, 1.012297]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.15476237475512683,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.647862, 0.212718, 0.118435, 0.433088, -0.190628, -0.82759, -0.083983, 0.282893]","[0.483118, 0.957349, 1.512787, -0.408101, 0.346279, -3.070841, 0.976247, 1.415938]"
3,add_node,random,1,5,True,False,,,,best_parent=0,0.11242520372503671,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.741741, -0.064456, -0.430354, 0.021339, 0.055804, -0.342537, -0.198883, -0.076666]","[2.39429, -0.962266, -2.257765, -2.795976, 2.764061, 1.02768, -0.719028, -1.287969]"
4,add_node,goal_bias,3,6,True,False,,,,best_parent=0,0.20831074006650432,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.784789, 0.313584, -0.022543, 0.508561, -0.299904, -0.996633, -0.354243, 0.249454]","[1.716608, 1.0, -0.98193, 1.022172, -1.043551, -2.147005, -2.193423, 0.021892]"
5,add_node,random,4,7,True,False,,,,best_parent=0,0.1770830231837242,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.932582, -0.145481, -0.628737, 0.183685, 0.250872, -0.415512, -0.389828, 0.061581]","[2.617417, -0.860812, -2.380151, 1.616955, 1.973025, -1.059774, -2.075573, 1.282092]"
6,add_node,random,4,8,True,False,,,,best_parent=0,0.1342567294219906,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.849444, -0.026741, -0.297362, -0.133948, 0.281116, -0.240971, 0.124861, -0.229501]","[1.783804, 0.300443, 0.85638, -1.481105, 2.235756, 0.640141, 2.933434, -1.555391]"
7,add_node,random,5,9,True,False,,,,best_parent=0,0.24661644599109264,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.989214, 0.273781, 0.249566, 0.593957, -0.470197, -1.226313, -0.514817, 0.102805]","[2.361295, 0.006631, 2.075933, 1.167124, -1.613191, -2.767905, -1.592576, -0.881489]"
8,add_node,random,7,10,True,False,,,,best_parent=0,0.1911673003371576,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[1.28941, 0.009317, -0.445832, 0.060975, 0.297604, -0.190422, 0.319179, -0.3585]","[7.631492, 0.529088, -2.586016, 2.870788, 0.535286, 0.538246, 3.120259, -2.218005]"
9,add_node,random,9,11,True,False,,,,best_parent=0,0.24765260689523186,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[1.695757, -0.004491, -0.234945, 0.199644, 0.503402, -0.112543, 0.497532, -0.311021]","[6.791121, -0.177632, 2.409449, 1.938464, 3.083981, 0.864011, 2.733969, 0.284336]"
10,add_node,random,9,12,True,False,,,,best_parent=0,0.21562910363394427,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[1.176671, 0.039192, -0.617184, -0.080048, 0.012222, -0.079467, 0.53798, -0.569917]","[0.807053, 0.13714, -1.178971, -0.542399, -0.923417, 0.284303, 1.25533, -1.263061]"
11,add_node,random,10,13,True,False,,,,best_parent=0,0.2965731512504908,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[1.988335, 0.018366, -0.056238, 0.148049, 0.685457, 0.240851, 0.512754, -0.293713]","[4.333493, 0.201574, 1.37619, -0.265504, 2.144727, 3.073484, 0.63477, -0.154981]"
12,add_node,random,10,14,True,False,,,,best_parent=0,0.27509738959576274,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[1.888874, -0.073565, -0.085258, 0.378007, 0.342614, -0.314241, 0.65643, -0.121831]","[4.256043, -0.920261, 1.749564, 2.564333, -1.628268, -2.786593, 2.604159, 2.197207]"
13,add_node,goal_bias,8,15,True,False,,,,best_parent=0,0.30445615670015047,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[1.098241, 0.382633, 0.06498, 0.658141, -0.556136, -1.364313, -0.766419, 0.090677]","[1.716608, 1.0, -0.98193, 1.022172, -1.043551, -2.147005, -2.193423, 0.021892]"
14,add_node,random,3,16,True,False,,,,best_parent=0,0.1714181319686151,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[0.653882, 0.234932, 0.325116, 0.418976, -0.347058, -0.475041, -0.031271, 0.513244]","[0.703653, 0.418611, 2.034018, 0.302293, -1.640477, 2.439955, 0.404564, 2.417867]"
15,add_node,random,13,17,True,False,,,,best_parent=0,0.3121289870537765,"[0.180995, 0.059411, -0.073563, 0.097917, -0.045491, -0.286685, -0.197444, -0.032414]","[2.301368, -0.053983, 0.132477, 0.573653, 0.140567, -0.255243, 0.551284, -0.129332]","[7.074378, 0.172611, 2.651916, 2.837489, -2.197349, 0.42742, -0.665368, -0.216127]"
16,add_node,random,16,18,True,False,,,,best_parent=16,0.3921289870537765,"[2.301368, -0.053983, 0.132477, 0.573653, 0.140567, -0.255243, 0.551284, -0.129332]","[2.750547, -0.013144, 0.314942, 0.646906, -0.001317, -0.410612, 0.611943, -0.277163]","[7.711057, 0.437863, 2.329995, 1.455883, -1.568205, -2.126434, 1.281834, -1.909743]"
17,add_node,random,17,19,True,False,,,,best_parent=16,0.4289697306905258,"[2.301368, -0.053983, 0.132477, 0.573653, 0.140567, -0.255243, 0.551284, -0.129332]","[3.10255, 0.00287, 0.077769, 0.802635, -0.040003, -0.256666, 0.450134, -0.077923]","[7.504257, 0.203119, -2.888025, 2.749991, -0.523761, 1.668397, -1.573255, 2.413529]"
18,add_node,goal_bias,14,20,True,False,,,,best_parent=14,0.3844561567001505,"[1.098241, 0.382633, 0.06498, 0.658141, -0.556136, -1.364313, -0.766419, 0.090677]","[1.207269, 0.491484, -0.119606, 0.722325, -0.642074, -1.502313, -1.018022, 0.078549]","[1.716608, 1.0, -0.98193, 1.022172, -1.043551, -2.147005, -2.193423, 0.021892]"
19,add_node,random,17,21,True,False,,,,best_parent=1,0.41465343662485676,"[0.594743, 0.015406, -0.267802, 0.271944, -0.185101, -0.46442, -0.152615, 0.031082]","[2.948811, -0.055538, 0.365817, 0.284181, -0.232616, -0.40547, 0.468346, -0.237907]","[4.819087, -0.455456, 0.845728, -3.137506, -2.41453, -0.356964, -0.886247, 0.132405]"
20,add_node,goal_bias,19,22,True,False,,,,best_parent=19,0.4644561567001505,"[1.207269, 0.491484, -0.119606, 0.722325, -0.642074, -1.502313, -1.018022, 0.078549]","[1.316296, 0.600335, -0.304192, 0.786509, -0.728013, -1.640314, -1.269624, 0.066422]","[1.716608, 1.0, -0.98193, 1.022172, -1.043551, -2.147005, -2.193423, 0.021892]"
