iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.379546, -0.017906, -0.227494, 0.084789, -0.00642, -0.253714, 0.067254, -0.17417]","[4.595853, -0.216815, -2.75468, 1.026699, -0.077736, -3.072179, 0.814362, -2.108991]"
1,add_node,random,0,3,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.202089, -0.029024, 0.170318, -0.262048, 0.060407, -0.202918, -0.109809, 0.252453]","[2.269272, -0.325911, 1.912516, -2.942554, 0.678316, -2.278581, -1.233052, 2.83481]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.1399461574731489,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.581815, 0.005266, 0.077363, -0.48692, -0.110083, -0.38935, -0.270857, 0.279396]","[4.871253, 0.392615, -0.972674, -3.027112, -2.035968, -2.49531, -2.090079, 0.583747]"
3,add_node,random,1,5,True,False,,,,best_parent=0,0.12823655218927563,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.613265, 0.06058, -0.199278, 0.292018, -0.054969, -0.44339, 0.21687, 0.055379]","[3.316073, 0.968217, 0.12702, 2.688476, -0.616404, -2.636859, 1.947083, 2.709958]"
4,add_node,random,3,6,True,False,,,,best_parent=0,0.15791347787235033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.631996, 0.073253, -0.054254, -0.628576, -0.41243, -0.150504, -0.259984, 0.140569]","[1.068999, 0.66532, -1.200445, -1.862193, -3.045426, 1.929495, -0.165299, -1.068404]"
5,add_node,random,5,7,True,False,,,,best_parent=0,0.21386077861748665,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.877573, 0.043867, -0.304663, -0.767744, -0.602743, -0.338667, -0.366216, -0.061418]","[3.474825, -0.266926, -2.953014, -2.239598, -2.615508, -2.328697, -1.489739, -2.197651]"
6,add_node,random,6,8,True,False,,,,best_parent=0,0.2599951604205231,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.875434, -0.055412, -0.337447, -0.956075, -0.727259, -0.562689, -0.448993, -0.276217]","[0.856154, -0.950252, -0.632945, -2.653579, -1.84958, -2.581894, -1.195097, -2.212296]"
7,add_node,random,4,9,True,False,,,,best_parent=0,0.1988140404613585,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.859232, 0.110771, -0.159435, 0.670155, -0.019554, -0.633038, 0.303612, 0.059484]","[2.192336, 0.382796, 0.056507, 2.719603, 0.17239, -1.660903, 0.773742, 0.081731]"
8,add_node,goal_bias,8,10,True,False,,,,best_parent=0,0.21794534974395094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.006572, 0.018573, 0.114429, 0.770169, -0.122411, -0.762032, 0.14803, -0.076341]","[2.634339, -1.0, 3.14, 1.87509, -1.258754, -2.187125, -1.570797, -1.576893]"
9,add_node,random,4,11,True,False,,,,best_parent=0,0.1599465767581029,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.579697, -0.028381, -0.400252, 0.379241, -0.286716, -0.540973, 0.149075, 0.295878]","[0.304124, -0.758692, -2.050113, 1.09528, -2.189203, -1.342062, -0.407477, 2.270212]"
10,add_node,goal_bias,9,12,True,False,,,,best_parent=0,0.2612916536467544,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.153911, -0.073624, 0.388292, 0.870182, -0.225269, -0.891026, -0.007552, -0.212165]","[2.634339, -1.0, 3.14, 1.87509, -1.258754, -2.187125, -1.570797, -1.576893]"
11,add_node,random,7,13,True,False,,,,best_parent=0,0.2762217547646947,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.128379, -0.106927, -0.530067, -0.887464, -0.649742, -0.256155, -0.592697, -0.429111]","[3.658484, -0.622212, -2.456764, -0.20118, 0.125629, 2.809985, -2.030104, -1.958449]"
12,add_node,random,12,14,True,False,,,,best_parent=0,0.27903859776364287,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.235056, -0.066263, -0.362233, -0.904972, -0.581513, 0.162563, -0.666922, -0.551373]","[1.922606, 0.195818, 0.719486, -1.017811, -0.141766, 2.861261, -1.145316, -1.339367]"
13,add_node,random,13,15,True,False,,,,best_parent=0,0.3175424540059532,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.273333, 0.005994, -0.0589, -1.095635, -0.74657, 0.195695, -0.827391, -0.683839]","[1.673907, 0.762184, 3.115553, -3.09097, -2.473927, 0.542438, -2.506739, -2.070135]"
14,add_node,random,14,16,True,False,,,,best_parent=0,0.3592151027490054,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.510251, 0.079326, -0.245094, -1.331351, -0.938437, 0.15252, -0.770328, -0.505651]","[2.944254, 0.523183, -1.372073, -2.758079, -2.099759, -0.108807, -0.424938, 0.572876]"
15,add_node,random,13,17,True,False,,,,best_parent=0,0.2962826568462184,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.464507, -0.112647, -0.642974, -0.704527, -0.498709, 0.341533, -0.50639, -0.670841]","[3.3106, -0.485835, -2.901734, 0.908194, 0.167509, 1.78147, 0.785206, -1.632042]"
16,add_node,random,16,18,True,False,,,,best_parent=0,0.33206432826098126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.756366, -0.17223, -0.774683, -0.862396, -0.383503, 0.137424, -0.255473, -0.729256]","[5.335776, -0.902975, -2.389984, -2.798539, 1.029404, -2.365809, 2.821812, -1.445672]"
17,add_node,random,15,19,True,False,,,,best_parent=0,0.3724360290499689,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.769971, 0.177382, -0.191299, -1.207705, -0.759712, -0.04641, -0.822015, -0.656017]","[3.6688, 0.894276, 0.201996, -0.303718, 0.546964, -1.500802, -1.199905, -1.755358]"
18,add_node,random,8,20,True,False,,,,best_parent=0,0.23492813636733198,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.244224, 0.120572, -0.131395, 0.684456, -0.154367, -0.434817, 0.593537, -0.064136]","[4.259372, 0.197334, 0.088204, 0.796454, -1.210183, 1.117594, 2.864148, -1.032296]"
19,add_node,random,18,21,True,False,,,,best_parent=0,0.4328674548818493,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.168977, 0.171367, -0.449335, -1.385022, -0.951151, -0.133707, -0.869602, -0.573039]","[5.088237, 0.127363, -2.337206, -2.682328, -2.351783, -0.772404, -1.217762, 0.034056]"
20,add_node,random,17,22,True,False,,,,best_parent=0,0.3643958838264587,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.13563, -0.157736, -0.946747, -0.675862, -0.229584, -0.122041, -0.301162, -0.773251]","[5.805974, -0.017461, -2.611899, 1.129334, 1.259971, -2.633022, -0.743309, -1.199019]"
21,add_node,random,20,23,True,False,,,,best_parent=0,0.45546948395648007,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.252299, 0.254285, -0.374675, -1.344021, -1.12239, 0.217669, -0.939469, -0.449321]","[2.892662, 0.891538, 0.199114, -1.028917, -2.438435, 2.918132, -1.476428, 0.501497]"
22,add_node,random,19,24,True,False,,,,best_parent=0,0.2922038113397579,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.672514, 0.074511, -0.162597, 0.89297, -0.089311, -0.306223, 0.755909, -0.219017]","[6.252129, -0.41801, -0.496232, 3.12257, 0.606322, 1.0688, 2.492113, -1.875124]"
23,add_node,random,23,25,True,False,,,,best_parent=0,0.34937428686824595,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.139658, 0.139117, -0.062016, 1.026008, -0.062826, -0.115181, 0.798287, -0.138131]","[6.380142, 0.725569, 0.851001, 2.233653, 0.17759, 1.618998, 1.182973, 0.596112]"
24,add_node,random,23,26,True,False,,,,best_parent=0,0.30721867686574916,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.504581, -0.028438, -0.251781, 1.046784, -0.142472, -0.134278, 1.01023, -0.256479]","[0.78935, -0.466904, -0.631617, 1.701883, -0.368891, 0.598046, 2.093396, -0.416031]"
25,add_node,random,24,27,True,False,,,,best_parent=0,0.37791159269820795,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.184853, 0.154549, 0.184909, 1.262444, 0.020487, -0.121146, 0.831689, 0.213722]","[2.50107, 0.262527, 1.912568, 2.916717, 0.603399, -0.16288, 1.065394, 2.675523]"
26,add_node,random,20,28,True,False,,,,best_parent=0,0.46151992525128194,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.494978, 0.071378, -0.313204, -1.37115, -1.018967, -0.234776, -1.067088, -0.454154]","[5.488829, -0.846877, 0.936961, -1.243761, -1.641763, -1.16295, -2.880717, 0.637637]"
27,add_node,random,26,29,True,False,,,,best_parent=0,0.416936081459019,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.583746, 0.146187, 0.363154, 1.333108, 0.037777, 0.097274, 0.616569, 0.355565]","[7.813874, 0.036547, 2.700228, 2.259618, 0.264472, 2.961111, -2.204003, 2.215363]"
28,add_node,random,26,30,True,False,,,,best_parent=0,0.39416930710677034,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.983833, 0.2273, 0.347448, 1.380453, 0.007865, -0.39031, 0.860392, 0.46052]","[0.944581, 0.603411, 1.187758, 1.990546, -0.057391, -1.781858, 1.008782, 1.736438]"
29,add_node,random,24,31,True,False,,,,best_parent=0,0.40849021492345433,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.575054, 0.097942, -0.101171, 1.074441, -0.31735, -0.130525, 0.969668, -0.270903]","[7.303038, -0.34917, -0.526357, 1.600377, -3.081241, -0.297146, 2.830708, -1.712681]"
30,add_node,random,21,32,True,False,,,,best_parent=0,0.39195434624260334,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.154002, -0.099505, -1.151578, -0.917052, 0.072556, -0.258163, -0.251192, -0.85273]","[2.287952, 0.325063, -2.645026, -2.6756, 2.275497, -1.250643, 0.113142, -1.432222]"
31,add_node,random,22,33,True,False,,,,best_parent=0,0.4600339217875524,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.329981, 0.3157, -0.037925, -1.16542, -1.318888, 0.211404, -0.774347, -0.435567]","[2.887725, 0.756649, 2.379882, 0.11691, -2.729706, 0.166421, 0.411206, -0.336813]"
32,add_node,random,27,34,True,False,,,,best_parent=0,0.48080859107131213,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.819667, 0.090515, -0.244735, -1.205646, -0.813417, -0.541167, -1.10657, -0.565557]","[5.558871, 0.251965, 0.332897, 0.190612, 0.920686, -3.125999, -1.439654, -1.505401]"
33,add_node,random,32,35,True,False,,,,best_parent=0,0.49409089280828583,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.655642, 0.36387, 0.135971, -1.245031, -1.355112, 0.016962, -0.658469, -0.164672]","[6.509677, 0.933937, 2.193942, -2.187198, -1.783802, -2.28416, 0.712884, 3.041233]"
34,add_node,random,31,36,True,False,,,,best_parent=0,0.43419808541750227,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.460033, -0.125865, -1.299547, -0.782214, 0.351844, -0.038591, -0.353602, -0.950678]","[5.469599, -0.385099, -2.754703, 0.543805, 3.098408, 2.120718, -1.360714, -1.913912]"
35,add_node,random,35,37,True,False,,,,best_parent=0,0.4580741204947567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.566573, -0.027619, -1.317603, -0.802786, 0.595957, -0.209164, -0.190894, -1.135491]","[3.5941, 0.919914, -1.491746, -1.001191, 2.950311, -1.854262, 1.378344, -2.917918]"
36,add_node,random,28,38,True,False,,,,best_parent=0,0.4180455099129847,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.536941, 0.22435, 0.081993, 1.367847, 0.039445, 0.329672, 0.391804, 0.432994]","[2.116298, 0.926807, -2.444818, 1.680056, 0.05444, 2.418251, -1.628173, 1.128853]"
