iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,0.0002640999991854187,,,True,False,,,,best_parent=0,0.08000000000000003,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.197666, -0.040553, -0.239682, -0.256856, -0.136933, -0.23739, -0.109594, -0.031028]","[1.789741, -0.367185, -2.170162, -2.325661, -1.23984, -2.149414, -0.9923, -0.280937]"
1,add_node,goal_bias,1,3,0.0008619999989605276,,,True,False,,,,best_parent=0,0.12947579565388992,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.518985, -0.142887, -0.439417, -0.110794, -0.055312, -0.17936, -0.196076, -0.102952]","[3.210231, -1.0, -2.112334, 1.112566, 0.628316, 0.306684, -0.920425, -0.705367]"
2,add_node,random,1,4,0.0014403999994101468,,,True,False,,,,best_parent=0,0.11417730967969417,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.551518, -0.025291, -0.13436, -0.482154, -0.12216, 0.00121, -0.106655, 0.196955]","[4.612251, 0.149851, 1.074287, -3.067638, 0.047379, 2.73934, -0.072928, 2.813242]"
3,add_node,random,3,5,0.002367299999605166,,,True,False,,,,best_parent=0,0.17014285166153986,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.935459, -0.053032, 0.080739, -0.663899, -0.050216, -0.029708, -0.326145, 0.062571]","[5.419161, -0.376989, 2.592698, -2.786331, 0.789953, -0.39077, -2.889382, -1.506787]"
4,add_node,random,2,6,0.0033672999998088926,,,True,False,,,,best_parent=0,0.15933865971185238,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.925748, -0.099124, -0.453192, 0.102481, -0.256724, -0.074118, -0.103301, -0.254744]","[6.31246, 0.480421, -0.635601, 2.92685, -2.923993, 1.319584, 1.125307, -2.264897]"
5,add_node,random,5,7,0.005058499998995103,,,True,False,,,,best_parent=0,0.22404186223106543,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.451326, -0.061736, -0.637093, -0.00123, -0.273787, -0.065564, -0.007659, -0.354634]","[6.603872, 0.304805, -2.439983, -1.017975, -0.441061, 0.018288, 0.92998, -1.333919]"
6,add_node,random,6,8,0.007005299999946146,,,True,False,,,,best_parent=0,0.2525004581947885,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.6529, -0.103256, -0.669875, 0.075303, -0.36327, -0.023062, -0.307918, -0.033961]","[3.275744, -0.437526, -0.933801, 0.691462, -1.083685, 0.319122, -2.725262, 2.547735]"
7,add_node,goal_bias,7,9,0.009192199999233708,,,True,False,,,,best_parent=0,0.30505937413572326,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.858116, -0.221424, -0.859954, 0.211988, -0.232604, 0.02039, -0.388631, -0.122435]","[3.210231, -1.0, -2.112334, 1.112566, 0.628316, 0.306684, -0.920425, -0.705367]"
8,add_node,goal_bias,8,10,0.011492199999338482,,,True,False,,,,best_parent=5,0.383608393167851,"[0.925748, -0.099124, -0.453192, 0.102481, -0.256724, -0.074118, -0.103301, -0.254744]","[2.063333, -0.339592, -1.050033, 0.348673, -0.101938, 0.063842, -0.469344, -0.21091]","[3.210231, -1.0, -2.112334, 1.112566, 0.628316, 0.306684, -0.920425, -0.705367]"
9,add_node,goal_bias,9,11,0.013023400000747642,,,True,False,,,,best_parent=2,0.4543111761979567,"[0.518985, -0.142887, -0.439417, -0.110794, -0.055312, -0.17936, -0.196076, -0.102952]","[2.26855, -0.45776, -1.240113, 0.485357, 0.028728, 0.107295, -0.550056, -0.299384]","[3.210231, -1.0, -2.112334, 1.112566, 0.628316, 0.306684, -0.920425, -0.705367]"
10,add_node,random,0,12,0.015166299999691546,,,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.178599, 0.007159, 0.050537, -0.119384, 0.256582, -0.017006, 0.321589, -0.213058]","[1.343877, 0.053868, 0.380267, -0.898311, 1.930657, -0.127964, 2.419808, -1.603164]"
11,add_node,random,7,13,0.019153799999912735,,,True,False,,,,best_parent=0,0.29415228851655667,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.105056, -0.035488, -0.63777, -0.007108, -0.151402, -0.070731, -0.396414, 0.088994]","[7.802726, 0.818462, -0.233217, -1.045578, 2.518359, -0.671422, -1.511561, 1.638363]"
