iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,reason,cost,from_q,to_q,sample_q
29,add_node,random,26,31,True,False,,best_parent=0,0.5776880360449146,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[7.86564, -0.233808, 2.157775, 2.771382, -0.361174, 1.521996, -1.382876, 2.1931]"
30,add_node,random,29,32,True,False,,best_parent=0,0.5448657711964965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.546123, -0.39919, 0.563602, -0.630516, -0.203813, 0.612671, 0.990148, -0.279871]","[7.710824, -0.818358, 1.449688, 0.475245, -0.515181, 0.282828, 2.408502, 1.588864]"
31,add_node,random,20,33,True,False,,best_parent=0,0.4338278261269048,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.641284, -0.356485, -1.104413, 0.525936, 0.036747, -0.346547, -0.232098, -0.298996]","[0.983368, -0.803677, -2.12528, 0.319561, -1.500723, -2.468356, -1.281449, -0.570203]"
32,add_node,random,31,34,True,False,,best_parent=0,0.5762266004017632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.801489, -0.434461, 0.429778, -0.653641, 0.055496, 0.362724, 1.157022, -0.12846]","[6.38628, -0.791472, -0.924775, -0.887702, 2.680199, -2.16722, 2.846106, 1.404108]"
33,add_node,random,33,35,True,False,,best_parent=0,0.5629319007788723,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.714462, -0.368037, 0.583195, -0.433022, 0.093349, 0.450919, 1.290578, 0.195361]","[3.185228, 0.035905, 1.51616, 0.908621, 0.32354, 0.987258, 2.102769, 2.1646]"
34,add_node,random,28,36,True,False,,best_parent=0,0.4158912435866049,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.612629, 0.440091, -0.23296, 0.070124, -0.151366, 0.109568, 1.687994, -0.57016]","[0.229383, 0.486969, -0.569266, -1.13286, -1.383913, 0.586134, 3.084312, -2.363932]"
35,extend,random,30,36,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",extend_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[3.772716, -0.261826, -0.427745, 1.456545, -0.424225, -0.130448, -0.42767, 0.742227]","[1.531577, -0.594921, -0.384975, 2.934005, -2.887903, 1.025678, -0.218465, 2.803172]"
36,add_node,random,35,37,True,False,,best_parent=0,0.4382452048402926,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.405773, 0.430372, -0.195739, 0.067181, -0.239999, 0.401431, 1.856914, -0.888699]","[7.9e-05, 0.364331, 0.057198, 0.047183, -0.842309, 2.38479, 3.004808, -3.053331]"
37,add_node,random,36,38,True,False,,best_parent=0,0.4828700936863783,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.493219, 0.496664, 0.116314, -0.125658, -0.270224, 0.608687, 1.967528, -1.005219]","[2.023157, 0.898403, 2.007404, -1.294292, -0.453392, 1.864692, 2.637872, -1.711354]"
38,add_node,random,33,39,True,False,,best_parent=0,0.6032877242603478,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.138839, -0.37136, 0.331071, -0.773081, 0.305501, 0.272862, 1.087797, -0.33304]","[6.925248, 0.149834, -0.484221, -1.75962, 2.370461, -0.469371, 0.516021, -2.022808]"
39,add_node,random,36,40,True,False,,best_parent=0,0.4457538682498821,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.278445, 0.372587, -0.371691, -0.018747, -0.096741, 0.74891, 2.014021, -0.818359]","[0.431954, -0.011578, -1.541443, -0.590002, 0.855657, 3.058983, 3.058488, -0.350734]"
40,add_node,random,30,41,True,False,,best_parent=0,0.6159332273959555,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.432938, -0.141406, -0.618826, 1.261082, -0.061214, -0.277699, -0.462711, 0.28035]","[7.295008, 0.44512, -1.963624, 1.107603, 0.462719, -0.356588, -0.537676, -1.301558]"
41,add_node,random,6,42,True,False,,best_parent=0,0.15820876599544015,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.395826, -0.135862, -0.080305, -0.081901, 0.310193, 0.217963, -0.081184, 0.736659]","[1.432175, -0.778945, 1.89324, -1.36487, 1.664912, -1.075789, -1.94291, 2.762109]"
42,add_node,random,36,43,True,False,,best_parent=0,0.45363550159734317,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.441449, 0.453031, -0.231573, 0.397789, -0.085968, 0.56701, 1.713058, -1.141912]","[1.705925, 0.621006, -0.497222, 2.84865, 1.05589, 1.794474, 0.646624, -3.01903]"
43,add_node,random,10,44,True,False,,best_parent=0,0.30907761857055627,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.792627, -0.303621, 0.473239, 0.087734, -0.229249, 0.570327, 0.26507, -0.384911]","[1.085241, -0.431044, 2.945239, 1.525154, -1.753792, 2.13574, 0.282263, 1.117877]"
44,extend,random,30,44,False,True,"[[""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",extend_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[4.210494, -0.255545, -0.125614, 1.441167, 0.110782, -0.280828, -0.658441, 0.523985]","[5.232561, -0.449953, 1.68401, 2.377001, 1.551039, -0.363556, -1.872618, 0.670062]"
45,add_node,random,41,45,True,False,,best_parent=0,0.20133515676528013,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.497037, -0.147203, 0.06041, -0.25002, 0.114588, 0.110557, -0.353486, 1.006203]","[1.273053, -0.234159, 1.13931, -1.539039, -1.38517, -0.712962, -2.441304, 3.072875]"
46,add_node,random,26,46,True,False,,best_parent=0,0.545713509168095,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.631536, -0.25514, -0.978561, 1.029382, -0.183917, -0.578827, -0.135922, 0.603872]","[3.469412, -0.502082, -3.075848, 0.26894, -0.718482, -1.552376, 1.498936, 2.612398]"
47,add_node,random,9,47,True,False,,best_parent=0,0.27814887754839157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.227791, -0.338366, 0.220616, -0.338828, 0.368245, 0.193493, -0.029987, -0.795208]","[0.294545, -0.857147, 0.496423, -1.228813, 3.012851, -0.081551, -1.47145, -1.188465]"
48,choose_parent,random,30,47,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[1.78668, 0.48778, -0.09177, 0.191948, 0.359388, 0.089452, 1.338359, 0.022412]","[1.477106, 0.836633, 0.457268, -0.263832, 2.329278, 0.447724, 0.552571, 1.937422]"
48,add_node,random,28,48,True,False,,best_parent=0,0.4008586791090575,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.78668, 0.48778, -0.09177, 0.191948, 0.359388, 0.089452, 1.338359, 0.022412]","[1.477106, 0.836633, 0.457268, -0.263832, 2.329278, 0.447724, 0.552571, 1.937422]"
49,choose_parent,random,30,48,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[2.209716, 0.536032, 0.184146, 0.217537, 0.328539, 0.06649, 1.145656, 0.053439]","[5.732935, 0.937896, 2.482091, 0.430654, 0.071615, -0.124746, -0.459257, 0.311848]"
49,add_node,random,47,49,True,False,,best_parent=0,0.4339726805589645,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.209716, 0.536032, 0.184146, 0.217537, 0.328539, 0.06649, 1.145656, 0.053439]","[5.732935, 0.937896, 2.482091, 0.430654, 0.071615, -0.124746, -0.459257, 0.311848]"
50,add_node,random,38,50,True,False,,best_parent=0,0.6034240795417379,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.235711, -0.285501, 0.307497, -0.956838, 0.517803, 0.390351, 0.806535, -0.37158]","[5.374685, 0.723993, 0.030328, -3.117373, 3.013946, 1.771732, -2.500407, -0.824714]"
51,add_node,random,49,51,True,False,,best_parent=0,0.6179077410013843,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.257001, -0.275264, 0.141265, -0.772199, 0.72119, 0.618739, 0.966959, -0.63634]","[4.404831, -0.204183, -1.012984, 0.509855, 2.133425, 2.204567, 2.080869, -2.474725]"
52,extend,random,25,51,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",extend_edge_collision,,"[3.614226, -0.252356, -0.590437, 0.921053, 0.139368, -0.219096, -0.26942, 0.075644]","[3.628544, -0.288726, -0.493442, 1.021874, 0.50735, -0.472776, -0.266028, -0.06537]","[3.719581, -0.519979, 0.123274, 1.662918, 2.847068, -2.085734, -0.244464, -0.961975]"
53,add_node,random,32,52,True,False,,best_parent=0,0.46665924601350317,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.750362, -0.423327, -1.181117, 0.202236, -0.085219, -0.445233, -0.420184, -0.472717]","[3.580253, -0.931878, -1.764691, -2.260536, -1.013155, -1.196053, -1.851179, -1.794423]"
54,add_node,random,30,53,True,False,,best_parent=0,0.6118246187374254,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.334551, -0.291163, -0.232193, 1.192441, -0.093219, -0.03567, -0.641892, 0.395565]","[6.60612, -0.815011, 1.299214, 0.506325, 0.21578, 1.728737, -2.088986, -0.395535]"
55,add_node,random,50,54,True,False,,best_parent=0,0.6552993539052079,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.71763, -0.238623, 0.109773, -0.727497, 0.761361, 0.629579, 0.651537, -0.606744]","[6.031276, -0.13413, 0.019963, -0.600014, 0.875921, 0.660493, -0.247997, -0.522338]"
56,add_node,random,38,55,True,False,,best_parent=0,0.6478909293201603,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.406137, -0.439476, 0.321943, -0.753672, 0.545753, 0.001333, 1.174225, -0.184277]","[5.949007, -0.832648, 0.269253, -0.641646, 1.932513, -1.565956, 1.673094, 0.674396]"
57,add_node,random,18,56,True,False,,best_parent=0,0.4000372840399939,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.565207, -0.143378, -0.871203, 0.747829, 0.370691, 0.164498, -0.183197, -0.658877]","[2.696624, 0.57773, -1.487975, 1.863349, 1.800791, 0.033786, -0.839666, -1.512129]"
58,add_node,random,44,57,True,False,,best_parent=0,0.218449314217124,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.467175, -0.126544, 0.373261, -0.3285, 0.079597, -0.226148, -0.218966, 1.110648]","[0.330783, -0.032183, 1.802196, -0.686955, -0.080226, -1.764034, 0.395446, 1.587696]"
59,choose_parent,random,30,57,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[4.298564, -0.32351, 0.062915, 1.298797, -0.14558, -0.291853, -0.736678, 0.139606]","[3.92701, -0.657479, 3.109817, 2.396892, -0.686189, -2.936866, -1.715308, -2.503091]"
59,choose_parent,random,40,57,False,True,"[[""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.432938, -0.141406, -0.618826, 1.261082, -0.061214, -0.277699, -0.462711, 0.28035]","[4.298564, -0.32351, 0.062915, 1.298797, -0.14558, -0.291853, -0.736678, 0.139606]","[3.92701, -0.657479, 3.109817, 2.396892, -0.686189, -2.936866, -1.715308, -2.503091]"
59,add_node,random,52,58,True,False,,best_parent=0,0.618108461436287,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.298564, -0.32351, 0.062915, 1.298797, -0.14558, -0.291853, -0.736678, 0.139606]","[3.92701, -0.657479, 3.109817, 2.396892, -0.686189, -2.936866, -1.715308, -2.503091]"
60,add_node,random,23,59,True,False,,best_parent=0,0.2100294796068009,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.169531, 0.0211, -0.230722, -0.331972, -0.442303, -0.298526, -0.247885, -0.601124]","[1.916401, -0.104349, 0.794686, 0.359465, -2.921979, -1.073178, -2.191111, -0.911389]"
61,choose_parent,goal_bias,30,59,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[1.995929, 0.578691, -0.10502, 0.318041, 0.2987, 0.065968, 1.685476, -0.027076]","[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]"
61,add_node,goal_bias,47,60,True,False,,best_parent=0,0.47415203152159835,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.995929, 0.578691, -0.10502, 0.318041, 0.2987, 0.065968, 1.685476, -0.027076]","[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]"
62,add_node,random,54,61,True,False,,best_parent=0,0.7161849073456106,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.926066, -0.509289, 0.27157, -0.718101, 0.411247, 0.079962, 1.243695, -0.159297]","[7.817405, -0.897517, -0.008556, -0.520285, -0.336747, 0.517221, 1.630018, -0.020384]"
63,add_node,random,45,62,True,False,,best_parent=0,0.6023747849709028,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[3.939305, -0.329422, -0.941868, 1.063214, -0.342742, -0.737338, -0.013629, 0.869103]","[6.022285, -0.83216, -0.693531, 1.292189, -1.417665, -1.810138, 0.814047, 2.664182]"
64,add_node,random,60,63,True,False,,best_parent=0,0.7426247326775618,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[5.178797, -0.420935, 0.471111, -0.930967, 0.286898, -0.04875, 1.350503, -0.239977]","[7.255348, 0.305013, 2.110632, -2.679967, -0.734808, -1.106309, 2.228088, -0.902881]"
65,extend,random,57,63,False,True,"[[""rt_link4_0"", ""collision_object_0""]]",extend_edge_collision,,"[4.298564, -0.32351, 0.062915, 1.298797, -0.14558, -0.291853, -0.736678, 0.139606]","[4.6769, -0.396497, 0.094398, 1.441291, 0.117192, -0.367394, -0.654889, 0.221395]","[6.569781, -0.761668, 0.251911, 2.154211, 1.431884, -0.745337, -0.245681, 0.630599]"
66,add_node,random,54,64,True,False,,best_parent=0,0.6550265903799116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.256147, -0.496222, 0.588348, -0.927701, 0.799762, -0.069544, 1.093176, -0.013778]","[3.098016, -0.93438, 2.64537, -2.271441, 2.761059, -0.616818, 0.467364, 1.302709]"
67,choose_parent,random,57,64,False,True,"[[""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.298564, -0.32351, 0.062915, 1.298797, -0.14558, -0.291853, -0.736678, 0.139606]","[4.662974, -0.100577, -0.79574, 1.21305, 0.23768, -0.368062, -0.641688, 0.478818]","[6.601072, 0.243412, -2.286281, 0.808368, 2.755921, -1.129387, -2.1496, 2.150948]"
67,add_node,random,40,65,True,False,,best_parent=0,0.6522359775807617,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[4.662974, -0.100577, -0.79574, 1.21305, 0.23768, -0.368062, -0.641688, 0.478818]","[6.601072, 0.243412, -2.286281, 0.808368, 2.755921, -1.129387, -2.1496, 2.150948]"
68,choose_parent,random,30,65,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.037004, -0.222545, -0.432788, 1.282314, -0.133694, -0.266785, -0.452341, 0.499189]","[1.430434, 0.439366, 0.055899, 0.73061, 0.063316, 0.581793, 1.592791, -1.28372]","[1.356092, 0.347133, 1.99612, 2.976903, 1.070875, 0.681569, 0.781079, -2.240822]"
68,choose_parent,random,40,65,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.432938, -0.141406, -0.618826, 1.261082, -0.061214, -0.277699, -0.462711, 0.28035]","[1.430434, 0.439366, 0.055899, 0.73061, 0.063316, 0.581793, 1.592791, -1.28372]","[1.356092, 0.347133, 1.99612, 2.976903, 1.070875, 0.681569, 0.781079, -2.240822]"
68,choose_parent,random,57,65,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.298564, -0.32351, 0.062915, 1.298797, -0.14558, -0.291853, -0.736678, 0.139606]","[1.430434, 0.439366, 0.055899, 0.73061, 0.063316, 0.581793, 1.592791, -1.28372]","[1.356092, 0.347133, 1.99612, 2.976903, 1.070875, 0.681569, 0.781079, -2.240822]"
