iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,reason,cost,from_q,to_q,sample_q
0,add_node,goal_bias,0,2,True,False,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05275, 0.017664, -0.002753, 0.013339, 0.004052, 0.000649, 0.055658, -0.002309]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
1,add_node,goal_bias,1,3,True,False,,best_parent=1,0.16,"[0.05275, 0.017664, -0.002753, 0.013339, 0.004052, 0.000649, 0.055658, -0.002309]","[0.105499, 0.035327, -0.005505, 0.026679, 0.008105, 0.001297, 0.111315, -0.004617]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
2,add_node,random,0,4,True,False,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.001388, -0.017801, -0.033969, 0.052293, 0.017637, -0.017714, -0.025222, 0.030524]","[0.076359, -0.979376, -1.868934, 2.877082, 0.970341, -0.974614, -1.387642, 1.679374]"
3,add_node,random,2,5,True,False,,best_parent=0,0.2265154714209824,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.173939, 0.046979, 0.004658, 0.019412, -0.015698, -0.014449, 0.134047, 0.005023]","[5.756752, 0.997457, 0.833682, -0.573338, -1.957344, -1.298926, 1.988289, 0.791419]"
4,add_node,random,4,6,True,False,,best_parent=0,0.2902293323505546,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.231575, 0.040318, 0.00372, -0.012743, 0.005026, -0.038493, 0.164799, 0.011777]","[4.850885, -0.493576, -0.07147, -2.58984, 1.665987, -1.965555, 2.629537, 0.553087]"
5,add_node,random,2,7,True,False,,best_parent=0,0.20498556703369777,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.118362, 0.045715, -0.061672, 0.060228, 0.027259, 0.033577, 0.128723, 0.00698]","[0.748949, 0.554956, -2.815219, 1.704961, 0.966271, 1.616112, 0.982135, 0.57554]"
6,add_node,random,5,8,True,False,,best_parent=0,0.35833472065830535,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.300985, 0.042292, -0.021611, -0.024659, -0.006533, -0.022632, 0.185002, 0.012954]","[7.865854, 0.257441, -2.782318, -1.323392, -1.266323, 1.70608, 2.386808, 0.141192]"
7,add_node,goal_bias,7,9,True,False,,best_parent=0,0.43234400964997727,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.351435, 0.060788, -0.024082, -0.009141, -0.001845, -0.021291, 0.241865, 0.01003]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
8,add_node,random,8,10,True,False,,best_parent=0,0.4857548377197434,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.384337, 0.051395, -0.052448, -0.033665, 0.03034, -0.057683, 0.277249, 0.024555]","[2.972433, -0.687458, -2.283794, -1.962724, 2.562106, -2.920427, 3.060649, 1.167069]"
9,add_node,random,9,11,True,False,,best_parent=0,0.5156482214464734,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.391712, 0.050551, -0.062718, -0.008479, 0.061767, -0.112712, 0.292594, 0.061348]","[0.7545, 0.009024, -0.56789, 1.230426, 1.607689, -2.819618, 1.047455, 1.871244]"
10,add_node,goal_bias,10,12,True,False,,best_parent=0,0.5878819905304902,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.44205, 0.069724, -0.064129, 0.007341, 0.064724, -0.108715, 0.349177, 0.056889]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
11,add_node,random,11,13,True,False,,best_parent=0,0.6168978371470512,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.490299, 0.06362, -0.052424, -0.017968, 0.045618, -0.153785, 0.321041, 0.065216]","[3.679206, -0.339853, 0.72119, -1.690705, -1.217166, -3.132568, -1.538517, 0.615527]"
12,add_node,random,12,14,True,False,,best_parent=0,0.6656039035684911,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.550155, 0.052196, -0.072655, -0.011132, 0.074761, -0.176272, 0.297685, 0.083386]","[5.888197, -0.966522, -1.876866, 0.598489, 2.673777, -2.181623, -1.785265, 1.703808]"
13,add_node,random,13,15,True,False,,best_parent=0,0.7075152131750523,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.612248, 0.050472, -0.060097, -0.039638, 0.047451, -0.188519, 0.272268, 0.077966]","[7.119163, -0.130276, 1.255947, -3.026886, -2.814526, -1.472013, -2.391201, -0.489985]"
14,add_node,random,14,16,True,False,,best_parent=0,0.7669771786500673,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.67331, 0.057824, -0.085504, -0.047402, 0.048857, -0.215502, 0.24975, 0.103936]","[6.895238, 0.80703, -2.674372, -0.838503, 0.192097, -2.964944, -2.04476, 2.750129]"
15,add_node,random,15,17,True,False,,best_parent=0,0.7790001779673664,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.701587, 0.043553, -0.123372, -0.029549, 0.042467, -0.18272, 0.241849, 0.054275]","[2.348846, -0.787847, -2.329354, 1.010433, -0.329766, 1.727002, -0.218434, -2.838728]"
16,add_node,random,15,18,True,False,,best_parent=0,0.8017528116965278,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.71587, 0.055961, -0.072026, -0.011197, 0.063398, -0.231215, 0.212316, 0.139052]","[4.135848, -0.093779, 1.011052, 2.898084, 1.231882, -1.493868, -2.795781, 2.960854]"
17,add_node,goal_bias,16,19,True,False,,best_parent=0,0.8378614886018968,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.74512, 0.063909, -0.123024, -0.012291, 0.046157, -0.176407, 0.302833, 0.049804]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
18,add_node,random,16,20,True,False,,best_parent=0,0.7881524345834389,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.727938, 0.041145, -0.096784, -0.070228, 0.010338, -0.158541, 0.223063, 0.017285]","[2.570127, -0.127185, 1.761925, -2.913969, -2.235679, 1.531784, -1.090227, -2.568613]"
19,add_node,random,19,21,True,False,,best_parent=0,0.82159302271976,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.767215, 0.037523, -0.060765, -0.06986, -0.021294, -0.115587, 0.249505, 0.018678]","[3.519268, -0.216271, 2.463023, -0.044046, -2.237753, 2.894104, 2.102295, 0.116292]"
20,add_node,random,18,22,True,False,,best_parent=0,0.8901641305198053,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.791546, 0.069087, -0.125441, -0.018323, 0.085297, -0.150436, 0.338455, 0.023343]","[3.397301, 0.359683, -0.261131, -0.356882, 2.282116, 1.307259, 2.337837, -1.461842]"
21,add_node,random,20,23,True,False,,best_parent=0,0.8726727922452663,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.815609, 0.047476, -0.041632, -0.09228, -0.044743, -0.077081, 0.272284, 0.041889]","[4.454222, 0.795861, 1.396921, -1.778034, -1.807781, 2.818082, 1.984986, 1.787041]"
22,add_node,random,22,24,True,False,,best_parent=0,0.9054827151563886,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.845481, 0.03443, 0.014483, -0.102594, -0.073148, -0.099938, 0.278517, 0.015167]","[2.428711, -0.657035, 2.988601, -0.649223, -1.578663, -1.311345, 0.608856, -1.401088]"
23,add_node,goal_bias,21,25,True,False,,best_parent=0,0.9534373556940403,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.834591, 0.089742, -0.125008, -0.00048, 0.087824, -0.144806, 0.399692, 0.019612]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
24,add_node,goal_bias,24,26,True,False,,best_parent=0,1.0190649651526675,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.877636, 0.110396, -0.124575, 0.017363, 0.090351, -0.139176, 0.460929, 0.015882]","[2.143233, 0.717683, -0.111842, 0.541978, 0.164651, 0.026351, 2.26139, -0.093799]"
25,add_node,random,25,27,True,False,,best_parent=0,1.0719635256077085,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.92071, 0.102651, -0.155706, 0.033607, 0.049115, -0.161764, 0.485323, 0.036997]","[3.949141, -0.441925, -2.344456, 1.175665, -2.850062, -1.749864, 2.200414, 1.521563]"
26,add_node,random,26,28,True,False,,best_parent=0,1.135609209152061,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.988827, 0.103547, -0.179585, 0.028289, 0.052366, -0.134678, 0.496763, 0.020092]","[7.773441, 0.192772, -2.557964, -0.501438, 0.376151, 2.5632, 1.636182, -1.663737]"
27,add_node,random,19,29,True,False,,best_parent=0,0.8122376172342917,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.753442, 0.035948, -0.138483, -0.090199, -0.029966, -0.16757, 0.185611, -0.004538]","[2.487582, -0.317428, -2.973893, -1.448143, -2.770514, -0.781487, -2.361, -1.48839]"
