iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.496169, 0.063112, -0.099761, 0.165772, 0.034424, -0.100416, -0.084873, -0.040733]","[7.80616, 0.992937, -1.56952, 2.608065, 0.541584, -1.579835, -1.335291, -0.640854]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.14275919307705986,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.967203, 0.044397, 0.092141, 0.152825, 0.037788, -0.230414, -0.312588, -0.095389]","[6.629341, -0.180572, 2.398922, -0.002802, 0.078228, -1.793068, -3.049873, -0.752381]"
2,add_node,random,1,4,True,False,,,,best_parent=0,0.13275497496791375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.662099, 0.079974, -0.366068, 0.388055, 0.201082, 0.134801, 0.082013, -0.071094]","[2.343489, 0.250834, -3.064606, 2.640489, 1.889866, 2.518307, 1.773094, -0.37874]"
3,add_node,goal_bias,3,5,True,False,,,,best_parent=0,0.1687746554001517,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.825172, -0.038065, -0.59705, 0.406557, 0.281898, 0.127968, 0.24483, 0.035875]","[2.154103, -1.0, -2.479396, 0.557338, 0.940491, 0.072282, 1.571672, 0.907592]"
4,add_node,random,2,6,True,False,,,,best_parent=0,0.18444308358237035,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.160771, -0.00972, -0.097889, 0.28543, -0.224411, -0.11792, -0.566274, -0.115328]","[3.036527, -0.534142, -1.939352, 1.570429, -2.765231, 0.972186, -3.024598, -0.308553]"
5,add_node,random,5,7,True,False,,,,best_parent=0,0.24454602553613822,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.46891, -0.057663, -0.209662, 0.083159, -0.399416, -0.24773, -0.793528, -0.246532]","[4.542891, -0.535935, -1.324708, -1.934691, -2.145254, -1.5427, -3.060603, -1.555408]"
6,add_node,goal_bias,4,8,True,False,,,,best_parent=0,0.22835473551505014,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.988245, -0.156104, -0.828033, 0.42506, 0.362714, 0.121135, 0.407647, 0.142843]","[2.154103, -1.0, -2.479396, 0.557338, 0.940491, 0.072282, 1.571672, 0.907592]"
7,add_node,random,7,9,True,False,,,,best_parent=0,0.26579362342601953,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.387041, -0.2172, -0.632537, 0.346666, 0.495802, 0.061165, 0.453375, 0.360419]","[5.993995, -0.922982, 1.625862, -0.558951, 2.033244, -0.631615, 0.981641, 2.873891]"
8,add_node,random,1,10,True,False,,,,best_parent=0,0.12942882491015306,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.477873, 0.144138, -0.275715, 0.280935, -0.174476, -0.2958, -0.01208, 0.196183]","[0.301611, 0.924721, -1.970813, 1.390382, -2.186961, -2.178073, 0.689183, 2.478579]"
9,add_node,goal_bias,8,11,True,False,,,,best_parent=0,0.33286470819823705,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.500109, -0.332587, -0.904771, 0.37772, 0.56135, 0.062804, 0.618217, 0.441075]","[2.154103, -1.0, -2.479396, 0.557338, 0.940491, 0.072282, 1.571672, 0.907592]"
