iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,new_node_collision_count,random_new_node_collision_count,rewire_collision_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
781,add_node,random,447,753,9.238573700000416,,,30,30,0,True,False,,,,best_parent=68,0.5936364723703862,"[0.281045, 0.207524, -0.251064, 0.800655, 0.574633, 0.603716, 0.551723, -0.926805]","[1.744693, 0.533338, 0.035078, 1.199952, -0.146847, 0.995512, 0.558774, -1.718112]","[1.542049, 0.621118, 1.011574, 1.048873, -1.246488, 1.090625, -0.685854, -2.899503]"
782,add_node,random,44,754,9.26892190000217,,,30,30,0,True,False,,,,best_parent=9,0.7516150301157922,"[2.27393, 0.241597, 0.971936, -0.648851, 0.371694, 0.823632, -0.050639, 0.635248]","[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,196,754,9.269642800005386,0.00021830000332556665,0.00021830000332556665,30,30,0,True,False,,,,rewired_to=753,1.0070274670902783,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[3.613318, -0.331485, 0.938493, -0.286732, -1.11253, 2.050881, 0.466605, 0.931177]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,290,754,9.270060700000613,0.00022790000366512686,0.00022790000366512686,30,30,0,True,False,,,,rewired_to=753,1.0041803254334023,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[3.433175, -0.193562, 1.67042, -0.276076, -1.11247, 1.772047, 0.954368, 1.103243]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,373,754,9.270352300001832,0.00020500000391621143,0.00020500000391621143,30,30,0,True,False,,,,rewired_to=753,0.9891492642033856,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[4.077882, -0.290208, 0.860986, -0.799614, -1.247558, 1.930035, 0.857652, 0.932895]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,547,754,9.270686600000772,0.00021459999697981402,0.00021459999697981402,30,30,0,True,False,,,,rewired_to=753,1.0058818437010486,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[4.422099, -0.267385, 0.871001, -0.703696, -1.331051, 2.051286, 1.120123, 1.202212]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,574,754,9.2709818000003,0.00023949999740580097,0.00023949999740580097,30,30,0,True,False,,,,rewired_to=753,1.0344596168563018,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[3.460533, -0.360701, 0.597079, -0.323563, -1.171712, 2.079637, 0.299209, 1.212189]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,580,754,9.271294700003637,0.00027319999935571104,0.00027319999935571104,30,30,0,True,False,,,,rewired_to=753,1.0570214674654625,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[3.532228, -0.289004, 0.340601, -0.094366, -1.381064, 2.222162, 0.180277, 1.168882]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,628,754,9.271770500003186,0.00025860000459942967,0.00025860000459942967,30,30,0,True,False,,,,rewired_to=753,1.060419382284044,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[4.411377, -0.35343, 1.070545, -0.94972, -1.482645, 1.9218, 1.093089, 1.398457]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,673,754,9.272125200004666,0.0003096000000368804,0.0003096000000368804,30,30,0,True,False,,,,rewired_to=753,1.073918455834258,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[3.460858, -0.229174, 0.178364, 0.161548, -1.202624, 2.349747, -0.091665, 1.171972]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
782,rewire,random,675,754,9.27245060000132,0.00028369999927235767,0.00028369999927235767,30,30,0,True,False,,,,rewired_to=753,1.0761466516621718,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[3.206618, -0.40977, 0.451037, -0.521876, -1.455876, 2.142703, 0.475338, 1.104857]","[2.601849, 0.004235, -0.441561, -0.175971, -0.3999, 1.802917, 1.9638, 1.111308]"
783,extend,random,167,754,9.275629800002207,0.00036159999581286684,0.00036159999581286684,31,31,0,False,True,"[[""rt_link_carriage_0"", ""rt_link4_0""]]","[0.45639, -0.447031, 0.247636, 1.550868, 1.213005, 0.202794, 0.348352, -0.27053]",1.0,extend_edge_collision,,"[0.536426, -0.375762, 0.358836, 1.325258, 1.052645, 0.430345, 0.461043, -0.482237]","[0.45639, -0.447031, 0.247636, 1.550868, 1.213005, 0.202794, 0.348352, -0.27053]","[0.191525, -0.682883, -0.120366, 2.297492, 1.74369, -0.550253, -0.024582, 0.430086]"
784,add_node,random,661,755,9.284408999999869,,,31,31,0,True,False,,,,best_parent=661,0.7696639078894012,"[3.028871, 0.556448, 1.056026, -1.171297, 1.396609, 0.196013, -0.776396, 1.301158]","[3.029875, 0.565377, 1.308879, -1.354079, 1.631118, -0.00517, -0.803572, 1.542131]","[3.036234, 0.621901, 2.909526, -2.511148, 3.115638, -1.278726, -0.975606, 3.067569]"
785,add_node,random,612,756,9.290984600003867,,,31,31,0,True,False,,,,best_parent=294,1.3076962402266394,"[4.770313, 0.302102, -0.546414, -0.001262, -0.697621, -0.006243, -1.502992, 1.401641]","[4.080915, 0.111685, -0.913232, 1.116524, -1.306686, 0.914408, -1.692123, 1.835495]","[3.501408, 0.324161, -1.560422, 2.341977, -2.464601, 2.797902, -0.490817, 2.717512]"
786,add_node,goal_bias,69,757,9.303662400001485,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
786,connect_goal,,65,757,9.312273900002765,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
787,add_node,random,123,758,9.325259500001266,,,31,31,0,True,False,,,,best_parent=0,0.34659510664710147,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.116291, -0.23546, -0.4516, -0.560796, 0.932486, 0.184878, 0.072192, 1.405785]","[1.012313, -0.296874, -0.920926, 0.636991, 1.217063, -0.855059, -0.553661, 2.152733]"
787,rewire,random,701,758,9.326054700002715,0.0002716999952099286,0.0002716999952099286,31,31,0,True,False,,,,rewired_to=757,0.6197482294491012,"[1.116291, -0.23546, -0.4516, -0.560796, 0.932486, 0.184878, 0.072192, 1.405785]","[1.477383, -0.146029, -1.425766, -0.821865, 1.745131, 1.080279, -0.374844, 1.725506]","[1.012313, -0.296874, -0.920926, 0.636991, 1.217063, -0.855059, -0.553661, 2.152733]"
788,add_node,goal_bias,69,759,9.340919500005839,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
788,connect_goal,,65,759,9.353071700003056,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
789,add_node,random,752,760,9.365504300003522,,,31,31,0,True,False,,,,best_parent=752,0.6736364723703863,"[1.744693, 0.533338, 0.035078, 1.199952, -0.146847, 0.995512, 0.558774, -1.718112]","[1.809149, 0.601471, 0.217374, 1.365876, -0.117013, 1.102987, 0.804029, -1.983928]","[2.043348, 0.84903, 0.879744, 1.96876, -0.008613, 1.493496, 1.695163, -2.94977]"
790,add_node,random,653,761,9.400257900000724,,,31,31,0,True,False,,,,best_parent=186,1.221533247663962,"[5.255917, 0.337845, -0.723684, -0.794075, 1.052817, -0.035197, -0.843097, 0.426149]","[5.629174, 0.499042, -1.869636, -1.767781, 1.381153, 0.000603, -1.660135, 1.251816]","[4.676655, 0.540165, -1.659285, -2.994886, 1.428339, -1.149651, -2.905438, 1.635496]"
790,connect_goal,,65,761,9.408354500003043,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
791,add_node,goal_bias,69,762,9.425194200004626,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
791,connect_goal,,65,762,9.434625600006257,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
792,add_node,random,623,763,9.447023700005957,,,31,31,0,True,False,,,,best_parent=377,1.3627994005598376,"[5.986597, -0.135942, -0.459592, -0.445078, 1.809677, -0.978912, -0.563805, 0.6864]","[6.11469, -0.348085, -0.943119, -1.121313, 1.575046, -1.483347, -0.767976, 0.537089]","[6.265583, -0.808987, -1.00786, -2.994261, 0.747902, -2.020651, -1.611916, -0.445082]"
793,choose_parent,random,452,763,9.48146120000456,0.00035170000046491623,0.00035170000046491623,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link_end_0""]]","[1.658512, 0.397177, -1.485392, -0.961981, -1.447363, -1.16413, 0.482334, 0.053168]",0.2857142857142857,parent_edge_collision,,"[1.783417, 0.388267, -1.897227, -0.823329, -1.498463, -1.066176, 0.578222, 0.019278]","[1.346248, 0.419453, -0.455806, -1.308611, -1.319614, -1.409015, 0.242614, 0.137892]","[1.039295, 0.377541, 0.500343, -2.455675, -1.77813, -1.552747, -0.762627, 0.403622]"
793,choose_parent,random,520,763,9.482321100003901,0.000320700004522223,0.000320700004522223,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link_end_0""]]","[1.560939, 0.430544, -1.5515, -1.156273, -1.449234, -1.220869, 0.290528, -0.095075]",0.3181818181818182,parent_edge_collision,,"[1.661128, 0.43572, -2.062824, -1.085182, -1.509723, -1.133067, 0.312888, -0.203793]","[1.346248, 0.419453, -0.455806, -1.308611, -1.319614, -1.409015, 0.242614, 0.137892]","[1.039295, 0.377541, 0.500343, -2.455675, -1.77813, -1.552747, -0.762627, 0.403622]"
793,choose_parent,random,676,763,9.48290210000414,0.00037859999429201707,0.00037859999429201707,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link4_0""]]","[1.562891, 0.370562, -1.565941, -1.287048, -1.526017, -1.115365, 0.306694, -0.2913]",0.3333333333333333,parent_edge_collision,,"[1.671213, 0.346117, -2.121009, -1.276267, -1.629218, -0.968539, 0.338734, -0.505896]","[1.346248, 0.419453, -0.455806, -1.308611, -1.319614, -1.409015, 0.242614, 0.137892]","[1.039295, 0.377541, 0.500343, -2.455675, -1.77813, -1.552747, -0.762627, 0.403622]"
793,add_node,random,427,764,9.483283300003677,,,31,31,0,True,False,,,,best_parent=34,0.5453401414618182,"[1.293922, 0.278775, 0.122588, -0.119086, -0.41514, -0.612757, -0.058325, 0.138203]","[1.346248, 0.419453, -0.455806, -1.308611, -1.319614, -1.409015, 0.242614, 0.137892]","[1.039295, 0.377541, 0.500343, -2.455675, -1.77813, -1.552747, -0.762627, 0.403622]"
794,add_node,random,548,765,9.490660500006925,,,31,31,0,True,False,,,,best_parent=45,0.5718199760550153,"[0.278114, -0.24565, -0.647056, 0.243354, 0.039612, 0.787016, 0.214657, -0.574265]","[1.629529, -0.523495, -1.022626, -0.477949, 0.573155, 1.451347, -0.291699, -1.574959]","[2.567201, -0.871832, -1.443277, -1.415218, 1.789664, 0.58995, 1.700054, -1.924671]"
795,add_node,random,473,766,9.499067000004288,,,31,31,0,True,False,,,,best_parent=108,0.8682917040193352,"[2.899279, 0.242934, 0.10331, 0.875811, -1.230661, -1.278595, 0.167495, 0.249948]","[4.631266, 0.321191, 1.346983, 1.016992, -1.550457, -1.585179, 1.04551, -0.217619]","[4.322762, 0.685019, 1.746617, 0.356272, -2.527955, -0.20489, 0.406181, -0.742028]"
796,add_node,goal_bias,69,767,9.521852900004887,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
796,connect_goal,,65,767,9.545274400006747,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
797,add_node,random,729,768,9.553335600001446,,,31,31,0,True,False,,,,best_parent=729,1.074096413960937,"[3.642409, 0.624214, 1.341665, 0.880086, 0.395234, 1.959118, 1.565964, 1.680514]","[3.177819, 0.669238, 1.376624, 0.932215, 0.321248, 2.166785, 1.774422, 1.675227]","[1.691877, 0.813244, 1.488435, 1.098946, 0.084613, 2.830989, 2.441153, 1.658319]"
798,add_node,random,578,769,9.562283300001582,,,31,31,0,True,False,,,,best_parent=255,1.1087926913802604,"[4.507735, 0.518997, 1.686062, -1.09139, 1.164924, 1.922546, 1.78338, 1.335328]","[4.641204, 0.588328, 1.446854, -1.621309, 1.525016, 2.186215, 2.147594, 1.047519]","[5.854347, 0.499117, 1.889874, -2.368623, 2.221587, 1.848678, 2.208016, -0.864928]"
799,add_node,random,598,770,9.572629400005098,,,31,31,0,True,False,,,,best_parent=153,1.1836658019847532,"[3.909966, -0.176199, 1.204817, -0.246257, -0.941408, 1.874883, 0.536027, 0.724084]","[3.04926, -0.264381, 2.015397, 0.373382, -1.627695, 1.997651, 0.106931, 0.534265]","[1.104957, -0.225605, 1.850808, 1.503876, -2.753732, 2.357529, 0.224535, 1.348249]"
800,add_node,goal_bias,69,771,9.587424900004407,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
800,connect_goal,,65,771,9.606207500000892,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
801,add_node,random,469,772,9.612634900004196,,,31,31,0,True,False,,,,best_parent=753,1.0911804968932146,"[3.877717, -0.004875, 0.66111, -0.529962, -0.15097, 1.67857, 0.99288, 0.955013]","[4.639093, -0.35114, 0.144947, -0.975352, 1.359723, 1.529336, 1.315538, 0.600632]","[4.573053, -0.782474, -0.87419, -0.354238, 2.412027, 1.628872, 1.386978, -0.65563]"
802,choose_parent,random,399,772,9.637145100001362,0.0006620999993174337,0.0006620999993174337,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link_end_0""]]","[1.860215, 0.378878, -1.537623, -1.064743, -1.333351, -1.032558, 0.408377, -0.357325]",0.5384615384615384,parent_edge_collision,,"[1.83985, 0.360632, -0.680479, -0.539443, -1.160666, -1.071204, 0.179306, 0.014407]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
802,choose_parent,random,408,772,9.637689500006672,0.0004920999999740161,0.0004920999999740161,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link_end_0""]]","[1.745223, 0.375739, -1.563496, -1.110304, -1.259316, -1.13421, 0.52145, -0.373017]",0.4782608695652174,parent_edge_collision,,"[1.623813, 0.358525, -0.913743, -0.739333, -1.05577, -1.257755, 0.445116, -0.095326]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
802,choose_parent,random,427,772,9.638748800003668,0.00040609999996377155,0.00040609999996377155,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link4_0""]]","[1.553414, 0.420441, -1.146241, -1.148285, -1.277717, -1.267002, 0.535151, -0.140513]",0.28,parent_edge_collision,,"[1.427314, 0.430522, -0.708322, -1.005674, -1.198521, -1.371056, 0.508096, 0.067713]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
802,choose_parent,random,497,772,9.639923200003977,0.0002781000002869405,0.0002781000002869405,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link4_0""], [""rt_link_linear_track_0"", ""rt_link5_0""]]","[1.413832, 0.39733, -1.177136, -1.303369, -1.080301, -1.409985, 0.673612, -0.24006]",0.21739130434782608,parent_edge_collision,,"[1.284988, 0.398111, -0.872919, -1.244583, -0.968894, -1.524027, 0.692747, -0.118979]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
802,choose_parent,random,594,772,9.640419900002598,0.00030530000367434695,0.00030530000367434695,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link4_0""]]","[1.600688, 0.428399, -1.007679, -1.191099, -1.451601, -1.249893, 0.80219, 0.060811]",0.23076923076923078,parent_edge_collision,,"[1.517594, 0.438563, -0.628287, -1.093928, -1.442671, -1.325031, 0.86143, 0.281841]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
802,choose_parent,random,763,772,9.64085150000028,0.00039670000114711,0.00039670000114711,31,31,0,False,True,"[[""rt_link_linear_track_0"", ""rt_link4_0""]]","[1.503707, 0.412065, -0.994031, -1.369763, -1.36754, -1.287658, 0.349906, -0.103247]",0.2962962962962963,parent_edge_collision,,"[1.346248, 0.419453, -0.455806, -1.308611, -1.319614, -1.409015, 0.242614, 0.137892]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
802,add_node,random,676,773,9.640891900002316,,,31,31,0,True,False,,,,best_parent=420,0.8126840223646334,"[1.453089, 0.331112, -1.173192, -0.494738, -1.21447, -1.31515, 0.588148, -0.320048]","[1.877671, 0.394518, -2.272317, -1.514999, -1.481366, -0.999433, 0.604724, -0.675952]","[2.712451, 0.590221, -2.884108, -2.480277, -0.88355, -1.124346, 1.680208, -1.363549]"
803,add_node,random,744,774,9.663427400002547,,,31,31,0,True,False,,,,best_parent=697,1.4713638580935249,"[6.469552, -0.01725, 0.6181, -0.093948, 1.665953, -1.565708, -0.808414, 0.678656]","[6.323744, -0.273994, 1.037141, 0.172304, 1.455867, -2.110419, -0.809359, 0.799506]","[6.521528, -0.871659, 0.904728, 0.102995, -0.358832, -3.04582, -1.521014, 0.209906]"
804,add_node,goal_bias,69,775,9.683039200004714,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
804,connect_goal,,65,775,9.711613900006341,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
805,add_node,random,695,776,9.724643400004425,,,31,31,0,True,False,,,,best_parent=689,1.4187867859557037,"[5.699614, -0.295361, 0.142052, 1.486856, 0.17463, 1.342882, 1.612004, 1.719584]","[5.435103, -0.379306, -0.278967, 1.622096, 0.663546, 1.113021, 1.910351, 2.000888]","[4.88805, -0.610497, -0.86966, 2.878111, 2.12769, 1.06183, 2.601064, 2.818376]"
806,add_node,random,771,777,9.739662700005283,,,31,31,0,True,False,,,,best_parent=469,1.1645658510608565,"[4.652681, -0.262391, 0.35464, -1.103149, 1.143206, 1.508856, 1.300839, 0.859114]","[4.287854, -0.422318, 0.156325, -1.111175, 1.485797, 1.672847, 1.571754, 0.539146]","[2.15925, -0.853675, 0.225274, -1.934303, 2.249847, 2.542562, 3.124494, 0.166518]"
807,add_node,random,642,778,9.748724000004586,,,31,31,0,True,False,,,,best_parent=178,0.834319431801606,"[1.159849, -0.26256, -0.088857, -1.314719, -0.576513, -0.842449, 0.378267, 1.201486]","[2.016984, -0.484048, -0.892913, -1.918212, -1.495088, -1.644939, -0.469938, 1.230406]","[3.446942, -0.183532, -1.455903, -1.985948, -3.097129, -2.940658, -1.843613, 2.947035]"
808,add_node,random,686,779,9.757548000001407,,,31,31,0,True,False,,,,best_parent=214,0.5553353272160588,"[1.30842, -0.246397, -0.218395, 0.936515, 0.971673, -0.795252, 0.621507, -0.116394]","[1.979262, -0.300922, -0.456876, 0.826416, 1.857032, -1.327915, 1.200172, 0.055054]","[3.155086, -0.14012, -0.392749, 0.754345, 2.837876, -2.37302, 1.001313, -0.128382]"
809,add_node,random,391,780,9.769133400004648,,,31,31,0,True,False,,,,best_parent=158,1.0959905228818259,"[4.278825, 0.182868, -0.560034, 1.504692, -1.730975, -0.63987, 0.247204, -0.579875]","[4.90388, -0.114902, -0.591101, 1.990597, -1.982106, 0.419349, 0.510074, -1.24729]","[5.863935, -0.203551, -1.610122, 1.621649, -2.743092, 1.698887, 2.901324, -1.087954]"
810,add_node,random,705,781,9.773430700006429,,,31,31,0,True,False,,,,best_parent=524,0.9252404034432553,"[1.508053, 0.263694, 0.783003, -1.340015, 1.506486, 0.366722, -0.381247, -1.142523]","[1.100628, 0.251714, -0.079207, -2.193084, 1.469927, 0.604929, 0.509413, -1.746186]","[0.926819, 0.175783, -0.310997, -2.722918, 0.83821, 0.757344, 1.267881, -2.115338]"
810,connect_goal,,65,781,9.784407700004522,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
811,add_node,random,311,782,9.859025500001735,,,31,31,0,True,False,,,,best_parent=46,1.2280869579588658,"[4.559033, 0.60491, 1.821051, -0.729937, 0.549275, 1.918331, 1.33832, 1.970783]","[6.067009, 0.748462, 2.5392, -0.263106, 0.978824, 1.947716, 2.038403, 2.513746]","[7.881072, 0.429738, 2.549623, 2.344776, 2.594804, 2.076474, 2.114152, 2.247807]"
812,add_node,goal_bias,69,783,9.879415700001118,,,31,31,0,True,False,,,,best_parent=69,1.4269525818672268,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]"
812,connect_goal,,65,783,9.888871900002414,,,31,31,0,True,False,,,,periodic_goal_connected,1.426952581867227,"[6.090558, 0.991228, 3.110714, -0.773307, 0.879104, 3.112874, 2.614061, 3.112964]","[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]",
813,add_node,random,718,784,9.905196400002751,,,31,31,0,True,False,,,,best_parent=718,0.9003578048865635,"[3.703047, 0.545795, -0.294686, 1.116132, -1.147599, -1.923702, 1.40924, 1.204269]","[4.055887, 0.539963, -0.441305, 0.800219, -1.209492, -1.904769, 1.566702, 1.356309]","[6.221038, 0.504175, -1.341011, -1.138334, -1.589293, -1.78859, 2.53294, 2.289278]"
814,add_node,random,706,785,9.912275800001225,,,31,31,0,True,False,,,,best_parent=94,0.5460228570053829,"[0.914757, -0.221413, -0.084689, 0.598719, 0.786642, -0.417942, 0.237546, -0.660115]","[2.146665, -0.38112, -0.973169, 0.304443, 1.322907, -1.2475, 0.179222, -1.064654]","[4.431897, -0.701675, -3.133944, 0.010655, 0.845911, -3.015488, 0.80757, -2.12137]"
815,add_node,random,505,786,9.921449000001303,,,31,31,0,True,False,,,,best_parent=354,1.379696531521977,"[6.066236, -0.393593, 0.691174, -1.601903, -0.195299, 1.816458, 0.591412, -0.120115]","[6.558383, -0.542971, 0.850875, -1.766647, -1.045149, 1.609817, 1.342832, -0.330563]","[7.606947, -0.891006, 1.75292, -2.292962, -1.43294, 1.99233, 2.838489, -1.586579]"
816,add_node,random,636,787,9.927372100006323,,,31,31,0,True,False,,,,best_parent=97,0.6804433069110514,"[1.114534, -0.035566, -0.360596, -1.191384, -0.045767, -0.359082, 0.802197, 1.242603]","[0.670389, -0.307756, -0.779619, -1.324887, -1.352119, -0.281599, 2.007114, 0.739868]","[0.24183, -0.109779, -1.24075, -3.033538, -2.5072, -0.20619, 3.045896, -0.983336]"
817,add_node,random,776,788,9.93312970000261,,,31,31,0,True,False,,,,best_parent=469,1.1968494381860597,"[4.652681, -0.262391, 0.35464, -1.103149, 1.143206, 1.508856, 1.300839, 0.859114]","[4.538651, -0.429701, -0.187573, -1.360522, 1.478204, 1.744565, 1.729705, 0.578279]","[6.139296, -0.476822, -2.382417, -2.951917, 1.429744, 2.202285, 2.737792, 0.828035]"
