iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999999,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.494298, -0.019751, 0.136768, 0.009786, -0.09097, 0.05733, 0.202517, -0.150944]","[7.550606, -0.301711, 2.089179, 0.149482, -1.389603, 0.875733, 3.093534, -2.305728]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.13658634927945998,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.858035, -0.019697, 0.111597, 0.093308, 0.03458, 0.252196, 0.413143, 0.100236]","[5.251759, -0.019041, -0.192446, 1.102212, 1.551149, 2.606065, 2.957385, 3.134345]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.1767345893953114,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.325016, -0.067203, -0.051417, -0.014676, -0.005177, 0.158876, 0.22266, 0.013393]","[5.757537, -0.518127, -1.598724, -1.039645, -0.382547, -0.7269, -1.585377, -0.81091]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.21668788671313377,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.548477, -0.088699, -0.309738, -0.249561, -0.283245, 0.084022, 0.115589, 0.011078]","[3.522099, -0.278554, -2.591255, -2.324087, -2.739167, -0.577092, -0.83007, -0.009365]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.27587681121668944,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.993766, -0.144, -0.065658, -0.342987, -0.260635, 0.209615, 0.223192, 0.039143]","[7.696306, -0.852196, 3.060129, -1.539443, 0.028923, 1.818002, 1.601192, 0.398559]"
5,add_node,random,5,7,True,False,,,,best_parent=0,0.31186746443378227,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.325356, -0.133624, -0.100287, -0.093069, -0.447289, 0.027989, 0.027919, 0.149801]","[6.054303, -0.016943, -0.489717, 2.71742, -2.546337, -2.014503, -2.168048, 1.394213]"
6,add_node,random,6,8,True,False,,,,best_parent=3,0.3699938449693542,"[1.325016, -0.067203, -0.051417, -0.014676, -0.005177, 0.158876, 0.22266, 0.013393]","[2.71735, -0.138358, 0.0754, -0.181797, -0.20434, -0.149448, 0.188647, 0.148037]","[6.015959, -0.178193, 1.553796, -0.92844, 1.840073, -1.642578, 1.541164, 0.133196]"
7,add_node,goal_bias,0,9,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.046948, 0.101566, -0.120992, 0.193624, -0.044688, -0.020905, -0.136169, -0.276041]","[0.362816, 0.784903, -0.935021, 1.49632, -0.345349, -0.16155, -1.052315, -2.133244]"
8,add_node,random,1,10,True,False,,,,best_parent=0,0.13033681967761157,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.442219, -0.054518, 0.141071, -0.238812, -0.292742, -0.086689, 0.424787, -0.408038]","[0.010875, -0.34247, 0.176709, -2.297789, -1.963896, -1.2795, 2.26571, -2.537389]"
9,add_node,goal_bias,8,11,True,False,,,,best_parent=8,0.15999999999999995,"[0.046948, 0.101566, -0.120992, 0.193624, -0.044688, -0.020905, -0.136169, -0.276041]","[0.093897, 0.203133, -0.241983, 0.387247, -0.089376, -0.041809, -0.272339, -0.552083]","[0.362816, 0.784903, -0.935021, 1.49632, -0.345349, -0.16155, -1.052315, -2.133244]"
10,add_node,random,7,12,True,False,,,,best_parent=1,0.42851965089283783,"[0.494298, -0.019751, 0.136768, 0.009786, -0.09097, 0.05733, 0.202517, -0.150944]","[2.978419, -0.19426, 0.215789, -0.35753, -0.337101, -0.382879, -0.036137, 0.220763]","[5.593256, -0.754173, 1.621916, -2.117651, -1.666828, -2.720893, -2.287551, 0.949177]"
