iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,new_node_collision_count,random_new_node_collision_count,rewire_collision_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
259,connect_goal,,31,257,1.2875338000012562,,,4,4,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
260,add_node,random,236,258,1.2912171999996644,,,4,4,0,True,False,,,,best_parent=70,1.045971514991126,"[4.371817, -0.513027, -0.428618, -0.159101, 0.242757, 0.966575, -0.702537, -0.504596]","[5.043801, -0.610707, 1.231219, 0.36373, 0.484996, 1.235418, -0.170329, 0.122729]","[7.727276, -0.334387, 1.349335, 1.354534, 1.117446, 1.466305, 1.769174, -0.657573]"
260,connect_goal,,31,258,1.2950823999999557,,,4,4,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
261,add_node,random,215,259,1.3014421000043512,,,4,4,0,True,False,,,,best_parent=149,0.5368496320127476,"[1.533699, 0.232133, 1.236576, 0.122131, -0.05126, -0.127492, -1.014337, 0.534657]","[1.565296, 0.330991, 1.841784, 0.488779, -0.671685, -0.651114, -0.968829, 0.593638]","[0.617753, 0.301587, 2.493129, 1.553104, -2.670706, -2.56943, -0.61045, -0.023415]"
262,add_node,random,160,260,1.307236600005126,,,4,4,0,True,False,,,,best_parent=83,0.9142518517352043,"[3.263832, 0.281403, -1.379142, -1.14436, 0.620947, 0.053777, 0.786872, -0.741482]","[4.397383, 0.528085, -1.049783, -1.348158, -0.018821, 0.731452, 0.890277, -0.249471]","[7.570329, 0.925947, 1.158834, -2.218884, 0.381147, 2.110056, 2.024953, -0.346463]"
263,choose_parent,goal_bias,168,260,1.3110321999993175,0.0002615999983390793,0.0002615999983390793,4,4,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.256773, -0.933895, -2.132434, 0.875444, 0.786558, 0.220733, -0.969118, -0.833295]",0.5,parent_edge_collision,,"[5.353081, -0.870786, -2.122609, 0.747189, 0.735205, 0.216488, -1.004408, -0.92863]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
263,choose_parent,goal_bias,243,260,1.3126109000004362,0.0005713999998988584,0.0005713999998988584,4,4,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.253628, -0.976121, -2.154319, 0.930134, 0.755616, 0.251457, -0.961234, -0.760338]",0.8181818181818182,parent_edge_collision,,"[5.672866, -0.882144, -2.208596, 0.599092, 0.385294, 0.370614, -1.084557, -0.861035]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
263,add_node,goal_bias,32,261,1.312826800000039,,,4,4,0,True,False,,,,best_parent=32,0.9480217092792005,"[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
263,connect_goal,,31,261,1.3179581000003964,,,4,4,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
264,add_node,random,110,262,1.34438819999923,,,4,4,0,True,False,,,,best_parent=18,0.799215845166452,"[2.717603, -0.484028, -0.968659, 0.16916, 0.503149, 0.057684, -0.489154, -0.632309]","[4.236639, -0.768588, -1.32274, 1.333849, 0.668608, 0.000769, -0.915837, -0.283668]","[4.099742, -0.877025, -0.064671, 2.871945, 1.645995, -0.187541, -1.629842, 1.362249]"
265,add_node,random,179,263,1.354279500003031,,,4,4,0,True,False,,,,best_parent=74,0.6016664694515987,"[1.623076, -0.216229, -0.600744, 0.59389, -0.609048, 0.106418, -0.643179, -0.461638]","[1.74589, 0.120096, -1.590931, 0.225739, -0.813845, 1.010053, -0.195088, -0.44005]","[0.819866, 0.503942, -1.385206, -0.457138, -1.916107, 2.115152, -1.784072, 0.597465]"
266,add_node,random,222,264,1.3604858000035165,,,4,4,0,True,False,,,,best_parent=149,0.620699904401181,"[1.533699, 0.232133, 1.236576, 0.122131, -0.05126, -0.127492, -1.014337, 0.534657]","[2.622303, 0.437648, 1.949844, 0.441189, -0.315374, 0.674843, -1.297554, 0.143057]","[5.303086, 0.996836, 1.938915, -1.230142, -1.630845, 3.04304, -1.884595, -0.436076]"
267,add_node,random,36,265,1.3780365000056918,,,4,4,0,True,False,,,,best_parent=12,0.6320101950903312,"[1.941709, -0.363731, -0.654144, 0.156241, 0.194824, 0.019437, -0.300845, -0.384991]","[3.406969, -0.572121, -0.413768, 0.348595, 0.874954, 0.276763, -0.981794, -1.169515]","[0.85873, -0.913186, 2.184246, -0.247524, 2.422738, -0.823405, -2.427999, -3.035864]"
268,add_node,random,259,266,1.3826932000010856,,,4,4,0,True,False,,,,best_parent=160,0.9633263727717762,"[4.009804, 0.479486, -1.319568, -1.241798, -0.067678, 0.563054, 0.751675, -0.237623]","[4.541414, 0.572458, -1.196377, -1.507656, -0.322318, 0.875841, 0.900357, -0.004738]","[5.75135, 0.945212, -2.427842, -2.84752, -2.871855, 2.088783, 0.985037, 2.051143]"
269,add_node,random,161,267,1.387526099999377,,,4,4,0,True,False,,,,best_parent=62,0.8429109483633868,"[3.461394, 0.086688, 0.229604, 0.376975, -0.519278, -0.714947, 1.232035, 0.809222]","[5.186229, 0.122262, 0.579025, 0.455219, -0.272877, -1.35888, 1.755228, 0.656044]","[6.17546, -0.283703, 1.340462, -0.416091, 1.412728, -2.615569, 2.431108, -2.044258]"
270,add_node,random,245,268,1.3902923000059673,,,4,4,0,True,False,,,,best_parent=15,0.5592319726728837,"[1.262424, -0.231142, -0.272146, -0.000738, -0.211408, -0.346588, 0.572246, 0.400205]","[0.973338, -0.296304, -0.786691, -0.647671, -0.273437, 0.371245, 1.455945, 1.798827]","[1.235452, -0.771747, -1.517442, 0.74711, 1.471265, 3.072725, 3.006646, 2.195771]"
270,connect_goal,,31,268,1.3935793999989983,,,4,4,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
271,add_node,random,254,269,1.3986793000003672,,,4,4,0,True,False,,,,best_parent=13,0.7463585309363086,"[2.303606, -0.397093, -0.769767, 0.02773, 0.446417, 0.029332, -0.413795, -0.614404]","[3.15222, -0.499152, -1.549556, 0.543498, 1.292757, 0.488986, -0.468154, 0.920494]","[4.052669, -0.465127, -1.352933, 0.458507, 0.032975, 0.181798, -1.309844, 2.935372]"
272,extend,random,207,269,1.4091458000038983,0.009966599995095748,0.009966599995095748,5,5,0,False,True,"[[""dda_link_carriage_0"", ""dda_link3_0""]]","[2.293132, -0.139227, -0.030315, 1.751778, 0.757302, -0.157922, 1.228371, 1.353759]",0.2857142857142857,extend_edge_collision,,"[2.231919, -0.144402, -0.055356, 1.716516, 0.729563, -0.273091, 1.197341, 1.320501]","[2.446166, -0.12629, 0.03229, 1.839934, 0.826649, 0.129998, 1.305945, 1.436905]","[3.827968, -0.009477, 0.597569, 2.635927, 1.452812, 2.729751, 2.006391, 2.187664]"
273,add_node,random,238,270,1.4169297000044025,,,5,5,0,True,False,,,,best_parent=238,0.5036547395560899,"[1.354943, 0.161179, 1.339639, 0.044798, 0.732547, 0.841619, -1.104272, 0.754256]","[1.366211, 0.174873, 1.328827, 0.293749, 1.045445, 1.130708, -1.054716, 0.820963]","[1.416048, 0.235446, 1.281004, 1.394931, 2.429481, 2.40943, -0.835514, 1.116031]"
274,choose_parent,goal_bias,168,270,1.4216213000036078,0.00025800000003073364,0.00025800000003073364,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.256773, -0.933895, -2.132434, 0.875444, 0.786558, 0.220733, -0.969118, -0.833295]",0.5,parent_edge_collision,,"[5.353081, -0.870786, -2.122609, 0.747189, 0.735205, 0.216488, -1.004408, -0.92863]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
274,choose_parent,goal_bias,243,270,1.4231729000021005,0.000552199999219738,0.000552199999219738,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.253628, -0.976121, -2.154319, 0.930134, 0.755616, 0.251457, -0.961234, -0.760338]",0.8181818181818182,parent_edge_collision,,"[5.672866, -0.882144, -2.208596, 0.599092, 0.385294, 0.370614, -1.084557, -0.861035]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
274,add_node,goal_bias,32,271,1.4237318000014056,,,5,5,0,True,False,,,,best_parent=32,0.9480217092792005,"[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
274,connect_goal,,31,271,1.4287006000013207,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
275,add_node,random,96,272,1.435087099998782,,,5,5,0,True,False,,,,best_parent=25,0.6523104543484017,"[1.855854, -0.15417, 0.13872, 0.477444, -0.134808, -0.541002, 0.939409, 0.654814]","[3.725206, 0.011947, 0.810312, -0.105428, -0.283051, -0.948618, 1.499994, 1.236128]","[3.210557, -0.317976, 2.397763, -1.304787, 0.215932, -0.444571, 1.77615, 1.125866]"
276,add_node,random,142,273,1.4402716000040527,,,5,5,0,True,False,,,,best_parent=64,0.9014868473914109,"[4.114919, -0.32111, -0.521946, 0.396254, 0.581754, 0.642933, -1.053267, -0.926462]","[5.102371, -0.003697, -0.628438, 0.617914, 0.893917, 0.572473, -1.612025, -0.965697]","[6.581711, -0.065789, -1.224105, -0.475078, 2.17877, 0.319289, -2.254571, -1.142924]"
277,add_node,random,263,274,1.4449588999996195,,,5,5,0,True,False,,,,best_parent=170,0.6593713572744977,"[1.601671, 0.260265, 1.573532, 0.415655, -0.195132, -0.008107, -0.983798, 0.612778]","[2.875102, 0.424852, 2.043043, 0.771177, -0.309407, 0.727978, -1.46602, 0.391228]","[4.334423, 0.35099, 2.581053, 2.676095, -0.274963, 1.034706, -2.438518, 1.823835]"
278,add_node,random,265,275,1.4485914000033517,,,5,5,0,True,False,,,,best_parent=160,1.0030107894872415,"[4.009804, 0.479486, -1.319568, -1.241798, -0.067678, 0.563054, 0.751675, -0.237623]","[4.878816, 0.582703, -1.346543, -1.465485, -0.183626, 0.895723, 0.668616, 0.281215]","[7.537215, 0.663421, -2.529705, -1.13322, 0.909129, 1.052375, -1.15728, 2.534247]"
279,add_node,random,114,276,1.454427000004216,,,5,5,0,True,False,,,,best_parent=19,0.6734899327920336,"[2.082838, -0.092199, -0.651005, -0.088394, 0.105758, -0.079611, 0.280701, -0.979362]","[2.866305, 0.231507, -0.49707, -1.160523, -0.560241, -0.67085, 0.318831, -2.09571]","[5.302091, 0.389805, 2.383186, -2.101933, 0.697316, -0.975977, -0.591684, -2.956367]"
280,add_node,random,231,277,1.4597214000023087,,,5,5,0,True,False,,,,best_parent=70,1.062782217886076,"[4.371817, -0.513027, -0.428618, -0.159101, 0.242757, 0.966575, -0.702537, -0.504596]","[3.934829, -0.4825, 1.426965, -0.364453, 0.578195, 1.582875, -0.00249, -0.254388]","[2.930705, -0.4747, 2.510538, 0.108095, 1.428508, 1.724834, 0.195444, -1.569213]"
280,connect_goal,,31,277,1.4631890000018757,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
281,add_node,random,8,278,1.4735041000021738,,,5,5,0,True,False,,,,best_parent=0,0.22178002844151137,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.597911, 0.154929, 0.468011, 0.017309, 0.898788, -0.484455, -0.332049, 0.324278]","[1.721588, 0.192465, 0.569626, 0.638865, 2.876486, -1.510038, -0.766662, -0.191324]"
282,add_node,random,187,279,1.4775490000029095,,,5,5,0,True,False,,,,best_parent=187,1.0856803499731478,"[5.663527, -0.054249, -0.129833, 0.972593, -0.311544, 0.443022, -1.380863, -0.057155]","[5.877495, 0.016658, -0.32617, 0.97793, -0.67276, 0.430796, -1.31409, -0.041631]","[7.0598, 0.408464, -1.411051, 1.007422, -2.668695, 0.36324, -0.94513, 0.044147]"
283,add_node,random,25,280,1.4897368000019924,,,5,5,0,True,False,,,,best_parent=0,0.3428123800988451,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.68144, -0.200915, 0.420231, 0.754755, -0.278277, -0.566909, 1.030273, 0.493636]","[0.295959, -0.572236, 2.656455, 2.957613, -1.41794, -0.772708, 1.752065, -0.786712]"
284,add_node,random,254,281,1.4948451000018395,,,5,5,0,True,False,,,,best_parent=202,0.7768113980758035,"[2.942983, -0.615283, -1.592021, 0.486713, 1.294493, 0.400237, -0.133874, 0.399991]","[2.949191, -0.492997, -1.771048, 0.628257, 1.507529, 0.772407, 0.054165, 0.707809]","[2.72072, -0.403758, -3.074892, 1.114114, 1.33681, 2.366189, 2.621482, 1.906805]"
285,add_node,random,266,282,1.500535500003025,,,5,5,0,True,False,,,,best_parent=62,0.8556790494921925,"[3.461394, 0.086688, 0.229604, 0.376975, -0.519278, -0.714947, 1.232035, 0.809222]","[5.247185, 0.073824, 0.78272, 0.389268, -0.328142, -1.02772, 1.933111, 0.46442]","[5.567122, -0.18041, 1.851842, 0.043112, -0.61821, 0.710417, 2.866753, -0.541343]"
286,add_node,random,257,283,1.504718900003354,,,5,5,0,True,False,,,,best_parent=70,1.062272222798588,"[4.371817, -0.513027, -0.428618, -0.159101, 0.242757, 0.966575, -0.702537, -0.504596]","[5.472047, -0.609356, 1.031988, 0.438826, 0.39066, 1.400597, -0.097622, 0.34565]","[7.751932, -0.602162, -0.028667, 0.838619, -0.111559, 2.279974, 0.289454, 1.53243]"
287,choose_parent,goal_bias,168,283,1.508662700005516,0.0002564000023994595,0.0002564000023994595,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.256773, -0.933895, -2.132434, 0.875444, 0.786558, 0.220733, -0.969118, -0.833295]",0.5,parent_edge_collision,,"[5.353081, -0.870786, -2.122609, 0.747189, 0.735205, 0.216488, -1.004408, -0.92863]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
287,choose_parent,goal_bias,243,283,1.5102499000058742,0.0005591000008280389,0.0005591000008280389,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.253628, -0.976121, -2.154319, 0.930134, 0.755616, 0.251457, -0.961234, -0.760338]",0.8181818181818182,parent_edge_collision,,"[5.672866, -0.882144, -2.208596, 0.599092, 0.385294, 0.370614, -1.084557, -0.861035]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
287,add_node,goal_bias,32,284,1.5108582000029855,,,5,5,0,True,False,,,,best_parent=32,0.9480217092792005,"[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
287,connect_goal,,31,284,1.5153885000036098,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
288,add_node,random,166,285,1.519996800001536,,,5,5,0,True,False,,,,best_parent=166,0.9007585512737567,"[4.088634, 0.264432, -1.731297, -1.07632, 0.459049, -1.010428, 0.64892, -0.149096]","[4.177447, 0.176405, -1.819327, -1.123483, 0.272815, -1.282701, 0.581118, 0.06916]","[4.7641, -0.405057, -2.400809, -1.435016, -0.957352, -3.081204, 0.133249, 1.510846]"
289,add_node,random,225,286,1.5248482000024524,,,5,5,0,True,False,,,,best_parent=61,0.9986567383369287,"[4.068139, -0.493072, -0.593696, -0.072817, 0.291818, 0.77439, -0.870041, -0.801426]","[4.768867, -0.509093, -1.096593, -0.809902, -1.116709, 0.527877, -1.000039, 0.370422]","[5.606831, -0.229596, -2.164725, -0.87757, -2.022079, -0.289855, -0.541052, 0.955913]"
290,add_node,random,274,287,1.5276917000010144,,,5,5,0,True,False,,,,best_parent=97,1.039072694998519,"[3.729386, 0.334979, -1.475068, -0.931021, 0.5693, -0.019421, 0.704591, -0.608702]","[5.093097, 0.593538, -1.041854, -1.601724, 0.109156, 1.013473, 0.597503, 0.35991]","[7.295455, 0.704907, 2.089715, -3.001981, 3.118354, 2.223703, -0.133388, 1.168731]"
290,connect_goal,,31,287,1.5310936000023503,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
291,add_node,random,111,288,1.538398100004997,,,5,5,0,True,False,,,,best_parent=61,0.9213678308930318,"[4.068139, -0.493072, -0.593696, -0.072817, 0.291818, 0.77439, -0.870041, -0.801426]","[4.627257, -0.50215, -0.608871, -1.100118, 0.694729, 1.716947, -0.263461, -0.607681]","[5.429676, -0.517387, -1.026163, -1.360041, 2.516869, 3.044626, 1.997261, 0.261082]"
292,add_node,random,276,289,1.544545000004291,,,5,5,0,True,False,,,,best_parent=71,1.072769221161119,"[4.29437, -0.53468, -0.312816, -0.438264, 0.033334, 1.108695, -0.606477, -0.786318]","[3.862872, -0.533724, 1.436935, -0.687402, 0.481726, 1.801609, 0.018359, -0.501939]","[3.473258, -0.811084, 1.490917, -2.436032, -0.040611, 2.985958, 0.131248, -1.842322]"
293,add_node,random,282,290,1.5486765000023297,,,5,5,0,True,False,,,,best_parent=282,1.142272222798588,"[5.472047, -0.609356, 1.031988, 0.438826, 0.39066, 1.400597, -0.097622, 0.34565]","[5.642535, -0.66827, 1.121803, 0.7236, 0.711794, 1.317166, -0.106301, 0.367802]","[6.473597, -0.955457, 1.559613, 2.111766, 2.2772, 0.91047, -0.148608, 0.475781]"
294,add_node,random,200,291,1.5532235999999102,,,5,5,0,True,False,,,,best_parent=96,0.8362936907668678,"[3.832654, 0.080829, 0.478882, 0.144975, -0.387229, -1.053853, 1.442338, 1.259149]","[4.806545, 0.130351, 1.094819, 0.150714, -0.109105, -1.317191, 1.150173, 1.501092]","[4.794855, -0.103757, 1.616328, 0.0435, 1.93746, -2.129564, -0.367895, 2.666243]"
295,add_node,random,263,292,1.557288600000902,,,5,5,0,True,False,,,,best_parent=149,0.6485231194273104,"[1.533699, 0.232133, 1.236576, 0.122131, -0.05126, -0.127492, -1.014337, 0.534657]","[3.037596, 0.487096, 2.023416, 0.257843, -0.26193, 0.404686, -1.357462, 0.113865]","[6.457412, 0.894286, 2.629257, -1.25195, 0.178157, -1.819983, -1.850787, -0.12653]"
296,choose_parent,goal_bias,168,292,1.5613449000011315,0.00024509999639121816,0.00024509999639121816,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.256773, -0.933895, -2.132434, 0.875444, 0.786558, 0.220733, -0.969118, -0.833295]",0.5,parent_edge_collision,,"[5.353081, -0.870786, -2.122609, 0.747189, 0.735205, 0.216488, -1.004408, -0.92863]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
296,choose_parent,goal_bias,243,292,1.5628770000039367,0.0005469999960041605,0.0005469999960041605,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.253628, -0.976121, -2.154319, 0.930134, 0.755616, 0.251457, -0.961234, -0.760338]",0.8181818181818182,parent_edge_collision,,"[5.672866, -0.882144, -2.208596, 0.599092, 0.385294, 0.370614, -1.084557, -0.861035]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
296,add_node,goal_bias,32,293,1.5635361000022385,,,5,5,0,True,False,,,,best_parent=32,0.9480217092792005,"[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
296,connect_goal,,31,293,1.5678449000042747,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
297,add_node,random,137,294,1.575242500002787,,,5,5,0,True,False,,,,best_parent=25,0.6664116910934008,"[1.855854, -0.15417, 0.13872, 0.477444, -0.134808, -0.541002, 0.939409, 0.654814]","[3.334172, 0.318381, 0.340111, 0.589997, -0.649696, -1.225658, 1.172026, 0.888163]","[3.841791, 0.789069, -0.280119, 1.328814, -0.581385, -1.328328, 0.382145, 0.512397]"
298,choose_parent,goal_bias,168,294,1.5793989000012516,0.0002386999985901639,0.0002386999985901639,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.256773, -0.933895, -2.132434, 0.875444, 0.786558, 0.220733, -0.969118, -0.833295]",0.5,parent_edge_collision,,"[5.353081, -0.870786, -2.122609, 0.747189, 0.735205, 0.216488, -1.004408, -0.92863]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
298,choose_parent,goal_bias,243,294,1.5809473000044818,0.0005460000029415824,0.0005460000029415824,5,5,0,False,True,"[[""dda_link_end_0"", ""collision_object_0""]]","[5.253628, -0.976121, -2.154319, 0.930134, 0.755616, 0.251457, -0.961234, -0.760338]",0.8181818181818182,parent_edge_collision,,"[5.672866, -0.882144, -2.208596, 0.599092, 0.385294, 0.370614, -1.084557, -0.861035]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
298,add_node,goal_bias,32,295,1.5816646000021137,,,5,5,0,True,False,,,,best_parent=32,0.9480217092792005,"[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]"
298,connect_goal,,31,295,1.5885172999987844,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
299,add_node,random,201,296,1.5931180000043241,,,5,5,0,True,False,,,,best_parent=201,0.4098387678979085,"[1.366205, -0.170373, 0.716391, -0.355087, 0.470144, -1.041152, 0.915597, -0.205672]","[1.585801, -0.099457, 0.914906, -0.372496, 0.694387, -1.225846, 0.897735, -0.42458]","[3.598052, 0.55038, 2.733988, -0.532025, 2.749219, -2.918279, 0.734051, -2.430533]"
300,add_node,random,261,297,1.6161009999996168,,,5,5,0,True,False,,,,best_parent=21,0.8532160743489643,"[3.131599, -0.570963, -1.167551, 0.310591, 0.559882, 0.086035, -0.564514, -0.650214]","[4.520504, -0.750164, -1.26835, 1.505328, 0.38023, -0.232755, -1.068275, -0.214073]","[5.858244, -0.663343, -1.012031, 2.313436, -0.978778, -1.333254, -1.786654, 0.113901]"
300,connect_goal,,31,297,1.6212235999992117,,,5,5,0,True,False,,,,periodic_goal_connected,0.9480217092792005,"[5.002897, -0.957118, -2.03946, 0.95981, 0.825663, 0.222377, -0.917602, -0.745457]","[5.160464, -0.997004, -2.142258, 1.003699, 0.83791, 0.224977, -0.933828, -0.737961]",
301,add_node,random,230,298,1.6233321000036085,,,5,5,0,True,False,,,,best_parent=153,0.8610612841306634,"[2.750873, 0.354445, -1.477193, -0.265054, 1.374526, -0.164497, 1.158167, -1.273759]","[2.756587, 0.479252, -0.906859, 0.449542, 1.574296, -0.140208, 1.429228, -1.520357]","[2.557436, 0.774401, 1.645554, 2.148308, 2.203118, 0.684758, 1.151043, -1.30515]"
302,add_node,random,186,299,1.6291006000028574,,,5,5,0,True,False,,,,best_parent=97,0.9170578070623532,"[3.729386, 0.334979, -1.475068, -0.931021, 0.5693, -0.019421, 0.704591, -0.608702]","[3.963295, 0.487836, -1.407315, -1.042171, 0.803787, -0.974616, 0.742086, 0.236375]","[3.253396, 0.789936, -1.911772, -0.951199, 2.542282, -1.28665, 2.925454, 1.878581]"
303,add_node,random,280,300,1.6329203999994206,,,5,5,0,True,False,,,,best_parent=202,0.830621697533347,"[2.942983, -0.615283, -1.592021, 0.486713, 1.294493, 0.400237, -0.133874, 0.399991]","[3.412334, -0.461187, -1.756957, 0.70609, 1.607347, 0.884648, 0.331986, 0.737441]","[7.085447, -0.208909, -1.6452, 1.323372, 2.398986, 1.774815, 2.535335, 0.972449]"
304,add_node,random,29,301,1.652685900000506,,,5,5,0,True,False,,,,best_parent=21,0.8438316543042221,"[3.131599, -0.570963, -1.167551, 0.310591, 0.559882, 0.086035, -0.564514, -0.650214]","[4.657366, -0.856845, -1.836539, 0.693491, 1.083181, -0.158995, -0.90466, -0.758884]","[4.838005, -0.826444, -2.088166, -0.267187, 2.787643, -2.389134, -1.057854, -0.732393]"
