iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,goal_bias,0,2,True,False,,,,best_parent=0,0.07999999999999996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.110462, 0.116367, -0.125456, 0.157802, -0.02204, -0.020184, -0.126804, -0.231452]","[0.949258, 1.0, -1.078109, 1.356073, -0.189397, -0.17345, -1.089686, -1.988984]"
1,add_node,random,0,3,True,False,,,,best_parent=0,0.08000000000000002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.427106, -0.057649, 0.167905, 0.179853, -0.064754, -0.13827, 0.054375, -0.132495]","[6.884924, -0.929306, 2.706613, 2.899212, -1.043826, -2.228911, 0.876527, -2.135814]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.11505441013240429,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.680745, 0.003161, 0.243383, 0.0786, 0.061814, -0.160181, 0.352534, 0.099767]","[2.509136, 0.44152, 0.787479, -0.651293, 0.974194, -0.318124, 2.501851, 1.774064]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.17291912071020646,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.768307, -0.000751, 0.551072, 0.255045, -0.011757, -0.338478, 0.558294, -0.105329]","[1.417772, -0.029763, 2.833254, 1.563766, -0.557447, -1.660939, 2.084457, -1.626567]"
4,add_node,goal_bias,1,6,True,False,,,,best_parent=1,0.15999999999999992,"[0.110462, 0.116367, -0.125456, 0.157802, -0.02204, -0.020184, -0.126804, -0.231452]","[0.220925, 0.232734, -0.250913, 0.315604, -0.044079, -0.040368, -0.253607, -0.462905]","[0.949258, 1.0, -1.078109, 1.356073, -0.189397, -0.17345, -1.089686, -1.988984]"
5,add_node,random,4,7,True,False,,,,best_parent=0,0.20322318787818044,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.869111, -0.083533, 0.56518, 0.287366, -0.227625, -0.655865, 0.405299, -0.185529]","[1.262024, -0.406204, 0.620169, 0.41335, -1.069039, -1.892982, -0.19105, -0.498131]"
6,add_node,random,6,8,True,False,,,,best_parent=0,0.24418003779931116,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.174766, -0.016077, 0.626996, 0.448231, 0.029594, -0.83553, 0.312274, -0.293741]","[4.633347, 0.747215, 1.326471, 2.268457, 2.940107, -2.868483, -0.740326, -1.518194]"
7,add_node,random,1,9,True,False,,,,best_parent=0,0.11708316584488457,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.232814, 0.177472, -0.316075, 0.012343, 0.256149, 0.08099, -0.153035, 0.01416]","[0.850269, 0.48584, -1.278039, -0.721723, 1.660041, 0.591566, -0.285413, 1.253653]"
8,add_node,random,2,10,True,False,,,,best_parent=0,0.1327547890509065,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.902178, -0.100057, 0.156268, 0.057841, -0.182916, -0.005371, -0.138096, -0.041055]","[7.358864, -0.676417, -0.001883, -1.600417, -1.788865, 1.800857, -2.753976, 1.201702]"
9,add_node,random,4,11,True,False,,,,best_parent=0,0.22391169707810094,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.045592, 0.032201, 0.720717, 0.143497, -0.124681, -0.319295, 0.758318, 0.208935]","[3.564104, 0.331491, 2.261567, -0.869662, -1.150339, -0.145061, 2.575088, 3.063333]"
