iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08000000000000003,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.167934, -0.084881, -0.274333, -0.109865, 0.008525, 0.186436, -0.198288, 0.045489]","[1.361889, -0.688361, -2.22475, -0.890973, 0.069135, 1.511941, -1.608054, 0.368902]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.13452699996543455,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.564548, -0.151401, -0.30319, -0.340792, -0.035911, 0.092057, -0.203161, -0.165009]","[5.093134, -0.910925, -0.632686, -2.97753, -0.543283, -0.985572, -0.258798, -2.5685]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.19279267769472422,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.865512, -0.155198, -0.379458, -0.494975, -0.203049, 0.025014, -0.208891, -0.529663]","[3.016106, -0.182334, -0.924443, -1.596723, -1.397369, -0.454057, -0.24984, -3.135364]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.21169973243101828,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.007074, -0.045713, -0.201649, -0.527533, -0.315032, -0.017126, -0.396138, -0.728412]","[2.086406, 0.789054, 1.154051, -0.775772, -1.168841, -0.338423, -1.823796, -2.243771]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.24065216536873205,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.398801, -0.035374, -0.121481, -0.354336, -0.344214, 0.034029, -0.091526, -0.875726]","[5.257143, 0.066465, 0.668131, 1.351585, -0.631647, 0.537885, 2.908773, -2.326698]"
5,add_node,random,5,7,True,False,,,,best_parent=0,0.28404640650304963,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.85895, -0.101953, -0.105966, -0.370803, -0.504263, 0.071424, -0.176938, -0.675534]","[7.269524, -0.884818, 0.076468, -0.564426, -2.386162, 0.511121, -1.181246, 1.67838]"
6,add_node,goal_bias,6,8,True,False,,,,best_parent=0,0.3028173753506184,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.151474, 0.003765, -0.084345, -0.310195, -0.455891, 0.057557, 0.099786, -0.605623]","[4.908062, 1.0, 0.119401, 0.26094, -5.6e-05, -0.073119, 2.707494, 0.053186]"
7,add_node,random,7,9,True,False,,,,best_parent=7,0.38281737535061844,"[2.151474, 0.003765, -0.084345, -0.310195, -0.455891, 0.057557, 0.099786, -0.605623]","[2.529755, -0.007103, -0.318471, -0.172325, -0.313728, 0.11389, 0.342814, -0.673044]","[6.356704, -0.117056, -2.68705, 1.222458, 1.124492, 0.6838, 2.801451, -1.355128]"
8,add_node,goal_bias,8,10,True,False,,,,best_parent=7,0.4382456775239063,"[2.151474, 0.003765, -0.084345, -0.310195, -0.455891, 0.057557, 0.099786, -0.605623]","[2.795565, 0.105455, -0.269532, -0.123901, -0.27867, 0.092989, 0.607102, -0.591877]","[4.908062, 1.0, 0.119401, 0.26094, -5.6e-05, -0.073119, 2.707494, 0.053186]"
9,add_node,random,4,11,True,False,,,,best_parent=0,0.2432038420682286,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.085757, -0.010214, -0.494589, -0.679787, -0.268427, -0.271887, -0.607316, -0.604306]","[1.74434, 0.286916, -2.946532, -1.954171, 0.121661, -2.404261, -2.374893, 0.434478]"
