iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,0.0002386999994996586,,,True,False,,,,best_parent=0,0.08,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.998187, 0.465482, -0.466675, 0.307647, 0.439072, -0.224807, 1.488343, -0.215427]","[1.81558, 0.647002, -2.210922, -0.380061, -1.237455, -2.772276, 1.624926, -0.337081]"
1,add_node,random,1,3,0.0006685999996989267,,,True,False,,,,best_parent=0,0.13053373430651183,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.815629, 0.498742, -0.71904, 0.372449, 0.430612, -0.297099, 1.207467, 0.046035]","[0.19221, 0.794514, -2.963234, 0.948706, 0.355382, -0.939959, -1.29026, 2.371127]"
2,add_node,random,2,4,0.0012252999995325808,,,True,False,,,,best_parent=0,0.1606753349913009,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.710965, 0.391997, -0.625484, 0.184615, 0.333922, -0.337193, 1.076052, 0.292769]","[0.79421, -0.542984, 0.193982, -1.460632, -0.512983, -0.688377, -0.075022, 2.453919]"
3,add_node,random,3,5,0.0019990999999208725,,,True,False,,,,best_parent=0,0.19571388286740296,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.734919, 0.285133, -0.748231, 0.154216, 0.365682, -0.515471, 1.355034, 0.406053]","[1.879975, -0.362006, -1.491554, -0.029867, 0.558008, -1.595074, 3.044473, 1.092064]"
4,add_node,goal_bias,3,6,0.002897399999710615,,,True,False,,,,best_parent=0,0.17290408893494186,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.843597, 0.281808, -0.501643, 0.332763, 0.342503, -0.245217, 0.817481, 0.198421]","[2.566578, -0.318836, 0.17342, 1.140323, 0.389273, 0.256146, -0.591997, -0.315877]"
5,add_node,goal_bias,5,7,0.004165499999544409,,,True,False,,,,best_parent=0,0.21627548327602406,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.976229, 0.171619, -0.377802, 0.480911, 0.351083, -0.153241, 0.558911, 0.104072]","[2.566578, -0.318836, 0.17342, 1.140323, 0.389273, 0.256146, -0.591997, -0.315877]"
6,add_node,random,1,8,0.005640399999720103,,,True,False,,,,best_parent=0,0.12926064082501604,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[2.408974, 0.503428, -0.324323, 0.209986, 0.315469, -0.425997, 1.338101, -0.368543]","[7.473712, 0.971277, 1.430787, -0.994115, -1.208476, -2.906538, -0.51429, -2.25637]"
7,add_node,goal_bias,6,9,0.007716299999628973,,,True,False,,,,best_parent=0,0.2765037890556533,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[2.108861, 0.06143, -0.253961, 0.629059, 0.359663, -0.061266, 0.30034, 0.009724]","[2.566578, -0.318836, 0.17342, 1.140323, 0.389273, 0.256146, -0.591997, -0.315877]"
8,add_node,random,8,10,0.009909599999446073,,,True,False,,,,best_parent=0,0.2909931778628395,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[2.280843, 0.011385, -0.076416, 0.581481, 0.613144, -0.154401, 0.314542, -0.309817]","[3.452989, -0.329702, 1.133635, 0.257212, 2.340744, -0.789161, 0.411335, -2.487646]"
9,add_node,random,9,11,0.012255899999217945,,,True,False,,,,best_parent=0,0.3223885299316499,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[2.683441, -0.075555, -0.071429, 0.605791, 0.80906, -0.135734, 0.470602, -0.418236]","[4.937369, -0.562281, -0.043506, 0.741895, 1.905887, -0.03123, 1.344294, -1.02521]"
10,add_node,random,4,12,0.014885499999763852,,,True,False,,,,best_parent=0,0.21216620509884865,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[1.590885, 0.206936, -0.649779, -0.096904, 0.220001, -0.468706, 1.507055, 0.16165]","[0.442091, -0.41675, 0.135462, -2.099802, -0.94193, -0.095712, 2.719552, -1.787675]"
11,add_node,random,10,13,0.01623219999964931,,,True,False,,,,best_parent=10,0.40238852993165,"[2.683441, -0.075555, -0.071429, 0.605791, 0.80906, -0.135734, 0.470602, -0.418236]","[2.953765, -0.054987, 0.216888, 0.469785, 0.812787, -0.223319, 0.192715, -0.542842]","[5.22669, 0.117948, 2.641101, -0.673782, 0.844126, -0.959746, -2.143807, -1.590558]"
12,add_node,random,12,14,0.017546600000059698,,,True,False,,,,best_parent=10,0.45022766302403183,"[2.683441, -0.075555, -0.071429, 0.605791, 0.80906, -0.135734, 0.470602, -0.418236]","[3.373563, -0.100216, 0.13334, 0.501273, 0.874801, -0.470501, 0.238988, -0.756887]","[7.440347, -0.538364, -0.676032, 0.806311, 1.475557, -2.865074, 0.687265, -2.830443]"
13,add_node,random,7,15,0.020182799999929557,,,True,False,,,,best_parent=0,0.18452840966946651,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[2.596586, 0.491707, -0.112133, -0.032932, 0.22481, -0.6772, 1.226559, -0.16603]","[4.163364, 0.393825, 1.65989, -2.06157, -0.532289, -2.775025, 0.295059, 1.525178]"
14,add_node,random,13,16,0.021860399999241054,,,True,False,,,,best_parent=10,0.489443288814415,"[2.683441, -0.075555, -0.071429, 0.605791, 0.80906, -0.135734, 0.470602, -0.418236]","[3.209148, -0.068685, 0.110543, 0.196786, 1.086611, -0.658243, 0.239335, -0.985313]","[1.667432, 0.226983, -0.103223, -2.658386, 3.072758, -2.418699, 0.242588, -3.127264]"
15,add_node,random,13,17,0.023700699999608332,,,True,False,,,,best_parent=10,0.4872647628693104,"[2.683441, -0.075555, -0.071429, 0.605791, 0.80906, -0.135734, 0.470602, -0.418236]","[3.677994, -0.182754, 0.162459, 0.574904, 0.722594, -0.611832, 0.270524, -0.480725]","[6.426467, -0.927927, 0.425352, 1.239661, -0.651565, -1.887799, 0.555237, 2.012524]"
16,add_node,random,14,18,0.026971700000103738,,,True,False,,,,best_parent=0,0.24123517674413703,"[2.023442, 0.440376, -0.225434, 0.402762, 0.670947, 0.127525, 1.469453, -0.198601]","[2.94634, 0.512395, -0.08365, 0.147162, -0.054256, -0.85238, 1.154607, -0.011447]","[6.528748, 0.724299, 0.208091, 1.991808, -2.91264, -2.646691, 0.417631, 1.571905]"
17,add_node,goal_bias,12,19,0.029029399999672023,,,True,False,,,,best_parent=9,0.4234629129978256,"[2.280843, 0.011385, -0.076416, 0.581481, 0.613144, -0.154401, 0.314542, -0.309817]","[2.825755, -0.14222, 0.202516, 0.691475, 0.672768, -0.064801, -0.066722, -0.467804]","[2.566578, -0.318836, 0.17342, 1.140323, 0.389273, 0.256146, -0.591997, -0.315877]"
