iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,0.00025800000003073364,,,True,False,,,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.135525, 0.032875, -0.072824, -0.017175, -0.010379, 0.391103, 0.250789, -0.092636]","[0.858007, 0.208129, -0.461051, -0.108732, -0.065707, 2.476074, 1.587746, -0.586476]"
1,add_node,goal_bias,0,3,0.0006216999991011107,,,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.329867, -0.102755, -0.217053, 0.114322, 0.064563, 0.031513, -0.094578, -0.07248]","[3.210231, -1.0, -2.112334, 1.112566, 0.628316, 0.306684, -0.920425, -0.705367]"
2,add_node,random,2,4,0.001144699999713339,,,True,False,,,,best_parent=0,0.12360237054291008,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.387055, -0.185005, -0.042254, -0.09303, 0.258593, 0.157763, -0.230664, 0.122412]","[0.951161, -0.996329, 1.681988, -2.138383, 2.172539, 1.403112, -1.573034, 2.044855]"
3,add_node,random,3,5,0.0019424000001890818,,,True,False,,,,best_parent=0,0.1852296378229788,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.897348, -0.231781, -0.165852, 0.021867, 0.270163, 0.234501, -0.265004, 0.297342]","[7.790471, -0.863647, -1.835431, 1.573921, 0.426448, 1.271086, -0.728869, 2.660325]"
4,add_node,random,4,6,0.0032642000005580485,,,True,False,,,,best_parent=0,0.22431653168981713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.320865, -0.270163, -0.189434, 0.069318, -0.040913, 0.09099, -0.211289, 0.2589]","[4.361755, -0.545748, -0.358755, 0.410022, -2.274464, -0.939434, 0.17439, -0.017115]"
5,add_node,random,5,7,0.005273799999486073,,,True,False,,,,best_parent=0,0.27903617375055906,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.843107, -0.297099, 0.004259, 0.07523, 0.011381, 0.113604, -0.166611, 0.085379]","[7.149813, -0.570804, 1.97245, 0.135302, 0.542766, 0.343401, 0.287378, -1.677834]"
6,add_node,random,1,8,0.006896799999594805,,,True,False,,,,best_parent=0,0.1314549634178682,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.38589, 0.014203, 0.169951, -0.048148, 0.132416, 0.421011, 0.462794, -0.381128]","[2.086998, -0.112661, 1.819487, -0.258597, 1.102635, 0.624225, 1.903264, -2.341293]"
7,add_node,random,6,9,0.00939970000035828,,,True,False,,,,best_parent=0,0.3194887705697311,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.279668, -0.264931, -0.089914, -0.025575, -0.183011, -0.070572, 0.005489, 0.047833]","[7.621634, 0.128689, -1.242265, -1.259076, -2.561694, -2.324241, 2.111384, -0.411607]"
8,add_node,random,8,10,0.012032500000714208,,,True,False,,,,best_parent=2,0.3897929517020939,"[0.329867, -0.102755, -0.217053, 0.114322, 0.064563, 0.031513, -0.094578, -0.07248]","[2.529719, -0.227892, 0.182608, -0.122169, -0.376964, -0.155907, 0.25921, -0.03276]","[5.226943, 0.171633, 3.122225, -1.164099, -2.469071, -1.076392, 2.996025, -0.902091]"
9,add_node,random,9,11,0.015491500000280212,,,True,False,,,,best_parent=0,0.3471821296378049,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.448343, -0.179636, 0.102929, -0.327612, -0.268445, -0.425755, 0.505298, 0.144869]","[1.742687, 0.238823, -0.588011, -2.109128, 0.672587, -2.765761, 2.639268, 1.685193]"
