iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
15,add_node,random,15,17,0.030558999998902436,,,True,False,,,,best_parent=7,0.5671561231645728,"[3.888692, -0.354427, 1.107076, 0.683481, -0.600347, 0.292792, 0.840125, 1.105439]","[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.292184, 0.998546, 0.194861, 1.937208, 0.35075, 2.932221, 0.707674, -1.791535]"
16,add_node,random,16,18,0.03232910000042466,,,True,False,,,,best_parent=7,0.6036837627821254,"[3.888692, -0.354427, 1.107076, 0.683481, -0.600347, 0.292792, 0.840125, 1.105439]","[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[0.500535, 0.623897, -2.453191, -2.20781, 1.43905, 0.318821, -0.155132, 0.332546]"
17,add_node,random,17,19,0.0337705999991158,,,True,False,,,,best_parent=9,0.6695139473186789,"[3.921865, -0.371803, 0.72325, 0.405567, -0.719381, 0.374573, 0.784039, 1.118568]","[4.082887, 0.087456, 0.398834, -0.250053, -0.63693, 0.65611, 0.18451, 0.107005]","[2.696968, 0.770306, 0.522096, -0.154618, -1.852597, 1.770829, -0.993909, -2.127225]"
18,add_node,random,5,20,0.03729369999928167,,,True,False,,,,best_parent=0,0.27797411450155624,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[3.417788, -0.402858, 1.541994, 1.010554, -0.952692, 0.114857, 1.191741, 1.077219]","[0.139429, 0.444052, 2.264689, 1.365395, -3.11067, -0.957873, 2.496795, 2.272485]"
19,add_node,random,18,21,0.038698799999110634,,,True,False,,,,best_parent=17,0.7482963210504915,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.274828, 0.170099, 0.20776, -0.27591, -0.591435, 0.870337, 0.107524, -0.158924]","[6.094061, 0.953392, -1.603262, -0.520979, -0.16023, 2.900805, -0.622151, -2.679422]"
20,add_node,random,20,22,0.04016520000004675,,,True,False,,,,best_parent=16,0.7614635977739641,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.460101, 0.164596, 0.481429, -0.250653, -0.835464, 1.052802, -0.140841, -0.177743]","[6.117617, 0.115364, 2.929757, -0.024696, -3.018626, 2.685195, -2.362797, -0.346107]"
21,add_node,random,19,23,0.04421129999900586,,,True,False,,,,best_parent=0,0.32939234386315114,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[3.143729, -0.289389, 1.424916, 0.930416, -1.007765, 0.074862, 1.323788, 1.266424]","[0.948877, 0.619356, 0.487278, 0.288611, -1.448823, -0.245442, 2.381305, 2.781702]"
22,add_node,random,17,24,0.04672480000044743,,,True,False,,,,best_parent=7,0.6215092595756533,"[3.888692, -0.354427, 1.107076, 0.683481, -0.600347, 0.292792, 0.840125, 1.105439]","[3.875757, -0.015581, 0.364722, -0.439655, -0.150632, 0.624983, 0.390726, 0.378242]","[1.021485, -0.12075, 0.231408, -1.74555, 2.268635, 1.46353, 0.781531, 0.236724]"
23,add_node,random,10,25,0.051478399998813984,,,True,False,,,,best_parent=2,0.48306313077710505,"[4.079703, -0.564344, 1.958197, 0.656157, -0.92838, 0.853335, 0.948761, 1.271415]","[3.837896, -0.404516, 0.280735, 0.387496, -0.555561, 0.10795, 0.279461, 0.640068]","[0.769625, -0.80294, -2.43604, 1.985364, 0.532375, -0.567213, -2.77473, -2.702933]"
24,add_node,random,14,26,0.056803499999659834,,,True,False,,,,best_parent=1,0.41117634183594726,"[4.314221, -0.578879, 1.955212, 0.936767, -0.805065, 1.105078, 0.930766, 1.512064]","[3.789447, -0.230207, 1.074104, 1.100139, -0.037592, 0.738535, -0.262723, 1.467221]","[6.353572, 0.066077, 0.070263, 1.204861, 2.256293, -0.048768, -2.783984, 2.192797]"
25,add_node,random,15,27,0.06112360000042827,,,True,False,,,,best_parent=7,0.5710073542455223,"[3.888692, -0.354427, 1.107076, 0.683481, -0.600347, 0.292792, 0.840125, 1.105439]","[4.878739, -0.156437, 0.671491, -0.45934, -0.430888, 0.133795, 0.400168, 0.835842]","[6.648099, -0.112222, 0.505628, -1.877566, 2.065119, -1.120135, 0.76342, 2.525672]"
26,add_node,random,24,28,0.10351669999909063,,,True,False,,,,best_parent=6,0.5444145729910805,"[3.65223, -0.425355, 1.251439, 1.037267, -0.628804, 0.419863, 0.773249, 1.111456]","[3.541825, -0.41582, 0.031996, 0.300011, -0.386201, -0.120304, 0.158549, 0.464496]","[0.488483, -0.532406, -2.533209, -0.602209, 1.360387, -2.474256, -1.088403, -1.34615]"
27,add_node,random,9,29,0.10978269999941404,,,True,False,,,,best_parent=1,0.37246236958844225,"[4.314221, -0.578879, 1.955212, 0.936767, -0.805065, 1.105078, 0.930766, 1.512064]","[3.863795, -0.361082, 0.458033, 0.660605, -0.724404, 0.578252, 1.052726, 1.111201]","[3.444787, -0.283723, -1.455622, 2.500818, -0.760648, 2.047889, 2.991422, 1.058039]"
28,add_node,random,20,30,0.11201979999896139,,,True,False,,,,best_parent=16,0.7757967415159132,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.382762, 0.223383, 0.308471, -0.262264, -0.378063, 0.652167, 0.343539, -0.399532]","[5.585325, 0.817056, 1.430561, -0.110234, 1.999251, -1.778599, 2.973127, -3.080302]"
29,add_node,random,21,31,0.11449229999925592,,,True,False,,,,best_parent=16,0.7756363944341477,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.632761, 0.150242, 0.795895, -0.482727, -0.61038, 0.992275, -0.26783, -0.269041]","[5.581147, 0.071398, 2.5232, -1.757469, 0.625964, 0.659808, -0.965356, -0.770523]"
30,add_node,random,21,32,0.11648789999890141,,,True,False,,,,best_parent=16,0.8243231599681837,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.286267, 0.237603, 0.317118, -0.04694, -0.916552, 1.292018, -0.360663, -0.189547]","[3.171955, 0.705597, -0.736149, 1.258901, -1.436342, 2.825446, -1.769771, -0.265212]"
31,add_node,random,28,33,0.12331049999920651,,,True,False,,,,best_parent=1,0.40124392913101464,"[4.314221, -0.578879, 1.955212, 0.936767, -0.805065, 1.105078, 0.930766, 1.512064]","[3.672943, -0.382429, 0.195168, 0.783612, -0.458329, 0.794902, 1.094365, 1.256802]","[2.190434, -0.548252, -1.846736, 1.739118, 1.608506, 2.477807, 1.417809, 2.387813]"
32,add_node,random,27,34,0.12964830000055372,,,True,False,,,,best_parent=6,0.5686383552933243,"[3.65223, -0.425355, 1.251439, 1.037267, -0.628804, 0.419863, 0.773249, 1.111456]","[3.247154, -0.448217, -0.134514, 0.321279, -0.63161, 0.046966, -0.094348, 0.547246]","[0.298909, -0.772352, -1.800483, 0.534067, -3.086983, 1.720531, -2.624633, 1.375172]"
33,add_node,random,23,35,0.13539859999946202,,,True,False,,,,best_parent=7,0.6463139507184774,"[3.888692, -0.354427, 1.107076, 0.683481, -0.600347, 0.292792, 0.840125, 1.105439]","[3.664588, -0.025174, 0.230267, -0.4343, 0.13851, 0.597418, 0.678393, 0.183057]","[1.871466, -0.106632, -0.911444, -0.388826, 2.593732, 0.363349, 3.121089, -1.474337]"
34,add_node,random,23,36,0.14175739999882353,,,True,False,,,,best_parent=13,0.6204429774032971,"[3.610651, -0.309397, 1.552838, 0.996173, -0.335719, 0.66631, 0.202052, 1.220807]","[3.716072, 0.020672, 0.594389, -0.365643, 0.083904, 0.732677, 0.195058, 0.623635]","[3.279482, 0.119792, 1.222315, -0.163288, 0.725141, 1.027118, -0.339914, 1.294556]"
35,add_node,random,4,37,0.14670119999937015,,,True,False,,,,best_parent=0,0.23948669251677862,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[3.436883, -0.524853, 1.665364, 1.124971, -0.855547, 0.636822, 1.245338, 0.517652]","[1.057519, -0.192677, 0.849922, 2.843054, 0.059485, 2.594776, 1.81335, -2.569826]"
36,add_node,goal_bias,25,38,0.15160759999889706,,,True,False,,,,best_parent=14,0.440598019825402,"[3.492372, -0.264534, 1.190407, 1.088006, -0.303357, 0.82975, 0.029385, 1.383158]","[3.516848, -0.198896, 0.742202, 1.192737, -0.133183, 0.958653, -0.304779, 1.600222]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]"
37,add_node,random,37,39,0.15681839999888325,,,True,False,,,,best_parent=14,0.484474772772555,"[3.492372, -0.264534, 1.190407, 1.088006, -0.303357, 0.82975, 0.029385, 1.383158]","[3.649034, -0.193743, 0.52149, 1.394043, -0.478701, 0.860291, -0.453837, 1.575974]","[4.665781, -0.15411, -1.176187, 2.942446, -3.136357, 0.103707, -1.600364, 1.389458]"
38,add_node,random,29,40,0.16016519999902812,,,True,False,,,,best_parent=17,0.7934598805811008,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.601486, 0.302531, 0.105549, -0.278659, -0.35827, 0.398234, 0.406808, -0.175731]","[6.179424, 0.873527, -1.358391, -0.396938, -0.215481, -1.433711, 0.863246, 1.438834]"
39,add_node,random,2,41,0.16564370000014605,,,True,False,,,,best_parent=0,0.1675928113746829,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[4.23609, -0.53492, 1.803241, 0.438537, -1.202201, 1.029325, 1.095632, 1.443239]","[5.040613, -0.383551, 1.00608, -0.680998, -2.610856, 1.934692, 1.851195, 2.327178]"
40,add_node,random,39,42,0.23629429999891727,,,True,False,,,,best_parent=16,0.8153325535309845,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.875679, 0.354599, -0.043367, -0.001546, -0.412551, 0.428258, 0.53266, 0.068219]","[7.601557, 0.872231, -1.523813, 2.753373, -0.952177, 0.726737, 1.783819, 2.493446]"
41,add_node,random,39,43,0.23967590000029304,,,True,False,,,,best_parent=17,0.8231451892696269,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.815716, 0.293454, -0.004344, -0.349622, -0.11915, 0.158889, 0.109046, -0.22424]","[6.358079, 0.228105, -0.795531, -0.860526, 1.602413, -1.564297, -2.034711, -0.573486]"
42,add_node,random,30,44,0.24387729999943986,,,True,False,,,,best_parent=16,0.8001583213115764,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.764612, 0.172181, 0.985052, -0.641932, -0.725067, 0.634407, -0.453095, -0.267638]","[6.146781, 0.402166, 2.967945, -2.310837, -1.927306, -3.117048, -2.395189, -0.252934]"
43,add_node,random,33,45,0.25050720000035653,,,True,False,,,,best_parent=6,0.5964894849560627,"[3.65223, -0.425355, 1.251439, 1.037267, -0.628804, 0.419863, 0.773249, 1.111456]","[3.13297, -0.436864, -0.044983, 0.23023, -0.731134, -0.265792, -0.38252, 0.73652]","[2.156189, -0.339745, 0.720903, -0.548641, -1.582508, -2.941266, -2.847676, 2.355655]"
44,add_node,random,44,46,0.2830737999993289,,,True,False,,,,best_parent=9,0.6649469855157926,"[3.921865, -0.371803, 0.72325, 0.405567, -0.719381, 0.374573, 0.784039, 1.118568]","[2.825538, -0.473759, -0.297504, 0.441212, -0.710594, -0.166201, -0.538822, 0.926804]","[0.303446, -0.776435, -2.36912, 2.172053, -0.542086, 0.650815, -1.821081, 2.487846]"
45,add_node,random,41,47,0.28686799999923096,,,True,False,,,,best_parent=16,0.8605268780417982,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[5.18266, 0.420604, 0.090981, 0.069744, -0.453404, 0.354748, 0.64546, -0.258846]","[7.776096, 0.978231, 1.22598, 0.67201, -0.79854, -0.266279, 1.598413, -3.021956]"
46,add_node,goal_bias,37,48,0.29059939999933704,,,True,False,,,,best_parent=14,0.5049882895930564,"[3.492372, -0.264534, 1.190407, 1.088006, -0.303357, 0.82975, 0.029385, 1.383158]","[3.24425, -0.167585, 0.4103, 1.285335, -0.228774, 1.178771, -0.346834, 1.733223]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]"
46,connect_goal,,47,48,0.290883899999244,,,True,False,,,,periodic_goal_connected,0.5081361432871949,"[3.24425, -0.167585, 0.4103, 1.285335, -0.228774, 1.178771, -0.346834, 1.733223]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]",
47,add_node,random,43,49,0.2959212000005209,,,True,False,,,,best_parent=16,0.8173977607515462,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.95653, 0.134254, 1.2734, -0.914849, -0.657402, 0.75885, -0.260573, -0.281403]","[6.145403, -0.100696, 3.059623, -2.605485, -0.238238, 1.529737, 0.93204, -0.366674]"
48,add_node,random,32,50,0.30385779999960505,,,True,False,,,,best_parent=1,0.41382186183474895,"[4.314221, -0.578879, 1.955212, 0.936767, -0.805065, 1.105078, 0.930766, 1.512064]","[3.478881, -0.461206, 0.150962, 0.717269, -0.170131, 1.071957, 1.090145, 1.221745]","[2.277045, -0.94908, -0.122806, 0.306402, 1.614692, 2.787775, 1.064013, 1.004639]"
49,add_node,random,42,51,0.3132475999991584,,,True,False,,,,best_parent=17,0.8431009822994626,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.557537, 0.3483, 0.00891, -0.460922, -0.35193, -0.111534, -0.059125, -0.112589]","[2.284804, 0.831106, 0.125588, -1.440682, -2.401075, -2.492053, -1.53953, 0.870272]"
50,add_node,goal_bias,47,52,0.3174268000002485,,,True,False,,,,best_parent=14,0.5077853716718571,"[3.492372, -0.264534, 1.190407, 1.088006, -0.303357, 0.82975, 0.029385, 1.383158]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]"
50,connect_goal,,51,52,0.3178005999998277,,,True,False,,,,periodic_goal_connected,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]",
51,add_node,random,42,53,0.3224190999990242,,,True,False,,,,best_parent=17,0.8753225823101918,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.938972, 0.27736, -0.198883, -0.53135, 0.133449, -0.037365, -0.11537, -0.353456]","[5.961875, 0.143794, -1.813353, -2.039506, 2.229766, -1.666069, -1.977797, -1.425818]"
52,add_node,random,36,54,0.3279060999993817,,,True,False,,,,best_parent=0,0.2691168459001871,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[3.607038, -0.567882, 1.82581, 1.254098, -0.677307, 0.358442, 1.378981, 0.302449]","[4.962336, -0.910617, 3.103781, 2.28261, 0.742393, -1.858879, 2.443461, -1.411662]"
53,add_node,random,53,55,0.3328220000003057,,,True,False,,,,best_parent=0,0.2960783396594664,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[3.905534, -0.591854, 1.7776, 1.291114, -0.640183, 0.535551, 1.576502, -0.03664]","[6.131441, -0.770611, 1.418089, 1.567138, -0.363349, 1.856271, 3.049429, -2.565257]"
54,add_node,random,31,56,0.3373570000003383,,,True,False,,,,best_parent=16,0.8826425591947747,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[4.132584, 0.281883, 0.199181, -0.226863, -0.9958, 1.669979, -0.476042, -0.092485]","[3.545615, 0.451003, -0.251263, -0.914054, -1.298475, 3.113543, -0.916716, 0.27823]"
55,add_node,goal_bias,51,57,0.3416483999990305,,,True,False,,,,best_parent=51,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]"
55,connect_goal,,51,57,0.3420876000000135,,,True,False,,,,periodic_goal_connected,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]",
56,add_node,random,29,58,0.3466131999994104,,,True,False,,,,best_parent=17,0.8339893098242951,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.101273, 0.285412, 0.343378, -0.492265, -0.324832, 0.710616, 0.541956, -0.653817]","[1.992134, 0.750186, 0.604928, -2.215607, 0.074019, 1.148562, 2.028651, -2.559118]"
57,add_node,random,51,59,0.3500824000002467,,,True,False,,,,best_parent=14,0.551959222285118,"[3.492372, -0.264534, 1.190407, 1.088006, -0.303357, 0.82975, 0.029385, 1.383158]","[3.489323, -0.203898, 0.160302, 1.285016, -0.0768, 1.409476, -0.549938, 1.574553]","[5.411949, -0.486096, -1.620557, 1.255231, 1.09373, 3.078382, -2.064056, 0.342629]"
57,connect_goal,,51,59,0.35059129999899596,,,True,False,,,,periodic_goal_connected,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]",
58,add_node,random,45,60,0.352054599999974,,,True,False,,,,best_parent=44,0.7204755223862787,"[3.13297, -0.436864, -0.044983, 0.23023, -0.731134, -0.265792, -0.38252, 0.73652]","[2.636568, -0.536312, -0.298791, 0.669601, -0.734129, -0.431948, -0.638249, 0.685898]","[1.281459, -0.984882, -0.308019, 2.307381, -0.902901, -2.337622, -1.35124, -1.041644]"
59,add_node,random,38,61,0.358283699999447,,,True,False,,,,best_parent=14,0.5058844630175339,"[3.492372, -0.264534, 1.190407, 1.088006, -0.303357, 0.82975, 0.029385, 1.383158]","[3.697045, -0.251647, 0.693328, 1.36789, -0.642428, 0.600424, -0.679738, 1.781669]","[3.901461, -0.498182, 1.424961, 1.256538, -1.339523, -0.506008, -1.641552, 2.657452]"
60,add_node,random,40,62,0.36470749999898544,,,True,False,,,,best_parent=0,0.2125890724511337,"[4.308946, -0.616613, 2.233901, 1.257678, -0.866572, 1.289954, 1.063161, 1.465078]","[3.888435, -0.474835, 1.898301, 0.200433, -1.306148, 1.161134, 0.969891, 1.618493]","[1.253761, -0.019481, 2.6187, -1.604018, -2.093897, 2.160038, 0.016979, 2.946633]"
60,connect_goal,,51,62,0.36535189999995055,,,True,False,,,,periodic_goal_connected,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]",
61,add_node,random,59,63,0.36679069999991043,,,True,False,,,,best_parent=44,0.7756379453034966,"[3.13297, -0.436864, -0.044983, 0.23023, -0.731134, -0.265792, -0.38252, 0.73652]","[2.517719, -0.57158, -0.612029, 0.611838, -0.662237, -0.623706, -0.857265, 0.885533]","[1.618518, -0.838414, -2.981958, 0.174811, -0.118304, -2.074527, -2.514319, 2.39596]"
62,add_node,random,49,64,0.3810997000000498,,,True,False,,,,best_parent=49,0.49382186183474897,"[3.478881, -0.461206, 0.150962, 0.717269, -0.170131, 1.071957, 1.090145, 1.221745]","[3.476045, -0.509735, -0.094627, 0.901003, -0.180391, 1.205726, 1.101788, 0.879732]","[3.448183, -0.986436, -2.507059, 2.705826, -0.281168, 2.519745, 1.216158, -2.479874]"
63,add_node,goal_bias,51,65,0.3863713999999163,,,True,False,,,,best_parent=51,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]"
63,connect_goal,,51,65,0.38702530000045954,,,True,False,,,,periodic_goal_connected,0.5077853716718571,"[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]","[3.233524, -0.166352, 0.39724, 1.288979, -0.232535, 1.187433, -0.348489, 1.738457]",
64,add_node,random,41,66,0.3958653999998205,,,True,False,,,,best_parent=17,0.8535823762358854,"[4.26305, -0.001311, 0.382811, -0.262459, -0.478899, 0.511202, 0.337698, 0.397444]","[4.943531, 0.391392, -0.271509, -0.173535, -0.157612, 0.609125, 0.63436, 0.283789]","[5.752081, 0.829828, -2.99013, -2.223017, 2.880327, 2.764401, 1.846249, 2.852593]"
65,add_node,random,48,67,0.4023252999995748,,,True,False,,,,best_parent=16,0.8729029096554821,"[4.616577, -0.060056, 0.649283, -0.079674, -0.65911, 0.529278, 0.384005, 0.403542]","[5.318311, 0.216017, 1.214057, -1.099174, -0.734806, 0.934583, -0.22358, -0.448863]","[7.826196, 0.782804, 0.802687, -2.37692, -1.271377, 2.152775, 0.032857, -1.609701]"
