iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08000000000000003,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[2.523177, 0.907247, 0.305446, 0.634903, -0.201302, -3.009404, -2.886688, 0.036856]","[4.179918, 0.050802, 2.473963, 2.430205, -2.065824, -2.217243, -3.000977, -0.678052]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.140702149563942,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[2.908631, 0.841853, 0.195815, 0.670157, -0.34716, -2.729247, -2.829475, 0.029324]","[7.548623, 0.054658, -1.123884, 1.094534, -2.102954, 0.643214, -2.140766, -0.061342]"
2,extend,goal_bias,0,3,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[2.24747, 1.0, -0.045446, 0.365166, 0.465928, -3.086245, -2.939991, 0.194958]",1.0,extend_edge_collision,,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[2.24747, 1.0, -0.045446, 0.365166, 0.465928, -3.086245, -2.939991, 0.194958]","[1.954271, 1.0, -0.398814, 0.135842, 1.882861, -3.058992, -3.14, 0.440637]"
3,add_node,random,2,4,True,False,,,,best_parent=0,0.17083627320283604,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[2.89687, 0.765648, 7.4e-05, 0.521413, -0.277709, -2.667482, -2.496381, 0.151923]","[2.718985, -0.386986, -2.96056, -1.72839, 0.772748, -1.733268, 2.541756, 2.006273]"
4,add_node,random,3,5,True,False,,,,best_parent=0,0.23172224382476925,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[3.141816, 0.7294, 0.005786, 0.395795, -0.447245, -2.640247, -2.116451, 0.042866]","[5.432529, 0.390413, 0.059201, -0.778966, -2.032724, -2.385552, 1.436621, -0.977026]"
5,extend,goal_bias,0,5,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[2.24747, 1.0, -0.045446, 0.365166, 0.465928, -3.086245, -2.939991, 0.194958]",1.0,extend_edge_collision,,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[2.24747, 1.0, -0.045446, 0.365166, 0.465928, -3.086245, -2.939991, 0.194958]","[1.954271, 1.0, -0.398814, 0.135842, 1.882861, -3.058992, -3.14, 0.440637]"
6,add_node,random,4,6,True,False,,,,best_parent=0,0.2969097659672529,"[2.343753, 1.0, 0.070596, 0.440473, 0.000624, -3.095195, -2.87431, 0.11428]","[3.319921, 0.633861, 0.059727, 0.344617, -0.402771, -2.354791, -1.967999, 0.219882]","[6.136282, -0.876894, 0.912698, -0.464659, 0.300497, 2.159114, 0.379468, 3.019012]"
7,add_node,random,5,7,True,False,,,,best_parent=3,0.36557512131225944,"[2.89687, 0.765648, 7.4e-05, 0.521413, -0.277709, -2.667482, -2.496381, 0.151923]","[3.433947, 0.542255, 0.091338, 0.501909, -0.22713, -2.106768, -1.828423, 0.374368]","[4.979653, -0.699529, 0.519849, 2.634129, 2.153812, 1.255368, 0.063633, 2.468553]"
8,add_node,random,6,8,True,False,,,,best_parent=3,0.41143297507392007,"[2.89687, 0.765648, 7.4e-05, 0.521413, -0.277709, -2.667482, -2.496381, 0.151923]","[3.447844, 0.517269, 0.289164, 0.61677, -0.390223, -2.157412, -1.443514, 0.245986]","[3.60176, 0.240542, 2.480168, 1.888905, -2.196543, -2.718316, 2.819527, -1.175901]"
9,add_node,random,6,9,True,False,,,,best_parent=3,0.40306285332706204,"[2.89687, 0.765648, 7.4e-05, 0.521413, -0.277709, -2.667482, -2.496381, 0.151923]","[3.249711, 0.538412, 0.263053, 0.622074, 0.004062, -1.743824, -1.797073, 0.347465]","[1.43212, 0.500496, 1.95712, 1.807561, 2.284901, 1.83683, -1.487788, 0.082049]"
