iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,new_node_collision_count,random_new_node_collision_count,rewire_collision_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
49,extend,goal_bias,4,41,0.09342019999894546,0.000770799997553695,0.000770799997553695,10,0,0,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[6.032219, 0.995348, 3.055017, -1.307472, 1.651391, 3.057601, 1.579411, 3.124871]",0.5714285714285714,extend_edge_collision,,"[6.007777, 0.994126, 3.032692, -1.143003, 1.483959, 3.035955, 1.740531, 3.120897]","[6.050551, 0.996265, 3.07176, -1.430824, 1.776965, 3.073835, 1.45857, 3.127852]","[6.125266, 1.0, 3.14, -1.93356, 2.28876, 3.14, 0.966068, 3.14]"
50,add_node,random,40,42,0.0964215000058175,,,10,0,0,True,False,,,,best_parent=18,1.0480442260419756,"[5.013505, 0.512425, 1.343412, -0.252104, 0.516238, 0.998619, 0.157956, 2.093272]","[4.924155, 0.234902, 0.698962, 0.709539, 0.107885, -0.20614, 0.046118, 1.509393]","[5.717042, 0.153831, 2.115275, 2.681953, -0.530827, -1.21102, 0.995113, 2.590968]"
51,add_node,random,5,43,0.09968120000121417,,,10,0,0,True,False,,,,best_parent=0,0.2448445492938157,"[6.125336, 1.0, 3.14, -0.774292, 0.886594, 3.14, 2.643031, 3.1389]","[5.890822, 0.776993, 2.428315, -0.802999, 1.399198, 2.84445, 1.79097, 2.633181]","[7.380893, 0.580746, 2.149969, 0.610222, 2.967819, 3.063782, 2.561526, 1.157676]"
52,add_node,random,41,44,0.10294840000278782,,,10,0,0,True,False,,,,best_parent=18,1.073899264007351,"[5.013505, 0.512425, 1.343412, -0.252104, 0.516238, 0.998619, 0.157956, 2.093272]","[5.039369, 0.286911, 0.850934, 0.661997, 0.133404, -0.471914, 0.083517, 1.163985]","[6.125865, 0.777367, 2.284063, 0.213662, 0.374058, -2.978218, 0.436194, -2.093287]"
53,add_node,random,43,45,0.1053302000000258,,,10,0,0,True,False,,,,best_parent=43,1.153899264007351,"[5.039369, 0.286911, 0.850934, 0.661997, 0.133404, -0.471914, 0.083517, 1.163985]","[5.311032, 0.262792, 0.804394, 0.874546, -0.064807, -0.731712, -0.037138, 0.986925]","[7.508111, 0.067731, 0.427996, 2.593544, -1.667841, -2.832837, -1.012934, -0.445051]"
54,extend,goal_bias,4,45,0.10635410000395495,0.0007925000027171336,0.0007925000027171336,11,0,0,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[6.032219, 0.995348, 3.055017, -1.307472, 1.651391, 3.057601, 1.579411, 3.124871]",0.5714285714285714,extend_edge_collision,,"[6.007777, 0.994126, 3.032692, -1.143003, 1.483959, 3.035955, 1.740531, 3.120897]","[6.050551, 0.996265, 3.07176, -1.430824, 1.776965, 3.073835, 1.45857, 3.127852]","[6.125266, 1.0, 3.14, -1.93356, 2.28876, 3.14, 0.966068, 3.14]"
55,add_node,random,35,46,0.10822010000265436,,,11,0,0,True,False,,,,best_parent=20,0.9996340388349706,"[4.445634, 0.14801, 1.517595, -0.608979, 0.094178, 1.558551, 1.319979, 0.992849]","[4.055915, -0.017454, 1.232495, -0.403958, 0.241374, 0.783604, 1.42535, 0.46189]","[3.875439, -0.125814, 0.682772, 0.194187, 0.19811, -0.648262, 1.924175, 0.221301]"
56,extend,goal_bias,4,46,0.10919950000243261,0.0007562000027974136,0.0007562000027974136,12,0,0,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[6.032219, 0.995348, 3.055017, -1.307472, 1.651391, 3.057601, 1.579411, 3.124871]",0.5714285714285714,extend_edge_collision,,"[6.007777, 0.994126, 3.032692, -1.143003, 1.483959, 3.035955, 1.740531, 3.120897]","[6.050551, 0.996265, 3.07176, -1.430824, 1.776965, 3.073835, 1.45857, 3.127852]","[6.125266, 1.0, 3.14, -1.93356, 2.28876, 3.14, 0.966068, 3.14]"
57,extend,goal_bias,4,46,0.10999590000574244,0.0006914999976288527,0.0006914999976288527,13,0,0,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[6.032219, 0.995348, 3.055017, -1.307472, 1.651391, 3.057601, 1.579411, 3.124871]",0.5714285714285714,extend_edge_collision,,"[6.007777, 0.994126, 3.032692, -1.143003, 1.483959, 3.035955, 1.740531, 3.120897]","[6.050551, 0.996265, 3.07176, -1.430824, 1.776965, 3.073835, 1.45857, 3.127852]","[6.125266, 1.0, 3.14, -1.93356, 2.28876, 3.14, 0.966068, 3.14]"
58,add_node,random,41,47,0.1134650000021793,,,13,0,0,True,False,,,,best_parent=18,1.072479179887238,"[5.013505, 0.512425, 1.343412, -0.252104, 0.516238, 0.998619, 0.157956, 2.093272]","[4.756077, 0.119575, 0.773905, 0.753, 0.368417, -0.265895, 0.028502, 1.664809]","[3.781291, -0.549281, 1.208549, 1.00506, 1.879406, -0.612447, -0.073666, 2.566162]"
59,add_node,random,44,48,0.11556250000285218,,,13,0,0,True,False,,,,best_parent=43,1.199789936698929,"[5.039369, 0.286911, 0.850934, 0.661997, 0.133404, -0.471914, 0.083517, 1.163985]","[5.448383, 0.315559, 0.710982, 0.55629, -0.10149, -0.93764, -0.143579, 0.767978]","[6.864718, 0.85968, -0.252255, -2.725492, -0.479756, -3.061112, -1.241176, -1.489755]"
