iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,extend,random,0,1,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[0.915651, 0.945075, -0.95268, 1.200605, -0.11654, -0.13687, -0.935081, -1.914615]",0.6666666666666666,extend_edge_collision,,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[0.948311, 0.917612, -0.890188, 1.119015, -0.072111, -0.116814, -0.859089, -1.879662]","[2.506836, -0.392901, 2.09193, -2.774469, 2.048079, 0.840266, 2.767228, -0.211696]"
1,extend,random,0,1,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[0.928051, 0.954952, -1.010564, 1.223934, -0.267791, -0.105167, -1.062458, -1.909957]",0.5,extend_edge_collision,,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[1.00577, 0.909904, -0.943464, 1.084083, -0.330181, -0.033351, -1.037853, -1.835393]","[3.225437, -0.376666, 0.972912, -2.910073, -2.112052, 2.017698, -0.335121, 0.294166]"
2,extend,random,0,1,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.005056, 0.926868, -0.948627, 1.192075, -0.124094, -0.281442, -1.033363, -1.782334]",0.8333333333333334,extend_edge_collision,,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[1.036001, 0.912241, -0.92282, 1.157733, -0.107833, -0.302334, -1.022623, -1.741896]","[3.909394, -0.445901, 1.473514, -2.031105, 1.402096, -2.24226, -0.025352, 2.012922]"
3,add_node,random,0,2,True,False,,,,best_parent=0,0.08,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[7.187796, 0.184463, -0.106281, -0.076698, 1.498931, 1.235223, 1.085195, 1.805623]"
4,extend,random,1,2,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.377979, 0.912911, -1.007511, 1.225137, -0.129813, -0.109703, -0.877136, -1.720806]",0.3333333333333333,extend_edge_collision,,"[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[1.60382, 0.84547, -0.994342, 1.13637, -0.201703, -0.159977, -0.741589, -1.689432]","[5.40388, -0.289301, -0.77275, -0.357232, -1.411344, -1.005892, 1.53917, -1.161537]"
5,extend,random,1,2,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.307827, 0.874412, -1.007808, 1.206151, -0.152966, -0.024618, -0.67326, -1.542154]",0.8333333333333334,extend_edge_collision,,"[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[1.31638, 0.859968, -1.00655, 1.193477, -0.164786, -0.012628, -0.61893, -1.503287]","[1.889387, -0.107616, -0.922299, 0.344464, -0.95658, 0.790563, 3.020637, 1.100451]"
6,add_node,random,1,3,True,False,,,,best_parent=0,0.14435268622672537,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[1.554017, 0.924663, -1.03575, 1.346535, 0.154635, -0.31436, -0.895215, -1.469182]","[4.341402, 0.712754, -1.244635, 2.089452, 2.551771, -2.531013, -0.415846, 1.109377]"
7,choose_parent,random,0,3,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.346137, 0.910391, -1.033794, 1.20934, 0.033972, -0.358059, -0.844806, -1.697336]",0.5625,parent_edge_collision,,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[1.731763, 0.840695, -0.999673, 1.089216, 0.22015, -0.498897, -0.656384, -1.47397]","[3.928175, -0.196906, -0.553859, -2.090494, 1.029721, -2.779235, 2.294877, -1.533145]"
7,choose_parent,random,1,3,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.349914, 0.92737, -1.011474, 1.236737, -0.036774, -0.159899, -0.892451, -1.688761]",0.18181818181818182,parent_edge_collision,,"[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[1.731763, 0.840695, -0.999673, 1.089216, 0.22015, -0.498897, -0.656384, -1.47397]","[3.928175, -0.196906, -0.553859, -2.090494, 1.029721, -2.779235, 2.294877, -1.533145]"
7,add_node,random,2,4,True,False,,,,best_parent=2,0.22435268622672533,"[1.554017, 0.924663, -1.03575, 1.346535, 0.154635, -0.31436, -0.895215, -1.469182]","[1.731763, 0.840695, -0.999673, 1.089216, 0.22015, -0.498897, -0.656384, -1.47397]","[3.928175, -0.196906, -0.553859, -2.090494, 1.029721, -2.779235, 2.294877, -1.533145]"
8,choose_parent,goal_bias,1,4,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.335953, 0.947756, -1.017895, 1.2753, -0.082228, -0.099492, -0.950156, -1.734003]",0.09090909090909091,parent_edge_collision,,"[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[2.044897, 0.95901, -1.055887, 1.333108, 0.034168, -0.248742, -1.002619, -1.709108]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
8,add_node,goal_bias,2,5,True,False,,,,best_parent=0,0.16434905146282483,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[2.044897, 0.95901, -1.055887, 1.333108, 0.034168, -0.248742, -1.002619, -1.709108]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
9,add_node,random,3,6,True,False,,,,best_parent=0,0.2432275317601297,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[1.93351, 0.748676, -1.059, 1.27514, 0.131464, -0.663938, -0.805971, -1.255722]","[3.477093, 0.044633, -1.512915, 2.69766, -0.54708, -1.926684, -1.950478, 0.414114]"
10,choose_parent,goal_bias,1,6,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.339807, 0.949379, -1.017739, 1.27247, -0.093423, -0.090364, -0.954623, -1.748995]",0.058823529411764705,parent_edge_collision,,"[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[2.535777, 0.993357, -1.076024, 1.319681, -0.086299, -0.183124, -1.110022, -1.949033]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
10,choose_parent,goal_bias,3,6,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.785364, 0.850872, -1.004763, 1.104581, 0.19972, -0.477846, -0.686626, -1.505641]",0.06666666666666667,parent_edge_collision,,"[1.731763, 0.840695, -0.999673, 1.089216, 0.22015, -0.498897, -0.656384, -1.47397]","[2.535777, 0.993357, -1.076024, 1.319681, -0.086299, -0.183124, -1.110022, -1.949033]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
10,add_node,goal_bias,4,7,True,False,,,,best_parent=0,0.2144376912125969,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[2.535777, 0.993357, -1.076024, 1.319681, -0.086299, -0.183124, -1.110022, -1.949033]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
10,connect_goal,,6,7,True,False,,,,periodic_goal_connected,0.22990974432549866,"[2.535777, 0.993357, -1.076024, 1.319681, -0.086299, -0.183124, -1.110022, -1.949033]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]",
11,choose_parent,goal_bias,1,7,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.340928, 0.949596, -1.017753, 1.272162, -0.094742, -0.089337, -0.955237, -1.750878]",0.05555555555555555,parent_edge_collision,,"[1.265058, 0.946631, -1.014096, 1.26952, -0.093868, -0.084567, -0.94491, -1.736492]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
11,choose_parent,goal_bias,3,7,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[1.787947, 0.850651, -1.004688, 1.103458, 0.199541, -0.478368, -0.686034, -1.506562]",0.0625,parent_edge_collision,,"[1.731763, 0.840695, -0.999673, 1.089216, 0.22015, -0.498897, -0.656384, -1.47397]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
11,add_node,goal_bias,6,8,True,False,,,,best_parent=0,0.22611953918416547,"[0.850332, 1.0, -1.077664, 1.363786, -0.2054, -0.176982, -1.087064, -1.984521]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]"
11,connect_goal,,7,8,True,False,,,,periodic_goal_connected,0.22611953918416547,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]",
