iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,reason,cost,from_q,to_q,sample_q
-1,goal_collision,,,1,False,True,,goal configuration is in collision,,,"[2.600216, -1.0, -1.07479, -1.612862, -2.958508, 3.000556, 1.570725, 0.495985]",
