iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08000000000000006,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.377863, 0.030327, -0.128199, 0.248824, -0.004084, -0.118128, -0.224349, -0.102271]","[3.434291, 0.275634, -1.165169, 2.261488, -0.037122, -1.073635, -2.039047, -0.929508]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.11608119921025738,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.822296, 0.072855, -0.019949, 0.052977, -0.042605, -0.214614, -0.019844, -0.018213]","[6.686233, 0.633979, 1.408325, -2.531062, -0.550849, -1.487664, 2.678444, 1.090859]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.17674142978738824,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.283681, 0.086586, 0.171917, -0.187371, 0.04685, -0.20497, 0.060747, 0.064583]","[6.498237, 0.241769, 2.340389, -2.903779, 1.057865, -0.095973, 0.971584, 1.000347]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.23043050949402427,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.73569, 0.049266, 0.331563, 0.060887, 0.061097, -0.117847, 0.038424, 0.18355]","[5.632978, -0.272506, 1.70805, 2.201401, 0.183933, 0.633338, -0.154048, 1.209298]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.2859526186009501,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.132393, -0.01254, 0.462437, 0.05293, -0.059646, 0.0468, -0.154762, 0.321731]","[6.860353, -0.749155, 2.022213, -0.041898, -1.498676, 2.00909, -2.457188, 1.968581]"
5,add_node,random,5,7,True,False,,,,best_parent=0,0.3279160003205226,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.403103, 0.00584, 0.559121, 0.168889, 0.255346, -0.105602, -0.363533, 0.203665]","[4.556684, 0.152055, 1.328267, 1.091372, 2.761211, -1.318012, -2.024372, -0.735579]"
6,add_node,random,6,8,True,False,,,,best_parent=0,0.3499720703816222,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.463224, -0.017507, 0.418076, 0.565169, 0.40667, -0.137945, -0.550258, 0.108772]","[2.803055, -0.149476, -0.379175, 2.805137, 1.262023, -0.320764, -1.605717, -0.427613]"
7,add_node,random,1,9,True,False,,,,best_parent=0,0.11056429182525154,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.345225, 0.017568, 0.161137, 0.517377, 0.091896, 0.050033, -0.092713, -0.300947]","[0.042577, -0.100743, 2.844077, 3.007609, 0.981902, 1.609356, 1.127916, -2.143224]"
8,add_node,random,5,10,True,False,,,,best_parent=0,0.29981005162956087,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.10051, -0.074803, 0.719181, 0.168702, -0.270404, -0.190882, -0.006462, 0.215354]","[1.800365, -0.660926, 3.136082, 1.258536, -2.254407, -2.42835, 1.389586, -0.786041]"
9,add_node,random,9,11,True,False,,,,best_parent=0,0.36367710111658275,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.518542, -0.063987, 0.853547, -0.010865, -0.460144, -0.288485, -0.183788, 0.331766]","[7.098533, 0.054515, 2.325668, -1.978214, -2.538955, -1.357829, -2.12657, 1.607184]"
10,add_node,random,0,12,True,False,,,,best_parent=0,0.08000000000000002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.129703, -0.069287, -0.265541, -0.166898, -0.279491, 0.052202, 0.025543, 0.12076]","[1.367101, -0.730301, -2.798866, -1.759144, -2.94591, 0.550222, 0.269231, 1.272844]"
11,add_node,random,3,13,True,False,,,,best_parent=0,0.19785195868828886,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.213585, 0.103492, 0.459004, -0.468294, 0.20081, -0.038414, 0.169879, -0.083037]","[0.570602, 0.258569, 3.092451, -3.045197, 1.613086, 1.489401, 1.17094, -1.437161]"
