iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,0.00028020000081596663,,,True,False,,,,best_parent=0,0.08,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.192463, -0.991819, -0.504337, -0.934301, -1.612983, 0.142665, 0.965772, 0.804609]","[7.592039, -0.897285, 2.157337, -1.628738, -0.702426, -2.319648, -0.335898, -1.482934]"
1,add_node,random,1,3,0.0007851000000300701,,,True,False,,,,best_parent=0,0.1378337107064467,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.506849, -0.989219, -0.286038, -0.899248, -1.437815, 0.341077, 1.115769, 0.584502]","[7.731621, -0.954267, 2.647493, -0.428203, 0.916108, 3.007364, 3.131455, -2.373328]"
2,add_node,random,2,4,0.00145410000004631,,,True,False,,,,best_parent=0,0.17914096495779866,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.6638, -0.91035, -0.042525, -0.8014, -1.394045, 0.106547, 1.257439, 0.756685]","[5.424223, -0.025735, 2.688818, 0.296104, -0.903096, -2.52403, 2.846461, 2.687958]"
3,add_node,random,3,5,0.0023201000003609806,,,True,False,,,,best_parent=0,0.20473527918896206,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.559227, -0.822315, -0.211128, -0.812976, -1.112798, -0.035289, 1.229476, 0.555388]","[2.556389, 0.021929, -1.828, -0.92399, 1.584298, -1.39547, 0.961315, -1.375015]"
4,add_node,random,4,6,0.003339800000503601,,,True,False,,,,best_parent=0,0.24105242648061814,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.856363, -0.701142, -0.238472, -0.778985, -1.191669, 0.081773, 1.071778, 0.62716]","[7.738236, 0.881893, -0.595698, -0.334919, -2.222055, 1.611102, -0.988436, 1.56481]"
5,add_node,random,5,7,0.004701300000306219,,,True,False,,,,best_parent=0,0.2964312530682724,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.819038, -0.625204, -0.065391, -0.502569, -1.090934, 0.098513, 1.108169, 0.350476]","[3.353183, 0.32258, 2.094828, 2.947382, 0.166333, 0.307447, 1.56237, -3.102819]"
6,add_node,random,0,8,0.006566900000507303,,,True,False,,,,best_parent=0,0.07999999999999999,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[2.904703, -0.975462, -0.892639, -0.515922, -1.568709, 0.566013, 0.915039, 1.042991]","[3.660788, -0.77589, -2.177459, 2.398101, -0.56775, 2.276181, -0.413726, 1.371787]"
7,add_node,random,6,9,0.008649200000036217,,,True,False,,,,best_parent=0,0.31985601405859615,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.902543, -0.6245, 0.060338, -0.460644, -1.041124, 0.051412, 0.634605, 0.388765]","[4.455779, -0.619832, 0.893309, -0.182884, -0.711127, -0.260635, -2.502813, 0.642435]"
8,add_node,random,6,10,0.010570000000370783,,,True,False,,,,best_parent=0,0.30885805268443833,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.5708, -0.521988, -0.29372, -0.441523, -1.042288, 0.039482, 1.223945, 0.532987]","[1.240949, 0.446752, -2.436726, 0.131425, -0.58571, -0.514555, 2.310563, 2.245967]"
9,add_node,random,8,11,0.013315700000021025,,,True,False,,,,best_parent=0,0.3499375683649054,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[3.7047, -0.584464, 0.062166, -0.708286, -0.813288, -0.19384, 0.467715, 0.28568]","[1.791656, -0.197337, 0.079838, -3.102859, 1.389761, -2.565301, -1.146021, -0.711099]"
10,add_node,random,8,12,0.016375000000152795,,,True,False,,,,best_parent=0,0.3485133794198906,"[2.811741, -1.0, -0.734668, -0.874207, -1.691779, 0.355744, 1.078413, 1.002564]","[4.188996, -0.636754, 0.114038, -0.652511, -1.173605, 0.190743, 0.415493, 0.115999]","[6.373289, -0.730196, 0.523517, -2.115559, -2.18381, 1.253181, -1.255302, -1.963927]"
11,add_node,random,10,13,0.018893600000410515,,,True,False,,,,best_parent=10,0.4299375683649054,"[3.7047, -0.584464, 0.062166, -0.708286, -0.813288, -0.19384, 0.467715, 0.28568]","[3.520856, -0.517931, 0.265091, -0.604331, -0.499902, -0.309173, 0.314829, 0.262623]","[1.533492, 0.201285, 2.458728, 0.519433, 2.887829, -1.555923, -1.337883, 0.013381]"
