iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,extend,random,0,1,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[2.725237, 0.984752, -0.944624, 1.201497, -0.110093, -0.080836, -1.083156, -1.815109]",0.5714285714285714,extend_edge_collision,,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.796129, 0.973316, -0.843153, 1.114807, -0.110465, -0.013638, -1.047428, -1.679865]","[5.062915, 0.607645, 2.401371, -1.657126, -0.122349, 2.135027, 0.09499, 2.644582]"
1,extend,goal_bias,0,1,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[2.859306, 1.0, -0.964854, 1.209577, -0.098449, -0.157637, -0.740177, -1.791187]",1.0,extend_edge_collision,,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.859306, 1.0, -0.964854, 1.209577, -0.098449, -0.157637, -0.740177, -1.791187]","[4.876288, 1.0, 0.050411, 0.26098, -8.2e-05, -0.044727, 2.70643, 0.010997]"
2,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999999,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.689565, 0.984852, -1.049828, 1.382353, 0.009963, -0.370941, -0.861076, -1.655518]","[3.401908, 0.801502, -0.685616, 2.172362, 1.457131, -2.797894, 2.403602, 2.458855]"
3,add_node,random,1,3,True,False,,,,best_parent=0,0.137509337244458,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.728829, 0.960108, -1.023824, 1.162927, 0.068798, -0.168536, -0.542346, -1.43068]","[3.168478, 0.683033, -0.732648, -1.294077, 0.727603, 2.097884, 3.026623, 1.086927]"
4,choose_parent,random,0,3,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[2.786792, 0.961011, -0.930099, 1.209635, -0.118273, -0.030148, -0.832074, -1.510711]",0.5714285714285714,parent_edge_collision,,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[2.903852, 0.931768, -0.817734, 1.129049, -0.12478, 0.075066, -0.608033, -1.147168]","[5.080061, 0.579403, 1.744754, 0.707805, -2.531707, 3.103972, -1.424785, 2.377986]"
4,add_node,random,2,4,True,False,,,,best_parent=1,0.21458569489655094,"[2.689565, 0.984852, -1.049828, 1.382353, 0.009963, -0.370941, -0.861076, -1.655518]","[2.903852, 0.931768, -0.817734, 1.129049, -0.12478, 0.075066, -0.608033, -1.147168]","[5.080061, 0.579403, 1.744754, 0.707805, -2.531707, 3.103972, -1.424785, 2.377986]"
5,choose_parent,goal_bias,0,4,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[2.837942, 0.976097, -0.931923, 1.198752, -0.109477, -0.078184, -0.757057, -1.598601]",0.4,parent_edge_collision,,"[2.630714, 1.0, -1.079918, 1.317085, -0.109598, -0.170434, -1.130794, -1.995435]","[3.148785, 0.940241, -0.70993, 1.021254, -0.109295, 0.06019, -0.19645, -1.003349]","[4.876288, 1.0, 0.050411, 0.26098, -8.2e-05, -0.044727, 2.70643, 0.010997]"
5,add_node,goal_bias,3,5,True,False,,,,best_parent=2,0.2629148358208123,"[2.728829, 0.960108, -1.023824, 1.162927, 0.068798, -0.168536, -0.542346, -1.43068]","[3.148785, 0.940241, -0.70993, 1.021254, -0.109295, 0.06019, -0.19645, -1.003349]","[4.876288, 1.0, 0.050411, 0.26098, -8.2e-05, -0.044727, 2.70643, 0.010997]"
6,extend,random,3,5,False,True,"[[""rt_link4_0"", ""collision_object_0""], [""rt_link5_0"", ""collision_object_0""]]","[2.787182, 0.904964, -0.638603, 1.012828, -0.255921, 0.236174, -0.73623, -1.236103]",0.7142857142857143,extend_edge_collision,,"[2.903852, 0.931768, -0.817734, 1.129049, -0.12478, 0.075066, -0.608033, -1.147168]","[2.740514, 0.894243, -0.56695, 0.966339, -0.308378, 0.300618, -0.787509, -1.271677]","[0.809241, 0.450548, 2.398266, -0.957502, -2.479196, 2.967493, -2.909585, -2.743846]"
7,extend,random,4,5,False,True,"[[""rt_link4_0"", ""collision_object_0""], [""rt_link5_0"", ""collision_object_0""]]","[3.171859, 0.917094, -0.711485, 0.97786, -0.109208, 0.029342, -0.204531, -0.963668]",0.2,extend_edge_collision,,"[3.148785, 0.940241, -0.70993, 1.021254, -0.109295, 0.06019, -0.19645, -1.003349]","[3.264154, 0.824504, -0.717705, 0.804285, -0.108857, -0.094052, -0.236853, -0.804944]","[5.043279, -0.9603, -0.8376, -2.541619, -0.10209, -2.472644, -0.859922, 2.254688]"
