iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999997,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.34927, -0.039055, -0.055341, 0.204061, 0.128134, 0.22599, 0.176022, 0.130774]","[4.219286, -0.471796, -0.66853, 2.465122, 1.547892, 2.730027, 2.126393, 1.579783]"
1,add_node,goal_bias,1,3,True,False,,,,best_parent=0,0.1309547242581234,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.454562, -0.163113, -0.251198, 0.324488, 0.188253, 0.061405, 0.153461, 0.22866]","[1.164849, -1.0, -1.572435, 1.136872, 0.59381, -1.048875, 0.001269, 0.888997]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.1860642383608159,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.968219, -0.186768, -0.25894, 0.29474, 0.377907, -0.13628, 0.170601, 0.290893]","[7.897372, -0.505871, -0.363373, -0.106556, 2.936314, -2.803006, 0.401811, 1.130399]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.22909751358673378,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.376856, -0.232436, -0.055208, 0.446688, 0.337408, 0.018646, 0.056269, 0.139193]","[6.631997, -0.81973, 2.564811, 2.400764, -0.183418, 2.011015, -1.41405, -1.811697]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.2804720087714632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.746139, -0.286541, 0.123463, 0.291103, 0.294573, 0.106861, 0.24659, 0.327341]","[5.938467, -0.900772, 2.151846, -1.475185, -0.191711, 1.108327, 2.407223, 2.463321]"
5,add_node,random,1,7,True,False,,,,best_parent=0,0.13562451300265246,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.468028, 0.027289, -0.366776, 0.329994, 0.125033, 0.508447, 0.238726, 0.071429]","[1.321541, 0.504102, -2.605064, 1.235075, 0.102748, 2.53846, 0.689383, -0.355077]"
6,add_node,random,5,8,True,False,,,,best_parent=0,0.3224154095968972,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.879904, -0.326353, 0.198366, 0.540242, 0.347915, 0.474562, 0.109108, 0.356321]","[2.816534, -0.605121, 0.722843, 2.284732, 0.721421, 3.049241, -0.853548, 0.559237]"
7,add_node,random,5,9,True,False,,,,best_parent=0,0.3176901490176152,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.130745, -0.290667, 0.331466, -0.017305, 0.281263, 0.061591, 0.216622, 0.195977]","[5.711868, -0.329089, 2.268218, -2.888943, 0.157326, -0.359922, -0.062411, -1.027175]"
8,add_node,goal_bias,3,10,True,False,,,,best_parent=0,0.2477390703049781,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.999082, -0.314413, -0.465105, 0.42692, 0.411795, -0.27952, 0.144023, 0.384771]","[1.164849, -1.0, -1.572435, 1.136872, 0.59381, -1.048875, 0.001269, 0.888997]"
9,add_node,random,8,11,True,False,,,,best_parent=0,0.3343221518362569,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.354489, -0.267972, 0.135791, 0.03106, -0.057389, -0.164856, 0.262302, 0.279731]","[4.253096, -0.075387, -1.524635, 0.441468, -2.931067, -2.086398, 0.649924, 0.990441]"
10,add_node,random,10,12,True,False,,,,best_parent=1,0.394418915431258,"[0.34927, -0.039055, -0.055341, 0.204061, 0.128134, 0.22599, 0.176022, 0.130774]","[2.487719, -0.252684, -0.067797, 0.024921, -0.405054, -0.14454, 0.022904, 0.416856]","[3.527924, -0.133324, -1.657329, -0.023008, -3.119472, 0.014077, -1.846212, 1.487468]"
11,add_node,random,6,13,True,False,,,,best_parent=0,0.19563568319824653,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.632708, 0.120962, -0.531437, 0.547054, -0.068306, 0.683881, 0.196813, 0.139343]","[2.119886, 0.966897, -2.018435, 2.507258, -1.814291, 2.268177, -0.181695, 0.752652]"
12,add_node,goal_bias,9,14,True,False,,,,best_parent=0,0.3176938669763067,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.029945, -0.442057, -0.67127, 0.5591, 0.445683, -0.42276, 0.117445, 0.478649]","[1.164849, -1.0, -1.572435, 1.136872, 0.59381, -1.048875, 0.001269, 0.888997]"
13,add_node,random,11,15,True,False,,,,best_parent=1,0.4042768106813965,"[0.34927, -0.039055, -0.055341, 0.204061, 0.128134, 0.22599, 0.176022, 0.130774]","[2.629383, -0.202978, -0.296525, -0.143492, -0.191986, -0.201434, -0.180601, 0.205586]","[3.97337, 0.268592, -2.466504, -1.741257, 1.829434, -0.741195, -2.111289, -1.798775]"
14,add_node,random,0,16,True,False,,,,best_parent=0,0.07999999999999996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10519, 0.023575, 0.285704, -0.162866, -0.273634, -0.133691, -0.068273, -0.185397]","[1.110813, 0.248952, 3.017061, -1.71988, -2.8896, -1.411794, -0.720971, -1.95781]"
15,add_node,random,10,17,True,False,,,,best_parent=1,0.41377766818722606,"[0.34927, -0.039055, -0.055341, 0.204061, 0.128134, 0.22599, 0.176022, 0.130774]","[2.580927, -0.295391, 0.074815, 0.003517, 0.075357, -0.419208, 0.509873, 0.025749]","[4.675454, -0.549017, -0.489213, -0.251255, 1.303245, -2.771943, 2.799879, -2.323565]"
16,add_node,random,12,18,True,False,,,,best_parent=0,0.21191274265263685,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.53086, 0.144126, -0.794779, 0.751512, 0.073303, 0.417251, 0.003318, 0.110648]","[0.132152, 0.234805, -1.825697, 1.551912, 0.627663, -0.626532, -0.754165, -0.001686]"
17,add_node,random,14,19,True,False,,,,best_parent=2,0.477905368587895,"[0.454562, -0.163113, -0.251198, 0.324488, 0.188253, 0.061405, 0.153461, 0.22866]","[2.991672, -0.152641, -0.021595, -0.099144, -0.105185, -0.137354, -0.412817, 0.242505]","[6.185644, 0.29114, 2.402205, 0.291833, 0.66006, 0.427573, -2.460048, 0.567987]"
18,add_node,random,18,20,True,False,,,,best_parent=3,0.5185589873723331,"[0.968219, -0.186768, -0.25894, 0.29474, 0.377907, -0.13628, 0.170601, 0.290893]","[3.242664, -0.140565, -0.318908, -0.06834, -0.042536, 0.038351, -0.678455, 0.370779]","[5.369735, -0.03823, -2.838533, 0.192711, 0.488389, 1.527398, -2.929649, 1.45786]"
19,add_node,random,17,21,True,False,,,,best_parent=0,0.27448880746593685,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.987892, 0.213193, -1.021152, 0.834226, 0.033998, 0.408235, -0.008753, -0.005623]","[3.860866, 0.647363, -2.44417, 1.354176, -0.213076, 0.351555, -0.084628, -0.73652]"
20,add_node,random,8,22,True,False,,,,best_parent=0,0.3342343893414011,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.184591, -0.284468, 0.717823, -0.1147, 0.140219, 0.180649, 0.105389, -0.016147]","[2.418379, -0.257552, 2.395326, -0.537576, -0.472173, 0.697581, -0.37757, -0.937155]"
21,add_node,goal_bias,13,23,True,False,,,,best_parent=13,0.3976938669763067,"[1.029945, -0.442057, -0.67127, 0.5591, 0.445683, -0.42276, 0.117445, 0.478649]","[1.060807, -0.569701, -0.877435, 0.691281, 0.479571, -0.566, 0.090866, 0.572526]","[1.164849, -1.0, -1.572435, 1.136872, 0.59381, -1.048875, 0.001269, 0.888997]"
22,add_node,random,11,24,True,False,,,,best_parent=1,0.4266583108902736,"[0.34927, -0.039055, -0.055341, 0.204061, 0.128134, 0.22599, 0.176022, 0.130774]","[2.769019, -0.220451, 0.164008, 0.136949, -0.478301, 0.043108, 0.210639, 0.640581]","[5.254134, 0.064306, 2.211862, 1.126643, -1.125394, 1.70086, 1.869168, 2.617053]"
23,add_node,random,18,25,True,False,,,,best_parent=4,0.516838839258964,"[1.376856, -0.232436, -0.055208, 0.446688, 0.337408, 0.018646, 0.056269, 0.139193]","[3.290883, -0.126167, 0.038583, -0.108864, 0.086712, -0.429649, -0.429571, -0.007823]","[5.420794, 0.062282, 0.466958, -0.178058, 1.452716, -2.510329, -0.548838, -1.789768]"
24,add_node,random,24,26,True,False,,,,best_parent=3,0.5317457141969076,"[0.968219, -0.186768, -0.25894, 0.29474, 0.377907, -0.13628, 0.170601, 0.290893]","[3.124802, -0.130331, 0.155965, -0.038162, -0.200997, -0.729182, -0.617475, -0.098507]","[2.215708, -0.153125, 0.798497, 0.348848, -1.775863, -2.368771, -1.646024, -0.594895]"
25,add_node,random,23,27,True,False,,,,best_parent=10,0.49652692033841905,"[2.354489, -0.267972, 0.135791, 0.03106, -0.057389, -0.164856, 0.262302, 0.279731]","[3.150894, -0.246221, 0.3961, -0.108004, -0.551586, 0.025288, 0.317679, 0.791218]","[7.632737, -0.548665, 3.120037, -2.982877, -1.411688, -0.183848, 1.573946, 2.559153]"
26,add_node,random,21,28,True,False,,,,best_parent=0,0.3428113077738067,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.197371, -0.209931, 0.899636, -0.206116, 0.132865, 0.302789, 0.218377, -0.374438]","[2.295055, 0.359776, 2.28927, -0.904822, 0.07666, 1.236333, 1.081967, -3.11294]"
27,add_node,random,19,29,True,False,,,,best_parent=3,0.5335576119371414,"[0.968219, -0.186768, -0.25894, 0.29474, 0.377907, -0.13628, 0.170601, 0.290893]","[3.200324, -0.200262, -0.482314, 0.007927, 0.0504, 0.352215, -0.852723, 0.585492]","[2.870409, -0.665419, -1.755579, 0.602201, 0.774563, 2.797852, -2.210624, 2.258539]"
28,add_node,random,4,30,True,False,,,,best_parent=0,0.24508178907179062,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.257294, -0.236331, -0.089947, 0.656677, 0.553479, -0.077285, -0.244959, -0.087286]","[0.151288, -0.272361, -0.411295, 2.599171, 2.552231, -0.964696, -3.031462, -2.182318]"
29,add_node,random,7,31,True,False,,,,best_parent=1,0.3898470313193356,"[0.34927, -0.039055, -0.055341, 0.204061, 0.128134, 0.22599, 0.176022, 0.130774]","[2.243684, -0.293888, 0.40499, 0.746165, 0.331201, 0.733025, 0.030443, 0.360694]","[5.601727, 0.005797, 2.312324, 2.647035, 0.176909, 3.118878, -0.695715, 0.401064]"
