iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.262211, 0.08111, 0.008463, 0.239558, 0.012767, 0.2094, 0.206438, -0.002596]","[2.095431, 0.648178, 0.067633, 1.9144, 0.102023, 1.673394, 1.649725, -0.020747]"
1,add_node,random,0,3,True,False,,,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.423518, -0.023618, -0.116863, -0.173566, 0.126365, 0.09572, -0.196111, -0.161824]","[6.51364, -0.363245, -1.797327, -2.669415, 1.943472, 1.472162, -3.016155, -2.488821]"
2,add_node,goal_bias,1,4,True,False,,,,best_parent=0,0.12022479882924558,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.413352, 0.137841, 0.35464, 0.007845, 0.036588, 0.158544, 0.329662, 0.11728]","[1.29884, 0.470217, 2.382789, -1.349691, 0.17615, -0.139405, 1.051595, 0.819601]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.17292304379255327,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.930779, 0.131696, 0.522326, 0.125886, -0.116361, 0.245169, 0.254983, 0.183017]","[7.883909, 0.049117, 2.775677, 1.712099, -2.171666, 1.409235, -0.748548, 1.066379]"
4,add_node,random,2,6,True,False,,,,best_parent=0,0.14539029010551502,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.650179, -0.066341, 0.066726, -0.38163, 0.236418, 0.400007, -0.300707, -0.258294]","[2.296787, -0.376708, 1.400433, -1.893138, 1.03591, 2.610544, -1.060562, -0.959119]"
5,add_node,random,4,7,True,False,,,,best_parent=0,0.1968178988754854,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.022308, 0.086877, 0.694172, 0.316326, -0.311241, 0.00256, 0.332521, -0.059177]","[1.985308, -0.384671, 2.502194, 2.319981, -2.361621, -2.549983, 1.148314, -2.607345]"
6,add_node,random,1,8,True,False,,,,best_parent=0,0.14281229843078422,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.265479, 0.117093, 0.033322, 0.30029, 0.160516, 0.524965, 0.385618, -0.288621]","[0.288819, 0.374116, 0.210883, 0.734093, 1.215871, 2.779006, 1.665478, -2.331657]"
7,add_node,random,5,9,True,False,,,,best_parent=0,0.20509472797444284,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.110029, -0.086719, 0.013991, -0.480142, 0.45778, 0.415387, -0.433953, -0.070664]","[6.575374, -0.328914, -0.612767, -1.650969, 3.088692, 0.59817, -2.017592, 2.159339]"
8,add_node,goal_bias,4,10,True,False,,,,best_parent=0,0.225609209028983,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.995641, 0.191353, 0.850191, -0.134151, -0.064812, 0.177397, 0.395368, 0.2952]","[1.29884, 0.470217, 2.382789, -1.349691, 0.17615, -0.139405, 1.051595, 0.819601]"
9,add_node,random,6,11,True,False,,,,best_parent=0,0.24985514143849474,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.522635, 0.131809, 0.542169, 0.320735, -0.500462, -0.097029, 0.402779, -0.082208]","[5.132118, 0.455955, -0.55442, 0.352544, -1.865543, -0.815483, 0.909641, -0.248362]"
10,add_node,random,8,12,True,False,,,,best_parent=0,0.2649824358002323,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.476894, -0.147373, -0.045443, -0.581721, 0.288442, 0.603399, -0.567415, -0.258801]","[5.882598, -0.875772, -0.759195, -1.801595, -1.745148, 2.861247, -2.170158, -2.518153]"
11,add_node,random,10,13,True,False,,,,best_parent=0,0.30501909068932803,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.900722, 0.087128, 0.758063, 0.29968, -0.547539, -0.354057, 0.40114, -0.246685]","[5.724962, -0.364808, 2.941766, 0.086717, -1.023712, -2.953831, 0.384558, -1.910325]"
12,add_node,random,11,14,True,False,,,,best_parent=0,0.33513108127247654,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.915838, -0.177316, -0.183978, -0.733865, 0.443661, 0.592529, -0.681054, -0.464587]","[5.85761, -0.4462, -1.428038, -2.100134, 1.837549, 0.494922, -1.701554, -2.312571]"
13,add_node,random,12,15,True,False,,,,best_parent=0,0.3431462169425155,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.005615, 0.000992, 0.819447, 0.533018, -0.6747, -0.59165, 0.569014, -0.131432]","[3.082278, -0.883137, 1.449522, 2.92808, -1.979919, -3.030379, 2.292133, 1.051573]"
