iteration,phase,sample_type,nearest_idx,node_count,elapsed_s,phase_elapsed_s,collision_check_elapsed_s,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,0.00020850000146310776,,,True,False,,,,best_parent=0,0.08000000000000002,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.330671, -0.143802, 0.092632, 0.458019, -0.374758, -0.089054, 0.721925, 0.07751]","[4.635364, -0.226797, 0.649646, -0.985823, -2.628248, -0.624555, -0.289449, 0.543594]"
1,add_node,random,0,3,0.0006258000012167031,,,True,False,,,,best_parent=0,0.08,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.361372, -0.163903, -0.02193, 0.849633, -0.083045, 0.188843, 1.121735, 0.342418]","[4.986329, -0.424288, -0.190357, 2.013198, -0.720846, 1.639202, 2.900614, 2.972276]"
2,add_node,goal_bias,0,4,0.0011176000007253606,,,True,False,,,,best_parent=0,0.08000000000000004,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.333808, -0.017166, 0.089852, 0.662281, 0.032522, -0.052152, 1.015915, -0.309981]","[4.740715, 0.836099, 0.769328, 0.391172, 0.278458, -0.44653, 1.967215, -2.654108]"
3,add_node,random,2,5,0.0018703000005189097,,,True,False,,,,best_parent=0,0.11135374872225749,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.51409, -0.21809, -0.254421, 0.948545, -0.012982, -0.019693, 0.85319, 0.498527]","[5.740681, -0.653302, -2.121731, 1.742986, 0.549747, -1.694604, -1.303701, 1.752356]"
4,add_node,random,3,6,0.003011000000697095,,,True,False,,,,best_parent=0,0.1473228100411296,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.634327, 0.095811, 0.268755, 0.727341, 0.056854, -0.042812, 0.89331, -0.442413]","[6.293307, 0.719493, 1.25637, 1.086495, 0.191176, 0.008745, 0.216481, -1.17349]"
5,choose_parent,random,4,6,0.004650700000638608,0.0006046000016795006,0.0006046000016795006,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[4.546447, -0.108824, -0.010378, 0.907684, 0.038045, 0.009879, 0.777325, 0.24037]",0.29411764705882354,parent_edge_collision,,"[4.51409, -0.21809, -0.254421, 0.948545, -0.012982, -0.019693, 0.85319, 0.498527]","[4.624104, 0.153413, 0.575324, 0.809616, 0.160508, 0.080851, 0.595249, -0.379208]","[4.552258, 0.558256, 2.729996, 1.387878, 0.889022, 0.949995, -1.49963, 0.065021]"
5,add_node,random,5,7,0.004712100000688224,,,True,False,,,,best_parent=0,0.19327614631934067,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.624104, 0.153413, 0.575324, 0.809616, 0.160508, 0.080851, 0.595249, -0.379208]","[4.552258, 0.558256, 2.729996, 1.387878, 0.889022, 0.949995, -1.49963, 0.065021]"
6,choose_parent,random,4,7,0.006467400000474299,0.0004017999999632593,0.0004017999999632593,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[4.547223, -0.141722, -0.018424, 0.962643, 0.072151, -0.013194, 0.731443, 0.232356]",0.23809523809523808,parent_edge_collision,,"[4.51409, -0.21809, -0.254421, 0.948545, -0.012982, -0.019693, 0.85319, 0.498527]","[4.653251, 0.102655, 0.736767, 1.007758, 0.344573, 0.007604, 0.341851, -0.619391]","[4.904726, -0.335281, 2.129701, 2.717335, 1.932701, -0.624375, -1.844476, -2.691709]"
6,add_node,random,6,8,0.0067608999997901265,,,True,False,,,,best_parent=0,0.22873732595446775,"[4.28, -0.13, 0.0, 0.698132, 0.0, 0.0, 0.890118, 0.0]","[4.653251, 0.102655, 0.736767, 1.007758, 0.344573, 0.007604, 0.341851, -0.619391]","[4.904726, -0.335281, 2.129701, 2.717335, 1.932701, -0.624375, -1.844476, -2.691709]"
7,choose_parent,random,6,8,0.008617299999968964,0.0004214999989926582,0.0004214999989926582,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]","[4.810757, 0.083806, 0.242079, 0.830163, 0.10402, -0.052019, 0.863481, -0.612827]",0.6363636363636364,parent_edge_collision,,"[4.624104, 0.153413, 0.575324, 0.809616, 0.160508, 0.080851, 0.595249, -0.379208]","[4.917416, 0.044031, 0.051653, 0.841904, 0.071742, -0.127945, 1.016757, -0.746324]","[6.713364, -0.284466, -1.325663, 1.568702, 0.166193, -0.668037, 1.799918, -2.674363]"
