iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08000000000000003,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.405903, 0.024383, 0.032696, -0.148378, 0.297054, -0.04841, 0.157641, -0.062526]","[3.608141, 0.21674, 0.290642, -1.318961, 2.640561, -0.430321, 1.401299, -0.555802]"
1,add_node,goal_bias,0,3,True,False,,,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.102537, 0.113714, -0.124787, 0.173273, -0.02255, -0.018607, -0.142061, -0.227238]","[0.901709, 1.0, -1.097375, 1.523763, -0.198308, -0.163626, -1.249288, -1.998332]"
2,add_node,random,2,4,True,False,,,,best_parent=0,0.14430721312226782,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.561039, 0.163756, -0.250857, 0.247311, 0.147357, -0.110112, -0.163111, -0.41647]","[4.720704, 0.617756, -1.394606, 0.919004, 1.688804, -0.940278, -0.354077, -2.133239]"
3,add_node,random,1,5,True,False,,,,best_parent=0,0.1430066710471335,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.777044, -0.004433, 0.218305, -0.217364, 0.378016, -0.061821, 0.389659, 0.177053]","[4.621744, -0.302939, 2.141057, -0.931995, 1.21671, -0.200756, 2.793165, 2.658886]"
4,add_node,random,3,6,True,False,,,,best_parent=0,0.20216148432354236,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.926458, 0.177686, -0.066142, 0.450804, 0.304678, -0.155902, -0.077049, -0.653807]","[4.421962, 0.310928, 1.700798, 2.397368, 1.809568, -0.593912, 0.746195, -2.924103]"
5,add_node,goal_bias,5,7,True,False,,,,best_parent=0,0.2599273324964118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.922916, 0.295401, -0.213764, 0.6044, 0.232675, -0.157007, -0.244857, -0.846277]","[0.901709, 1.0, -1.097375, 1.523763, -0.198308, -0.163626, -1.249288, -1.998332]"
6,add_node,random,2,8,True,False,,,,best_parent=0,0.11989348639309486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.193923, 0.166543, -0.086405, 0.349359, -0.206385, -0.29733, -0.085943, 0.04202]","[1.110074, 0.696157, 0.29838, 2.114635, -2.049337, -3.091553, 0.476651, 2.741353]"
7,add_node,random,4,9,True,False,,,,best_parent=0,0.1568738196972443,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.811247, 0.058391, 0.293181, -0.335809, 0.324879, 0.21237, 0.128686, 0.39386]","[1.085229, 0.561633, 0.892969, -1.284598, -0.100764, 2.408756, -1.961811, 2.130572]"
8,add_node,random,4,10,True,False,,,,best_parent=0,0.16480973610213848,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.801091, -0.076592, -0.024986, -0.335529, 0.154082, -0.023282, 0.563704, 0.390655]","[1.034175, -0.776, -2.383123, -1.480865, -2.016423, 0.350271, 2.250661, 2.461021]"
9,add_node,random,6,11,True,False,,,,best_parent=0,0.26543447315494223,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.846252, 0.331525, 0.156236, 0.424039, 0.141077, 0.021112, -0.381073, -0.934165]","[0.571408, 0.461029, 1.482709, -0.222564, -0.187307, 0.659678, -0.869416, -1.249249]"
10,add_node,goal_bias,6,12,True,False,,,,best_parent=0,0.327192864551632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.919373, 0.413116, -0.361387, 0.757995, 0.160672, -0.158113, -0.412664, -1.038748]","[0.901709, 1.0, -1.097375, 1.523763, -0.198308, -0.163626, -1.249288, -1.998332]"
11,add_node,random,4,13,True,False,,,,best_parent=0,0.21165701114823948,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.307112, -0.046974, 0.409081, -0.185021, 0.468292, -0.155942, 0.413579, 0.221633]","[7.83246, -0.570667, 2.757603, 0.213131, 1.579638, -1.314607, 0.708047, 0.770438]"
12,add_node,random,10,14,True,False,,,,best_parent=0,0.32197615550445124,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.275308, 0.387459, 0.319813, 0.428685, -0.013067, 0.186462, -0.303857, -1.080403]","[5.035212, 0.877622, 1.753271, 0.469398, -1.363856, 1.635461, 0.3728, -2.36191]"
13,choose_parent,goal_bias,10,14,False,True,"[[""rt_link4_0"", ""collision_object_0""]]","[0.892637, 0.464396, -0.287261, 0.749074, 0.106138, -0.099109, -0.514006, -1.132201]",0.6666666666666666,parent_edge_collision,,"[0.846252, 0.331525, 0.156236, 0.424039, 0.141077, 0.021112, -0.381073, -0.934165]","[0.91583, 0.530832, -0.509009, 0.911591, 0.088668, -0.159219, -0.580472, -1.231219]","[0.901709, 1.0, -1.097375, 1.523763, -0.198308, -0.163626, -1.249288, -1.998332]"
13,choose_parent,goal_bias,13,14,False,True,"[[""rt_link4_0"", ""collision_object_0""]]","[1.059621, 0.473483, -0.17748, 0.718429, 0.047974, -0.020946, -0.469826, -1.170892]",0.6,parent_edge_collision,,"[1.275308, 0.387459, 0.319813, 0.428685, -0.013067, 0.186462, -0.303857, -1.080403]","[0.91583, 0.530832, -0.509009, 0.911591, 0.088668, -0.159219, -0.580472, -1.231219]","[0.901709, 1.0, -1.097375, 1.523763, -0.198308, -0.163626, -1.249288, -1.998332]"
13,add_node,goal_bias,11,15,True,False,,,,best_parent=0,0.3991843221474323,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.91583, 0.530832, -0.509009, 0.911591, 0.088668, -0.159219, -0.580472, -1.231219]","[0.901709, 1.0, -1.097375, 1.523763, -0.198308, -0.163626, -1.249288, -1.998332]"
14,add_node,random,12,16,True,False,,,,best_parent=0,0.26231942546817033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.686383, -0.106995, 0.303515, -0.146402, 0.642126, -0.0021, 0.527163, 0.005848]","[6.529125, -0.873382, -1.0444, 0.346706, 2.861734, 1.962237, 1.97747, -2.749422]"
