iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.07999999999999999,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.310595, -0.876447, 0.001098, -0.848427, -0.802229, -0.884807, -1.367937, 1.441789]","[6.355108, 0.906924, -2.618179, -2.257308, -1.283557, -1.703146, -0.297964, 1.453393]"
1,add_node,random,1,3,True,False,,,,best_parent=0,0.14791696873621027,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.52244, -0.733869, 0.11971, -0.836092, -0.774898, -0.831207, -1.442045, 1.458623]","[5.055726, 0.971102, 1.538092, -0.688583, -0.448071, -0.190241, -2.328238, 1.659922]"
2,add_node,random,1,4,True,False,,,,best_parent=0,0.13281480508250798,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.657823, -0.881035, -0.131883, -0.770994, -0.927038, -0.846327, -1.082289, 1.210108]","[6.943716, -0.937668, -1.773288, 0.184775, -2.467565, -0.371359, 2.4435, -1.649555]"
3,add_node,random,3,5,True,False,,,,best_parent=0,0.1857606922617982,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.922491, -0.837709, -0.211514, -0.93849, -0.705681, -0.588173, -0.886687, 1.246632]","[5.607275, -0.398214, -1.019294, -2.637561, 1.539756, 2.030539, 1.097493, 1.617126]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.2180575026356926,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.663428, -0.805988, -0.101007, -1.14392, -0.683061, -0.408553, -0.623591, 1.037668]","[0.205042, -0.50497, 0.947654, -3.093354, -0.468408, 1.295951, 1.873065, -0.9453]"
5,add_node,random,5,7,True,False,,,,best_parent=0,0.2645076658329706,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.649624, -0.745104, -0.255654, -1.100736, -0.315185, -0.344299, -0.586882, 0.815975]","[2.553716, -0.322098, -1.330103, -0.800704, 2.240723, 0.102122, -0.331835, -0.724288]"
6,add_node,random,6,8,True,False,,,,best_parent=0,0.29053875045628813,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.423804, -0.643023, -0.438243, -0.918392, -0.177541, -0.240554, -0.654586, 0.944652]","[0.0665, 0.422593, -2.344264, 0.985078, 1.259307, 0.842429, -1.361343, 2.287889]"
7,add_node,random,6,9,True,False,,,,best_parent=0,0.3265493895000369,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.638967, -0.709928, -0.136622, -1.126763, -0.100801, -0.317458, -0.271911, 0.534195]","[2.530327, -0.35134, 1.076794, -1.39208, 2.084627, -0.04384, 2.938903, -2.338274]"
8,add_node,random,8,10,True,False,,,,best_parent=6,0.394966767112841,"[2.649624, -0.745104, -0.255654, -1.100736, -0.315185, -0.344299, -0.586882, 0.815975]","[2.876472, -0.610462, -0.134839, -0.917635, 0.045624, -0.367523, -0.372866, 0.33088]","[6.494641, 0.904807, -0.10768, 2.268227, 2.276268, -1.130223, -1.910822, -2.766431]"
9,add_node,random,2,11,True,False,,,,best_parent=0,0.17492186256706357,"[2.030388, -1.0, 0.182564, -0.750819, -0.768882, -0.828112, -1.442065, 1.440985]","[2.363939, -0.688099, 0.351409, -0.767731, -0.863406, -0.983929, -1.588775, 1.134848]","[1.116292, -0.327815, 2.175235, -0.229623, -1.560096, -2.186086, -2.743773, -1.413762]"
