iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,collision_q,collision_alpha,reason,cost,from_q,to_q,sample_q
0,add_node,random,0,2,True,False,,,,best_parent=0,0.08000000000000002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.227886, -0.057313, -0.28759, -0.017031, 0.202678, -0.056193, -0.122287, 0.212166]","[2.477157, -0.622996, -3.12614, -0.185128, 2.203141, -0.61083, -1.32928, 2.306276]"
1,add_node,random,0,3,True,False,,,,best_parent=0,0.08,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.442986, 0.060529, 0.187403, 0.097415, -0.072419, 0.133939, -0.132667, -0.082956]","[6.36651, 0.869915, 2.693317, 1.400025, -1.040789, 1.924949, -1.906665, -1.192221]"
2,add_node,goal_bias,1,4,True,False,,,,best_parent=0,0.132853059851047,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.426547, -0.179312, -0.193755, -0.101532, 0.078362, -0.067105, -0.309082, 0.33177]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
3,add_node,random,2,5,True,False,,,,best_parent=0,0.13735718741599393,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.902965, 0.005931, 0.433865, 0.105088, 0.054776, 0.053389, -0.075047, -0.133175]","[5.49485, -0.539115, 2.894246, 0.181688, 1.324536, -0.750726, 0.500164, -0.634505]"
4,add_node,random,4,6,True,False,,,,best_parent=0,0.16489808229528777,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.947475, -0.00685, 0.437458, 0.280866, -0.222687, -0.277697, -0.113009, -0.308069]","[1.308344, -0.110471, 0.466594, 1.706008, -2.47225, -2.962015, -0.420789, -1.726047]"
5,add_node,goal_bias,3,7,True,False,,,,best_parent=0,0.20420546276623394,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.625208, -0.301312, -0.09992, -0.186033, -0.045954, -0.078017, -0.495876, 0.451374]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
6,add_node,goal_bias,6,8,True,False,,,,best_parent=0,0.28026738400205914,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.823869, -0.423312, -0.006086, -0.270534, -0.17027, -0.088929, -0.682671, 0.570979]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
7,add_node,random,3,9,True,False,,,,best_parent=0,0.16945925376289872,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.414779, -0.228767, -0.16163, 0.142238, 0.470697, -0.141297, -0.380158, 0.274627]","[0.335131, -0.563497, 0.0558, 1.792158, 3.126156, -0.64345, -0.861223, -0.112142]"
8,add_node,goal_bias,7,10,True,False,,,,best_parent=7,0.3602673840020591,"[0.823869, -0.423312, -0.006086, -0.270534, -0.17027, -0.088929, -0.682671, 0.570979]","[1.02253, -0.545312, 0.087749, -0.355035, -0.294587, -0.099841, -0.869466, 0.690583]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
9,add_node,random,9,11,True,False,,,,best_parent=6,0.39442303203646206,"[0.625208, -0.301312, -0.09992, -0.186033, -0.045954, -0.078017, -0.495876, 0.451374]","[1.293685, -0.515883, -0.125188, -0.272796, -0.532065, -0.30115, -0.938068, 0.899561]","[4.186775, -0.201897, -2.397126, 0.604657, -3.065839, -2.449021, -1.670019, 3.12926]"
10,add_node,goal_bias,10,12,True,False,,,,best_parent=7,0.4599159761460899,"[0.823869, -0.423312, -0.006086, -0.270534, -0.17027, -0.088929, -0.682671, 0.570979]","[1.42059, -0.64681, 0.026979, -0.380209, -0.593143, -0.257706, -1.107792, 0.963598]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
11,add_node,random,5,13,True,False,,,,best_parent=0,0.22384734033012305,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.290767, -0.061939, 0.617662, 0.4367, -0.394867, -0.064001, -0.01788, -0.391093]","[6.017272, -0.820419, 3.098748, 2.582251, -2.765471, 2.878198, 1.291864, -1.534184]"
12,add_node,random,12,14,True,False,,,,best_parent=0,0.2817428144328422,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.721325, -0.048383, 0.634762, 0.57587, -0.325241, 0.160651, -0.16159, -0.585562]","[6.70621, 0.108569, 0.83274, 2.187148, 0.480866, 2.761603, -1.825414, -2.837061]"
13,add_node,random,4,15,True,False,,,,best_parent=0,0.173838527226373,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.226964, 0.052476, 0.333343, -0.008559, 0.262969, -0.020292, 0.176161, 0.039481]","[4.917651, 0.582676, -0.811707, -1.303118, 2.634501, -0.8596, 3.037683, 2.006207]"
14,add_node,goal_bias,11,16,True,False,,,,best_parent=7,0.5301791113962084,"[0.823869, -0.423312, -0.006086, -0.270534, -0.17027, -0.088929, -0.682671, 0.570979]","[1.547495, -0.777737, 0.179146, -0.487622, -0.654221, -0.214261, -1.277516, 1.027634]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
15,add_node,random,11,17,True,False,,,,best_parent=6,0.4792743715925545,"[0.625208, -0.301312, -0.09992, -0.186033, -0.045954, -0.078017, -0.495876, 0.451374]","[1.69474, -0.681125, -0.030058, -0.203163, -0.636463, -0.474086, -1.036865, 0.639598]","[3.974994, -0.966539, -0.504465, 1.269416, -0.996784, -2.27383, -0.446933, -2.055277]"
16,add_node,random,12,18,True,False,,,,best_parent=0,0.2766734658673692,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.431812, -0.076607, 0.889705, 0.314457, -0.470252, -0.307551, 0.024933, -0.677328]","[2.551835, -0.193086, 3.049967, -0.656258, -1.068877, -2.241555, 0.364906, -2.950291]"
17,add_node,goal_bias,15,19,True,False,,,,best_parent=7,0.6049797587568919,"[0.823869, -0.423312, -0.006086, -0.270534, -0.17027, -0.088929, -0.682671, 0.570979]","[1.6744, -0.908664, 0.331313, -0.595035, -0.715299, -0.170817, -1.44724, 1.09167]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
17,connect_goal,,18,19,True,False,,,,periodic_goal_connected,0.6607888374728231,"[1.6744, -0.908664, 0.331313, -0.595035, -0.715299, -0.170817, -1.44724, 1.09167]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
18,add_node,random,14,20,True,False,,,,best_parent=0,0.21706881888781987,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.527501, 0.123358, 0.078707, 0.067936, 0.37028, -0.251842, 0.140002, -0.053587]","[5.060104, 0.956533, -2.914367, 0.967091, 1.631651, -2.973557, -0.28503, -1.147533]"
19,add_node,random,13,21,True,False,,,,best_parent=0,0.3371736916487833,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.188677, -0.070381, 0.527125, 0.512462, -0.422292, -0.024199, -0.257132, -0.788756]","[6.019062, -0.250678, -0.355064, -0.007232, -1.217715, -1.539218, -1.040195, -2.454129]"
20,add_node,goal_bias,18,22,True,False,,,,best_parent=9,0.6584241060408478,"[1.02253, -0.545312, 0.087749, -0.355035, -0.294587, -0.099841, -0.869466, 0.690583]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
20,connect_goal,,21,22,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
21,add_node,random,19,23,True,False,,,,best_parent=0,0.24114772448901908,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.696173, 0.14927, -0.062681, -0.081162, 0.464117, 0.031985, -0.111973, 0.127333]","[2.997265, 0.349148, -1.153312, -1.231264, 1.18795, 2.221353, -2.055641, 1.5229]"
22,add_node,random,19,24,True,False,,,,best_parent=0,0.25242664969735906,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.517127, 0.219937, 0.102996, 0.362228, 0.450349, -0.362959, 0.151929, -0.286559]","[1.438405, 0.952856, 0.287324, 2.595567, 1.057987, -1.206209, 0.242447, -2.054559]"
23,add_node,random,23,25,True,False,,,,best_parent=0,0.32093483233054704,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.972849, 0.257791, -0.029949, 0.366623, 0.573986, -0.38189, 0.372254, -0.445169]","[7.270738, 0.697857, -1.575474, 0.417724, 2.011291, -0.601969, 2.933582, -2.289051]"
24,add_node,random,20,26,True,False,,,,best_parent=5,0.3972299345797531,"[0.947475, -0.00685, 0.437458, 0.280866, -0.222687, -0.277697, -0.113009, -0.308069]","[2.526125, -0.086306, 0.694064, 0.393985, -0.226232, -0.265704, -0.442064, -0.860016]","[6.451099, -0.271529, 2.635791, -0.984058, 2.05421, -3.074725, -2.593067, -1.688866]"
25,add_node,random,24,27,True,False,,,,best_parent=23,0.390967764619897,"[1.517127, 0.219937, 0.102996, 0.362228, 0.450349, -0.362959, 0.151929, -0.286559]","[2.340056, 0.305112, -0.031827, 0.530414, 0.638647, -0.272701, 0.546149, -0.176944]","[6.215618, 0.804543, -0.051645, 2.259082, 1.321088, 0.879703, 2.381466, 2.653947]"
26,add_node,random,26,28,True,False,,,,best_parent=19,0.41671185203700667,"[1.527501, 0.123358, 0.078707, 0.067936, 0.37028, -0.251842, 0.140002, -0.053587]","[2.827539, 0.284823, -0.102208, 0.331296, 0.506904, -0.357203, 0.477522, -0.02084]","[7.88721, 0.074239, -0.832706, -1.735381, -0.860476, -1.234266, -0.23477, 1.599389]"
27,add_node,random,25,29,True,False,,,,best_parent=4,0.45046078049537697,"[0.902965, 0.005931, 0.433865, 0.105088, 0.054776, 0.053389, -0.075047, -0.133175]","[2.733421, -0.148015, 0.825377, 0.370181, -0.027613, -0.099038, -0.668069, -1.087152]","[4.592092, -0.701317, 2.002758, 0.156753, 1.753253, 1.395328, -2.694485, -3.123711]"
28,add_node,random,10,30,True,False,,,,best_parent=3,0.40525244419261336,"[0.426547, -0.179312, -0.193755, -0.101532, 0.078362, -0.067105, -0.309082, 0.33177]","[1.334548, -0.502314, -0.384642, -0.459483, -0.222174, -0.220913, -1.135761, 0.975814]","[1.740309, -0.367568, -2.960948, -2.313236, 2.854958, 0.575822, -3.098806, 1.732983]"
29,add_node,random,27,31,True,False,,,,best_parent=19,0.4669302834439355,"[1.527501, 0.123358, 0.078707, 0.067936, 0.37028, -0.251842, 0.140002, -0.053587]","[3.271982, 0.266318, -0.35313, 0.260528, 0.420405, -0.508331, 0.345422, -0.112842]","[6.953313, 0.113045, -2.431519, -0.325647, -0.296065, -1.760133, -0.748767, -0.874895]"
30,add_node,random,30,32,True,False,,,,best_parent=19,0.49297990476278436,"[1.527501, 0.123358, 0.078707, 0.067936, 0.37028, -0.251842, 0.140002, -0.053587]","[3.459343, 0.321465, -0.148257, 0.123278, 0.166394, -0.604611, 0.125278, -0.243887]","[4.436428, 0.609054, 0.920152, -0.592475, -1.158266, -1.106705, -1.022769, -0.927287]"
30,connect_goal,,21,32,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
31,add_node,random,21,33,True,False,,,,best_parent=9,0.7001553185757585,"[1.02253, -0.545312, 0.087749, -0.355035, -0.294587, -0.099841, -0.869466, 0.690583]","[2.253285, -0.997148, 0.597598, -0.728139, -0.925489, -0.299413, -1.660574, 1.041426]","[7.670029, -0.965647, 2.366502, -1.370745, -2.776685, -2.054759, -2.709262, -0.007089]"
31,connect_goal,,21,33,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
32,add_node,random,31,34,True,False,,,,best_parent=19,0.5592435504522126,"[1.527501, 0.123358, 0.078707, 0.067936, 0.37028, -0.251842, 0.140002, -0.053587]","[3.892625, 0.335032, -0.059922, 0.258985, -0.037777, -0.852633, 0.131914, -0.293819]","[6.988741, 0.431981, 0.571297, 1.228712, -1.496735, -2.624941, 0.179337, -0.650617]"
33,add_node,goal_bias,21,35,True,False,,,,best_parent=21,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
33,connect_goal,,21,35,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
34,add_node,goal_bias,21,36,True,False,,,,best_parent=21,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
34,connect_goal,,21,36,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
35,add_node,random,29,37,True,False,,,,best_parent=3,0.42302742645970454,"[0.426547, -0.179312, -0.193755, -0.101532, 0.078362, -0.067105, -0.309082, 0.33177]","[1.521187, -0.474252, -0.562574, -0.673584, 0.058815, -0.006924, -1.261315, 0.907847]","[3.287426, -0.20869, -2.246419, -2.69971, 2.717927, 2.018142, -2.44948, 0.264646]"
36,add_node,random,33,38,True,False,,,,best_parent=33,0.6392435504522126,"[3.892625, 0.335032, -0.059922, 0.258985, -0.037777, -0.852633, 0.131914, -0.293819]","[4.054133, 0.366275, 0.157321, 0.383062, -0.28727, -1.058612, 0.236444, -0.074484]","[5.622346, 0.669635, 2.266699, 1.587823, -2.709786, -3.058619, 1.251402, 2.055215]"
37,add_node,random,32,39,True,False,,,,best_parent=11,0.7516965948658446,"[1.42059, -0.64681, 0.026979, -0.380209, -0.593143, -0.257706, -1.107792, 0.963598]","[2.652192, -0.995675, 0.818224, -0.436991, -0.913209, -0.328964, -1.786581, 1.00292]","[6.749618, -0.980542, 3.084414, 2.55358, -0.787076, -0.632502, -3.080868, 0.607405]"
38,add_node,random,28,40,True,False,,,,best_parent=4,0.4579145475873724,"[0.902965, 0.005931, 0.433865, 0.105088, 0.054776, 0.053389, -0.075047, -0.133175]","[2.648102, -0.102823, 1.062565, 0.158921, 0.094964, 0.129428, -0.912099, -1.084604]","[2.022369, 0.228619, 2.802105, -1.390462, 0.993941, 1.805004, -2.701817, -1.065915]"
39,add_node,random,1,41,True,False,,,,best_parent=0,0.1294174601871118,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.209945, -0.055158, -0.496247, -0.261911, 0.437765, -0.119858, -0.283312, -0.039637]","[0.070035, -0.038356, -2.123393, -2.171527, 2.271011, -0.61633, -1.539012, -2.003238]"
40,add_node,random,14,42,True,False,,,,best_parent=0,0.216289826313963,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.359509, -0.014889, 0.484873, 0.059931, 0.332673, 0.123752, 0.523482, 0.190046]","[1.900707, -0.289947, 1.103587, 0.339586, 0.617285, 0.711901, 1.941632, 0.804822]"
40,connect_goal,,21,42,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
41,add_node,random,37,43,True,False,,,,best_parent=31,0.6807818310799124,"[3.459343, 0.321465, -0.148257, 0.123278, 0.166394, -0.604611, 0.125278, -0.243887]","[4.446478, 0.398358, 0.281, 0.052065, -0.273641, -1.085492, 0.217904, 0.062901]","[7.796992, 0.672342, 1.337183, -2.774559, -0.157256, -1.315042, 0.05958, 1.236132]"
42,add_node,random,15,44,True,False,,,,best_parent=6,0.5464692001018843,"[0.625208, -0.301312, -0.09992, -0.186033, -0.045954, -0.078017, -0.495876, 0.451374]","[1.655131, -0.755769, 0.30714, -0.711987, -0.923355, -0.238969, -0.974059, 1.119692]","[2.488565, -0.585669, 1.298207, -2.449262, -3.007277, -0.43028, 1.375627, 1.832505]"
43,add_node,goal_bias,21,45,True,False,,,,best_parent=21,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]"
43,connect_goal,,21,45,True,False,,,,periodic_goal_connected,0.6584241060408478,"[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]","[1.762931, -1.0, 0.437467, -0.669967, -0.757908, -0.140509, -1.565641, 1.136343]",
44,add_node,random,20,46,True,False,,,,best_parent=0,0.34180350181980895,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.106843, -0.164345, 0.335355, 0.824496, -0.4411, -0.149207, -0.210034, -0.695048]","[1.701848, -0.629372, -0.613718, 2.368759, -0.534184, -0.76787, 0.023058, -0.231283]"
45,add_node,random,45,47,True,False,,,,best_parent=2,0.40232174593025527,"[0.442986, 0.060529, 0.187403, 0.097415, -0.072419, 0.133939, -0.132667, -0.082956]","[2.129851, -0.120816, 0.18068, 1.10314, -0.275874, -0.173224, -0.406863, -0.950399]","[2.290143, 0.182443, -0.89691, 3.044395, 0.875223, -0.340546, -1.778134, -2.729377]"
46,add_node,random,26,48,True,False,,,,best_parent=19,0.42336307678160967,"[1.527501, 0.123358, 0.078707, 0.067936, 0.37028, -0.251842, 0.140002, -0.053587]","[2.162558, 0.369153, 0.133082, 0.580859, 0.601761, -0.343533, 0.830827, 0.096736]","[0.918841, 0.817884, 1.288587, 0.934324, 0.343308, -0.839855, 2.82555, 2.014398]"
47,add_node,random,46,49,True,False,,,,best_parent=45,0.45292346119553734,"[2.106843, -0.164345, 0.335355, 0.824496, -0.4411, -0.149207, -0.210034, -0.695048]","[2.510786, -0.197681, -0.03884, 1.041732, -0.454342, -0.218378, -0.39348, -1.078555]","[6.239457, -0.95006, -2.187547, 0.440649, -2.201224, -0.660358, -0.262486, -2.332978]"
48,add_node,random,8,50,True,False,,,,best_parent=0,0.21403491213411657,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.476034, -0.202979, -0.009803, 0.41345, 0.745365, -0.073662, -0.558684, 0.461659]","[0.994423, 0.01526, 1.275087, 2.70867, 3.069835, 0.498717, -2.069521, 2.044484]"
49,add_node,random,46,51,True,False,,,,best_parent=2,0.418806652232845,"[0.442986, 0.060529, 0.187403, 0.097415, -0.072419, 0.133939, -0.132667, -0.082956]","[2.012537, -0.172342, 0.186573, 1.189405, -0.273702, 0.196478, -0.661981, -1.041429]","[1.215497, -0.522415, 0.226611, 1.775494, -0.258944, 2.708248, -2.395261, -1.659894]"
