iteration,phase,sample_type,nearest_idx,node_count,accepted,collision,collision_pairs,reason,cost,from_q,to_q,sample_q
148,add_node,random,67,137,True,False,,best_parent=0,0.2804708504592425,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[2.975832, 0.690753, -0.800548, 0.09187, 0.627429, 1.233188, 1.592887, 0.253643]","[5.147336, 0.355148, -1.241028, 2.748622, 1.91425, 3.122476, 2.349688, 1.567309]"
149,add_node,random,124,138,True,False,,best_parent=0,0.8412593203611749,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[5.598103, -0.000947, -0.36256, -0.044739, 1.330511, -1.242892, -1.131001, 1.034698]","[5.220157, 0.567345, 1.859583, 1.648105, 1.603417, -1.789779, -3.074634, 2.42219]"
150,choose_parent,random,0,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,1,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,7,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.624299, 0.563317, 0.00049, 0.849759, -0.135368, -0.029077, 0.89297, -0.280345]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,65,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[5.463541, 0.109567, -0.431655, 0.895054, 0.006308, -0.572916, 0.085406, -1.367746]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,73,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.587476, -0.234567, -0.590028, 0.755634, 0.678541, -1.125277, 0.017303, -0.269618]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,74,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.35486, -0.3091, -0.762715, 0.915064, 0.653411, -1.331081, -0.06646, -0.028373]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,76,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.503036, -0.357628, -0.429167, 0.756588, 0.672155, -1.412453, -0.301637, 0.100711]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,79,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.845438, -0.292938, -0.349332, 0.678092, 0.89864, -1.379199, -0.321404, 0.36854]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,85,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.738087, -0.309824, -0.399012, 0.520046, 1.051776, -1.181012, -0.661354, 0.559773]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,99,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[5.023632, -0.059062, -0.482956, 1.032437, -0.122414, -1.342832, -0.138743, -1.532934]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,127,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[5.172779, -0.304859, -0.963109, 1.062422, -0.221688, -0.953896, 0.035213, 0.218191]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,choose_parent,random,132,138,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[5.123978, -0.33088, -1.158287, 1.184265, -0.568272, -0.725117, 0.16294, 0.168092]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
150,add_node,random,113,139,True,False,,best_parent=2,0.6882188288757325,"[2.678403, 0.623612, -0.014999, 0.512511, 0.120051, 0.433955, 1.763576, -0.146717]","[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[7.431021, -0.874359, 1.654944, 2.088889, 2.62615, 1.767705, 2.923746, -1.732124]"
151,add_node,random,121,140,True,False,,best_parent=0,0.8664961052872837,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.503341, -0.267591, -0.145959, -0.415331, 1.476457, -0.949291, -1.295089, 0.849127]","[2.65005, 0.251895, 1.839242, -1.516802, 2.344696, -1.410517, -1.884406, -0.215003]"
152,add_node,random,129,141,True,False,,best_parent=0,0.8049523272821585,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.493819, -0.436121, -0.782411, -1.031627, -0.565202, -0.649835, -0.48696, -0.314417]","[3.549175, -0.396162, -2.117937, -1.95067, -2.22311, -0.897865, -1.455255, -0.905465]"
153,choose_parent,random,0,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,1,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,2,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.678403, 0.623612, -0.014999, 0.512511, 0.120051, 0.433955, 1.763576, -0.146717]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,4,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.807795, 0.574562, 0.423512, 0.612703, -0.113732, 0.149898, 1.433413, -0.195328]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,6,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.680083, 0.579043, 0.297005, 0.835686, -0.27229, 0.185187, 1.146965, -0.455591]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,7,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.624299, 0.563317, 0.00049, 0.849759, -0.135368, -0.029077, 0.89297, -0.280345]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,11,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.744462, 0.578889, 0.5149, 0.924061, -0.358305, 0.338257, 0.821053, -0.695279]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,13,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.098336, 0.50833, 0.379567, 0.853889, -0.415591, 0.413869, 0.588484, -0.889853]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,16,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.003081, 0.579716, 0.617037, 0.714434, -0.237502, -0.127315, 1.307715, 0.073516]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,17,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.996321, 0.590529, 0.810946, 0.581588, -0.400454, -0.411269, 1.377354, 0.363244]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,18,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.007096, 0.539766, 1.149869, 0.425208, -0.337335, -0.32031, 1.627622, 0.475985]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,19,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.072531, 0.39435, 0.107293, 0.754614, -0.189015, 0.379804, 1.842973, -0.648661]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,46,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.673091, 0.281527, 1.139537, 1.202415, -1.068936, 0.29241, -0.152742, -0.552326]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,49,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.232955, 0.523618, 1.281226, 0.650124, -0.446106, -0.075005, 1.767947, 0.716942]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,51,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.904952, 0.59719, 1.194006, 0.682405, -0.073171, -0.53377, 1.759673, 0.587419]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,55,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.323673, -0.071803, 0.573013, 0.980803, -0.107603, -0.237036, 0.209208, -1.053614]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,63,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.252866, 0.140625, 0.393042, 0.802458, 0.277792, -0.210057, 0.077484, -0.57943]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,78,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.724352, -0.009332, 0.889697, 0.571633, 0.27428, 0.510099, 0.074417, -0.475034]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,84,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.661535, -0.109279, 1.000526, 0.65818, 0.563351, 0.659946, -0.036638, -0.590349]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,91,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.93505, -0.12701, 0.749691, 1.059891, -0.237466, -0.382249, 0.376418, -1.207029]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,95,141,False,True,"[[""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.258243, -0.165039, 0.915386, 1.238493, -0.421122, -0.410591, 0.640748, -1.29859]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,101,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.06064, 0.629158, 1.092066, 0.945899, -0.301514, -0.809856, 1.827913, 0.706464]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,108,141,False,True,"[[""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.97845, 0.297739, 1.29401, 1.364017, -1.232527, 0.007385, -0.329148, -0.594673]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,109,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.194799, 0.475337, 1.296614, 0.836793, -0.270976, 0.202946, 1.89757, 0.979032]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,113,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.700064, -0.111639, 1.19306, 0.617806, 0.939888, 0.795391, 0.161437, -0.705907]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,115,141,False,True,"[[""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.240896, 0.348077, 1.414815, 1.455927, -1.374649, 0.281982, -0.525619, -0.431413]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,128,141,False,True,"[[""rt_link6_0"", ""collision_object_0""], [""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.769339, 0.560801, 1.461914, 0.73601, -0.524121, 0.007986, 1.784881, 0.656282]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,133,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""], [""rt_link5_0"", ""collision_object_0""], [""rt_link6_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.373735, 0.459469, 1.114834, 1.061884, -0.548799, 0.424576, 1.954455, 1.107246]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,choose_parent,random,138,141,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
153,add_node,random,85,142,True,False,,best_parent=85,0.8821684416267263,"[4.738087, -0.309824, -0.399012, 0.520046, 1.051776, -1.181012, -0.661354, 0.559773]","[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[5.121339, -0.981556, -1.169696, 2.996203, 1.111393, 0.792052, -1.632738, 2.665556]"
154,add_node,random,135,143,True,False,,best_parent=0,0.38130054773895783,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.459792, 0.52899, 0.436871, 0.08104, -0.885418, -1.208589, 1.504282, 0.777212]","[4.365449, 0.48761, -0.642358, 1.039668, -1.78592, -2.91898, 2.847218, -0.557955]"
155,choose_parent,random,138,143,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[5.342089, -0.366878, -1.176478, 1.245549, -0.751437, -0.382682, 0.124025, 0.398645]","[7.474157, -0.718764, -1.354294, 1.844614, -2.541896, 2.964671, -0.256375, 2.652337]"
155,add_node,random,132,144,True,False,,best_parent=0,0.7952760290794021,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[5.342089, -0.366878, -1.176478, 1.245549, -0.751437, -0.382682, 0.124025, 0.398645]","[7.474157, -0.718764, -1.354294, 1.844614, -2.541896, 2.964671, -0.256375, 2.652337]"
156,choose_parent,random,134,144,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.346792, -0.30116, -0.981027, 1.14504, 0.857877, -1.373375, -0.389296, -0.086478]","[4.786028, -0.301527, 0.788521, 1.072392, -0.654142, -0.430539, 1.08296, -1.687881]","[7.636131, -0.689437, 0.22403, 1.297114, -0.943097, 0.071102, 2.991936, -2.539358]"
156,add_node,random,107,145,True,False,,best_parent=0,0.7144750882829664,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.786028, -0.301527, 0.788521, 1.072392, -0.654142, -0.430539, 1.08296, -1.687881]","[7.636131, -0.689437, 0.22403, 1.297114, -0.943097, 0.071102, 2.991936, -2.539358]"
157,add_node,random,118,146,True,False,,best_parent=0,0.7661063764043625,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.922822, -0.423754, -0.117548, -1.092631, 0.105423, -0.658763, -0.047888, -0.533634]","[5.660213, -0.575683, 2.465993, -2.627716, 0.708948, -0.740249, 1.14746, -0.357867]"
158,add_node,random,106,147,True,False,,best_parent=0,0.6843744848645548,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.229847, -0.331067, -0.959762, -0.313067, -0.004325, -0.983487, 1.30908, -1.470821]","[4.977664, -0.122371, -2.314209, -0.885952, -1.764021, -0.996532, 2.174784, -2.341338]"
159,add_node,random,146,148,True,False,,best_parent=0,0.749434617481713,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.561137, -0.392527, -1.188056, -0.25757, -0.15798, -1.10756, 1.192176, -1.665598]","[6.651776, -0.78038, -2.628727, 0.092647, -1.127638, -1.890537, 0.45444, -2.894762]"
160,choose_parent,random,1,148,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[5.747148, 0.078523, -0.31091, 0.237594, 1.477041, -1.297651, -0.915146, 1.185223]","[7.071893, 0.784865, 0.148164, 2.747023, 2.77943, -1.78436, 1.003412, 2.523116]"
160,choose_parent,random,101,148,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.06064, 0.629158, 1.092066, 0.945899, -0.301514, -0.809856, 1.827913, 0.706464]","[5.747148, 0.078523, -0.31091, 0.237594, 1.477041, -1.297651, -0.915146, 1.185223]","[7.071893, 0.784865, 0.148164, 2.747023, 2.77943, -1.78436, 1.003412, 2.523116]"
160,choose_parent,random,113,148,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[3.700064, -0.111639, 1.19306, 0.617806, 0.939888, 0.795391, 0.161437, -0.705907]","[5.747148, 0.078523, -0.31091, 0.237594, 1.477041, -1.297651, -0.915146, 1.185223]","[7.071893, 0.784865, 0.148164, 2.747023, 2.77943, -1.78436, 1.003412, 2.523116]"
160,choose_parent,random,138,148,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.045868, -0.182332, 1.23587, 0.754154, 1.09618, 0.88551, 0.417461, -0.801022]","[5.747148, 0.078523, -0.31091, 0.237594, 1.477041, -1.297651, -0.915146, 1.185223]","[7.071893, 0.784865, 0.148164, 2.747023, 2.77943, -1.78436, 1.003412, 2.523116]"
160,add_node,random,137,149,True,False,,best_parent=0,0.8220662469742749,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[5.747148, 0.078523, -0.31091, 0.237594, 1.477041, -1.297651, -0.915146, 1.185223]","[7.071893, 0.784865, 0.148164, 2.747023, 2.77943, -1.78436, 1.003412, 2.523116]"
161,add_node,random,147,150,True,False,,best_parent=0,0.7316808380503445,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[4.448536, -0.352229, -1.239266, -0.0382, -0.571326, -1.153952, 1.238624, -1.615884]","[3.896601, -0.1547, -1.490286, 1.037093, -2.597431, -1.381355, 1.4663, -1.372198]"
162,choose_parent,random,1,150,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[3.75826, -0.224924, 0.775936, 0.57279, 0.640538, 0.828733, -0.181717, -0.552865]","[4.160797, -0.706205, -0.158738, 0.217421, 0.961768, 1.53117, -0.785488, -0.396868]"
162,choose_parent,random,74,150,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.35486, -0.3091, -0.762715, 0.915064, 0.653411, -1.331081, -0.06646, -0.028373]","[3.75826, -0.224924, 0.775936, 0.57279, 0.640538, 0.828733, -0.181717, -0.552865]","[4.160797, -0.706205, -0.158738, 0.217421, 0.961768, 1.53117, -0.785488, -0.396868]"
162,choose_parent,random,134,150,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.346792, -0.30116, -0.981027, 1.14504, 0.857877, -1.373375, -0.389296, -0.086478]","[3.75826, -0.224924, 0.775936, 0.57279, 0.640538, 0.828733, -0.181717, -0.552865]","[4.160797, -0.706205, -0.158738, 0.217421, 0.961768, 1.53117, -0.785488, -0.396868]"
162,choose_parent,random,141,150,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[4.78057, -0.384286, -0.484442, 0.794527, 1.058385, -0.962298, -0.769032, 0.793198]","[3.75826, -0.224924, 0.775936, 0.57279, 0.640538, 0.828733, -0.181717, -0.552865]","[4.160797, -0.706205, -0.158738, 0.217421, 0.961768, 1.53117, -0.785488, -0.396868]"
162,add_node,random,84,151,True,False,,best_parent=0,0.6742857531016022,"[2.333739, 0.725458, -0.12641, 0.521605, 0.200725, 0.028056, 2.245862, -0.10697]","[3.75826, -0.224924, 0.775936, 0.57279, 0.640538, 0.828733, -0.181717, -0.552865]","[4.160797, -0.706205, -0.158738, 0.217421, 0.961768, 1.53117, -0.785488, -0.396868]"
163,choose_parent,random,1,151,False,True,"[[""rt_link_end_0"", ""collision_object_0""]]",parent_edge_collision,,"[2.65693, 0.644107, 0.00188, 0.580511, 0.361131, 0.234257, 2.109417, 0.012843]","[4.021108, 0.254665, 1.555484, 1.735893, -1.329331, 0.362728, -0.683456, -0.496153]","[3.153355, -0.11414, 2.110866, 2.841242, -1.150407, 0.681524, -1.30662, -0.751751]"
