iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3
0,5.906110833762347,5.169396997093088,1.717780368105246,0.47255,3.7499999999986655,2.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.184930836578065,3.578125879157679,1.5673058777658455,2.239775731979099,3.6576220780172033,2.6965058100523076,1.7751585840758146,-0.014081108990557673,-0.11828485047344969,-0.053722317577491754,0.03134133683910619,0.11049760020718731,-0.09659202200504198,0.12676201527966072
2,4.053317520669987,2.9859903837850443,2.0710671196525694,2.395585049699536,2.816186544442534,1.2371480904073495,2.3103851027022086,-1.0,1.8000910199597444,3.14,-3.14,-3.14,-2.1711594604571687,3.14
3,4.148937013222552,3.4428451024378273,1.854600403692021,8.071888397391616,3.7464472762071304,1.2373509720091764,7.9,-0.04947120716270037,1.514878467571022,-3.14,3.14,3.14,-2.868000754659202,3.14
4,3.9685464745581465,3.3139924483926935,1.7270555328749266,8.100797384646604,3.4386797298124194,1.2373021281764152,7.9,-0.35126477778969284,1.5516925133586266,-3.14,3.14,3.14,-3.135100372636863,3.14
5,4.300538025515323,3.143311312431411,2.080694360964674,8.070712083003151,3.0976112477921256,1.2373012206486427,7.9,-0.6252116104155564,-2.378441025658921,-3.14,3.14,3.14,-3.14,3.14
6,3.060448428209678,2.4391179214881222,1.7177825582244737,5.564280428575901,4.272035978937935,1.2373012206486427,5.404231487392738,0.5214955925692296,-3.14,-3.14,3.14,3.14,-3.14,3.14
7,4.102969043652239,2.248063439324502,2.6952548535552294,5.655883672449719,4.102924155269674,1.5550961661507043,5.495869724712027,0.33041200039164453,-3.14,-0.14402859173329485,3.14,3.14,-3.14,3.14
8,4.568324205302421,3.0909933494099406,2.3581970429840635,6.414056758759036,4.710120477927207,1.2373012206486427,6.2167869771305755,1.0,-1.672871160134744,3.14,-3.14,3.14,-3.14,2.0841705818513208
9,3.9820938676767796,3.170210078519914,1.716650398406583,8.060049751352754,3.1909274744705836,1.2373001068479734,7.9,-0.5591042206708374,-3.14,3.14,3.14,3.14,-3.14,3.14
10,3.1698506933643436,2.349202147031352,1.7177825582244737,7.341261144717875,2.7505403863687055,1.2373012206486427,7.181212203534713,-1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
11,3.0316955772589624,2.249149614666978,1.7177825582244737,6.743045051113707,3.4738874184842645,1.2373012206486427,6.582996109930544,-0.27665296788444094,-3.14,-3.14,3.14,3.14,-3.14,3.14
12,3.1049398496843246,2.382472271631143,1.7177825582244737,6.405458433268067,3.9070724124942,1.2373012206486427,6.245409492084905,0.1565320261254945,-3.14,-3.14,3.14,3.14,-3.14,3.14
13,3.2123017054475542,2.5337745803683585,1.7177825582244737,6.218310420397523,4.178604460945636,1.2373012206486427,6.0582614792143605,0.42806407457693074,-3.14,-3.14,3.14,3.14,-3.14,3.14
14,3.3144322945895093,2.6645381631026743,1.7177825582244737,6.118781713550825,4.363148958357135,1.2373012206486427,5.958732772367663,0.6126085719884294,-3.14,-3.14,3.14,3.14,-3.14,3.14
15,3.411031980100758,2.7803906528344595,1.7177825582244737,6.071247980226718,4.504792729718222,1.2373012206486427,5.911199039043556,0.754252343349517,-3.14,-3.14,3.14,3.14,-3.14,3.14
16,3.509995120165061,2.8935002209729177,1.7177825582244737,6.055741544128657,4.630427813743659,1.2373012206486427,5.895692602945495,0.8798874273749537,-3.14,-3.14,3.14,3.14,-3.14,3.14
17,3.613998509527054,3.008432833937281,1.7177825582244737,6.061363677334412,4.750540386368706,1.2373012206486427,5.9013147361512495,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
18,3.6215963413018493,3.0142881057497584,1.7177825582244737,6.081601957407316,4.750540386368706,1.2373012206486427,5.921553016224153,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
19,3.6271979741892872,3.018622451309911,1.7177825582244737,6.096313544150937,4.750540386368706,1.2373012206486427,5.936264602967775,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
20,3.6313112549309454,3.0218142219013635,1.7177825582244737,6.107007673480875,4.750540386368706,1.2373012206486427,5.946958732297712,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
21,3.6343230484358613,3.024156002084834,1.7177825582244737,6.114781437393526,4.750540386368706,1.2373012206486427,5.954732496210363,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
22,3.6365238530202766,3.0258696841153703,1.7177825582244737,6.12043233271237,4.750540386368706,1.2373012206486427,5.960383391529207,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
23,3.63812971154533,3.0271214040658703,1.7177825582244737,6.124540074890203,4.750540386368706,1.2373012206486427,5.964491133707041,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
24,3.6393002340322416,3.0280344757135267,1.7177825582244737,6.127526070002038,4.750540386368706,1.2373012206486427,5.967477128818876,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
25,3.6401527947629875,3.0286998796848423,1.7177825582244737,6.129696646056208,4.750540386368706,1.2373012206486427,5.9696477048730445,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
26,3.6407734274082775,3.0291844588440444,1.7177825582244737,6.131274478648181,4.750540386368706,1.2373012206486427,5.971225537465019,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
27,3.6412250471044127,3.0295371756972402,1.7177825582244737,6.132421434859881,4.750540386368706,1.2373012206486427,5.972372493676719,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
28,3.6415535862961823,3.0297938189704454,1.7177825582244737,6.133255178920087,4.750540386368706,1.2373012206486427,5.973206237736925,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
29,3.64179253880442,3.0299805081495412,1.7177825582244737,6.13386124317157,4.750540386368706,1.2373012206486427,5.973812301988408,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
30,3.6419663071863297,3.030116284894704,1.7177825582244737,6.134301802684324,4.750540386368706,1.2373012206486427,5.974252861501162,1.0,-3.14,-3.14,3.14,3.14,-3.14,3.14
