iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3
0,2.045181627495397,2.0451816274953973,0.0,2.413840608900137,1.9406727319057588,1.643974057471398,2.4879754355088326,-1.0,-0.5465889522899756,-0.7820595668837804,-1.4282196404690948,-2.9603281480282457,-1.3078900080590117,1.0858542295715568
1,1.3305084636200328,1.330502328613977,0.004023677938289252,3.1285452102547455,1.948790397367223,1.6437210618269058,3.0927975791459437,-0.9907058404310831,-0.4195086162387581,-0.7436190028331302,-1.5099859954610282,-2.947674406366555,-1.3641018060996197,1.2038773372585296
2,0.8653158979609998,0.8653037285062124,0.004582916572549884,3.59376171575612,1.949225127427319,1.6435416309159083,3.4848226468746346,-0.9903329997770208,-0.328354936998281,-0.7284659744568871,-1.5433268519193122,-2.9450818359730295,-1.4074703746601251,1.2855175061644466
3,0.5625990643105968,0.5625860523964293,0.003824547464630576,3.8964787209974716,1.9474938968946722,1.643551917594743,3.7404409668933347,-0.992241248644753,-0.26743315546776536,-0.723283565964748,-1.5551476028808002,-2.9457159381011393,-1.4373964458953492,1.3389977768671344
4,0.3657262602500038,0.36571524785033277,0.002837644265559879,4.093341357497079,1.9455911864819682,1.6436385740339032,3.907110496615455,-0.9942709981945811,-0.22766262237291543,-0.7218701409718283,-1.5586064975888514,-2.947032300642691,-1.4571803475203906,1.373569226822339
5,0.23773079732441207,0.23772246526435722,0.00199022704003887,4.221325086900633,1.9440494199412073,1.643731042835024,4.015683328294923,-0.9958912852536125,-0.20186900545566855,-0.7217561182375078,-1.5591012102800772,-2.948244465734373,-1.4700699702922586,1.3958861795512045
6,0.15452701778319458,0.1545210830046174,0.0013542677760377303,4.304518900298297,1.9429245031548643,1.6438059779762122,4.086357407195546,-0.9970635960791663,-0.1851592078257955,-0.7220147782724857,-1.5586965084439364,-2.9491757026356633,-1.4784320623606417,1.410310913723327
7,0.10044309399143933,0.10043901145088847,0.0009055898889098635,4.35859531556494,1.9421429589188732,1.643860632031381,4.132338489046864,-0.9978739582866792,-0.17432963000125065,-0.7223214384332428,-1.5581313922740645,-2.9498395589358295,-1.4838530226421238,1.419648896592736
8,0.06528824872932969,0.06528549862254265,0.0005992402171609136,4.393744833972713,1.9416140553949701,1.643898547990381,4.162244304770543,-0.9984206372049522,-0.16730595450018684,-0.7225787330062844,-1.5576378563047713,-2.9502952669166733,-1.4873685664877598,1.4257015690507222
9,0.04243752912614304,0.04243570045824053,0.0003939599361811623,4.416591899535263,1.941261523621829,1.6439241650360434,4.181690757334461,-0.9987842840250253,-0.162747698928742,-0.7227703160174769,-1.5572641255169224,-2.9506015636367935,-1.4896497305320995,1.4296283886106678
