iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3,dq0_dda_joint_linear_track,dq1_dda_joint_carriage,dq2_dda_joint_base,dq3_dda_joint_shoulder,dq4_dda_joint_elbow,dq5_dda_joint_wrist1,dq6_dda_joint_wrist2,dq7_dda_joint_wrist3
0,5.798222422150346,3.835921533427808,2.773492570853709,0.47255,3.7499999999986655,2.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.884461416498676,3.568983522074367,2.2449375937348877,1.2999346882271476,4.41281012732186,2.6147113375776816,0.7568621761291937,0.2646603026462701,-0.171888853613264,0.30117174701243987,0.13901437957879942,-0.011881691977084547,-0.21324202590232277,-0.04288664643252926,0.7568621761291937,0.2646603026462701,-0.171888853613264,0.30117174701243987,0.13901437957879942,-0.011881691977084547,-0.21324202590232277,-0.04288664643252926
2,3.7146835049895075,2.8808875521296446,1.798128639449567,2.2680972156359074,4.396624958747147,2.1681057909277546,1.230407980872358,-0.004335944737751896,-0.6505924054254696,0.778328515329626,0.3325229290949527,-0.24653806401465386,-0.06415159831362982,-0.1807039247405413,0.4735458047431643,-0.268996247384022,-0.4787035518122056,0.4771567683171861,0.19350854951615326,-0.2346563720375693,0.14909042758869295,-0.13781727830801205
3,3.0113174508782223,2.439746520084569,1.4490018159293003,2.816504722856792,4.214933303314056,1.8532885043256158,1.563740089399031,-0.14504558496441933,-0.8214747448584552,1.0141482325622877,0.43766060419736724,-0.2727706156251719,-0.1886933301892838,-0.25426801322007553,0.33333210852667294,-0.14070964022666743,-0.17088233943298559,0.2358197172326617,0.10513767510241456,-0.026232551610518046,-0.12454173187565398,-0.07356408847953422
4,2.44134949039449,2.035263890156432,1.1692179413635242,3.189055662641452,3.9191436253709573,1.627051603378227,1.8069172932832158,-0.29341789555666,-0.9858487034892646,1.1709441428878677,0.5092476712651924,-0.2720045002408716,-0.3082603151627733,-0.3091827543920771,0.24317720388418484,-0.14837231059224065,-0.1643739586308094,0.15679591032558005,0.0715870670678252,0.0007661153843003254,-0.1195669849734895,-0.05491474117200157
5,1.976474292704078,1.6791873674076783,0.9431045457582067,3.4283471811200217,3.5977754576109193,1.4867074733339827,1.9798377632794872,-0.43847766528381593,-1.139267955344836,1.2679563859585308,0.5544274071342383,-0.2595395832508498,-0.4253004803168055,-0.3441317372264719,0.17292046999627142,-0.14505976972715595,-0.15341925185557137,0.09701224307066303,0.04517973586904589,0.01246491699002178,-0.1170401651540322,-0.03494898283439479
6,1.5962211561002053,1.3734866318307817,0.7592528261709528,3.5749836921561746,3.295787702523832,1.4140616256849305,2.099754115915776,-0.5737351783674292,-1.2759048851723973,1.319561305315781,0.5801759724725076,-0.24174260562614477,-0.5355927570297889,-0.3610776188824495,0.11991635263628875,-0.13525751308361322,-0.13663692982756137,0.05160491935725031,0.025748565338269302,0.01779697762470503,-0.11029227671298342,-0.0169458816559776
7,1.2856912820936308,1.1158618009681112,0.6097683044509418,3.660210063679706,3.0323648060757336,1.3883943641021566,2.180470124661169,-0.695523861690321,-1.3915268666113918,1.3386340750981078,0.5932067574193701,-0.2207061397276449,-0.6340052150292954,-0.36521987454066773,0.08071600874539309,-0.12178868332289183,-0.11562198143899449,0.01907276978232675,0.013030784946862495,0.021036465898499862,-0.09841245799950649,-0.004142255658218241
8,1.0332716778380628,0.9020321327562122,0.4887691573478273,3.7062835982974565,2.812517397914647,1.3919013822333814,2.233208923656227,-0.8013869305631767,-1.485663722072156,1.336515372290954,0.598819290003416,-0.19736401333037218,-0.7178185768258907,-0.362253666217268,0.052738798995057845,-0.10586306887285568,-0.09413685546076422,-0.0021187028071538716,0.005612532584045926,0.023342126397272733,-0.08381336179659526,0.0029662083233997216
9,0.8291116533933338,0.726660304584869,0.3913085905153027,3.728437327259232,2.63393009114038,1.4113804503012097,2.2670585594751484,-0.8904950294451922,-1.5606585260357781,1.3222857970003523,0.6004204116745963,-0.172972992817475,-0.787048662908187,-0.356281160143268,0.03384963581892153,-0.08910809888201554,-0.07499480396362213,-0.014229575290601648,0.0016011216711802057,0.024391020512897182,-0.0692300860822963,0.005972506074000017
10,0.6646252079849087,0.584053066789271,0.31307971898614584,3.73667641097973,2.491124062238577,1.438052391392615,2.288806921103581,-0.9637587316401344,-1.6198341351137604,1.3023819348236079,0.5999444248535688,-0.1489597652607257,-0.8432486335388479,-0.34958260638729266,0.021748361628432633,-0.07326370219494216,-0.05917560907798225,-0.019903862176744447,-0.00047598682102745205,0.024013227556749284,-0.056199970630660956,0.006698553755975334
