iteration,err_norm,position_error,orientation_error,tcp_x,tcp_y,tcp_z,q0_dda_joint_linear_track,q1_dda_joint_carriage,q2_dda_joint_base,q3_dda_joint_shoulder,q4_dda_joint_elbow,q5_dda_joint_wrist1,q6_dda_joint_wrist2,q7_dda_joint_wrist3,dq0_dda_joint_linear_track,dq1_dda_joint_carriage,dq2_dda_joint_base,dq3_dda_joint_shoulder,dq4_dda_joint_elbow,dq5_dda_joint_wrist1,dq6_dda_joint_wrist2,dq7_dda_joint_wrist3
0,8.89919565674546e-05,8.899193113928483e-05,6.322027276634106e-08,4.074755828621659,1.9799766786911883,1.7105052541148562,4.440243532885317,-0.6251552909732521,-0.6361902213399954,-1.4731478358434844,0.14432902608178583,1.3288188855417935,-0.934606090979222,1.570796257257281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100000,9.747731280696372e-08,8.128716495751055e-08,4.712160915387242e-08,4.0747558185145,1.9800577444705025,1.7105417741987667,4.440254104152585,-0.6250870487919814,-0.6362040860759144,-1.473116795122971,0.1443297693005449,1.3287870853079147,-0.934592238865975,1.5707962669279654,1.057126726777824e-05,6.824218127066128e-05,-1.3864735919022486e-05,3.1040720513519915e-05,7.432187590639128e-07,-3.180023387883146e-05,1.385211324700375e-05,9.670684475437952e-09
